Player,Hall of Fame,Logreg Pred,DTree Pred,RFC Pred,ETC Pred,GBC Pred,SVC Pred,Correct Models (out of 6),Mean Confidence in Prediction,Mean Adjusted Prediction Score
Chris Capuano,0,0,0,0,0,0,0,6,0.992793913457554,0.985869185256773
Monte Pearson,0,0,0,0,0,0,0,6,0.9914972839814841,0.9832449383856177
Doc Ayers,0,0,0,0,0,0,0,6,0.9901439881875594,0.9806142820042814
Kevin Correia,0,0,0,0,0,0,0,6,0.9926630324617226,0.985630879896279
Ray Scarborough,0,0,0,0,0,0,0,6,0.9932692742254786,0.9867897331620057
Erskine Mayer,0,0,0,0,0,0,0,6,0.9912799962283142,0.9828773408210519
Rick Waits,0,0,0,0,0,0,0,6,0.9934872572266943,0.9872022159319284
Al Demaree,0,0,0,0,0,0,0,6,0.988983833247877,0.9783677580170304
Doug Fister,0,0,0,0,0,0,0,6,0.9929148918384287,0.9861053313438081
Otto Hess,0,0,0,0,0,0,0,6,0.9909120441325253,0.9821406793304543
Hugh Daily,0,0,0,0,0,0,0,6,0.986880835745597,0.9741726061543665
Matt Clement,0,0,0,0,0,0,0,6,0.9929818626469736,0.9862433339047505
Jack Warhop,0,0,0,0,0,0,0,6,0.9918822955104708,0.984115794534357
Vern Ruhle,0,0,0,0,0,0,0,6,0.992643128138151,0.9855914534258822
Gene Packard,0,0,0,0,0,0,0,6,0.9877285350864159,0.975880122377891
Aaron Cook,0,0,0,0,0,0,0,6,0.9932664564976633,0.9867919605796677
Jim Devlin,0,0,1,0,0,1,0,4,0.8516676873175447,0.06775996601910539
Ed Doheny,0,0,0,0,0,0,0,6,0.9928173695229557,0.9859298333567241
Luke Hamlin,0,0,0,0,0,0,0,6,0.9924284130014924,0.9851651496025774
Ted Lewis,0,0,0,0,0,0,0,6,0.9909936371098058,0.9822872419446429
Julián Tavárez,0,0,0,0,0,0,0,6,0.9928622343016155,0.9859575529420449
Dave Righetti,0,0,0,0,0,0,0,6,0.9591783998973352,0.9235604375664851
Larry Christenson,0,0,0,0,0,0,0,6,0.9927232129863691,0.985734455516242
Joe Genewich,0,0,0,0,0,0,0,6,0.9928847839839753,0.9860509977750289
Bob Muncrief,0,0,0,0,0,0,0,6,0.9930388131488055,0.9863252756034013
Ned Garvin,0,0,0,0,0,0,0,6,0.9880528775444875,0.9765113400202665
Allen Russell,0,0,0,0,0,0,0,6,0.9922335330654956,0.9847622954303707
Vean Gregg,0,0,0,0,0,0,0,6,0.9598505711644348,0.9245919015002938
Sparky Lyle,0,0,0,0,0,0,0,6,0.9533135941059286,0.9109781984482436
Wiley Piatt,0,0,0,0,0,0,0,6,0.9911667808974678,0.9826187802034924
Don Gullett,0,0,0,0,0,0,0,6,0.9634034499862186,0.9289394675605157
Oil Can Boyd,0,0,0,0,0,0,0,6,0.9916157523144102,0.983572589193447
Al Jackson,0,0,0,0,0,0,0,6,0.9928533299116579,0.9859819765817005
Bob Weiland,0,0,0,0,0,0,0,6,0.9937136152075224,0.9876503453053379
Pat Rapp,0,0,0,0,0,0,0,6,0.9933134686025609,0.9868823048893347
Joe Saunders,0,0,0,0,0,0,0,6,0.9927262528276136,0.9857400910617833
Mike Marshall,0,0,0,0,0,0,0,6,0.984354146083044,0.9692448703851771
Scott Feldman,0,0,0,0,0,0,0,6,0.9925812270253488,0.9854788860184539
Ben Sanders,0,0,0,0,0,0,0,6,0.990642573313875,0.9816167388269178
Irv Young,0,0,0,0,0,0,0,6,0.9915730468853098,0.9834329856522396
Teddy Higuera,0,0,0,0,0,0,0,6,0.9868720246638588,0.9741535009505804
Kerry Wood,0,0,0,0,0,0,0,6,0.9813522289024993,0.9634357439757633
George Caster,0,0,0,0,0,0,0,6,0.9933746344630179,0.9869927064170633
Al Brazle,0,0,0,0,0,0,0,6,0.9907994230891618,0.9818978218786255
David Weathers,0,0,0,0,0,0,0,6,0.9884355196687499,0.9772366677565337
Tex Hughson,0,0,0,0,0,0,0,6,0.961124381603543,0.9245233890509686
Hank Aguirre,0,0,0,0,0,0,0,6,0.989445096005613,0.9792531895199456
Roy Face,0,0,0,0,0,0,0,6,0.9641259029599931,0.9309657845499081
Bill Holland,0,0,0,0,0,0,0,6,0.9798054008383055,0.9603347068929652
Bill Voiselle,0,0,0,0,0,0,0,6,0.9927290008147983,0.9857470737090838
Phil Regan,0,0,0,0,0,0,0,6,0.9901188232476089,0.9805560750341707
Frank Owen,0,0,0,0,0,0,0,6,0.9859931400651739,0.9724050569136828
Cal Eldred,0,0,0,0,0,0,0,6,0.9931362713535088,0.9865368215292193
Huck Betts,0,0,0,0,0,0,0,6,0.993367425900974,0.9869710691930621
Bill Byrd,0,0,0,0,0,0,0,6,0.9069300354004222,0.8364254860014032
Buck Ross,0,0,0,0,0,0,0,6,0.9936199406341767,0.9874683593354675
Roy Patterson,0,0,0,0,0,0,0,6,0.9897336554770361,0.9798036226017669
Tommy Byrne,0,0,0,0,0,0,0,6,0.9914781344733415,0.9832373531554972
James McJames,0,0,0,0,0,0,0,6,0.9925209256359953,0.9853604674247641
Zach Duke,0,0,0,0,0,0,0,6,0.9934637132111184,0.9871706136327217
Joe Benz,0,0,0,0,0,0,0,6,0.9802382747791114,0.961326784175812
Lew Richie,0,0,0,0,0,0,0,6,0.9906515474269545,0.9816172667189876
Grant Jackson,0,0,0,0,0,0,0,6,0.9914220974217606,0.9831356241172844
Roberto Hernández (carmofa01),0,0,0,0,0,0,0,6,0.9935631303863418,0.9873634598853477
Jason Johnson,0,0,0,0,0,0,0,6,0.992827239840377,0.9859474279230026
Mike Smithson,0,0,0,0,0,0,0,6,0.9924965073768014,0.9853096678228956
Mélido Pérez,0,0,0,0,0,0,0,6,0.9922350394064221,0.9848030566722797
Clay Carroll,0,0,0,0,0,0,0,6,0.9835821208254921,0.9676740925154164
Rodrigo López,0,0,0,0,0,0,0,6,0.9924899413515881,0.9852893624309301
Charlie Smith,0,0,0,0,0,0,0,6,0.9916743778121253,0.9836800711649162
Joey Hamilton,0,0,0,0,0,0,0,6,0.9930474577077804,0.9863701531844367
Tom Seaton,0,0,0,0,0,0,0,6,0.9851128434928152,0.9707097903190084
Kip Wells,0,0,0,0,0,0,0,6,0.9927622813651399,0.9858243428768078
Ernie Broglio,0,0,0,0,0,0,0,6,0.9912929727105234,0.9828922400950635
Ray Collins,0,0,0,0,0,0,0,6,0.9774645817505254,0.9561593420659377
Odalis Pérez,0,0,0,0,0,0,0,6,0.9928857294127661,0.9860528356341928
Clay Buchholz,0,0,0,0,0,0,0,6,0.9927289115860308,0.9857479270610544
Ted Blankenship,0,0,0,0,0,0,0,6,0.9927853484794565,0.9858438836386298
Ownie Carroll,0,0,0,0,0,0,0,6,0.9933722992490903,0.9869910895796677
Bob Barr,0,0,0,0,0,0,0,6,0.9925498706159591,0.9854140158814276
Cherokee Fisher,0,0,0,0,0,0,0,6,0.9929493115073065,0.9861834822135093
Kent Mercker,0,0,0,0,0,0,0,6,0.9927211957895374,0.9857333676895842
Bill Carrick,0,0,0,0,0,0,0,6,0.9933072436486557,0.9868683576108966
Phil Collins,0,0,0,0,0,0,0,6,0.9927239402055497,0.9857440156528624
Len Barker,0,0,0,0,0,0,0,6,0.9927903634849655,0.9858650470517437
James Baldwin,0,0,0,0,0,0,0,6,0.9929128954561001,0.9860997048044483
Cory Lidle,0,0,0,0,0,0,0,6,0.9923207540556485,0.984965066398492
Carl Lundgren,0,0,0,0,0,0,0,6,0.9860664934822694,0.9725693773120926
Ewell Blackwell,0,0,0,0,0,0,0,6,0.9809880431428692,0.9628265823545276
Steve Sparks,0,0,0,0,0,0,0,6,0.9934538090658657,0.9871512871142013
Brandon Webb,0,0,0,0,0,0,0,6,0.9550066128793361,0.9135678457463786
Hiroki Kuroda,0,0,0,0,0,0,0,6,0.9844187424814322,0.9693682299957666
Dixie Davis,0,0,0,0,0,0,0,6,0.9935440740676463,0.9873212075422678
Joe Lake,0,0,0,0,0,0,0,6,0.9917967901370531,0.9839505220216406
Dan Schatzeder,0,0,0,0,0,0,0,6,0.992944921249774,0.9861677916349519
Mickey McDermott,0,0,0,0,0,0,0,6,0.9931668134666581,0.9865809215155137
Orlando Hernández,0,0,0,0,0,0,0,6,0.9927387978309641,0.9857725861869979
Mark Mulder,0,0,0,0,0,0,0,6,0.9906815163884595,0.9816680864870726
LaMarr Hoyt,0,0,0,0,0,0,0,6,0.9907268359548711,0.9817588962612523
Don McMahon,0,0,0,0,0,0,0,6,0.9368520642449151,0.8834284830147993
Paul Minner,0,0,0,0,0,0,0,6,0.9922037852232203,0.9847354772190106
Ed Figueroa,0,0,0,0,0,0,0,6,0.9921400225376936,0.9845886134133063
Sam Weaver,0,0,0,0,0,0,0,6,0.9909381309938357,0.9821922492051366
Tom Lovett,0,0,0,0,0,0,0,6,0.9899090615961011,0.9800851123702933
Érik Bédard,0,0,0,0,0,0,0,6,0.9910235562894524,0.9823775656413272
Bob Moose,0,0,0,0,0,0,0,6,0.9873478573381357,0.9751127449045933
Dick Fowler,0,0,0,0,0,0,0,6,0.9928496500247755,0.9859757977743479
Patsy Flaherty,0,0,0,0,0,0,0,6,0.9921553713098709,0.9846176575931814
Rube Curry,0,0,0,0,0,0,0,6,0.9858143017644773,0.9720596573624537
Hank Gastright,0,0,0,0,0,0,0,6,0.9930123566266031,0.9862902895797108
Jim McGlothlin,0,0,0,0,0,0,0,6,0.9928432640844466,0.9859582063561404
Danny Cox,0,0,0,0,0,0,0,6,0.9930045326030567,0.9862759758059498
Chris Young,0,0,0,0,0,0,0,6,0.9915145670454769,0.9833452050920609
Jesse Orosco,0,0,0,0,0,0,0,6,0.8790636853051637,0.7822950584802476
Bill Phillips,0,0,0,0,0,0,0,6,0.993033785789544,0.9863323760378102
Fred Beebe,0,0,0,0,0,0,0,6,0.9871496616215758,0.9747163749483837
Al Mamaux,0,0,0,0,0,0,0,6,0.9902116106129634,0.9807570903207274
Reb Russell,0,0,0,0,0,0,0,6,0.9583799478780706,0.9211365087505238
Rick Aguilera,0,0,0,0,0,0,0,6,0.9316957739943564,0.8776672338590296
Ben McDonald,0,0,0,0,0,0,0,6,0.9921388536627047,0.984622570666307
Jeff Francis,0,0,0,0,0,0,0,6,0.9931687161992743,0.9866015030486134
Phil Hughes,0,0,0,0,0,0,0,6,0.9924980172095492,0.9852853836699053
Kyle Kendrick,0,0,0,0,0,0,0,6,0.9930558485630869,0.9863834169102282
Lee Smith,1,1,0,0,1,1,0,3,0.8163960441580643,-0.49643158382703695
Fred Heimach,0,0,0,0,0,0,0,6,0.9930054195164587,0.9862827595784381
Clyde Shoun,0,0,0,0,0,0,0,6,0.9927761509426792,0.9858075752811958
Glenn Abbott,0,0,0,0,0,0,0,6,0.9931601852706434,0.9865837849517606
Sterling Hitchcock,0,0,0,0,0,0,0,6,0.9930005669838874,0.9862673236034039
Clayton Richard,0,0,0,0,0,0,0,6,0.9925170252547199,0.9853515537967397
Pat Jarvis,0,0,0,0,0,0,0,6,0.9913498090657279,0.9830564719760488
Lew Krausse,0,0,0,0,0,0,0,6,0.9930232725503246,0.9863052745003054
Mariano Rivera,1,1,1,1,1,1,0,5,0.8808962848415579,0.3413086207395324
Warren Hacker,0,0,0,0,0,0,0,6,0.9927007596648377,0.9856983980717521
Dustin Hermanson,0,0,0,0,0,0,0,6,0.9926665197448005,0.9856299544882082
Ricky Bones,0,0,0,0,0,0,0,6,0.9936994682590238,0.9876248801742161
Al Fitzmorris,0,0,0,0,0,0,0,6,0.9927443143295319,0.9857652310881081
Bert Gallia,0,0,0,0,0,0,0,6,0.9907988369077669,0.9819083631022095
Willie Blair,0,0,0,0,0,0,0,6,0.9933160504441595,0.9868857052696839
Pete Schneider,0,0,0,0,0,0,0,6,0.9874102367789274,0.9752398189961827
John Thomson,0,0,0,0,0,0,0,6,0.992532084153812,0.9853851635224796
Jeremy Hellickson,0,0,0,0,0,0,0,6,0.9927525410687431,0.9857953613389099
Art Ditmar,0,0,0,0,0,0,0,6,0.9927085224699894,0.9857072142233049
Bruce Ruffin,0,0,0,0,0,0,0,6,0.9933182178839779,0.9868860964415435
Elmer Knetzer,0,0,0,0,0,0,0,6,0.9919386306186384,0.9841790714163191
Bill Drake,0,0,0,0,0,0,0,6,0.9916569351026627,0.9836563794884219
Red Barrett,0,0,0,0,0,0,0,6,0.9925104075504096,0.9853179962286317
Glen Hobbie,0,0,0,0,0,0,0,6,0.9928288798215806,0.9859439363372725
Doug Rau,0,0,0,0,0,0,0,6,0.9922341691677459,0.9847867887935507
Dick Hall,0,0,0,0,0,0,0,6,0.9446693274664814,0.8960723266082483
Tom Burgmeier,0,0,0,0,0,0,0,6,0.9894471814395714,0.9792428996376321
Chuck Dobson,0,0,0,0,0,0,0,6,0.9918292810022346,0.9839404414693305
Hank Wyse,0,0,0,0,0,0,0,6,0.9926072278423855,0.9855084265426298
Leon Cadore,0,0,0,0,0,0,0,6,0.9919858001176208,0.9842966513888411
Harry Harper,0,0,0,0,0,0,0,6,0.9909341419960179,0.9821894452273466
Paul Quantrill,0,0,0,0,0,0,0,6,0.9912698906262801,0.9828492470414923
Bill Hoffer,0,0,0,0,0,0,0,6,0.9891065787511099,0.9785244583808149
Doc Scanlan,0,0,0,0,0,0,0,6,0.9875123186032914,0.975421088977024
Marco Estrada,0,0,0,0,0,0,0,6,0.9912845169831637,0.9828729572855922
Al Mays,0,0,0,0,0,0,0,6,0.9926330622397611,0.9855779983659906
Johnny Niggeling,0,0,0,0,0,0,0,6,0.988862927677317,0.9781036792047892
Gavin Floyd,0,0,0,0,0,0,0,6,0.9929318715788161,0.9861492502866042
Harry Coveleski,0,0,0,0,0,0,0,6,0.9891448528330837,0.9786459057547461
Al Worthington,0,0,0,0,0,0,0,6,0.9903712641773451,0.9811052685505186
Mark Clark,0,0,0,0,0,0,0,6,0.9927290187268761,0.9857363341602016
John Franco,0,0,0,0,0,1,0,5,0.8084334845619289,0.34962454120704534
Pascual Pérez,0,0,0,0,0,0,0,6,0.9922812169432719,0.9848837617590531
Kris Benson,0,0,0,0,0,0,0,6,0.9930149763184096,0.9863085031783337
John Hiller,0,0,1,0,0,0,0,5,0.9137457189422591,0.3391570732577462
Alex Ferguson,0,0,0,0,0,0,0,6,0.9927283571881929,0.9857543590326275
Carlos Silva,0,0,0,0,0,0,0,6,0.992991764657878,0.9862608272596504
Henry Gruber,0,0,0,0,0,0,0,6,0.9930647376172347,0.9864032878132664
Johnny Lush,0,0,0,0,0,0,0,6,0.9916769504679133,0.9836549373477111
Jim Bouton,0,0,0,0,0,0,0,6,0.9927560891864768,0.9857972917694969
Mark Redman,0,0,0,0,0,0,0,6,0.9933736242211876,0.9869936270661261
Ike Delock,0,0,0,0,0,0,0,6,0.9930553555591043,0.9863645539617915
Ed Daily,0,0,0,0,0,0,0,6,0.9925323265561427,0.9853634342447313
Bill Stoneman,0,0,0,0,0,0,0,6,0.9930010996514361,0.9862679932334527
Skip Lockwood,0,0,0,0,0,0,0,6,0.99240776477181,0.985106309981049
Craig Swan,0,0,0,0,0,0,0,6,0.9918391051713904,0.983968719911132
Willie McGill,0,0,0,0,0,0,0,6,0.9932973307664837,0.986849688088329
Willard Nixon,0,0,0,0,0,0,0,6,0.9928855771318364,0.9860469781560067
Ed Wells,0,0,0,0,0,0,0,6,0.9926311987965352,0.9855658848864984
Dave Mlicki,0,0,0,0,0,0,0,6,0.9932221092163357,0.9867049014607044
Mike Bielecki,0,0,0,0,0,0,0,6,0.993242967319329,0.9867422734730442
Jeremy Bonderman,0,0,0,0,0,0,0,6,0.9924929302404951,0.9853061676533711
Bill Campbell,0,0,0,0,0,0,0,6,0.9901491791418137,0.9806058845319304
Red Munger,0,0,0,0,0,0,0,6,0.9925150402299661,0.985323762166492
Ed Cushman,0,0,0,0,0,0,0,6,0.9926230134652,0.9855435109818605
José Guzmán,0,0,0,0,0,0,0,6,0.9924429859931093,0.9851760720674947
Brandon McCarthy,0,0,0,0,0,0,0,6,0.9924967610400333,0.9853032347213251
Elon Hogsett,0,0,0,0,0,0,0,6,0.9932304680085847,0.9867218715036654
Rhéal Cormier,0,0,0,0,0,0,0,6,0.9909315757415852,0.9822123976247564
Dontrelle Willis,0,0,0,0,0,0,0,6,0.9929882490185763,0.9862421686052788
Bud Norris,0,0,0,0,0,0,0,6,0.9914289609176755,0.9831549159481794
Babe Ruth,1,0,0,0,0,0,0,0,0.9337861020497616,-1.755554792568675
Barry Latman,0,0,0,0,0,0,0,6,0.9921484518985338,0.9846294480160086
Cy Blanton,0,0,0,0,0,0,0,6,0.9927405672590219,0.9857727485900906
Jack Kralick,0,0,0,0,0,0,0,6,0.9922659837189393,0.9848470255166643
Jack Harper,0,0,0,0,0,0,0,6,0.9924385785856558,0.985157823694555
Frank Corridon,0,0,0,0,0,0,0,6,0.9900910664596991,0.9805081825280516
Lee Stange,0,0,0,0,0,0,0,6,0.9917793399800078,0.9839069594338183
Frank Mountain,0,0,0,0,0,0,0,6,0.9928081879824475,0.9858941425423162
Colby Lewis,0,0,0,0,0,0,0,6,0.9927748069847459,0.9858281785865471
Phil Marchildon,0,0,0,0,0,0,0,6,0.9923264658211242,0.9849692154405938
Doug Bird,0,0,0,0,0,0,0,6,0.9914365971519733,0.9832200880494254
Paul Lindblad,0,0,0,0,0,0,0,6,0.9921551995631887,0.984628117927579
Chad Billingsley,0,0,0,0,0,0,0,6,0.9921966792013247,0.9847083759422799
Elmer Smith,0,0,0,0,0,0,0,6,0.9919483893555104,0.9841943316740096
Ray Washburn,0,0,0,0,0,0,0,6,0.9921471966655142,0.9846073504685128
Jesse Petty,0,0,0,0,0,0,0,6,0.9921743908675937,0.984692285644965
Jimmy Lavender,0,0,0,0,0,0,0,6,0.9926012501815281,0.9855027359472933
Jumbo Elliott,0,0,0,0,0,0,0,6,0.9933888429730943,0.9870243279503043
Juan Berenguer,0,0,0,0,0,0,0,6,0.992602169023626,0.9855042392529804
Mike Timlin,0,0,0,0,0,0,0,6,0.9711006641966891,0.9436697552863637
Orlando Peña,0,0,0,0,0,0,0,6,0.9922802808535441,0.9848748888056051
Doc Newton,0,0,0,0,0,0,0,6,0.9909115391517695,0.9821256320023389
Ryan Franklin,0,0,0,0,0,0,0,6,0.9929276723061052,0.9861359728772978
Justin Masterson,0,0,0,0,0,0,0,6,0.9931258292710727,0.9865214087778011
Jimmy Haynes,0,0,0,0,0,0,0,6,0.9932700672350699,0.9867962344465478
Omar Daal,0,0,0,0,0,0,0,6,0.9932856517112866,0.9868261587724557
Andrew Cashner,0,0,0,0,0,0,0,6,0.9923629361753498,0.9850585959408366
Ted Trent,0,1,0,0,0,0,0,5,0.8856771162299598,0.6076165402858072
Bill Krueger,0,0,0,0,0,0,0,6,0.9934231203049428,0.9870900037497194
Max Surkont,0,0,0,0,0,0,0,6,0.9929659853534344,0.9861952778838435
Steve Bedrosian,0,0,0,0,0,0,0,6,0.9789044457166177,0.9588377535526088
Billy Loes,0,0,0,0,0,0,0,6,0.9919643380659983,0.9842234249180618
Matt Keough,0,0,0,0,0,0,0,6,0.9931488574851226,0.9865613920145394
Ryan Vogelsong,0,0,0,0,0,0,0,6,0.9923791238593761,0.9850231219844315
Matt Young,0,0,0,0,0,0,0,6,0.992541484715128,0.9853993522977383
Elmer Jacobs,0,0,0,0,0,0,0,6,0.9928124206792869,0.985915434306245
Jon Niese,0,0,0,0,0,0,0,6,0.9921676374721725,0.9846772234731237
Mike Jackson,0,0,0,0,0,0,0,6,0.964024690189995,0.9307716430099565
Steve McCatty,0,0,0,0,0,0,0,6,0.9929133793380722,0.9860942136365015
Arthur Rhodes,0,0,0,0,0,0,0,6,0.9853853309662154,0.9712735268636231
Johnny Rigney,0,0,0,0,0,0,0,6,0.9874958852358838,0.9753556838257439
Dave Danforth,0,0,0,0,0,0,0,6,0.9903279408391371,0.9809487369379201
Lefty Williams,0,0,0,0,0,0,0,6,0.9822001167843456,0.9649322905007297
Mark Leiter,0,0,0,0,0,0,0,6,0.9927217300269223,0.9857366072428196
Joe Strong,0,0,0,0,0,0,0,6,0.9923474682862805,0.984988049778119
John Harkins,0,0,0,0,0,0,0,6,0.9925024118848492,0.9853196767421522
Adam Eaton,0,0,0,0,0,0,0,6,0.9927282261396565,0.9857411210961459
Bill James,0,0,0,0,0,0,0,6,0.9924114980530052,0.9851157290979224
Pat Zachry,0,0,0,0,0,0,0,6,0.993066434351642,0.9864015712952797
Orval Grove,0,0,0,0,0,0,0,6,0.9926603387159082,0.9856111344029833
Braden Looper,0,0,0,0,0,0,0,6,0.9927607758680671,0.9858084368180148
Ron Perranoski,0,0,0,0,0,0,0,6,0.9829696385540565,0.9665554383057611
Elmer Dessens,0,0,0,0,0,0,0,6,0.9930970594231473,0.9864656332527542
José Contreras,0,0,0,0,0,0,0,6,0.9921581419396471,0.9845999127230433
Sam Streeter,0,0,0,0,0,0,0,6,0.9581882993117018,0.9188260600362702
Jack Harshman,0,0,0,0,0,0,0,6,0.9925956790568718,0.985486650942697
Phenomenal Smith,0,0,0,0,0,0,0,6,0.9931515775754627,0.986567971922582
Mark Hendrickson,0,0,0,0,0,0,0,6,0.993135805433606,0.9865410226928967
Ron Villone,0,0,0,0,0,0,0,6,0.9930837798743389,0.9864399508530314
Pete Richert,0,0,0,0,0,0,0,6,0.978402202615468,0.957632906220303
Ken Chase,0,0,0,0,0,0,0,6,0.9930682159603776,0.9864090604967993
Hugh Mulcahy,0,0,0,0,0,0,0,6,0.9916373774728914,0.9835596169748227
Benny Frey,0,0,0,0,0,0,0,6,0.9913027161842082,0.9829076613403896
Ken Holloway,0,0,0,0,0,0,0,6,0.9929701734358258,0.9862174315651698
Ted Power,0,0,0,0,0,0,0,6,0.9928508576241728,0.9859799267023334
Josh Fogg,0,0,0,0,0,0,0,6,0.9929627977705645,0.9862023808715965
Bob McClure,0,0,0,0,0,0,0,6,0.988844913278994,0.9780492138371374
Mike Fornieles,0,0,0,0,0,0,0,6,0.9921233279370635,0.9845777361805395
Mat Latos,0,0,0,0,0,0,0,6,0.9891475089964374,0.9786619266933578
Nate Robertson,0,0,0,0,0,0,0,6,0.9933582945838317,0.9869657364057898
Eric Plunk,0,0,0,0,0,0,0,6,0.9881010307726621,0.9765755176718595
Pete Schourek,0,0,0,0,0,0,0,6,0.993012677415224,0.9863034564809009
Jim Beattie,0,0,0,0,0,0,0,6,0.9930657238448796,0.9864044574008206
Ted Abernathy,0,0,0,0,0,0,0,6,0.9873909604592291,0.975143577516746
Craig Lefferts,0,0,0,0,0,0,0,6,0.9852813870833114,0.9711863835488748
Mark Davis,0,0,0,0,0,0,0,6,0.9925385175507753,0.9853800934017874
Chris Tillman,0,0,0,0,0,0,0,6,0.9919651290779612,0.9842601652094749
Dave Bush,0,0,0,0,0,0,0,6,0.9923975414032492,0.9851267112624936
George Smith,0,0,0,0,0,0,0,6,0.9927541313683214,0.9858065076117315
Al Javery,0,0,0,0,0,0,0,6,0.9918647670678457,0.984026907102335
Pete Appleton,0,0,0,0,0,0,0,6,0.9909385650579791,0.9822042718453033
Happy Townsend,0,0,0,0,0,0,0,6,0.9925301322115098,0.9853406905745968
Tom Sturdivant,0,0,0,0,0,0,0,6,0.9927435851907064,0.98577042969992
Jaime García,0,0,0,0,0,0,0,6,0.9927309318787275,0.9857558777617398
Joe Coleman (colemjo04),0,0,0,0,0,0,0,6,0.9933348564993082,0.9869163199775088
Ted Gray,0,0,0,0,0,0,0,6,0.9930572291873855,0.9863764098147206
Jeff Reardon,0,1,1,0,0,0,0,4,0.8435453934860363,0.009917840128148373
Jim Turner,0,0,0,0,0,0,0,6,0.9878010295238949,0.9760196083958363
Jack Wilson,0,0,0,0,0,0,0,6,0.9925895655019841,0.9854836786053234
Greg Minton,0,0,0,0,0,0,0,6,0.9869170352267141,0.9742736324054445
Stubby Overmire,0,0,0,0,0,0,0,6,0.9931906750191927,0.9866401306010296
Jason Jennings,0,0,0,0,0,0,0,6,0.993285362179952,0.9868285930126742
Doug Jones,0,0,0,0,0,0,0,6,0.8796644595322799,0.7963904393576132
Mike Norris,0,0,0,0,0,0,0,6,0.9928994463109609,0.9860752684452447
Chris Hammond,0,0,0,0,0,0,0,6,0.9909626849207623,0.9822681366223492
Andy Hassler,0,0,0,0,0,0,0,6,0.9924572989098808,0.9852383930952674
Dave Wickersham,0,0,0,0,0,0,0,6,0.9927765975068836,0.9858280918852071
Bob Bruce,0,0,0,0,0,0,0,6,0.9930204059408253,0.9863163125741714
Logan Hensley,0,0,0,0,0,0,0,6,0.9308338765471386,0.8705604365463847
Bill Travers,0,0,0,0,0,0,0,6,0.9927314590891406,0.9857522463006229
Roy Parmelee,0,0,0,0,0,0,0,6,0.9927571513657067,0.9857940040304656
Jim Gott,0,0,0,0,0,0,0,6,0.9922100374412617,0.9847579473547016
Joe Gibbon,0,0,0,0,0,0,0,6,0.9922430483996679,0.9848292709291568
Webster McDonald,0,0,0,0,0,0,0,6,0.9869338799398942,0.9742845713363387
Brian Bohanon,0,0,0,0,0,0,0,6,0.993147820461453,0.9865649990456942
Nip Winters,0,0,0,0,0,0,0,6,0.9314712062312308,0.8695956749435728
Mike Stanton,0,0,0,0,0,0,0,6,0.9872720948812154,0.974972371702654
John Menefee,0,0,0,0,0,0,0,6,0.9922834162304245,0.9849049593433475
Mike Sullivan,0,0,0,0,0,0,0,6,0.9935882080101398,0.9873985657011164
Jason Bere,0,0,0,0,0,0,0,6,0.9927948193797501,0.985863169790541
Don Aase,0,0,0,0,0,0,0,6,0.9922323638093539,0.9847389336831917
Howie Fox,0,0,0,0,0,0,0,6,0.9931469338031933,0.9865572639859286
Jim Nash,0,0,0,0,0,0,0,6,0.9915843922014496,0.9834857011892483
Curt Young,0,0,0,0,0,0,0,6,0.9921834414664003,0.9846958281368772
Dave Rozema,0,0,0,0,0,0,0,6,0.9909435877684897,0.9822123590297999
Terry Forster,0,0,0,0,0,0,0,6,0.9852873270237089,0.9711038223106133
Elmer Myers,0,0,0,0,0,0,0,6,0.9924946160640765,0.9852758274434789
Jeff Russell,0,0,0,0,0,0,0,6,0.9899034963963472,0.980169779067702
Randy Lerch,0,0,0,0,0,0,0,6,0.9928729605561291,0.9860221018070204
Johnny Marcum,0,0,0,0,0,0,0,6,0.9931264291858105,0.9865062805608648
Joe Magrane,0,0,0,0,0,0,0,6,0.9922788186586388,0.9848961399785869
Britt Burns,0,0,0,0,0,0,0,6,0.9924816430736647,0.9852744779423911
Virgil Barnes,0,0,0,0,0,0,0,6,0.9920655652532759,0.9844775847781336
Darold Knowles,0,0,0,0,0,0,0,6,0.9862794503381398,0.9731004342739785
Ed Karger,0,0,0,0,0,0,0,6,0.9908844841909373,0.982085436834819
Bob Klinger,0,0,0,0,0,0,0,6,0.9930273670854698,0.9863207752687101
Trevor Hoffman,1,1,1,1,1,1,0,5,0.8983807740526225,0.3710565801299605
Jesse Duryea,0,0,0,0,0,0,0,6,0.9927007119904111,0.9857013258568408
Jay Hughes,0,0,0,0,0,0,0,6,0.9888662147777336,0.9780760582805798
Joe Hatten,0,0,0,0,0,0,0,6,0.9922912074069971,0.9849098263857042
Ed Heusser,0,0,0,0,0,0,0,6,0.9921320883662658,0.9846060706007552
Tony Kaufmann,0,0,0,0,0,0,0,6,0.9928087482207024,0.9858918059047098
George Bell,0,0,0,0,0,0,0,6,0.9900576128121882,0.9804951014286821
Tom Hume,0,0,0,0,0,0,0,6,0.992674811879399,0.9856321752772387
Jesse Jefferson,0,0,0,0,0,0,0,6,0.9930805861529355,0.9864310630097662
Wally Bunker,0,0,0,0,0,0,0,6,0.9902364782125019,0.980801243939054
Gary Lavelle,0,0,0,0,0,0,0,6,0.971240853778832,0.9441566134253474
David Palmer,0,0,0,0,0,0,0,6,0.9926093038248706,0.9855092521824179
