O*NET-SOC Code,Title,Conflict Situations,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Telephone Conversations,Written Letters and Memos,Coordination Combined,Assisting and Caring for Others Combined,Developing and Building Teams Combined,Management of Personnel Resources Combined,"Guiding, Directing, and Motivating Subordinates Combined",Social Perceptiveness Combined,"Communicating with Supervisors, Peers, or Subordinates Combined",Speaking Combined,Selling or Influencing Others Combined,Establishing and Maintaining Interpersonal Relationships Combined,Oral Comprehension Combined,Interpreting the Meaning of Information for Others Combined,Oral Expression Combined,Instructing Combined,Providing Consultation and Advice to Others Combined,Resolving Conflicts and Negotiating with Others Combined,Performing for or Working Directly with the Public Combined,Staffing Organizational Units Combined,Coaching and Developing Others Combined,Training and Teaching Others Combined,Speech Clarity Combined,Speech Recognition Combined,Service Orientation Combined,Active Listening Combined,Coordinating the Work and Activities of Others Combined,Negotiation Combined,Persuasion Combined,Communicating with People Outside the Organization Combined,Work With or Contribute to a Work Group or Team
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,2.8,4.02,3.88,3.69,2.35,1.05,4.69,1.72,4.51,2.34,1.7734857142857143,1.3330857142857142,1.839742857142857,1.542142857142857,1.4214285714285717,1.8057142857142856,3.1976000000000004,2.1677714285714287,1.4249428571428573,2.785,2.928571428571429,2.0842285714285715,2.7142857142857144,1.75,1.7150285714285711,1.5455714285714284,1.0001714285714285,1.0891,1.7070142857142858,1.92,1.9085714285714288,1.9449142857142856,1.6364285714285711,2.4522285714285714,1.9740857142857144,1.5614285714285714,1.6665142857142858,2.3838,4.48
17-3022.00,Civil Engineering Technologists and Technicians,2.83,4.54,3.79,4.01,2.71,1.25,4.95,2.15,4.28,3.03,1.8571428571428568,1.2997,1.4228571428571428,1.4017857142857142,1.5554285714285714,1.7734857142857143,2.9992857142857146,2.19,1.2153142857142858,2.7357142857142858,2.6950857142857143,2.2052,2.571428571428571,1.4691999999999998,2.1758285714285712,1.969,1.616857142857143,1.1151428571428572,1.5311428571428571,1.5015428571428573,2.0608,2.105,1.655,2.571428571428571,1.7150285714285711,1.5892857142857142,1.51,2.305542857142857,4.45
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,2.62,4.03,3.56,2.94,2.58,1.28,4.71,2.03,4.25,3.26,1.822857142857143,1.5357142857142858,1.8393142857142857,1.5508,1.733285714285714,1.7036571428571428,2.975942857142857,2.125,1.3982142857142856,2.600714285714286,2.6185714285714288,2.168742857142857,2.4285714285714284,1.6665142857142858,2.0821428571428573,1.6902857142857144,1.3070285714285714,1.1814142857142858,1.8884571428571428,2.2160714285714285,2.02,1.9642857142857144,1.7734857142857143,2.31,2.0504,1.4017857142857142,1.4821428571428572,2.1795714285714283,4.24
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,3.37,4.31,3.68,2.73,3.4,1.75,4.74,1.96,3.94,3.44,1.8571428571428568,1.5285000000000002,1.889628571428572,1.7200000000000002,1.5439714285714286,1.7734857142857143,3.0523857142857143,1.9449142857142856,1.2745,2.6724,2.3192,1.918,2.1750857142857143,1.837942857142857,2.0893428571428574,1.4388571428571428,1.1855142857142855,1.1414285714285717,1.98,2.136,1.8571428571428568,1.8571428571428568,1.4017857142857142,2.023657142857143,1.9955714285714288,1.25,1.268571428571429,1.678942857142857,4.3
17-3024.01,Robotics Technicians,2.5,3.91,3.23,2.82,2.1,1.09,4.73,2.18,4.45,2.82,1.8914285714285717,1.2342857142857142,1.7037857142857145,1.51,1.682314285714286,1.7385714285714284,3.152285714285714,2.044642857142857,1.2524285714285714,2.4000000000000004,2.7142857142857144,2.208057142857143,2.645714285714285,1.837942857142857,2.4616,1.4953,1.0192857142857144,1.2535,1.9672,2.2192,2.1677714285714287,2.023657142857143,1.8057142857142856,2.422142857142857,1.9445714285714284,1.4435714285714285,1.5614285714285714,1.9342142857142857,4.14
17-3025.00,Environmental Engineering Technologists and Technicians,2.76,4.42,3.5,3.57,2.56,1.2,4.72,1.87,4.47,3.91,1.8571428571428568,1.398285714285714,1.3205714285714285,1.8571428571428568,1.3937,1.8571428571428568,2.883771428571429,2.36,1.1919857142857142,2.429614285714286,2.8514285714285714,1.8323,2.645714285714285,1.7734857142857143,1.647357142857143,1.9459428571428568,1.6252714285714287,1.1019142857142856,1.5033571428571428,1.6278857142857144,2.225714285714286,2.023657142857143,1.7200000000000002,2.645714285714285,1.879528571428572,1.7385714285714284,1.7734857142857143,1.8485714285714288,3.95
17-3026.00,Industrial Engineering Technologists and Technicians,3.07,4.51,3.97,2.78,2.73,1.09,4.73,2.39,4.63,3.49,1.8728571428571428,1.3663571428571428,1.7450571428571429,1.5892857142857142,1.8495714285714284,1.837942857142857,2.9631000000000003,2.205357142857143,1.2324,2.471557142857143,2.7142857142857144,1.9512285714285715,2.4285714285714284,1.8914285714285717,1.9804857142857144,1.3755428571428574,1.1100714285714286,1.1173,1.7773714285714286,1.9102857142857144,1.9449142857142856,2.044642857142857,1.6364285714285711,2.596342857142857,1.8949428571428573,1.6665142857142858,1.8728571428571428,2.135942857142857,4.51
17-3026.01,Nanotechnology Engineering Technologists and Technicians,2.1,4.3,3.7,3.05,2.0,1.1,4.65,2.45,3.65,2.47,2.044642857142857,1.933214285714286,1.7415714285714283,1.4285714285714286,2.342285714285714,1.655,3.247,2.19,1.4638428571428572,2.8034285714285714,3.1750857142857143,2.8665714285714285,3.0077714285714285,1.8728571428571428,2.836071428571429,1.6869285714285716,1.378,1.5274285714285716,2.570214285714286,3.516142857142857,2.1607142857142856,2.0608,1.4821428571428572,2.4035714285714285,2.064571428571429,1.3785714285714286,1.4928571428571429,2.3398571428571424,4.3
17-3027.00,Mechanical Engineering Technologists and Technicians,2.77,4.56,3.76,3.14,2.76,1.4,4.71,2.15,4.32,3.1,1.8914285714285717,1.3777857142857142,1.9342857142857144,1.6364285714285711,1.8273571428571431,1.8914285714285717,2.9862857142857147,2.4035714285714285,1.4735714285714283,2.7060714285714287,2.7142857142857144,2.6894285714285715,2.571428571428571,1.75,2.1593285714285715,1.8749714285714283,1.264442857142857,1.1636285714285717,1.8458571428571429,2.1102857142857143,2.0028571428571427,2.422142857142857,1.7385714285714284,2.524285714285714,2.1942857142857144,1.625,1.8571428571428568,2.362857142857143,4.02
17-3027.01,Automotive Engineering Technicians,2.89,4.19,3.07,2.85,2.67,1.44,4.89,2.37,4.37,3.41,1.8571428571428568,1.2827857142857142,1.9632,1.4435714285714285,1.7450571428571429,1.7142857142857144,2.9080000000000004,2.2071428571428573,1.2644571428571427,2.3609285714285715,2.4971428571428573,2.0604142857142858,2.3392857142857144,1.5165142857142857,1.8354285714285716,1.707142857142857,1.2372571428571428,1.3234857142857142,1.8799428571428567,2.198542857142857,2.0608,2.02,1.4542857142857144,2.086428571428572,2.0024,1.4435714285714285,1.5165142857142857,1.8288,4.3
17-3029.01,Non-Destructive Testing Specialists,2.77,3.95,3.67,3.95,2.62,1.59,4.67,2.36,4.44,3.58,1.822857142857143,1.719185714285714,2.331714285714286,1.75,2.3263285714285717,1.8571428571428568,3.086071428571429,1.9449142857142856,1.604285714285714,2.85,2.571428571428571,2.5530142857142857,2.4522285714285714,1.8571428571428568,2.625,2.3952,1.7206428571428574,1.8081571428571428,2.900457142857143,3.0391428571428567,1.9642857142857144,1.9642857142857144,1.5785714285714287,2.265085714285714,2.372114285714286,1.4821428571428572,1.5357142857142858,2.9325428571428573,3.86
17-3029.08,Photonics Technicians,2.45,3.9,3.18,2.5,2.41,1.32,4.5,1.86,4.05,2.67,1.8571428571428568,1.2225714285714284,1.6489714285714283,1.4249999999999998,1.5735,1.6875,2.671057142857143,1.9449142857142856,1.2655,2.365428571428571,2.4971428571428573,1.9228571428571428,2.205357142857143,1.6364285714285711,1.777828571428571,1.7414285714285715,1.26,1.297414285714286,1.9334,1.7971428571428572,1.8571428571428568,1.8571428571428568,1.4928571428571429,2.19,1.9610714285714288,1.2857142857142856,1.32,1.78,4.05
17-3031.00,Surveying and Mapping Technicians,2.38,4.02,3.05,2.97,2.29,1.42,4.57,1.82,4.32,3.41,1.8914285714285717,1.2019428571428572,1.4473142857142856,1.5207142857142857,1.5208000000000002,1.7734857142857143,2.6500857142857144,1.9449142857142856,1.1360714285714286,2.0556,2.275,1.9664,2.2308,1.6665142857142858,1.6670714285714283,1.4454,1.2704,1.1018571428571429,1.5493714285714286,1.8146285714285717,1.9085714285714288,1.9085714285714288,1.7734857142857143,2.06,1.8154,1.4691999999999998,1.7036571428571428,1.9716571428571428,3.82
19-1011.00,Animal Scientists,2.65,4.22,3.61,3.57,2.39,1.26,4.45,3.04,4.74,3.91,1.9449142857142856,1.7504285714285714,2.6585714285714284,1.8914285714285717,2.4337,1.9842857142857144,3.3657142857142857,2.6950857142857143,2.5505,3.327771428571429,3.142857142857143,3.491571428571428,3.0357142857142856,1.9285714285714288,3.516142857142857,2.3510285714285715,1.8502,1.6475857142857144,2.676671428571429,3.246871428571428,2.7142857142857144,2.571428571428571,1.8571428571428568,2.645714285714285,2.455571428571428,1.8571428571428568,1.8914285714285717,3.361642857142857,4.17
19-1012.00,Food Scientists and Technologists,2.86,3.91,3.33,3.14,2.5,1.45,4.9,2.45,4.6,3.4,1.9449142857142856,1.5317714285714288,2.4467,1.6364285714285711,2.469942857142857,2.0028571428571427,3.335757142857142,2.645714285714285,1.670057142857143,3.0411571428571427,3.0357142857142856,2.661914285714285,2.928571428571429,1.9285714285714288,3.108714285714285,2.261285714285714,1.2958571428571428,1.8063571428571428,2.6835,2.4785714285714286,2.25,2.2071428571428573,1.8571428571428568,2.6950857142857143,2.305257142857143,1.9085714285714288,2.023657142857143,2.425342857142857,4.33
19-1013.00,Soil and Plant Scientists,2.5,3.95,3.65,3.38,2.4,1.29,4.48,2.76,4.24,3.57,1.8571428571428568,1.7174285714285715,2.2032,1.655,2.626442857142857,1.8571428571428568,3.4289571428571435,2.98,1.789485714285714,2.6524,3.1942857142857144,3.200357142857143,3.142857142857143,1.9449142857142856,2.869,2.0362857142857145,2.251428571428572,1.7805142857142855,2.474557142857143,2.853742857142857,2.524285714285714,2.2308,1.7734857142857143,2.6950857142857143,2.4586,1.6875,1.837942857142857,3.1128571428571425,4.05
19-1021.00,Biochemists and Biophysicists,2.55,3.75,3.16,1.8,2.16,1.35,4.44,2.65,3.67,3.44,1.8914285714285717,1.64,2.276,1.8571428571428568,2.9746428571428574,1.8914285714285717,3.608214285714285,3.0592,1.7358285714285715,2.7271428571428573,3.6208,3.85,3.451428571428571,2.6393714285714287,2.695357142857143,1.8485714285714288,1.2985714285714285,1.8603571428571428,3.003571428571429,3.385,2.9642857142857144,1.9842857142857144,1.5614285714285714,2.9522285714285714,2.3237142857142854,1.4821428571428572,1.8571428571428568,2.7466428571428576,4.21
19-1022.00,Microbiologists,2.68,3.77,3.29,2.95,2.45,1.23,4.74,2.64,4.21,3.26,2.0,1.5282142857142855,1.9643857142857144,2.0,2.2809285714285714,1.8914285714285717,3.067,2.645714285714285,1.327,2.7649,3.142857142857143,2.744714285714286,3.142857142857143,2.0342857142857143,2.142857142857143,1.7336714285714283,1.3759142857142856,2.0000714285714283,2.1793571428571425,2.723071428571429,1.9449142857142856,2.4522285714285714,1.8914285714285717,2.6950857142857143,2.1128,1.6665142857142858,1.6665142857142858,2.737642857142857,4.1
19-1023.00,Zoologists and Wildlife Biologists,2.47,4.36,4.17,3.89,2.4,1.25,4.52,2.36,4.59,2.93,2.2767857142857144,1.6485999999999998,2.5425142857142857,1.8571428571428568,2.154857142857143,2.086428571428572,3.404628571428572,2.7142857142857144,1.6095,3.494742857142857,3.091428571428572,2.498285714285714,3.091428571428572,1.8914285714285717,2.9378285714285712,2.6350857142857143,3.036914285714286,1.7188571428571429,2.1325857142857143,2.2032,2.524285714285714,2.1677714285714287,1.8571428571428568,2.7142857142857144,2.5794428571428574,1.9449142857142856,1.9842857142857144,3.422,4.34
19-1029.01,Bioinformatics Scientists,2.23,3.71,4.08,2.39,1.98,1.07,4.87,3.15,4.33,3.21,2.0,1.3529714285714287,2.1004857142857145,1.837942857142857,2.3594285714285714,2.125,3.0519,2.821428571428571,1.6279428571428571,2.746942857142857,3.117142857142857,3.6340285714285714,3.0357142857142856,1.9285714285714288,2.2033428571428573,1.8610428571428568,1.2124857142857142,1.5417428571428573,2.2151,2.5772714285714287,2.36,2.275,1.8057142857142856,2.877142857142857,2.489242857142857,1.75,1.94,3.293257142857143,4.71
19-1029.02,Molecular and Cellular Biologists,2.27,3.69,3.36,2.15,2.08,1.28,4.62,2.96,3.42,3.12,2.096342857142857,1.6162,2.0960857142857146,1.9285714285714288,2.458428571428572,2.086428571428572,3.298342857142857,3.0357142857142856,1.3328,2.7338571428571425,3.669642857142857,2.936,3.504914285714286,2.6185714285714288,2.251428571428572,1.915342857142857,1.2971428571428572,1.7822285714285715,2.787571428571429,3.1482857142857146,2.748571428571428,2.4522285714285714,1.5207142857142857,2.98,1.9156,1.8571428571428568,1.9085714285714288,2.7444571428571427,4.08
19-1029.03,Geneticists,2.2,3.68,3.04,1.88,1.92,1.08,4.6,2.84,3.2,2.88,1.9842857142857144,1.7680000000000002,2.2688,1.9449142857142856,2.684571428571429,2.3392857142857144,3.1929142857142856,2.765714285714286,1.3085714285714287,2.6237714285714286,3.321428571428572,3.314285714285714,3.321428571428572,2.4732142857142856,2.38,1.8528,1.4507428571428571,1.7122285714285712,2.6580571428571425,3.376,2.596342857142857,2.1492,1.822857142857143,2.7142857142857144,2.2445714285714287,1.8571428571428568,1.9449142857142856,3.0502857142857143,4.04
19-1029.04,Biologists,2.53,4.0,3.66,3.41,2.15,1.12,4.37,2.67,3.77,2.64,1.8571428571428568,1.7466285714285714,2.3005,1.8914285714285717,2.4779714285714283,1.8571428571428568,3.59,3.0357142857142856,1.641457142857143,3.1434285714285712,3.2285714285714286,3.3099428571428566,3.1942857142857144,2.1085714285714285,2.1484,2.410342857142857,1.504742857142857,1.6103285714285716,2.2865714285714285,2.8404,2.6950857142857143,2.6185714285714288,1.6364285714285711,2.765714285714286,2.6687000000000003,1.5357142857142858,1.75,2.603,4.49
19-1031.00,Conservation Scientists,2.13,3.91,3.61,3.87,2.3,1.22,4.43,2.5,4.7,3.68,2.023657142857143,1.8322142857142856,2.0193571428571437,1.7734857142857143,2.2584285714285715,2.044642857142857,3.0469142857142857,2.4035714285714285,1.8398,3.132614285714286,2.8363428571428573,2.6633142857142857,2.596342857142857,1.837942857142857,2.5694857142857144,2.152542857142857,2.6065,1.7222,2.357,2.431314285714285,2.1607142857142856,2.105,1.9085714285714288,2.5428571428571427,2.626442857142857,1.7857142857142856,1.9449142857142856,2.899814285714286,3.91
19-1031.02,Range Managers,3.16,4.6,4.24,4.45,2.71,1.24,4.9,3.05,4.66,3.6,2.2928571428571427,1.6138,2.2502,1.8057142857142856,2.3161428571428573,1.9085714285714288,3.525142857142857,2.571428571428571,1.5821714285714288,3.688,2.6950857142857143,2.2886714285714285,2.877142857142857,1.8571428571428568,1.9411428571428573,3.1432,2.9897714285714283,1.5688,2.1502,2.066057142857143,2.1142857142857143,2.0608,1.9657142857142855,2.765714285714286,2.7114142857142856,2.1635714285714283,1.8571428571428568,3.162157142857143,4.6
19-1031.03,Park Naturalists,2.61,4.43,4.01,4.64,2.67,1.33,4.53,3.86,4.59,2.98,1.9449142857142856,1.8808,2.666842857142857,1.8571428571428568,2.602814285714285,2.375,3.6889142857142856,2.894285714285714,2.029,3.7135,2.765714285714286,3.323,2.9522285714285714,2.044642857142857,2.467514285714285,2.638,4.242571428571429,2.164628571428572,2.7802857142857147,3.0768,2.8363428571428573,2.4732142857142856,2.2071428571428573,2.645714285714285,2.9231714285714285,1.6063428571428573,1.7734857142857143,3.933642857142857,4.31
19-1032.00,Foresters,2.54,4.44,3.86,3.9,2.2,1.07,4.4,2.11,4.79,3.45,2.3857142857142857,1.6100571428571429,2.2648,2.06,1.8752428571428568,2.044642857142857,3.3376,2.645714285714285,1.7028571428571428,3.310142857142857,2.765714285714286,2.6245000000000003,2.6950857142857143,1.8571428571428568,2.4689714285714284,2.5553142857142856,2.6630857142857147,1.6927857142857143,2.0248,2.031657142857143,2.1228571428571428,2.1677714285714287,1.8914285714285717,2.7142857142857144,2.7849142857142857,2.205357142857143,2.023657142857143,3.352314285714286,3.69
19-1041.00,Epidemiologists,2.68,4.21,3.89,3.42,2.22,1.21,4.67,2.95,4.67,3.76,2.6185714285714288,1.4909142857142856,2.8826285714285715,2.06,2.404657142857143,2.6950857142857143,3.5490285714285714,3.117142857142857,1.7358285714285715,3.3914285714285715,3.535,4.094142857142858,3.377142857142857,2.2471428571428573,2.9564000000000004,1.9230571428571428,2.2685714285714287,1.7968,2.6478428571428574,3.073085714285714,2.7142857142857144,2.524285714285714,2.1635714285714283,3.117142857142857,2.6347428571428573,1.7734857142857143,2.096342857142857,3.750657142857143,4.5
19-1042.00,"Medical Scientists, Except Epidemiologists",2.79,4.67,3.83,2.44,2.38,1.05,4.84,2.45,3.91,3.07,1.8571428571428568,1.626057142857143,2.225828571428571,1.8728571428571428,1.9205714285714284,1.9285714285714288,3.820614285714286,2.9522285714285714,1.1749285714285715,3.1311142857142857,3.1942857142857144,2.6043,3.282057142857143,2.2857142857142856,2.0989000000000004,1.2506285714285714,1.0596571428571429,1.2460857142857145,2.402757142857143,2.486285714285714,2.821428571428571,2.4732142857142856,1.9085714285714288,2.821428571428571,1.9594857142857145,1.7734857142857143,1.8057142857142856,1.507085714285714,4.81
19-2011.00,Astronomers,2.04,3.57,3.3,2.04,1.74,1.04,4.14,2.83,3.13,2.48,1.9449142857142856,1.6232000000000002,2.04,1.8571428571428568,2.031428571428571,1.9449142857142856,3.0785714285714287,3.0357142857142856,1.400185714285714,2.633257142857143,3.282057142857143,3.192228571428571,3.2285714285714286,2.0342857142857143,1.8202857142857145,1.3924857142857143,1.4845000000000002,1.2808857142857142,2.117142857142857,2.7255714285714285,2.596342857142857,2.19,1.8057142857142856,2.765714285714286,2.157142857142857,1.6063428571428573,1.8914285714285717,2.9536,4.0
19-2012.00,Physicists,2.13,3.39,3.6,2.16,2.04,1.12,4.36,3.13,3.53,2.92,1.9657142857142855,1.4278,1.8521857142857143,1.8914285714285717,1.8160285714285715,2.0028571428571427,3.230857142857143,3.117142857142857,1.572,2.6176857142857144,3.6208,3.351085714285714,3.5628571428571427,2.7292,2.6714285714285717,1.5506285714285712,1.3764571428571428,1.185142857142857,2.1733857142857143,2.675214285714285,3.057142857142857,2.645714285714285,1.8571428571428568,3.0357142857142856,2.1088,1.6875,2.06,3.011428571428572,4.13
19-2021.00,Atmospheric and Space Scientists,2.4,3.9,3.5,3.5,2.45,1.25,4.6,3.05,4.3,2.8,1.8914285714285717,1.35,2.2321428571428568,1.7734857142857143,2.155,1.9842857142857144,2.9746428571428574,2.877142857142857,1.1942857142857144,2.584642857142857,3.2285714285714286,3.4075,3.321428571428572,2.0,2.3042857142857143,1.6732142857142858,1.8742857142857143,1.5757142857142856,2.1275,2.5225,2.645714285714285,2.375,1.7734857142857143,2.821428571428571,2.283657142857143,1.5892857142857142,1.7734857142857143,3.25,3.95
19-2031.00,Chemists,2.45,3.82,3.55,2.98,2.43,1.25,4.74,1.82,3.82,2.7,1.8571428571428568,1.556542857142857,2.275714285714286,1.75,1.9592285714285715,1.7857142857142856,3.0411571428571427,2.6950857142857143,1.7755,2.216285714285714,3.091428571428572,2.6796571428571427,3.142857142857143,2.0,1.9714285714285715,2.133514285714286,1.066857142857143,1.5932142857142857,2.1473714285714287,2.598442857142857,2.096342857142857,2.125,1.51,2.571428571428571,2.3105714285714285,1.32,1.51,1.6966,3.96
19-2032.00,Materials Scientists,2.24,3.81,3.48,3.05,2.05,1.33,4.48,2.67,4.29,3.0,1.8571428571428568,1.2947714285714285,2.230057142857143,1.6428571428571428,2.2960000000000003,1.8571428571428568,3.04,2.6185714285714288,1.5066285714285717,2.503128571428572,3.091428571428572,3.1492857142857145,3.142857142857143,1.837942857142857,2.1567857142857143,1.5434,1.2514285714285711,1.6230714285714285,2.2670714285714286,2.5198857142857145,1.9085714285714288,1.9085714285714288,1.6875,2.765714285714286,2.1567857142857143,1.6063428571428573,1.9449142857142856,2.853742857142857,4.05
19-2041.00,"Environmental Scientists and Specialists, Including Health",2.94,4.05,3.46,4.18,2.56,1.18,4.62,2.53,4.69,3.75,2.31,1.2063142857142857,1.991742857142857,1.9449142857142856,2.1187142857142858,2.06,3.594028571428572,2.765714285714286,1.531214285714286,3.3048,3.2285714285714286,2.905042857142857,3.091428571428572,2.1357142857142857,2.7604,2.394057142857143,2.071085714285714,1.3089142857142857,2.2270714285714286,2.0986857142857143,2.4732142857142856,2.4732142857142856,1.8914285714285717,2.821428571428571,2.0304,1.8571428571428568,1.8571428571428568,3.732871428571429,4.35
19-2041.01,Climate Change Policy Analysts,2.22,4.13,3.65,3.13,1.96,1.09,4.59,2.74,4.55,3.36,1.8571428571428568,1.1777285714285717,2.0385,1.7200000000000002,1.9856,2.096342857142857,3.4214285714285717,2.748571428571428,2.036,3.284342857142857,2.821428571428571,3.2494,2.821428571428571,1.9842857142857144,2.492714285714285,1.9751285714285716,1.6578,1.5342142857142858,1.8967,1.941357142857143,2.3192,2.3192,1.8914285714285717,2.662857142857143,2.1714285714285717,1.8571428571428568,2.096342857142857,3.765085714285714,4.48
19-2041.02,Environmental Restoration Planners,2.86,4.18,3.68,3.55,2.32,1.23,4.64,2.59,4.64,3.55,2.2471428571428573,1.3791857142857142,2.661785714285714,1.7734857142857143,2.2670714285714286,2.0608,3.4059,2.6950857142857143,1.7982714285714283,3.242,3.0357142857142856,3.145342857142857,2.928571428571429,1.8057142857142856,2.812857142857143,2.824428571428572,2.4261142857142857,2.1450714285714287,2.167828571428571,2.297142857142857,2.524285714285714,2.524285714285714,1.9842857142857144,2.6950857142857143,3.257,1.9449142857142856,1.8914285714285717,3.5688571428571425,4.67
19-2041.03,Industrial Ecologists,2.39,3.57,3.09,2.65,2.0,1.17,4.38,2.78,4.23,3.5,1.8571428571428568,1.0846857142857145,2.0520571428571426,1.8571428571428568,1.8874,1.9842857142857144,2.8357142857142854,2.7142857142857144,1.7472142857142856,2.205714285714285,2.9171428571428573,3.145342857142857,2.954285714285714,2.0342857142857143,3.0064285714285712,1.6925285714285716,1.6427428571428573,1.3298285714285716,1.881571428571429,2.363714285714286,2.327857142857143,2.4035714285714285,1.7200000000000002,2.7142857142857144,1.8973428571428568,1.6063428571428573,1.8914285714285717,2.9572142857142856,3.91
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",2.38,3.75,3.22,2.91,2.25,1.28,4.53,2.91,4.12,3.26,1.9842857142857144,1.2619142857142855,2.110642857142857,1.6063428571428573,2.3456,1.8914285714285717,3.5182857142857142,2.877142857142857,1.6101714285714286,2.9131428571428573,3.1942857142857144,3.233542857142857,3.142857142857143,1.8571428571428568,2.794942857142857,1.9179285714285716,2.025142857142857,1.636514285714286,2.372142857142857,3.1229714285714287,2.6185714285714288,2.265085714285714,1.5785714285714287,2.748571428571428,2.495371428571429,1.6063428571428573,1.7734857142857143,3.211428571428572,4.0
19-2043.00,Hydrologists,2.22,3.91,3.22,3.04,1.83,1.27,4.55,2.39,4.39,3.22,1.9449142857142856,1.2418,2.2583571428571427,1.7200000000000002,2.5010857142857144,1.8571428571428568,3.2414285714285715,2.6185714285714288,1.6532142857142855,2.7982,3.142857142857143,3.521285714285713,3.091428571428572,1.8914285714285717,2.607142857142857,1.862242857142857,1.8832,1.7240714285714285,2.3585000000000003,2.4301,2.25,2.265085714285714,1.7734857142857143,2.645714285714285,2.534,1.8057142857142856,1.9285714285714288,3.063285714285714,4.22
19-2099.01,Remote Sensing Scientists and Technologists,2.04,3.64,3.21,2.84,1.92,1.04,4.21,2.56,4.38,3.38,1.8571428571428568,1.124342857142857,2.3037714285714284,1.8057142857142856,2.3172571428571427,1.8057142857142856,3.3005142857142857,2.748571428571428,1.4109714285714283,2.6272,3.0357142857142856,3.3990857142857145,3.0357142857142856,1.9657142857142855,2.5488,1.6948571428571428,1.503085714285714,1.6507428571428573,2.2096,2.703314285714286,2.354914285714286,2.105,1.7734857142857143,2.645714285714285,2.2697142857142856,1.5614285714285714,1.6665142857142858,2.8029714285714284,4.25
19-3011.00,Economists,2.25,3.5,3.21,2.79,1.83,1.12,4.43,3.04,4.42,3.79,1.8571428571428568,1.1314,1.9292571428571428,1.51,2.2385714285714284,1.8571428571428568,3.659228571428572,2.877142857142857,1.7516285714285715,2.6767000000000003,3.091428571428572,3.9064,3.091428571428572,2.0028571428571427,2.8357142857142854,1.9028571428571428,1.6328285714285715,1.4242857142857144,2.5048571428571424,2.9571428571428573,2.821428571428571,2.4035714285714285,1.8571428571428568,2.7142857142857144,1.97,1.4464285714285716,2.0,3.7714857142857134,3.78
19-3011.01,Environmental Economists,2.04,2.85,2.58,2.44,1.74,1.07,4.08,2.93,3.56,2.78,1.8571428571428568,1.0837,1.4463142857142857,1.6063428571428573,1.6042857142857143,1.8914285714285717,3.109157142857143,2.4714285714285715,1.2233285714285715,2.102857142857143,3.091428571428572,3.4790857142857146,3.091428571428572,2.125,2.483028571428571,1.263185714285714,1.4255,1.1467,1.8755571428571427,3.192228571428571,2.8020571428571426,2.4971428571428573,1.7200000000000002,2.821428571428571,1.4542857142857144,1.5892857142857142,1.9285714285714288,2.95,3.22
19-3022.00,Survey Researchers,2.32,3.92,3.81,4.0,2.44,1.08,4.38,2.35,4.35,3.04,2.105,1.3417142857142856,2.4190000000000005,1.8571428571428568,2.5028,2.023657142857143,3.366742857142857,2.9732142857142856,1.479085714285714,3.1312,2.9522285714285714,3.454128571428571,3.005714285714286,1.8914285714285717,2.8714285714285714,1.8946571428571424,1.7392,2.0042857142857144,2.4586,2.559057142857143,2.7142857142857144,2.645714285714285,1.9449142857142856,3.0335714285714284,2.684285714285714,1.7385714285714284,1.8571428571428568,3.537857142857143,4.46
19-3032.00,Industrial-Organizational Psychologists,2.73,4.23,4.12,3.23,2.35,1.12,4.76,3.08,4.56,3.08,2.571428571428571,1.5152571428571429,2.860457142857143,2.36,2.8125714285714287,2.6950857142857143,4.054514285714286,3.0592,2.464,4.057599999999999,3.205357142857143,3.746028571428571,3.3563428571428573,2.4522285714285714,4.491428571428571,2.673142857142857,1.3328000000000002,3.1602571428571427,3.646514285714286,3.537028571428572,2.821428571428571,2.765714285714286,2.19,3.2308,2.701142857142857,2.044642857142857,2.524285714285714,3.271314285714286,4.5
19-3033.00,Clinical and Counseling Psychologists,3.28,4.52,2.56,3.44,3.48,2.28,4.8,2.44,4.4,4.0,2.1142857142857143,3.982857142857142,1.96,1.75,2.0205714285714285,3.414285714285714,2.807142857142857,2.894285714285714,1.3877714285714284,4.112228571428571,3.414285714285714,3.0742857142857143,3.585714285714286,2.205357142857143,3.2326857142857146,3.0690285714285714,2.308114285714286,1.2916571428571428,2.7586142857142857,2.8144,2.765714285714286,2.765714285714286,2.524285714285714,3.265714285714286,1.6061714285714286,1.9449142857142856,2.3392857142857144,2.258971428571429,3.08
19-3034.00,School Psychologists,2.87,4.38,3.46,3.65,2.88,2.38,4.84,2.22,4.25,3.05,2.354914285714286,2.3923428571428573,2.145,1.7200000000000002,1.6557142857142857,3.142857142857143,3.315785714285714,2.9732142857142856,1.1668571428571428,3.410728571428572,3.3563428571428573,2.695428571428571,3.2935714285714286,2.125,2.3056,2.09,1.2634857142857143,1.1103571428571428,2.0013428571428573,2.078342857142857,2.7142857142857144,2.645714285714285,2.524285714285714,3.172857142857143,1.8775,2.1492,2.25,2.6008571428571425,4.57
