O*NET-SOC Code,Title,Category Flexibility Combined,Mathematical Reasoning Combined,Updating and Using Relevant Knowledge Combined,Selective Attention Combined,Mathematics Combined,Complex Problem Solving Combined,Science Combined,Learning Strategies Combined,Deductive Reasoning Combined,Written Comprehension Combined,Inductive Reasoning Combined,Critical Thinking Combined,Reading Comprehension Combined,Time Management Combined,Active Learning Combined,Visualization Combined,Time Sharing Combined,Information Ordering Combined,Perceptual Speed Combined,Equipment Selection Combined,Flexibility of Closure Combined,"Organizing, Planning, and Prioritizing Work Combined",Speed of Closure Combined,Problem Sensitivity Combined,Memorization Combined,Written Expression Combined,Number Facility Combined,Writing Combined,Scheduling Work and Activities Combined
15-2041.00,Statisticians,2.4035714285714285,3.678571428571429,3.805,1.8057142857142856,3.982057142857143,2.6950857142857143,2.3857142857142857,1.9085714285714288,3.0077714285714285,3.117142857142857,3.091428571428572,2.928571428571429,3.091428571428572,1.8571428571428568,2.524285714285714,1.6364285714285711,1.2857142857142856,2.571428571428571,1.7734857142857143,1.0,1.8914285714285717,3.267285714285715,1.7734857142857143,2.125,1.6875,3.091428571428572,3.4722285714285714,2.6696428571428568,1.7285
15-2041.01,Biostatisticians,2.4971428571428573,3.321428571428572,3.468228571428571,1.7734857142857143,3.6477714285714287,2.928571428571429,2.98,2.3192,3.1750857142857143,3.2285714285714286,3.321428571428572,3.091428571428572,3.1942857142857144,2.0,3.091428571428572,1.8914285714285717,1.22,2.748571428571428,1.7734857142857143,1.0442857142857145,1.8571428571428568,3.1123142857142856,1.8571428571428568,2.645714285714285,1.7734857142857143,3.0077714285714285,2.6185714285714288,3.0077714285714285,2.1286
15-2051.01,Business Intelligence Analysts,2.4971428571428573,2.3392857142857144,3.3354285714285714,1.75,2.3857142857142857,2.275,1.0664285714285715,1.8571428571428568,2.7678571428571432,2.98,2.877142857142857,2.748571428571428,2.821428571428571,1.9085714285714288,2.6950857142857143,1.3571428571428572,1.3392000000000002,2.4971428571428573,1.5892857142857142,1.0,2.0028571428571427,3.0312857142857146,1.7200000000000002,2.125,1.3214285714285714,2.765714285714286,2.096342857142857,2.571428571428571,1.897642857142857
15-2051.02,Clinical Data Managers,2.2471428571428573,2.2308,3.1128571428571425,1.8571428571428568,2.3857142857142857,2.2928571428571427,1.4435714285714285,1.8728571428571428,2.894285714285714,2.821428571428571,2.596342857142857,2.821428571428571,2.748571428571428,2.19,2.4971428571428573,1.3785714285714286,1.3125,2.782857142857143,1.8057142857142856,1.1885714285714286,1.9842857142857144,3.43,1.6364285714285711,2.596342857142857,1.6063428571428573,2.6950857142857143,1.9842857142857144,2.571428571428571,2.7095
15-2099.01,Bioinformatics Technicians,2.3192,2.542057142857143,3.901857142857143,2.1607142857142856,2.3192,2.2071428571428573,2.023657142857143,1.7200000000000002,2.4732142857142856,2.928571428571429,2.524285714285714,2.3392857142857144,2.6696428571428568,1.8571428571428568,2.3857142857142857,1.8914285714285717,1.6875,2.354914285714286,1.9285714285714288,1.0042857142857142,2.2308,2.853485714285714,1.7200000000000002,2.3192,1.7734857142857143,2.542057142857143,2.023657142857143,2.3392857142857144,1.6837999999999995
17-1011.00,"Architects, Except Landscape and Naval",2.821428571428571,2.2471428571428573,3.386428571428571,1.9449142857142856,2.4714285714285715,2.6696428571428568,1.8057142857142856,2.0028571428571427,3.142857142857143,2.877142857142857,2.765714285714286,2.928571428571429,3.0357142857142856,2.0342857142857143,2.542057142857143,3.117142857142857,1.6875,2.7142857142857144,2.0028571428571427,1.0089285714285714,2.4522285714285714,3.3205714285714283,1.8914285714285717,2.98,1.7734857142857143,2.765714285714286,2.4008000000000003,2.6950857142857143,3.135
17-1012.00,Landscape Architects,2.645714285714285,1.9285714285714288,3.1492857142857145,1.8057142857142856,2.06,2.645714285714285,1.6875,1.8057142857142856,2.7142857142857144,2.782857142857143,2.607142857142857,2.596342857142857,2.782857142857143,2.3392857142857144,2.3857142857142857,2.894285714285714,1.6875,2.3392857142857144,1.4928571428571429,1.0,1.7734857142857143,3.218928571428571,1.3392000000000002,2.645714285714285,1.4928571428571429,2.7142857142857144,1.9285714285714288,2.4971428571428573,2.4000000000000004
17-1021.00,Cartographers and Photogrammetrists,2.096342857142857,1.8571428571428568,3.4533571428571426,1.822857142857143,1.837942857142857,1.9449142857142856,1.1885714285714286,1.8057142857142856,2.3857142857142857,2.765714285714286,2.4971428571428573,2.3392857142857144,2.765714285714286,1.8914285714285717,2.086428571428572,2.086428571428572,1.6063428571428573,2.125,1.8571428571428568,1.0714285714285714,2.19,2.690971428571429,1.7200000000000002,2.023657142857143,1.6171428571428572,2.3857142857142857,1.837942857142857,2.2928571428571427,2.550442857142857
17-1022.00,Surveyors,2.1357142857142857,2.765714285714286,3.510214285714286,1.8571428571428568,2.765714285714286,1.9842857142857144,1.6364285714285711,2.06,2.765714285714286,2.765714285714286,2.6950857142857143,2.571428571428571,2.6950857142857143,2.06,2.086428571428572,2.1357142857142857,1.6875,2.4971428571428573,1.9449142857142856,1.3392000000000002,2.096342857142857,3.185714285714285,1.8914285714285717,2.265085714285714,1.6364285714285711,2.6950857142857143,2.6185714285714288,2.571428571428571,3.16
17-1022.01,Geodetic Surveyors,2.524285714285714,3.0357142857142856,3.4886,1.8571428571428568,3.1750857142857143,2.524285714285714,2.06,1.9285714285714288,2.6950857142857143,3.091428571428572,2.765714285714286,2.6950857142857143,2.877142857142857,1.837942857142857,2.4008000000000003,2.1635714285714283,1.655,2.7142857142857144,1.8914285714285717,1.268571428571429,2.765714285714286,2.8907,1.8914285714285717,2.4285714285714284,1.8571428571428568,2.765714285714286,2.748571428571428,2.542057142857143,2.5732
17-2011.00,Aerospace Engineers,2.4285714285714284,2.954285714285714,3.8809999999999993,1.8914285714285717,2.954285714285714,2.748571428571428,3.1942857142857144,2.275,3.0357142857142856,3.282057142857143,2.821428571428571,3.0592,3.142857142857143,2.125,2.4522285714285714,2.086428571428572,1.6875,2.7142857142857144,1.8914285714285717,1.0135714285714286,1.9842857142857144,3.268128571428571,1.655,2.765714285714286,1.6063428571428573,2.954285714285714,2.275,2.8514285714285714,2.3039
17-2021.00,Agricultural Engineers,2.6185714285714288,2.4008000000000003,4.006428571428572,1.8571428571428568,2.6185714285714288,2.6950857142857143,2.1492,1.8057142857142856,2.928571428571429,3.0357142857142856,2.877142857142857,2.645714285714285,2.98,1.9657142857142855,2.2471428571428573,2.354914285714286,1.7734857142857143,2.6696428571428568,1.8057142857142856,1.22,1.8571428571428568,3.605714285714286,1.4249999999999998,2.748571428571428,1.4464285714285716,2.821428571428571,2.2471428571428573,2.7142857142857144,3.2875
17-2031.00,Bioengineers and Biomedical Engineers,2.6393714285714287,2.571428571428571,3.976714285714285,1.9449142857142856,2.8514285714285714,2.8514285714285714,2.9008000000000003,2.2471428571428573,3.0357142857142856,3.091428571428572,3.117142857142857,2.9008000000000003,3.142857142857143,1.9842857142857144,2.8150000000000004,2.3392857142857144,1.5207142857142857,2.6950857142857143,1.8571428571428568,1.7200000000000002,2.2308,2.987114285714286,1.6875,3.0357142857142856,1.6875,3.0357142857142856,2.2308,2.821428571428571,2.4852142857142856
17-2041.00,Chemical Engineers,3.142857142857143,2.645714285714285,3.0236857142857145,1.9285714285714288,2.866071428571429,2.877142857142857,3.282057142857143,1.94,3.142857142857143,3.142857142857143,3.091428571428572,3.2285714285714286,2.877142857142857,2.071428571428571,2.954285714285714,2.1357142857142857,1.4542857142857144,2.877142857142857,2.096342857142857,1.2665142857142857,2.2928571428571427,3.013428571428572,1.8571428571428568,2.98,1.6364285714285711,2.2857142857142856,2.4971428571428573,2.211428571428572,2.3485714285714288
17-2051.00,Civil Engineers,2.6185714285714288,2.954285714285714,3.242857142857143,1.8914285714285717,2.954285714285714,2.6950857142857143,2.571428571428571,1.9722285714285717,3.091428571428572,3.142857142857143,2.7142857142857144,2.9008000000000003,3.057142857142857,2.571428571428571,2.4850000000000003,2.6185714285714288,1.6364285714285711,2.645714285714285,2.4035714285714285,1.0089285714285714,2.4035714285714285,3.267285714285715,1.9722285714285717,3.0357142857142856,1.6665142857142858,2.7142857142857144,2.571428571428571,2.2471428571428573,3.2395714285714283
17-2051.01,Transportation Engineers,2.7142857142857144,2.748571428571428,3.257,1.8571428571428568,2.9008000000000003,2.8020571428571426,1.9285714285714288,1.9085714285714288,3.0357142857142856,3.0357142857142856,2.877142857142857,2.7142857142857144,2.877142857142857,2.596342857142857,2.2471428571428573,2.6185714285714288,1.4821428571428572,2.748571428571428,1.8571428571428568,1.0,1.9842857142857144,3.257,1.78,2.98,1.6875,2.765714285714286,2.645714285714285,2.765714285714286,3.1830000000000003
17-2051.02,Water/Wastewater Engineers,2.571428571428571,2.8514285714285714,3.3793,1.9449142857142856,2.8514285714285714,2.954285714285714,2.4714285714285715,2.1357142857142857,3.091428571428572,2.98,2.765714285714286,2.765714285714286,2.877142857142857,2.524285714285714,2.2857142857142856,2.571428571428571,1.7734857142857143,2.7142857142857144,1.8057142857142856,1.1071428571428572,2.1635714285714283,3.5622000000000003,1.75,2.8020571428571426,1.5677714285714286,2.765714285714286,2.571428571428571,2.7142857142857144,3.0336
17-2061.00,Computer Hardware Engineers,2.4714285714285715,2.023657142857143,3.9480571428571434,1.8057142857142856,2.086428571428572,2.6950857142857143,1.8728571428571428,1.837942857142857,2.821428571428571,2.928571428571429,2.765714285714286,2.765714285714286,2.928571428571429,1.9085714285714288,2.6185714285714288,2.2471428571428573,1.3008,2.765714285714286,1.8057142857142856,1.5892857142857142,1.9449142857142856,3.170857142857143,1.36,2.645714285714285,1.7200000000000002,2.6185714285714288,1.9842857142857144,2.6950857142857143,2.5168
17-2071.00,Electrical Engineers,2.645714285714285,2.4714285714285715,3.928342857142857,1.9449142857142856,2.4008000000000003,2.645714285714285,2.0342857142857143,1.8571428571428568,2.821428571428571,3.117142857142857,2.765714285714286,2.765714285714286,2.877142857142857,1.8914285714285717,2.596342857142857,2.06,1.7734857142857143,2.748571428571428,1.9449142857142856,1.3392000000000002,1.8571428571428568,3.9058,1.3392000000000002,2.877142857142857,1.655,2.9522285714285714,2.275,2.894285714285714,3.8282
17-2072.00,"Electronics Engineers, Except Computer",2.4714285714285715,2.6185714285714288,2.9368,1.8057142857142856,2.4714285714285715,2.765714285714286,1.9285714285714288,1.8571428571428568,2.821428571428571,2.877142857142857,2.821428571428571,2.765714285714286,2.765714285714286,1.7200000000000002,2.211428571428572,2.4008000000000003,1.625,2.765714285714286,1.8571428571428568,1.837942857142857,2.023657142857143,2.6626,1.8571428571428568,2.6950857142857143,1.7200000000000002,2.6950857142857143,2.086428571428572,2.4285714285714284,2.066
17-2072.01,Radio Frequency Identification Device Specialists,2.1635714285714283,1.837942857142857,3.461785714285714,1.7734857142857143,1.7822285714285715,2.2308,1.268571428571429,1.7521428571428572,2.821428571428571,2.645714285714285,2.5428571428571427,2.596342857142857,2.4971428571428573,1.822857142857143,2.06,1.837942857142857,1.3785714285714286,2.4732142857142856,1.4928571428571429,1.5614285714285714,1.7200000000000002,3.170357142857143,1.3392000000000002,2.5,1.3392000000000002,2.275,1.8728571428571428,2.1635714285714283,2.6205
17-2081.00,Environmental Engineers,2.1357142857142857,2.1750857142857143,3.1776857142857144,1.8571428571428568,2.36,2.6950857142857143,2.36,1.8571428571428568,2.765714285714286,3.0357142857142856,2.928571428571429,2.7142857142857144,3.0357142857142856,2.205357142857143,2.6185714285714288,1.8914285714285717,1.625,2.542057142857143,1.8571428571428568,1.0,1.9842857142857144,3.487928571428572,1.8057142857142856,2.821428571428571,1.8571428571428568,3.091428571428572,2.125,2.821428571428571,2.991142857142857
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2.3392857142857144,1.6063428571428573,3.2016,2.1492,1.8057142857142856,2.4035714285714285,1.51,2.125,2.607142857142857,2.6950857142857143,2.671428571428572,2.524285714285714,2.7142857142857144,1.9842857142857144,2.1635714285714283,1.837942857142857,1.655,2.19,1.9285714285714288,1.0,2.1492,3.2520571428571423,1.75,2.5428571428571427,1.4928571428571429,2.4035714285714285,1.6171428571428572,2.524285714285714,2.4666571428571427
17-2111.02,Fire-Prevention and Protection Engineers,2.6950857142857143,2.044642857142857,3.694342857142857,1.7734857142857143,1.9842857142857144,2.7142857142857144,2.4035714285714285,2.023657142857143,3.0592,2.765714285714286,2.894285714285714,2.9732142857142856,2.7142857142857144,2.19,2.6950857142857143,2.2308,1.4542857142857144,2.645714285714285,1.9085714285714288,1.25,2.571428571428571,3.1024,1.9285714285714288,3.1149142857142853,1.5785714285714287,2.7142857142857144,1.9842857142857144,2.645714285714285,2.853485714285714
17-2112.00,Industrial Engineers,2.3192,2.06,3.051028571428571,2.02,2.2471428571428573,2.6950857142857143,1.28,1.75,2.765714285714286,2.877142857142857,2.821428571428571,2.765714285714286,2.928571428571429,1.8571428571428568,2.2471428571428573,2.1750857142857143,1.6875,2.4971428571428573,1.6875,1.0135714285714286,1.8914285714285717,2.910171428571429,1.3392000000000002,2.645714285714285,1.36,2.821428571428571,2.023657142857143,2.6185714285714288,1.9555
17-2112.01,Human Factors Engineers and Ergonomists,2.571428571428571,2.3857142857142857,3.2807142857142857,1.7734857142857143,2.4285714285714284,2.7142857142857144,2.086428571428572,2.044642857142857,3.0357142857142856,3.091428571428572,2.928571428571429,2.877142857142857,3.0357142857142856,1.9449142857142856,2.6696428571428568,2.2471428571428573,1.3785714285714286,2.748571428571428,1.8571428571428568,1.147857142857143,1.8571428571428568,2.890000000000001,1.8571428571428568,2.6950857142857143,1.75,2.98,2.205357142857143,2.877142857142857,2.1142857142857143
17-2112.02,Validation Engineers,2.524285714285714,2.2471428571428573,3.2167142857142856,1.8571428571428568,2.096342857142857,2.571428571428571,2.7207142857142856,1.8914285714285717,2.9522285714285714,2.9522285714285714,2.765714285714286,2.765714285714286,3.005714285714286,1.8914285714285717,2.1635714285714283,1.75,1.7200000000000002,2.571428571428571,1.822857142857143,1.0020571428571428,1.8571428571428568,2.911785714285714,1.4249999999999998,2.765714285714286,1.3392000000000002,2.8363428571428573,2.06,2.765714285714286,2.213214285714286
17-2112.03,Manufacturing Engineers,2.877142857142857,2.8150000000000004,2.9188,2.1357142857142857,2.928571428571429,2.821428571428571,2.1357142857142857,2.2471428571428573,3.091428571428572,3.0077714285714285,2.877142857142857,2.571428571428571,3.0357142857142856,2.3857142857142857,2.684285714285714,2.7142857142857144,1.5357142857142858,2.6950857142857143,2.1357142857142857,1.9722285714285717,2.4971428571428573,3.0736,2.0342857142857143,2.877142857142857,1.78,2.6393714285714287,2.7678571428571432,2.7207142857142856,2.1917142857142857
17-2121.00,Marine Engineers and Naval Architects,2.7678571428571432,2.6185714285714288,3.2176000000000005,2.0028571428571427,2.5907142857142857,2.9522285714285714,2.4714285714285715,1.8728571428571428,3.4375,2.928571428571429,2.877142857142857,2.9522285714285714,2.8514285714285714,2.3392857142857144,2.4285714285714284,2.571428571428571,1.6875,2.98,1.7857142857142856,1.467857142857143,2.2928571428571427,2.8642857142857143,1.9449142857142856,2.98,1.6875,2.928571428571429,2.1635714285714283,2.571428571428571,2.700228571428571
17-2131.00,Materials Engineers,3.0357142857142856,2.8150000000000004,3.800571428571428,1.9085714285714288,2.571428571428571,2.7142857142857144,3.0357142857142856,2.0342857142857143,3.0357142857142856,3.091428571428572,2.821428571428571,2.748571428571428,3.0357142857142856,1.8914285714285717,2.446428571428572,2.2471428571428573,1.3785714285714286,2.524285714285714,2.0028571428571427,1.268571428571429,2.044642857142857,3.03,1.6364285714285711,2.748571428571428,1.36,3.0077714285714285,2.1357142857142857,2.7207142857142856,2.5942857142857143
17-2141.00,Mechanical Engineers,2.4714285714285715,2.8514285714285714,3.4271142857142856,1.9285714285714288,2.7678571428571432,2.7678571428571432,2.7678571428571432,1.9077714285714285,3.0357142857142856,3.0357142857142856,2.821428571428571,2.6950857142857143,2.954285714285714,1.9657142857142855,2.517857142857143,2.3857142857142857,1.6364285714285711,2.748571428571428,1.9285714285714288,1.4464285714285716,2.086428571428572,3.324428571428572,1.7734857142857143,2.765714285714286,1.8571428571428568,2.4971428571428573,2.542057142857143,2.36,2.176685714285714
17-2141.01,Fuel Cell Engineers,2.571428571428571,2.6950857142857143,3.684828571428571,2.105,2.4714285714285715,2.2471428571428573,2.571428571428571,1.9449142857142856,2.765714285714286,3.091428571428572,2.765714285714286,2.821428571428571,3.0357142857142856,1.822857142857143,2.4971428571428573,2.2471428571428573,1.6875,2.571428571428571,2.0342857142857143,1.6364285714285711,2.2308,3.153171428571428,1.8571428571428568,2.821428571428571,1.7734857142857143,2.928571428571429,2.205357142857143,2.6185714285714288,2.401942857142857
17-2141.02,Automotive Engineers,2.4971428571428573,2.954285714285714,3.2293571428571437,1.8571428571428568,3.0077714285714285,2.894285714285714,2.3242857142857147,1.8057142857142856,3.091428571428572,3.0357142857142856,2.98,3.117142857142857,3.0357142857142856,2.044642857142857,2.53,2.6185714285714288,1.467857142857143,2.7678571428571432,1.7734857142857143,1.22,1.8057142857142856,3.408571428571429,1.75,2.821428571428571,1.6063428571428573,2.645714285714285,2.6185714285714288,2.6950857142857143,2.7990000000000004
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2.765714285714286,2.8020571428571426,3.1375,2.19,2.8150000000000004,2.9522285714285714,2.4285714285714284,2.023657142857143,3.091428571428572,3.091428571428572,2.98,2.928571428571429,3.0357142857142856,2.3192,2.4714285714285715,2.36,1.51,2.765714285714286,1.9842857142857144,1.4464285714285716,2.4522285714285714,3.283142857142857,1.9657142857142855,2.928571428571429,1.6875,2.98,2.275,2.821428571428571,2.637657142857143
17-2161.00,Nuclear Engineers,2.7142857142857144,2.765714285714286,3.2671428571428573,1.9449142857142856,2.877142857142857,2.821428571428571,2.9522285714285714,1.8914285714285717,2.877142857142857,3.142857142857143,2.821428571428571,3.1750857142857143,3.142857142857143,2.3857142857142857,2.645714285714285,1.9085714285714288,1.7200000000000002,2.765714285714286,2.125,1.0942857142857143,2.2928571428571427,2.7010000000000005,1.8057142857142856,3.4564285714285714,1.6364285714285711,3.2285714285714286,2.571428571428571,3.0357142857142856,2.312
17-2171.00,Petroleum Engineers,2.645714285714285,2.2471428571428573,3.220928571428571,1.9085714285714288,2.2857142857142856,2.6950857142857143,2.36,1.8571428571428568,2.7142857142857144,2.98,2.7142857142857144,2.877142857142857,3.0357142857142856,2.4035714285714285,2.524285714285714,2.044642857142857,1.7734857142857143,2.571428571428571,1.8571428571428568,1.1257142857142857,1.8571428571428568,3.5530857142857144,1.75,2.7142857142857144,1.4628571428571429,2.98,1.9842857142857144,2.748571428571428,2.614514285714286
17-2199.03,"Energy Engineers, Except Wind and Solar",2.275,2.645714285714285,3.4581000000000004,2.0028571428571427,2.6185714285714288,2.645714285714285,2.6393714285714287,1.8057142857142856,2.765714285714286,2.98,2.765714285714286,2.765714285714286,3.117142857142857,2.023657142857143,2.524285714285714,2.1635714285714283,1.6875,2.7142857142857144,1.8057142857142856,1.0089285714285714,1.8914285714285717,2.994142857142857,1.625,2.8363428571428573,1.5357142857142858,2.524285714285714,2.2857142857142856,2.6950857142857143,2.716
17-2199.05,Mechatronics Engineers,2.1635714285714283,2.211428571428572,3.0626285714285717,1.9449142857142856,2.36,2.748571428571428,1.9842857142857144,1.9449142857142856,2.98,2.98,2.645714285714285,2.571428571428571,2.6185714285714288,1.9657142857142855,2.211428571428572,2.205357142857143,1.7385714285714284,2.6185714285714288,1.7200000000000002,1.4928571428571429,1.8571428571428568,2.902214285714286,1.7734857142857143,2.6950857142857143,1.7734857142857143,2.9008000000000003,1.9285714285714288,2.571428571428571,2.4658285714285717
17-2199.06,Microsystems Engineers,2.4285714285714284,2.275,3.31,2.2071428571428573,2.3192,2.748571428571428,2.4522285714285714,2.086428571428572,2.8514285714285714,3.0592,2.8020571428571426,2.765714285714286,3.0357142857142856,2.2928571428571427,2.3857142857142857,2.2928571428571427,1.9285714285714288,2.542057142857143,2.086428571428572,1.4249999999999998,2.125,2.8994285714285715,1.8057142857142856,2.6696428571428568,1.8728571428571428,2.7678571428571432,2.2471428571428573,2.571428571428571,2.088814285714286
17-2199.07,Photonics Engineers,2.7292,3.0077714285714285,3.3408,1.8057142857142856,2.826514285714286,2.36,2.4285714285714284,1.9285714285714288,3.1942857142857144,3.142857142857143,2.928571428571429,3.0357142857142856,3.057142857142857,1.8057142857142856,2.8714285714285714,2.3242857142857147,1.4017857142857142,2.877142857142857,1.8914285714285717,1.94,2.1635714285714283,2.6128,1.8057142857142856,2.6185714285714288,1.6875,2.9008000000000003,2.517857142857143,2.954285714285714,2.343857142857143
17-2199.08,Robotics Engineers,2.596342857142857,2.954285714285714,3.8259857142857134,1.9449142857142856,2.8150000000000004,2.6950857142857143,2.1357142857142857,2.275,3.0357142857142856,3.142857142857143,2.928571428571429,2.98,3.0077714285714285,2.4971428571428573,2.7678571428571432,2.9008000000000003,1.822857142857143,2.928571428571429,2.275,2.2477714285714288,2.524285714285714,3.1197,1.9077714285714285,3.005714285714286,1.8571428571428568,2.9008000000000003,2.36,2.524285714285714,2.8837
17-2199.09,Nanosystems Engineers,2.954285714285714,2.8150000000000004,3.488857142857143,2.044642857142857,2.954285714285714,2.6950857142857143,3.0357142857142856,2.0,3.142857142857143,3.305714285714286,3.091428571428572,3.091428571428572,3.142857142857143,2.0342857142857143,3.0077714285714285,2.1750857142857143,1.36,2.748571428571428,1.8057142857142856,1.7242857142857142,2.524285714285714,2.836,1.75,2.7207142857142856,1.8057142857142856,3.057142857142857,2.4008000000000003,2.9008000000000003,2.4016
17-2199.10,Wind Energy Engineers,1.94,2.7207142857142856,2.9587857142857144,1.6063428571428573,2.607142857142857,2.36,2.205357142857143,1.7200000000000002,2.8020571428571426,2.7207142857142856,2.524285714285714,2.928571428571429,2.8150000000000004,1.8728571428571428,2.071428571428571,2.211428571428572,1.28,2.1357142857142857,1.7200000000000002,1.0135714285714286,1.8728571428571428,2.834642857142857,1.5357142857142858,2.275,1.5614285714285714,2.3192,2.3392857142857144,2.275,2.316342857142857
17-2199.11,Solar Energy Systems Engineers,2.3857142857142857,2.4522285714285714,3.017514285714286,1.8571428571428568,2.36,2.645714285714285,2.2471428571428573,1.8057142857142856,2.821428571428571,3.091428571428572,2.6950857142857143,2.7142857142857144,2.765714285714286,1.8914285714285717,2.2471428571428573,2.0,1.7200000000000002,2.542057142857143,1.8057142857142856,1.268571428571429,1.8571428571428568,2.988214285714286,1.6364285714285711,2.821428571428571,1.5892857142857142,2.821428571428571,2.071428571428571,2.645714285714285,2.5877714285714286
17-3011.00,Architectural and Civil Drafters,2.1492,2.105,3.247657142857143,1.9842857142857144,2.125,2.3392857142857144,1.4542857142857144,1.822857142857143,2.2928571428571427,2.4035714285714285,2.105,2.2308,2.4035714285714285,2.0028571428571427,2.19,2.4971428571428573,1.4691999999999998,2.19,1.5508,1.0664285714285715,1.9842857142857144,2.629371428571429,1.78,2.023657142857143,1.5614285714285714,2.31,1.8914285714285717,2.19,1.997657142857143
17-3012.00,Electrical and Electronics Drafters,1.9842857142857144,1.822857142857143,3.2425,1.7734857142857143,1.875,2.105,1.157142857142857,1.6063428571428573,2.205357142857143,2.7142857142857144,2.086428571428572,2.2928571428571427,2.3192,1.9449142857142856,2.0028571428571427,2.4522285714285714,1.4691999999999998,2.2308,1.7734857142857143,1.0664285714285715,1.8571428571428568,3.171428571428572,1.7734857142857143,2.1492,1.6063428571428573,2.4035714285714285,1.837942857142857,2.25,2.155428571428572
17-3013.00,Mechanical Drafters,2.0,2.2928571428571427,2.7615,2.044642857142857,2.2471428571428573,1.9449142857142856,1.22,1.7734857142857143,2.096342857142857,2.1357142857142857,2.06,2.044642857142857,2.2471428571428573,1.8057142857142856,2.1635714285714283,2.4285714285714284,1.36,2.071428571428571,1.8057142857142856,1.0135714285714286,2.0342857142857143,2.5280571428571426,1.5892857142857142,2.06,1.3125,2.044642857142857,1.9657142857142855,1.8914285714285717,1.7806857142857144
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,2.096342857142857,1.8914285714285717,2.7411714285714286,1.9842857142857144,1.8571428571428568,2.2071428571428573,2.1357142857142857,1.7734857142857143,2.645714285714285,2.7142857142857144,2.645714285714285,2.645714285714285,2.4732142857142856,1.9842857142857144,1.8571428571428568,2.205357142857143,1.7385714285714284,2.596342857142857,2.086428571428572,1.5508,2.1492,2.494,1.6364285714285711,2.6950857142857143,1.7200000000000002,2.571428571428571,1.8571428571428568,1.9449142857142856,2.6315714285714287
17-3022.00,Civil Engineering Technologists and Technicians,2.125,2.5428571428571427,2.858628571428571,1.8571428571428568,2.265085714285714,1.9842857142857144,1.655,1.467857142857143,2.645714285714285,2.645714285714285,2.275,2.4893714285714283,2.6185714285714288,1.7734857142857143,1.8057142857142856,2.4971428571428573,1.6063428571428573,2.3192,1.7734857142857143,1.0042857142857142,1.9449142857142856,2.9264142857142854,1.822857142857143,2.524285714285714,1.4464285714285716,2.4971428571428573,2.2071428571428573,2.125,2.3213285714285714
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,2.086428571428572,1.7200000000000002,3.1450857142857145,1.8328571428571427,1.7200000000000002,2.105,1.1339285714285714,1.6063428571428573,2.5428571428571427,2.6950857142857143,2.4893714285714283,2.4732142857142856,2.645714285714285,1.7385714285714284,1.9842857142857144,2.3192,1.51,2.3392857142857144,2.0028571428571427,1.6063428571428573,1.9285714285714288,2.730528571428572,1.655,2.216428571428572,1.5614285714285714,2.2308,1.6364285714285711,2.044642857142857,2.2669428571428574
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.9449142857142856,1.8571428571428568,2.8184571428571425,1.9842857142857144,1.8057142857142856,2.0028571428571427,1.75,1.8057142857142856,2.524285714285714,2.205357142857143,2.524285714285714,2.4035714285714285,2.2857142857142856,1.8571428571428568,1.9842857142857144,2.211428571428572,1.822857142857143,2.524285714285714,2.2928571428571427,1.9449142857142856,1.9842857142857144,2.8653142857142857,1.872228571428572,2.422142857142857,1.7200000000000002,2.044642857142857,1.8571428571428568,1.9449142857142856,1.8468428571428568
17-3024.01,Robotics Technicians,2.096342857142857,1.8571428571428568,2.9417714285714283,2.216428571428572,2.071428571428571,2.422142857142857,1.8125,1.8914285714285717,2.8363428571428573,2.821428571428571,2.7142857142857144,2.645714285714285,2.645714285714285,1.872228571428572,2.096342857142857,2.524285714285714,1.6875,2.645714285714285,2.044642857142857,1.9842857142857144,2.086428571428572,2.9231714285714285,1.8914285714285717,2.645714285714285,1.8914285714285717,2.1750857142857143,1.75,2.0028571428571427,2.266057142857143
17-3025.00,Environmental Engineering Technologists and Technicians,2.4971428571428573,2.0,2.337142857142857,1.9449142857142856,2.071428571428571,2.023657142857143,2.275,1.8571428571428568,2.662857142857143,3.0357142857142856,2.7142857142857144,2.645714285714285,2.645714285714285,1.9449142857142856,2.524285714285714,1.8728571428571428,1.7734857142857143,2.645714285714285,1.8571428571428568,1.4821428571428572,1.8914285714285717,2.426342857142857,1.7200000000000002,2.6950857142857143,1.7200000000000002,2.211428571428572,2.0,2.1750857142857143,1.9033857142857145
17-3026.00,Industrial Engineering Technologists and Technicians,2.275,2.096342857142857,2.890885714285714,1.9642857142857144,2.1357142857142857,2.524285714285714,1.837942857142857,1.75,2.7142857142857144,2.571428571428571,2.7142857142857144,2.596342857142857,2.7142857142857144,2.086428571428572,2.0342857142857143,2.205357142857143,1.7385714285714284,2.275,1.9085714285714288,1.231428571428571,1.8571428571428568,2.8845714285714283,1.6875,2.662857142857143,1.6063428571428573,2.2471428571428573,2.023657142857143,2.1357142857142857,1.9733428571428573
