O*NET-SOC Code,Title,E-Mail,Processing Information Combined,Management of Material Resources Combined,"Estimating the Quantifiable Characteristics of Products, Events, or Information Combined","Inspecting Equipment, Structures, or Materials Combined",Systems Analysis Combined,Monitoring and Controlling Resources Combined,"Monitoring Processes, Materials, or Surroundings Combined",Programming Combined,Operations Analysis Combined,Management of Financial Resources Combined,"Judging the Qualities of Objects, Services, or People Combined",Working with Computers Combined,Evaluating Information to Determine Compliance with Standards Combined,"Identifying Objects, Actions, and Events Combined",Analyzing Data or Information Combined,Monitoring Combined,Quality Control Analysis Combined,Operations Monitoring Combined,Performing Administrative Activities Combined,Documenting/Recording Information Combined,Systems Evaluation Combined,Getting Information Combined
15-1299.05,Information Security Engineers,5.0,3.234571428571429,1.25,1.6297428571428572,1.5936285714285714,2.2308,2.172557142857143,2.597514285714285,2.023657142857143,1.268571428571429,1.25,1.9121142857142857,4.362071428571428,3.0391428571428567,3.6144,3.4312142857142858,2.4522285714285714,2.0608,1.9449142857142856,1.797914285714286,3.2074857142857143,2.275,3.395
15-1299.08,Computer Systems Engineers/Architects,4.82,3.034785714285714,1.302857142857143,1.9195714285714285,1.8957142857142857,2.645714285714285,2.021114285714286,2.523885714285714,2.517857142857143,2.7207142857142856,1.3808,2.025714285714286,4.033371428571428,2.662857142857143,2.904857142857143,2.7527714285714286,2.3857142857142857,2.096342857142857,1.8571428571428568,1.8229857142857144,2.8932857142857147,2.6950857142857143,3.1677857142857144
15-1299.09,Information Technology Project Managers,4.95,3.3908857142857145,2.096342857142857,3.034785714285714,1.6620142857142857,2.4732142857142856,3.5257142857142862,3.276285714285714,1.289285714285714,1.4928571428571429,2.096342857142857,2.8546,3.609828571428571,3.17,3.3030000000000004,3.234571428571429,2.684285714285714,1.4028571428571428,1.3125,2.696,3.2557857142857145,2.3392857142857144,3.621428571428571
15-2011.00,Actuaries,5.0,4.2171,1.268571428571429,2.4443714285714284,1.0614285714285714,2.9008000000000003,1.4674999999999998,2.2558857142857143,1.4,1.9285714285714288,1.6364285714285711,1.84,3.386742857142857,3.157857142857143,3.0342571428571428,4.470557142857143,2.1357142857142857,1.1885714285714286,1.16,1.4360714285714284,2.17,2.98,3.816828571428572
15-2021.00,Mathematicians,4.55,3.875714285714285,1.0549142857142857,2.333928571428572,1.14,2.071428571428571,1.3257142857142856,1.3795,1.5892857142857142,1.5614285714285714,1.0549142857142857,1.6089285714285713,3.2750000000000004,1.6835714285714285,1.7307142857142856,4.194999999999999,1.8571428571428568,1.0357142857142856,1.0206285714285714,1.5775714285714284,2.309285714285714,2.0342857142857143,3.5650000000000004
15-2031.00,Operations Research Analysts,4.81,3.982857142857144,1.157142857142857,2.932,1.2922857142857145,2.596342857142857,1.6827142857142858,2.5264,1.6364285714285711,2.6696428571428568,1.1734857142857142,2.268185714285714,3.5218142857142856,1.8886428571428573,3.5355571428571437,4.245328571428572,1.837942857142857,1.1734857142857142,1.157142857142857,1.4570285714285716,2.4059285714285714,2.748571428571428,4.012857142857142
15-2041.00,Statisticians,5.0,4.438071428571428,1.0803571428571428,3.0507142857142857,1.050142857142857,1.8914285714285717,1.2507142857142857,2.1142857142857143,1.8914285714285717,1.94,1.1257142857142857,2.185,3.877857142857143,2.9680714285714287,3.1915714285714287,4.786357142857144,1.8571428571428568,1.16,1.1257142857142857,1.5914285714285714,3.3205714285714283,1.8914285714285717,3.715
15-2041.01,Biostatisticians,4.71,3.382028571428571,1.1071428571428572,1.706714285714286,1.0927142857142855,2.1750857142857143,1.4089285714285715,1.3783857142857143,2.36,1.9657142857142855,1.1339285714285714,1.7165714285714286,3.3568571428571428,2.013442857142857,2.5016142857142856,4.103771428571428,2.0342857142857143,1.1339285714285714,1.0664285714285715,1.4349142857142858,2.4000000000000004,2.1357142857142857,2.880457142857143
15-2051.01,Business Intelligence Analysts,4.95,3.9796,1.1339285714285714,2.238771428571429,1.0180714285714283,2.1357142857142857,1.3332285714285714,1.8272,1.5357142857142858,1.2036571428571428,1.22,2.0259428571428573,3.554971428571428,2.1776,2.966328571428572,4.245100000000001,1.9842857142857144,1.2142857142857144,1.12,1.604285714285714,2.4107142857142856,2.1357142857142857,3.705
15-2051.02,Clinical Data Managers,5.0,3.849214285714286,1.1885714285714286,1.945,1.1967857142857143,2.086428571428572,1.4725,2.065,2.1635714285714283,1.845,1.157142857142857,2.2375,3.2464285714285714,3.217142857142857,2.9171428571428573,3.185714285714285,2.542057142857143,1.5357142857142858,1.32,1.7842857142857145,3.538214285714286,2.023657142857143,3.45
15-2099.01,Bioinformatics Technicians,4.87,4.5129142857142845,1.0885714285714283,2.3405714285714287,1.2761714285714287,2.125,1.2511142857142856,3.0355000000000003,1.9085714285714288,1.3392000000000002,1.0885714285714283,2.6403428571428567,3.9325,2.1958857142857147,3.4705000000000004,4.373257142857144,2.125,1.4017857142857142,1.5785714285714287,1.4200000000000002,2.912114285714285,2.0,4.042714285714286
17-1011.00,"Architects, Except Landscape and Naval",4.95,2.7072571428571424,1.75,2.0435857142857143,2.157142857142857,2.2928571428571427,2.257142857142857,2.132542857142857,1.157142857142857,2.877142857142857,1.845,2.284828571428571,3.3959857142857146,2.869214285714285,2.388571428571429,2.681985714285714,2.7207142857142856,1.9842857142857144,1.3571428571428572,2.1342,2.9693000000000005,2.275,3.346685714285714
17-1012.00,Landscape Architects,5.0,2.2696428571428573,1.8057142857142856,2.296214285714286,2.0596428571428573,2.023657142857143,1.6884285714285716,2.602857142857143,1.0357142857142856,2.4732142857142856,1.8057142857142856,2.1945714285714284,2.55,2.64,2.2617142857142856,2.329642857142857,2.096342857142857,1.5614285714285714,1.25,1.872142857142857,2.021428571428572,2.1750857142857143,3.375
17-1021.00,Cartographers and Photogrammetrists,4.87,3.3489142857142853,1.0549142857142857,2.481342857142857,1.7042857142857142,1.7734857142857143,1.3590285714285713,2.5193142857142856,1.1408,1.0664285714285715,1.0664285714285715,1.9898571428571428,3.0874857142857146,3.0056,3.0689428571428574,2.8436000000000003,1.9449142857142856,1.3392000000000002,1.22,1.7960857142857145,2.682142857142857,1.6875,3.580685714285714
17-1022.00,Surveyors,5.0,3.687142857142857,1.2036571428571428,2.0685714285714285,1.9285714285714288,1.8571428571428568,2.430357142857143,2.393214285714285,1.0407142857142857,1.1885714285714286,1.147857142857143,2.010357142857143,3.148257142857143,3.200357142857143,2.8,3.5500000000000003,1.9657142857142855,1.5614285714285714,1.6875,2.320428571428572,3.5428571428571427,1.7200000000000002,3.345
17-1022.01,Geodetic Surveyors,4.93,4.032771428571428,1.1607142857142858,2.4821714285714287,2.2485,1.9842857142857144,1.9593571428571428,2.693542857142857,1.4928571428571429,1.22,1.1607142857142858,2.1700857142857144,3.2661571428571428,3.231,2.954285714285714,3.764114285714286,2.3192,1.8057142857142856,1.6875,1.9342857142857144,3.357142857142857,1.9842857142857144,3.520514285714286
17-2011.00,Aerospace Engineers,5.0,4.211285714285713,1.1071428571428572,2.035,2.304742857142857,2.36,1.5208000000000002,3.168614285714286,1.28,3.057142857142857,1.1734857142857142,2.7871428571428574,3.9488,2.581757142857142,3.652671428571429,3.945028571428572,2.524285714285714,2.2471428571428573,1.8057142857142856,1.495957142857143,3.4236000000000004,2.3857142857142857,3.532314285714285
17-2021.00,Agricultural Engineers,5.0,3.775714285714285,1.302857142857143,3.25,3.037142857142857,2.571428571428571,2.3514285714285714,2.954285714285714,1.268571428571429,1.9285714285714288,1.4017857142857142,3.1415714285714285,3.801428571428572,3.61642857142857,3.2285714285714286,4.068214285714285,2.205357142857143,1.5614285714285714,1.9449142857142856,1.95,3.4236000000000004,2.645714285714285,3.5875000000000004
17-2031.00,Bioengineers and Biomedical Engineers,4.87,3.890571428571429,1.4464285714285716,2.3788,2.431314285714285,2.4522285714285714,2.1435285714285714,2.743428571428572,2.023657142857143,2.571428571428571,1.32,2.5493428571428574,3.759142857142857,3.1194571428571427,3.396957142857143,4.073657142857144,2.6185714285714288,2.096342857142857,1.837942857142857,1.9282,3.104285714285714,2.4285714285714284,3.590928571428571
17-2041.00,Chemical Engineers,5.0,3.490714285714285,1.5892857142857142,2.5225,2.5429,2.6950857142857143,1.577842857142857,3.407714285714285,1.4910714285714284,2.7292,1.5165142857142857,2.388285714285714,3.056685714285714,3.139,2.985042857142857,3.5248,2.1750857142857143,2.1085714285714285,2.071428571428571,1.4148714285714286,2.8282857142857143,2.6950857142857143,3.484385714285714
17-2051.00,Civil Engineers,5.0,3.222142857142857,1.8057142857142856,2.5383285714285715,2.991214285714286,2.6185714285714288,2.4371714285714283,2.314285714285714,1.2363428571428572,2.684285714285714,1.9077714285714285,2.251428571428572,2.833428571428571,3.112771428571428,2.5869714285714287,2.951285714285714,2.2471428571428573,1.4464285714285716,1.3392000000000002,1.744,2.5066428571428574,2.211428571428572,3.3562000000000003
17-2051.01,Transportation Engineers,5.0,3.2292142857142854,1.8057142857142856,2.597514285714285,2.264,2.4732142857142856,2.261285714285714,2.0,1.2665142857142857,2.3192,1.9375,2.372114285714286,3.0404285714285715,3.3123571428571426,2.9325428571428573,3.265285714285714,2.205357142857143,1.6063428571428573,1.2857142857142856,1.8477,2.8849,2.524285714285714,3.201014285714286
17-2051.02,Water/Wastewater Engineers,4.96,3.161928571428572,1.44,2.4685714285714284,2.3323857142857145,2.6950857142857143,1.960457142857143,2.611757142857143,1.4,2.2471428571428573,1.4910714285714284,2.236542857142857,2.885242857142857,3.2287000000000003,2.6107428571428573,3.4608571428571424,2.4971428571428573,1.7822285714285715,1.8057142857142856,1.9428571428571428,2.669914285714285,2.6950857142857143,3.415
17-2061.00,Computer Hardware Engineers,4.9,3.704742857142857,1.1885714285714286,3.224885714285714,2.214757142857142,2.19,2.0091142857142854,2.6048,1.5892857142857142,2.36,1.1339285714285714,2.3870857142857145,4.269971428571428,3.305657142857142,3.210528571428572,3.804357142857144,1.9842857142857144,1.8057142857142856,1.8571428571428568,1.682,3.1511285714285715,2.36,3.703642857142857
17-2071.00,Electrical Engineers,4.87,3.113785714285714,1.4464285714285716,2.351714285714285,1.837,2.086428571428572,2.324742857142857,2.938,1.2208,1.9842857142857144,1.5165142857142857,2.6832000000000003,4.3096,3.240228571428572,3.0374714285714286,3.542171428571429,2.3857142857142857,1.8914285714285717,1.837942857142857,1.8410857142857144,3.462828571428572,2.1635714285714283,3.5990857142857147
17-2072.00,"Electronics Engineers, Except Computer",4.59,3.300342857142857,1.6875,2.124328571428572,2.0976857142857144,2.524285714285714,1.848357142857143,2.5624,1.7200000000000002,2.125,1.3214285714285714,2.0669714285714287,3.3869714285714285,2.6029,2.8642857142857143,3.5419428571428577,2.275,2.1750857142857143,1.9657142857142855,1.4717714285714285,2.977485714285714,2.36,2.9352857142857145
17-2072.01,Radio Frequency Identification Device Specialists,5.0,3.1033,1.2363428571428572,2.1417,2.0616142857142856,2.125,1.8713857142857144,2.974,1.5614285714285714,1.6942857142857144,1.2036571428571428,2.243,4.098714285714285,2.627142857142857,2.9199714285714284,2.6424571428571437,2.1357142857142857,1.75,1.7200000000000002,2.091942857142857,2.628114285714286,1.94,2.8392
17-2081.00,Environmental Engineers,4.95,3.3178571428571426,1.3785714285714286,2.7088,2.834528571428572,2.2471428571428573,2.8357142857142854,3.2500000000000004,1.077942857142857,1.5357142857142858,1.4249999999999998,2.589728571428571,3.346685714285714,3.242857142857143,3.048142857142857,3.337428571428572,2.821428571428571,1.6063428571428573,1.6665142857142858,1.9453714285714283,2.7150428571428566,2.3242857142857147,3.390142857142857
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.89,3.1042,1.1885714285714286,2.3695000000000004,3.076085714285714,2.265085714285714,2.022,2.8464285714285715,1.1734857142857142,1.147857142857143,1.2036571428571428,2.483028571428571,2.4596,3.487085714285714,3.2044,2.928228571428571,2.2308,1.6665142857142858,1.6063428571428573,2.252957142857143,2.9888,2.25,3.5328142857142857
17-2111.02,Fire-Prevention and Protection Engineers,4.96,3.314285714285714,1.7200000000000002,2.749057142857142,2.919028571428572,2.645714285714285,1.7729714285714286,2.530514285714286,1.077942857142857,2.571428571428571,1.6364285714285711,2.5306285714285712,2.8775428571428576,3.8184,2.9897714285714283,3.0077714285714285,1.9842857142857144,2.1492,1.7734857142857143,2.0450285714285714,2.7462142857142853,2.6950857142857143,3.541214285714285
17-2112.00,Industrial Engineers,4.93,3.1441142857142856,1.5614285714285714,2.3624,2.2342,2.205357142857143,1.7290571428571428,2.7548000000000004,1.1408,1.5357142857142858,1.32,2.184885714285714,3.134285714285715,2.4074714285714283,2.6128,2.8831857142857142,2.445,1.4249999999999998,1.542142857142857,1.9161142857142852,2.349828571428572,2.2471428571428573,2.912242857142857
17-2112.01,Human Factors Engineers and Ergonomists,4.95,3.309285714285714,1.22,2.6089285714285717,2.337142857142857,2.2471428571428573,1.9594285714285715,2.697142857142857,1.4249999999999998,2.2471428571428573,1.25,2.5664285714285717,2.7655000000000003,2.8525,3.341071428571429,3.269928571428572,2.4285714285714284,1.6942857142857144,1.3785714285714286,2.0442857142857145,2.7337857142857143,2.4971428571428573,3.738571428571428
17-2112.02,Validation Engineers,4.89,3.8285714285714287,1.2857142857142856,2.71,3.1825,2.096342857142857,1.875,3.491428571428571,1.1257142857142857,2.142857142857143,1.1071428571428572,2.9596428571428577,2.8977142857142857,4.231428571428571,3.4885714285714284,3.5992,2.645714285714285,1.8914285714285717,1.9842857142857144,1.891,3.319714285714286,2.023657142857143,3.6117857142857135
17-2112.03,Manufacturing Engineers,5.0,3.365157142857143,2.0,2.412071428571428,2.529428571428572,2.8150000000000004,1.854657142857143,3.0636,1.3142857142857145,2.2471428571428573,1.9722285714285717,2.6131714285714285,3.0992,2.436914285714286,3.0413714285714284,3.1002571428571426,2.9008000000000003,2.2471428571428573,2.596342857142857,1.9156,2.864285714285714,2.7678571428571432,3.225357142857143
17-2121.00,Marine Engineers and Naval Architects,4.74,3.090157142857143,1.722057142857143,2.2059,2.7151428571428564,2.2308,1.7968,2.193257142857143,1.289285714285714,1.7485714285714289,1.6171428571428572,2.2214,2.6885714285714286,3.3782,3.021428571428572,3.1114,2.275,2.2308,2.2928571428571427,1.8832,2.894285714285714,2.3192,3.3782
17-2131.00,Materials Engineers,5.0,3.275714285714286,1.6364285714285711,2.9202857142857144,3.278571428571429,2.1357142857142857,2.192285714285714,3.5457142857142854,1.22,2.211428571428572,1.4192,2.740428571428572,2.9264285714285707,2.6337857142857146,3.5145,3.8175,2.1750857142857143,2.096342857142857,1.8914285714285717,2.128571428571429,3.200357142857143,2.0,3.5108571428571427
17-2141.00,Mechanical Engineers,5.0,2.5322285714285715,1.542142857142857,2.195157142857143,2.4023000000000003,2.3192,1.3001714285714283,2.737942857142857,1.4435714285714285,2.564285714285714,1.5614285714285714,1.9874285714285715,3.162914285714286,3.1741428571428574,2.8262,2.575357142857143,2.3242857142857147,2.211428571428572,2.096342857142857,1.4691999999999998,2.617,2.3192,3.2374
17-2141.01,Fuel Cell Engineers,4.95,3.475571428571428,1.5614285714285714,2.7451,2.765028571428572,2.542057142857143,2.1977857142857142,3.0224285714285712,1.51,1.8914285714285717,1.147857142857143,2.2682,2.692857142857143,2.128285714285714,2.8853714285714283,3.7072,2.4971428571428573,1.9449142857142856,2.06,1.7144,2.862628571428571,2.542057142857143,3.041
17-2141.02,Automotive Engineers,5.0,3.6973,1.2857142857142856,2.622128571428572,2.605142857142857,2.524285714285714,1.8850285714285715,2.3114285714285714,1.7200000000000002,2.524285714285714,1.302857142857143,2.5084,3.6765,3.492742857142857,2.8965142857142854,3.6607,2.1357142857142857,2.0342857142857143,1.8057142857142856,1.8020571428571428,3.17,2.6185714285714288,3.5431
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",4.93,3.5787142857142853,1.9285714285714288,2.5638571428571426,1.7358000000000002,2.571428571428571,1.9734142857142856,2.994757142857143,1.6942857142857144,2.2477714285714288,2.007142857142857,2.4297142857142857,3.271428571428572,3.319257142857143,3.1329571428571428,3.4534,2.7678571428571432,1.94,1.9657142857142855,2.1429142857142853,2.971,2.6696428571428568,3.3605714285714288
17-2161.00,Nuclear Engineers,4.9,3.832142857142857,1.3392000000000002,2.6956857142857142,3.016857142857144,2.571428571428571,1.999085714285714,3.305714285714286,1.1408,2.7207142857142856,1.3008,2.5552,3.095,4.091,3.523428571428571,3.7783,2.765714285714286,2.205357142857143,2.4971428571428573,1.6618857142857144,3.0560714285714288,2.571428571428571,3.5301714285714283
17-2171.00,Petroleum Engineers,4.98,3.5005714285714284,1.7200000000000002,2.7055285714285717,1.7592571428571429,2.596342857142857,2.3384,2.594385714285714,1.1408,1.3125,1.5357142857142858,2.729285714285714,3.1168,2.449442857142857,3.436028571428571,3.7208,2.524285714285714,1.6063428571428573,1.837942857142857,1.8467714285714285,2.7641142857142857,2.596342857142857,3.4820000000000007
17-2199.03,"Energy Engineers, Except Wind and Solar",4.91,3.2487142857142857,1.4249999999999998,2.4352,2.743642857142857,2.645714285714285,2.167828571428571,2.8361142857142854,1.1785714285714286,2.3192,1.4017857142857142,2.5613714285714284,3.07,2.728257142857143,2.7078285714285717,3.700857142857143,2.596342857142857,1.5357142857142858,1.6364285714285711,1.91,2.685714285714286,2.3392857142857144,3.378571428571429
17-2199.05,Mechatronics Engineers,4.9,2.568257142857143,1.268571428571429,2.136457142857143,2.0716,2.2857142857142856,1.3504,2.8690285714285717,1.51,2.096342857142857,1.268571428571429,1.6870857142857143,3.649942857142857,2.4256,2.7133571428571432,2.338942857142857,2.3192,2.071428571428571,2.06,1.6278857142857144,3.021057142857143,2.36,3.1099428571428573
17-2199.06,Microsystems Engineers,4.76,3.192428571428572,1.4691999999999998,2.3923428571428573,2.375228571428572,2.571428571428571,1.6288571428571428,2.699871428571428,1.5785714285714287,1.8571428571428568,1.4017857142857142,1.8067714285714287,3.242542857142857,2.602814285714285,2.6836,2.885714285714286,2.4035714285714285,2.06,2.086428571428572,1.3517714285714286,2.7712000000000003,2.3857142857142857,3.486857142857143
17-2199.07,Photonics Engineers,4.96,3.5541142857142853,1.2857142857142856,2.554814285714285,2.3428571428571425,2.211428571428572,1.8003999999999998,2.512528571428572,1.4910714285714284,2.2471428571428573,1.147857142857143,1.8135714285714288,3.337928571428572,2.483257142857143,2.9001428571428574,3.703928571428571,2.0342857142857143,2.142857142857143,1.94,1.3858142857142857,3.1149714285714287,2.1357142857142857,3.4119999999999995
17-2199.08,Robotics Engineers,4.9,3.414571428571428,1.36,2.3068,2.681,2.645714285714285,1.9694285714285715,3.2157142857142857,2.1750857142857143,2.2857142857142856,1.6063428571428573,2.254985714285714,3.730557142857143,2.8327,3.125714285714285,3.3167285714285715,2.596342857142857,2.5907142857142857,2.4035714285714285,1.6990142857142856,3.077714285714286,2.4008000000000003,3.35
17-2199.09,Nanosystems Engineers,5.0,3.5920000000000005,1.4435714285714285,2.856,3.04,2.4035714285714285,2.1128571428571425,3.342714285714285,1.5142857142857142,2.2857142857142856,1.4017857142857142,2.378028571428572,2.9611428571428573,2.130428571428572,3.3441428571428573,4.102857142857143,2.4285714285714284,2.1357142857142857,1.8571428571428568,1.9117857142857144,3.128214285714286,2.275,3.3310000000000004
17-2199.10,Wind Energy Engineers,4.92,3.0228571428571427,1.3785714285714286,2.4701714285714287,1.9456,2.275,2.032842857142857,2.0890714285714287,1.3008,2.1635714285714283,1.25,1.9698,3.144057142857143,2.6263,2.211,2.940714285714286,2.211428571428572,1.6942857142857144,1.6364285714285711,1.7558571428571428,2.762928571428572,2.1635714285714283,3.038214285714285
17-2199.11,Solar Energy Systems Engineers,4.89,2.7218285714285715,1.268571428571429,2.1990857142857143,2.440457142857143,1.78,1.9760285714285717,2.680742857142857,1.3571428571428572,1.625,1.2857142857142856,2.215,2.6026285714285717,2.981028571428572,2.8732571428571427,2.841057142857143,2.1635714285714283,1.78,1.75,1.8346,2.2357142857142858,1.9285714285714288,3.3266285714285715
17-3011.00,Architectural and Civil Drafters,4.93,2.6982285714285714,1.1734857142857142,2.1253,1.5392285714285716,2.25,1.1395428571428572,2.134985714285714,1.345,1.4017857142857142,1.22,1.679642857142857,3.3158571428571424,3.048914285714286,2.2990285714285714,2.4136,2.0028571428571427,1.4821428571428572,1.394285714285714,1.5800285714285711,2.3273714285714284,1.78,2.9968000000000004
17-3012.00,Electrical and Electronics Drafters,4.89,2.6461,1.157142857142857,2.0648,1.4961571428571427,1.8057142857142856,1.1326857142857143,1.6549142857142858,1.2592,1.5508,1.157142857142857,1.6484285714285716,3.4171428571428573,2.757142857142857,2.265142857142857,2.093585714285714,1.8571428571428568,1.7385714285714284,1.3571428571428572,1.552,2.465457142857143,1.7385714285714284,2.8561428571428573
17-3013.00,Mechanical Drafters,4.93,2.3082857142857143,1.1785714285714286,1.9538285714285717,2.037714285714286,1.7734857142857143,1.1897714285714285,2.6143857142857145,1.4017857142857142,1.8914285714285717,1.16,1.8357142857142856,3.4073714285714285,2.2285000000000004,2.335714285714286,2.1998571428571427,1.8914285714285717,1.78,1.36,1.8142857142857145,2.4098,1.8057142857142856,2.661142857142857
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.67,3.046814285714285,1.2592,2.725742857142857,2.338557142857143,1.8914285714285717,1.9174285714285717,3.478,1.2592,1.6875,1.2592,2.7394857142857143,2.8126,2.907657142857143,3.042357142857143,2.675142857142857,1.9449142857142856,2.422142857142857,2.375,1.5165142857142857,3.4941714285714287,1.8914285714285717,3.4596
17-3022.00,Civil Engineering Technologists and Technicians,4.79,3.2675714285714283,1.32,2.4502571428571427,1.6979428571428574,1.8057142857142856,1.3217571428571429,2.744,1.1257142857142857,1.6942857142857144,1.2592,1.7794285714285714,2.675714285714286,2.897142857142857,2.912114285714286,2.509857142857143,2.086428571428572,1.32,1.4691999999999998,1.8299,2.3870000000000005,1.6875,2.7946857142857144
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,4.83,2.888014285714286,1.3008,2.1450285714285715,2.752685714285714,1.872228571428572,1.7722857142857142,2.678285714285715,1.157142857142857,1.1785714285714286,1.3008,2.175428571428572,3.208342857142857,2.8580714285714284,2.627542857142857,2.6514285714285712,1.9449142857142856,1.8057142857142856,1.9285714285714288,1.762285714285714,2.8665571428571432,1.7734857142857143,2.740828571428572
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,4.14,2.6674857142857142,1.231428571428571,1.7082857142857144,2.660428571428572,1.9449142857142856,1.4601142857142857,3.0372,1.5614285714285714,1.4017857142857142,1.1071428571428572,2.0043571428571427,3.0821,2.596514285714285,2.3855714285714287,2.463,2.571428571428571,2.4035714285714285,2.7142857142857144,1.69,3.001257142857143,1.9449142857142856,2.4259142857142857
17-3024.01,Robotics Technicians,4.95,2.487314285714286,1.1339285714285714,2.031228571428572,2.7446,1.9449142857142856,1.4862,3.1800571428571427,1.7385714285714284,1.4017857142857142,1.1071428571428572,2.4281999999999995,3.446328571428571,2.83,3.021571428571429,2.4557714285714285,1.9842857142857144,2.4522285714285714,2.524285714285714,1.7200000000000002,2.792714285714286,1.9842857142857144,2.673171428571428
17-3025.00,Environmental Engineering Technologists and Technicians,4.75,2.492585714285714,1.542142857142857,1.6806,2.571428571428571,1.8571428571428568,1.4547571428571429,2.2704142857142857,1.32,1.75,1.3392000000000002,2.0145714285714287,2.1667857142857145,2.6892000000000005,2.265142857142857,2.3392,2.275,2.023657142857143,1.8914285714285717,1.440357142857143,2.6545428571428573,1.8057142857142856,2.640528571428572
17-3026.00,Industrial Engineering Technologists and Technicians,4.93,2.411314285714286,1.3392000000000002,2.076657142857143,2.3350857142857144,2.205357142857143,1.5814285714285714,2.7262000000000004,1.2036571428571428,1.9842857142857144,1.1885714285714286,2.015257142857143,2.5133142857142854,2.081142857142857,2.1891285714285718,2.225828571428571,2.3192,1.8571428571428568,1.5357142857142858,1.4638428571428572,2.290857142857143,2.205357142857143,2.3768857142857143
17-3026.01,Nanotechnology Engineering Technologists and Technicians,5.0,3.2074857142857143,1.3785714285714286,2.4095714285714287,2.9992857142857146,2.25,2.157142857142857,3.0108571428571427,1.3706285714285715,1.231428571428571,1.1339285714285714,2.190642857142857,3.2945,2.4465000000000003,3.2703000000000007,3.302457142857143,2.275,2.125,2.2071428571428573,1.7415714285714283,3.258714285714285,1.822857142857143,3.1839142857142857
17-3027.00,Mechanical Engineering Technologists and Technicians,4.54,3.079485714285714,1.1785714285714286,2.284428571428572,2.707271428571429,2.044642857142857,1.4004571428571428,2.6600571428571427,1.197142857142857,1.6942857142857144,1.157142857142857,2.120028571428572,2.418057142857143,2.6218,2.6544,2.651714285714285,1.9449142857142856,2.044642857142857,2.1607142857142856,1.5137142857142858,3.016,1.9842857142857144,2.9248000000000003
17-3027.01,Automotive Engineering Technicians,4.96,2.6948857142857143,1.32,1.8257142857142856,2.488457142857143,1.6665142857142858,1.6973285714285713,2.7950857142857144,1.3008,1.4017857142857142,1.1607142857142858,1.924,3.0631428571428576,2.3621714285714286,2.242,2.513114285714286,2.023657142857143,2.044642857142857,1.9642857142857144,1.696742857142857,2.9596,1.7734857142857143,2.559085714285714
17-3029.01,Non-Destructive Testing Specialists,4.64,3.3236,1.1408,2.849928571428572,4.323400000000001,1.9449142857142856,2.117142857142857,3.5536000000000003,1.0442857142857145,1.0942857142857143,1.0357142857142856,3.142857142857143,2.771857142857143,3.935214285714285,3.100142857142857,3.3486714285714285,2.2308,2.645714285714285,2.0028571428571427,2.1800571428571427,3.365,1.9085714285714288,3.3332571428571423
17-3029.08,Photonics Technicians,4.68,2.982957142857143,1.28,1.8492857142857144,2.937828571428572,1.8057142857142856,1.8813285714285717,3.010214285714285,1.32,1.22,1.2142857142857144,2.0599285714285718,2.577142857142857,2.6540857142857144,2.7528571428571427,2.4175,2.044642857142857,2.19,2.0608,1.8106428571428568,2.7528571428571427,1.837942857142857,2.630885714285714
17-3031.00,Surveying and Mapping Technicians,4.75,2.748571428571429,1.157142857142857,1.7170857142857143,1.4364571428571429,1.5785714285714287,1.3136,1.660842857142857,1.2232142857142858,1.25,1.077942857142857,1.6528,2.8759428571428574,2.2852,2.232,2.6692,1.9449142857142856,1.3571428571428572,1.4179428571428572,1.6199285714285714,2.896,1.6063428571428573,2.623828571428571
19-1011.00,Animal Scientists,5.0,3.828357142857143,1.3571428571428572,2.6770714285714283,1.884914285714285,2.4732142857142856,2.2049714285714286,3.1700285714285714,1.16,1.6875,1.231428571428571,2.793571428571429,3.0979428571428573,2.6517571428571425,3.284342857142857,4.022571428571428,2.524285714285714,1.6875,1.5892857142857142,1.8232857142857144,2.898571428571429,2.2471428571428573,3.8959
19-1012.00,Food Scientists and Technologists,4.91,3.200357142857143,1.2142857142857144,2.318042857142857,2.331714285714286,2.4035714285714285,2.2778857142857145,2.8585000000000003,1.0442857142857145,1.5785714285714287,1.1734857142857142,2.2517428571428573,2.336028571428571,2.9872,3.284071428571429,2.9643571428571427,2.4522285714285714,2.3192,1.837942857142857,2.0599285714285718,3.2567857142857144,2.4035714285714285,3.348028571428572
19-1013.00,Soil and Plant Scientists,4.76,3.5521000000000003,1.2857142857142856,2.947,2.101,2.3857142857142857,2.2809428571428576,2.8413142857142857,1.32,2.071428571428571,1.231428571428571,2.5232,3.0944285714285718,2.775714285714286,3.1214285714285714,3.674628571428572,2.3242857142857147,1.8571428571428568,1.7200000000000002,2.0205714285714285,3.125714285714286,2.3857142857142857,3.134857142857143
