O*NET-SOC Code,Title,Alias
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,S.A.B.D.C.
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,SABDC
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Substance Abuse and Behavioral Disorder Counselor
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Substance Abuse & Behavioral Disorder Counselors
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Substance Abuse / Behavioral Disorder Counselors
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Category: Other
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Other
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",E.G.C.C.A.
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",EGCCA
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors","Educational, Guidance, and Career Counselors and Advisor"
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Educational Guidance and Career Counselors and Advisors
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors","Educational, Guidance, & Career Counselors & Advisors"
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors","Educational, Guidance, / Career Counselors / Advisors"
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Category: Education
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Education
21-1013.00,Marriage and Family Therapists,M.F.T.
21-1013.00,Marriage and Family Therapists,MFT
21-1013.00,Marriage and Family Therapists,Marriage and Family Therapist
21-1013.00,Marriage and Family Therapists,Marriage & Family Therapists
21-1013.00,Marriage and Family Therapists,Marriage / Family Therapists
21-1013.00,Marriage and Family Therapists,Category: Healthcare
21-1013.00,Marriage and Family Therapists,Healthcare
21-1014.00,Mental Health Counselors,M.H.C.
21-1014.00,Mental Health Counselors,MHC
21-1014.00,Mental Health Counselors,Mental Health Counselor
21-1014.00,Mental Health Counselors,Category: Healthcare
21-1014.00,Mental Health Counselors,Healthcare
21-1015.00,Rehabilitation Counselors,R.C.
21-1015.00,Rehabilitation Counselors,RC
21-1015.00,Rehabilitation Counselors,Rehabilitation Counselor
21-1015.00,Rehabilitation Counselors,Category: Other
21-1015.00,Rehabilitation Counselors,Other
21-1019.00,"Counselors, All Other",C.A.O.
21-1019.00,"Counselors, All Other",CAO
21-1019.00,"Counselors, All Other","Counselors, All Others"
21-1019.00,"Counselors, All Other",Counselors All Other
21-1019.00,"Counselors, All Other",Category: Other
21-1019.00,"Counselors, All Other",Other
21-1021.00,"Child, Family, and School Social Workers",C.F.S.S.W.
21-1021.00,"Child, Family, and School Social Workers",CFSSW
21-1021.00,"Child, Family, and School Social Workers","Child, Family, and School Social Worker"
21-1021.00,"Child, Family, and School Social Workers",Child Family and School Social Workers
21-1021.00,"Child, Family, and School Social Workers","Child, Family, & School Social Workers"
21-1021.00,"Child, Family, and School Social Workers","Child, Family, / School Social Workers"
21-1021.00,"Child, Family, and School Social Workers",Category: Education
21-1021.00,"Child, Family, and School Social Workers",Education
21-1022.00,Healthcare Social Workers,H.S.W.
21-1022.00,Healthcare Social Workers,HSW
21-1022.00,Healthcare Social Workers,Healthcare Social Worker
21-1022.00,Healthcare Social Workers,Category: Healthcare
21-1022.00,Healthcare Social Workers,Healthcare
21-1023.00,Mental Health and Substance Abuse Social Workers,Mental Health and Substance Abuse Social Worker
21-1023.00,Mental Health and Substance Abuse Social Workers,Mental Health & Substance Abuse Social Workers
21-1023.00,Mental Health and Substance Abuse Social Workers,Mental Health / Substance Abuse Social Workers
21-1023.00,Mental Health and Substance Abuse Social Workers,Category: Healthcare
21-1023.00,Mental Health and Substance Abuse Social Workers,Healthcare
21-1029.00,"Social Workers, All Other",S.W.A.O.
21-1029.00,"Social Workers, All Other",SWAO
21-1029.00,"Social Workers, All Other","Social Workers, All Others"
21-1029.00,"Social Workers, All Other",Social Workers All Other
21-1029.00,"Social Workers, All Other",Category: Other
21-1029.00,"Social Workers, All Other",Other
21-1091.00,Health Education Specialists,H.E.S.
21-1091.00,Health Education Specialists,HES
21-1091.00,Health Education Specialists,Health Education Specialist
21-1091.00,Health Education Specialists,Health Education Specs
21-1091.00,Health Education Specialists,Category: Healthcare
21-1091.00,Health Education Specialists,Health Education
21-1091.00,Health Education Specialists,Healthcare
21-1092.00,Probation Officers and Correctional Treatment Specialists,P.O.C.T.S.
21-1092.00,Probation Officers and Correctional Treatment Specialists,POCTS
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation Officers and Correctional Treatment Specialist
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation Officers & Correctional Treatment Specialists
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation Officers / Correctional Treatment Specialists
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation Officers and Correctional Treatment Specs
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation Officers and Correctional Treatment
21-1092.00,Probation Officers and Correctional Treatment Specialists,Category: Education
21-1092.00,Probation Officers and Correctional Treatment Specialists,Education
21-1093.00,Social and Human Service Assistants,S.H.S.A.
21-1093.00,Social and Human Service Assistants,SHSA
21-1093.00,Social and Human Service Assistants,Social and Human Service Assistant
21-1093.00,Social and Human Service Assistants,Social & Human Service Assistants
21-1093.00,Social and Human Service Assistants,Social / Human Service Assistants
21-1093.00,Social and Human Service Assistants,Social and Human Service Assts
21-1093.00,Social and Human Service Assistants,Social and Human Service
21-1093.00,Social and Human Service Assistants,Category: Other
21-1093.00,Social and Human Service Assistants,Other
21-1094.00,Community Health Workers,C.H.W.
21-1094.00,Community Health Workers,CHW
21-1094.00,Community Health Workers,Community Health Worker
21-1094.00,Community Health Workers,Category: Healthcare
21-1094.00,Community Health Workers,Healthcare
21-1099.00,"Community and Social Service Specialists, All Other","Community and Social Service Specialists, All Others"
21-1099.00,"Community and Social Service Specialists, All Other",Community and Social Service Specialists All Other
21-1099.00,"Community and Social Service Specialists, All Other","Community & Social Service Specialists, All Other"
21-1099.00,"Community and Social Service Specialists, All Other","Community / Social Service Specialists, All Other"
21-1099.00,"Community and Social Service Specialists, All Other",Community and Social Service Specs All Other
21-1099.00,"Community and Social Service Specialists, All Other",Category: Other
21-1099.00,"Community and Social Service Specialists, All Other",Other
21-2011.00,Clergy,Category: Other
21-2011.00,Clergy,Clergies
21-2011.00,Clergy,Other
21-2021.00,"Directors, Religious Activities and Education",D.R.A.E.
21-2021.00,"Directors, Religious Activities and Education",DRAE
21-2021.00,"Directors, Religious Activities and Education","Directors, Religious Activities and Educations"
21-2021.00,"Directors, Religious Activities and Education",Directors Religious Activities and Education
21-2021.00,"Directors, Religious Activities and Education","Directors, Religious Activities & Education"
21-2021.00,"Directors, Religious Activities and Education","Directors, Religious Activities / Education"
21-2021.00,"Directors, Religious Activities and Education",Category: Healthcare
21-2021.00,"Directors, Religious Activities and Education",Healthcare
21-2099.00,"Religious Workers, All Other",R.W.A.O.
21-2099.00,"Religious Workers, All Other",RWAO
21-2099.00,"Religious Workers, All Other","Religious Workers, All Others"
21-2099.00,"Religious Workers, All Other",Religious Workers All Other
21-2099.00,"Religious Workers, All Other",Category: Other
21-2099.00,"Religious Workers, All Other",Other
23-1011.00,Lawyers,Category: Engineering
23-1011.00,Lawyers,Engineering
23-1011.00,Lawyers,Lawyer
23-1012.00,Judicial Law Clerks,J.L.C.
23-1012.00,Judicial Law Clerks,JLC
23-1012.00,Judicial Law Clerks,Category: Science & Research
23-1012.00,Judicial Law Clerks,Science and Research
23-1012.00,Judicial Law Clerks,Judicial Law Clerk
23-1012.00,Judicial Law Clerks,Science & Research
23-1012.00,Judicial Law Clerks,Science&Research
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers","Administrative Law Judges, Adjudicators, and Hearing Officer"
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Administrative Law Judges Adjudicators and Hearing Officers
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers","Administrative Law Judges, Adjudicators, & Hearing Officers"
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers","Administrative Law Judges, Adjudicators, / Hearing Officers"
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers","Administrative Law Judges, Adjudicators, and Hearing"
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Category: Legal & Government
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Legal and Government
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Legal & Government
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Legal&Government
23-1022.00,"Arbitrators, Mediators, and Conciliators",A.M.C.
23-1022.00,"Arbitrators, Mediators, and Conciliators",AMC
23-1022.00,"Arbitrators, Mediators, and Conciliators","Arbitrators, Mediators, and Conciliator"
23-1022.00,"Arbitrators, Mediators, and Conciliators",Arbitrators Mediators and Conciliators
23-1022.00,"Arbitrators, Mediators, and Conciliators","Arbitrators, Mediators, & Conciliators"
23-1022.00,"Arbitrators, Mediators, and Conciliators","Arbitrators, Mediators, / Conciliators"
23-1022.00,"Arbitrators, Mediators, and Conciliators",Category: Legal & Government
23-1022.00,"Arbitrators, Mediators, and Conciliators",Legal and Government
23-1022.00,"Arbitrators, Mediators, and Conciliators",Legal & Government
23-1022.00,"Arbitrators, Mediators, and Conciliators",Legal&Government
23-1023.00,"Judges, Magistrate Judges, and Magistrates",J.M.J.M.
23-1023.00,"Judges, Magistrate Judges, and Magistrates",JMJM
23-1023.00,"Judges, Magistrate Judges, and Magistrates","Judges, Magistrate Judges, and Magistrate"
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Judges Magistrate Judges and Magistrates
23-1023.00,"Judges, Magistrate Judges, and Magistrates","Judges, Magistrate Judges, & Magistrates"
23-1023.00,"Judges, Magistrate Judges, and Magistrates","Judges, Magistrate Judges, / Magistrates"
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Category: Engineering
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Engineering
23-2011.00,Paralegals and Legal Assistants,P.L.A.
23-2011.00,Paralegals and Legal Assistants,PLA
23-2011.00,Paralegals and Legal Assistants,Paralegals and Legal Assistant
23-2011.00,Paralegals and Legal Assistants,Paralegals & Legal Assistants
23-2011.00,Paralegals and Legal Assistants,Paralegals / Legal Assistants
23-2011.00,Paralegals and Legal Assistants,Category: Science & Research
23-2011.00,Paralegals and Legal Assistants,Paralegals and Legal Assts
23-2011.00,Paralegals and Legal Assistants,Paralegals and Legal
23-2011.00,Paralegals and Legal Assistants,Science and Research
23-2011.00,Paralegals and Legal Assistants,Science & Research
23-2011.00,Paralegals and Legal Assistants,Science&Research
23-2093.00,"Title Examiners, Abstractors, and Searchers",T.E.A.S.
23-2093.00,"Title Examiners, Abstractors, and Searchers",TEAS
23-2093.00,"Title Examiners, Abstractors, and Searchers","Title Examiners, Abstractors, and Searcher"
23-2093.00,"Title Examiners, Abstractors, and Searchers",Title Examiners Abstractors and Searchers
23-2093.00,"Title Examiners, Abstractors, and Searchers","Title Examiners, Abstractors, & Searchers"
23-2093.00,"Title Examiners, Abstractors, and Searchers","Title Examiners, Abstractors, / Searchers"
23-2093.00,"Title Examiners, Abstractors, and Searchers",Category: Legal & Government
23-2093.00,"Title Examiners, Abstractors, and Searchers",Legal and Government
23-2093.00,"Title Examiners, Abstractors, and Searchers",Legal & Government
23-2093.00,"Title Examiners, Abstractors, and Searchers",Legal&Government
23-2099.00,"Legal Support Workers, All Other",L.S.W.A.O.
23-2099.00,"Legal Support Workers, All Other",LSWAO
23-2099.00,"Legal Support Workers, All Other","Legal Support Workers, All Others"
23-2099.00,"Legal Support Workers, All Other",Legal Support Workers All Other
23-2099.00,"Legal Support Workers, All Other",Category: Legal & Government
23-2099.00,"Legal Support Workers, All Other",Legal and Government
23-2099.00,"Legal Support Workers, All Other",Legal & Government
23-2099.00,"Legal Support Workers, All Other",Legal&Government
25-1011.00,"Business Teachers, Postsecondary",B.T.P.
25-1011.00,"Business Teachers, Postsecondary",BTP
25-1011.00,"Business Teachers, Postsecondary","Business Teachers, Postsecondaries"
25-1011.00,"Business Teachers, Postsecondary",Business Teachers Postsecondary
25-1011.00,"Business Teachers, Postsecondary",Category: Education
25-1011.00,"Business Teachers, Postsecondary",Education
25-1021.00,"Computer Science Teachers, Postsecondary",C.S.T.P.
25-1021.00,"Computer Science Teachers, Postsecondary",CSTP
25-1021.00,"Computer Science Teachers, Postsecondary","Computer Science Teachers, Postsecondaries"
25-1021.00,"Computer Science Teachers, Postsecondary",Computer Science Teachers Postsecondary
25-1021.00,"Computer Science Teachers, Postsecondary",Category: Education
25-1021.00,"Computer Science Teachers, Postsecondary",Education
25-1022.00,"Mathematical Science Teachers, Postsecondary",M.S.T.P.
25-1022.00,"Mathematical Science Teachers, Postsecondary",MSTP
25-1022.00,"Mathematical Science Teachers, Postsecondary","Mathematical Science Teachers, Postsecondaries"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Mathematical Science Teachers Postsecondary
25-1022.00,"Mathematical Science Teachers, Postsecondary",Category: Education
25-1022.00,"Mathematical Science Teachers, Postsecondary",Education
25-1031.00,"Architecture Teachers, Postsecondary",A.T.P.
25-1031.00,"Architecture Teachers, Postsecondary",ATP
25-1031.00,"Architecture Teachers, Postsecondary","Architecture Teachers, Postsecondaries"
25-1031.00,"Architecture Teachers, Postsecondary",Architecture Teachers Postsecondary
25-1031.00,"Architecture Teachers, Postsecondary",Category: Education
25-1031.00,"Architecture Teachers, Postsecondary",Education
25-1032.00,"Engineering Teachers, Postsecondary",E.T.P.
25-1032.00,"Engineering Teachers, Postsecondary",ETP
25-1032.00,"Engineering Teachers, Postsecondary","Engineering Teachers, Postsecondaries"
25-1032.00,"Engineering Teachers, Postsecondary",Engineering Teachers Postsecondary
25-1032.00,"Engineering Teachers, Postsecondary",Category: Education
25-1032.00,"Engineering Teachers, Postsecondary",Education
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",A.S.T.P.
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",ASTP
25-1041.00,"Agricultural Sciences Teachers, Postsecondary","Agricultural Sciences Teachers, Postsecondaries"
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Agricultural Sciences Teachers Postsecondary
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Category: Education
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Education
25-1042.00,"Biological Science Teachers, Postsecondary",B.S.T.P.
25-1042.00,"Biological Science Teachers, Postsecondary",BSTP
25-1042.00,"Biological Science Teachers, Postsecondary","Biological Science Teachers, Postsecondaries"
25-1042.00,"Biological Science Teachers, Postsecondary",Biological Science Teachers Postsecondary
25-1042.00,"Biological Science Teachers, Postsecondary",Category: Education
25-1042.00,"Biological Science Teachers, Postsecondary",Education
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",F.C.S.T.P.
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",FCSTP
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary","Forestry and Conservation Science Teachers, Postsecondaries"
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Forestry and Conservation Science Teachers Postsecondary
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary","Forestry & Conservation Science Teachers, Postsecondary"
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary","Forestry / Conservation Science Teachers, Postsecondary"
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Category: Education
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Education
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondaries"
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Atmospheric, Earth, Marine, & Space Sciences Teachers, Postsecondary"
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Atmospheric, Earth, Marine, / Space Sciences Teachers, Postsecondary"
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Atmospheric Earth Marine and Space Sciences Teachers Postsecondary
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Category: Education
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Education
25-1052.00,"Chemistry Teachers, Postsecondary",C.T.P.
25-1052.00,"Chemistry Teachers, Postsecondary",CTP
25-1052.00,"Chemistry Teachers, Postsecondary","Chemistry Teachers, Postsecondaries"
25-1052.00,"Chemistry Teachers, Postsecondary",Chemistry Teachers Postsecondary
25-1052.00,"Chemistry Teachers, Postsecondary",Category: Education
25-1052.00,"Chemistry Teachers, Postsecondary",Education
25-1053.00,"Environmental Science Teachers, Postsecondary",E.S.T.P.
25-1053.00,"Environmental Science Teachers, Postsecondary",ESTP
25-1053.00,"Environmental Science Teachers, Postsecondary","Environmental Science Teachers, Postsecondaries"
25-1053.00,"Environmental Science Teachers, Postsecondary",Environmental Science Teachers Postsecondary
25-1053.00,"Environmental Science Teachers, Postsecondary",Category: Education
25-1053.00,"Environmental Science Teachers, Postsecondary",Education
25-1054.00,"Physics Teachers, Postsecondary",P.T.P.
25-1054.00,"Physics Teachers, Postsecondary",PTP
25-1054.00,"Physics Teachers, Postsecondary","Physics Teachers, Postsecondaries"
25-1054.00,"Physics Teachers, Postsecondary",Physics Teachers Postsecondary
25-1054.00,"Physics Teachers, Postsecondary",Category: Education
25-1054.00,"Physics Teachers, Postsecondary",Education
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",A.A.T.P.
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",AATP
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary","Anthropology and Archeology Teachers, Postsecondaries"
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Anthropology and Archeology Teachers Postsecondary
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary","Anthropology & Archeology Teachers, Postsecondary"
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary","Anthropology / Archeology Teachers, Postsecondary"
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Category: Education
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Education
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Area, Ethnic, and Cultural Studies Teachers, Postsecondaries"
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Area, Ethnic, & Cultural Studies Teachers, Postsecondary"
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Area, Ethnic, / Cultural Studies Teachers, Postsecondary"
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Area Ethnic and Cultural Studies Teachers Postsecondary
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Category: Education
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Education
25-1063.00,"Economics Teachers, Postsecondary",E.T.P.
25-1063.00,"Economics Teachers, Postsecondary",ETP
25-1063.00,"Economics Teachers, Postsecondary","Economics Teachers, Postsecondaries"
25-1063.00,"Economics Teachers, Postsecondary",Economics Teachers Postsecondary
25-1063.00,"Economics Teachers, Postsecondary",Category: Education
25-1063.00,"Economics Teachers, Postsecondary",Education
25-1064.00,"Geography Teachers, Postsecondary",G.T.P.
25-1064.00,"Geography Teachers, Postsecondary",GTP
25-1064.00,"Geography Teachers, Postsecondary","Geography Teachers, Postsecondaries"
25-1064.00,"Geography Teachers, Postsecondary",Geography Teachers Postsecondary
25-1064.00,"Geography Teachers, Postsecondary",Category: Education
25-1064.00,"Geography Teachers, Postsecondary",Education
25-1065.00,"Political Science Teachers, Postsecondary",P.S.T.P.
25-1065.00,"Political Science Teachers, Postsecondary",PSTP
25-1065.00,"Political Science Teachers, Postsecondary","Political Science Teachers, Postsecondaries"
25-1065.00,"Political Science Teachers, Postsecondary",Political Science Teachers Postsecondary
25-1065.00,"Political Science Teachers, Postsecondary",Category: Education
25-1065.00,"Political Science Teachers, Postsecondary",Education
25-1066.00,"Psychology Teachers, Postsecondary",P.T.P.
25-1066.00,"Psychology Teachers, Postsecondary",PTP
25-1066.00,"Psychology Teachers, Postsecondary","Psychology Teachers, Postsecondaries"
25-1066.00,"Psychology Teachers, Postsecondary",Psychology Teachers Postsecondary
25-1066.00,"Psychology Teachers, Postsecondary",Category: Healthcare
25-1066.00,"Psychology Teachers, Postsecondary",Healthcare
25-1067.00,"Sociology Teachers, Postsecondary",S.T.P.
25-1067.00,"Sociology Teachers, Postsecondary",STP
25-1067.00,"Sociology Teachers, Postsecondary","Sociology Teachers, Postsecondaries"
25-1067.00,"Sociology Teachers, Postsecondary",Sociology Teachers Postsecondary
25-1067.00,"Sociology Teachers, Postsecondary",Category: Education
25-1067.00,"Sociology Teachers, Postsecondary",Education
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other","Social Sciences Teachers, Postsecondary, All Others"
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",Social Sciences Teachers Postsecondary All Other
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",Category: Education
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",Education
25-1071.00,"Health Specialties Teachers, Postsecondary",H.S.T.P.
25-1071.00,"Health Specialties Teachers, Postsecondary",HSTP
25-1071.00,"Health Specialties Teachers, Postsecondary","Health Specialties Teachers, Postsecondaries"
25-1071.00,"Health Specialties Teachers, Postsecondary",Health Specialties Teachers Postsecondary
25-1071.00,"Health Specialties Teachers, Postsecondary",Category: Healthcare
25-1071.00,"Health Specialties Teachers, Postsecondary",Healthcare
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",N.I.T.P.
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",NITP
25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Nursing Instructors and Teachers, Postsecondaries"
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Nursing Instructors and Teachers Postsecondary
25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Nursing Instructors & Teachers, Postsecondary"
25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Nursing Instructors / Teachers, Postsecondary"
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Category: Healthcare
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Healthcare
25-1081.00,"Education Teachers, Postsecondary",E.T.P.
25-1081.00,"Education Teachers, Postsecondary",ETP
25-1081.00,"Education Teachers, Postsecondary","Education Teachers, Postsecondaries"
25-1081.00,"Education Teachers, Postsecondary",Education Teachers Postsecondary
25-1081.00,"Education Teachers, Postsecondary",Category: Education
25-1081.00,"Education Teachers, Postsecondary",Education
25-1082.00,"Library Science Teachers, Postsecondary",L.S.T.P.
25-1082.00,"Library Science Teachers, Postsecondary",LSTP
25-1082.00,"Library Science Teachers, Postsecondary","Library Science Teachers, Postsecondaries"
25-1082.00,"Library Science Teachers, Postsecondary",Library Science Teachers Postsecondary
25-1082.00,"Library Science Teachers, Postsecondary",Category: Education
25-1082.00,"Library Science Teachers, Postsecondary",Education
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Criminal Justice and Law Enforcement Teachers, Postsecondaries"
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Criminal Justice and Law Enforcement Teachers Postsecondary
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Criminal Justice & Law Enforcement Teachers, Postsecondary"
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Criminal Justice / Law Enforcement Teachers, Postsecondary"
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Category: Education
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Education
25-1112.00,"Law Teachers, Postsecondary",L.T.P.
25-1112.00,"Law Teachers, Postsecondary",LTP
25-1112.00,"Law Teachers, Postsecondary","Law Teachers, Postsecondaries"
25-1112.00,"Law Teachers, Postsecondary",Law Teachers Postsecondary
25-1112.00,"Law Teachers, Postsecondary",Category: Education
25-1112.00,"Law Teachers, Postsecondary",Education
25-1113.00,"Social Work Teachers, Postsecondary",S.W.T.P.
25-1113.00,"Social Work Teachers, Postsecondary",SWTP
25-1113.00,"Social Work Teachers, Postsecondary","Social Work Teachers, Postsecondaries"
25-1113.00,"Social Work Teachers, Postsecondary",Social Work Teachers Postsecondary
25-1113.00,"Social Work Teachers, Postsecondary",Category: Education
25-1113.00,"Social Work Teachers, Postsecondary",Education
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",A.D.M.T.P.
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",ADMTP
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Art, Drama, and Music Teachers, Postsecondaries"
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Art, Drama, & Music Teachers, Postsecondary"
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Art, Drama, / Music Teachers, Postsecondary"
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Art Drama and Music Teachers Postsecondary
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Category: Education
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Education
25-1122.00,"Communications Teachers, Postsecondary",C.T.P.
25-1122.00,"Communications Teachers, Postsecondary",CTP
25-1122.00,"Communications Teachers, Postsecondary","Communications Teachers, Postsecondaries"
25-1122.00,"Communications Teachers, Postsecondary",Communications Teachers Postsecondary
25-1122.00,"Communications Teachers, Postsecondary",Category: Education
25-1122.00,"Communications Teachers, Postsecondary",Education
25-1123.00,"English Language and Literature Teachers, Postsecondary",E.L.L.T.P.
25-1123.00,"English Language and Literature Teachers, Postsecondary",ELLTP
25-1123.00,"English Language and Literature Teachers, Postsecondary","English Language and Literature Teachers, Postsecondaries"
25-1123.00,"English Language and Literature Teachers, Postsecondary",English Language and Literature Teachers Postsecondary
25-1123.00,"English Language and Literature Teachers, Postsecondary","English Language & Literature Teachers, Postsecondary"
25-1123.00,"English Language and Literature Teachers, Postsecondary","English Language / Literature Teachers, Postsecondary"
25-1123.00,"English Language and Literature Teachers, Postsecondary",Category: Education
25-1123.00,"English Language and Literature Teachers, Postsecondary",Education
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",F.L.L.T.P.
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",FLLTP
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Foreign Language and Literature Teachers, Postsecondaries"
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Foreign Language and Literature Teachers Postsecondary
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Foreign Language & Literature Teachers, Postsecondary"
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Foreign Language / Literature Teachers, Postsecondary"
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Category: Education
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Education
25-1125.00,"History Teachers, Postsecondary",H.T.P.
25-1125.00,"History Teachers, Postsecondary",HTP
25-1125.00,"History Teachers, Postsecondary","History Teachers, Postsecondaries"
25-1125.00,"History Teachers, Postsecondary",History Teachers Postsecondary
25-1125.00,"History Teachers, Postsecondary",Category: Education
25-1125.00,"History Teachers, Postsecondary",Education
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",P.R.T.P.
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",PRTP
25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Philosophy and Religion Teachers, Postsecondaries"
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Philosophy and Religion Teachers Postsecondary
25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Philosophy & Religion Teachers, Postsecondary"
25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Philosophy / Religion Teachers, Postsecondary"
