O*NET-SOC Code,Title,cognitive_complexity_avg,creativity_avg,data_structure_avg,decision_accountability_avg,physical_requirements_avg,routine_structure_avg,social_interactions_avg,weighted_average_GPT_v1_non_overlap,GPT_V1_NoOverlap_Scaled,GPT_V1_doubleweighed
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",2.8811681318681313,2.62085,3.2236957142857143,1.8310714285714282,3.2422609523809522,2.294,2.418308843537415,2.638664903453689,2.619465968410987,2.629065435932338
19-2043.00,Hydrologists,2.852062480376767,2.7102535714285714,3.345814285714286,1.8763999999999998,3.269175873015872,2.3040000000000003,2.4760258503401356,2.6791490948456307,2.800224336439303,2.739686715642467
19-2099.01,Remote Sensing Scientists and Technologists,2.894796389324961,2.4938142857142855,3.4160428571428567,1.760881632653061,3.5232692063492066,2.76,2.5713823129251696,2.7921817781266354,3.3049053652866025,3.048543571706619
19-3011.00,Economists,3.001051648351649,2.638785714285714,3.483054285714286,1.8348530612244898,3.770379047619048,2.05,2.4537510204081636,2.721385849293564,2.9888077449828376,2.855096797138201
19-3011.01,Environmental Economists,3.0567631083202516,2.6054821428571433,3.3155114285714284,2.292857142857143,3.7327980952380955,2.0,2.7397034013605444,2.781048869309262,3.255197902693265,3.0181233860012635
19-3022.00,Survey Researchers,2.928585557299843,2.6762928571428573,3.3451099999999996,1.7618122448979596,3.7151895238095243,2.484,2.324246258503402,2.7541393540031396,3.135049274205752,2.944594314104446
19-3032.00,Industrial-Organizational Psychologists,2.7749106750392456,2.533428571428572,3.233074285714286,1.471959183673469,3.7196663492063493,2.268,1.9808564625850344,2.5754326556776554,2.337139521425728,2.4562860885516917
19-3033.00,Clinical and Counseling Psychologists,2.937272056514914,2.636539285714286,2.7350342857142858,1.2833306122448986,3.6821003174603173,1.9120000000000001,2.1293142857142864,2.492020381606489,1.9647110248635897,2.2283657032350392
19-3034.00,School Psychologists,3.0870605965463107,3.0114714285714284,2.30231,1.882197959183674,3.663003492063492,2.1719999999999997,2.193516326530612,2.6461085724751436,2.6527012985040272,2.6494049354895854
19-3039.02,Neuropsychologists,2.8053693877551016,2.7759785714285714,3.222188571428572,1.455771428571428,3.5826980952380953,2.3619999999999997,2.2949714285714284,2.6590486224489798,2.710477488049982,2.684763055249481
19-3039.03,Clinical Neuropsychologists,2.8463048665620083,2.9011785714285714,3.409601428571429,1.283232653061225,3.605447619047619,2.5580000000000003,2.074636054421769,2.6950184748822608,2.8710797280975235,2.783049101489892
19-3041.00,Sociologists,2.9792395604395607,2.4956250000000004,3.4435357142857144,2.09469387755102,3.7260393650793655,2.1119999999999997,2.250351020408163,2.6939112010727366,2.8661358475385086,2.780023524305623
19-3051.00,Urban and Regional Planners,2.8846756671899527,2.6631428571428573,2.9821399999999993,2.0106040816326525,3.6255034920634923,1.832,1.907885714285714,2.5278555677655676,2.124711991793987,2.3262837797797773
19-3091.00,Anthropologists and Archeologists,2.9107904238618527,2.538125,3.1628942857142857,2.12734693877551,3.4188473015873018,2.294,2.306152380952381,2.66391138840921,2.7321893120695115,2.6980503502393605
19-3092.00,Geographers,3.023789638932496,2.6230821428571427,3.1712428571428566,2.173214285714286,3.604926349206349,2.43,2.5164231292517005,2.785678903322868,3.275870598959134,3.030774751141001
19-3093.00,Historians,3.168091993720565,3.0011678571428573,2.5279485714285714,1.815591836734694,3.512524126984127,2.04,2.4974687074829935,2.6692419436159076,2.755989774094779,2.7126158588553433
19-3094.00,Political Scientists,3.0041098901098904,2.5898499999999998,3.3065399999999996,2.0482755102040815,3.77828126984127,2.0,2.3415585034013606,2.6925515005232863,2.8600649036990635,2.776308202111175
19-3099.01,Transportation Planners,2.908682417582417,2.6174999999999997,3.24092,1.986785714285714,3.62950380952381,1.95,2.183466666666667,2.6136435054945055,2.507747618472809,2.5606955619836573
19-4012.00,Agricultural Technicians,3.0889508634222915,3.3478964285714286,2.187702857142857,1.795812244897959,2.5907717460317463,3.0260000000000007,2.7715598639455785,2.7734283454997386,3.221172931464505,2.9973006384821215
19-4012.01,Precision Agriculture Technicians,2.914313500784929,3.0917214285714287,2.7203685714285712,1.5106428571428574,2.8989917460317463,2.676,2.4276911564625854,2.658208817634746,2.70672783312385,2.682468325379298
19-4013.00,Food Science Technicians,3.1179759811616945,3.42105,2.2490614285714288,1.2356857142857143,3.054570158730159,3.496,2.658090476190477,2.885427706698064,3.721240267734757,3.3033339872164103
19-4021.00,Biological Technicians,3.0918103610675036,3.1124071428571427,2.887777142857143,1.9846285714285719,3.1501399999999995,2.6540000000000004,2.9364993197278912,2.861669094976452,3.615160147723472,3.2384146213499623
19-4031.00,Chemical Technicians,2.9629188383045513,3.094107142857143,2.68012,1.2176571428571425,2.907786666666666,3.246,2.678003401360544,2.7854001216640496,3.274625863274622,3.0300129924693358
19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.9629769230769227,3.156632142857143,2.5716671428571427,1.5425612244897957,2.9323869841269845,2.6019999999999994,2.4285081632653065,2.6538984687336473,2.6874825028799485,2.670690485806798
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",3.1382585557299842,3.2817000000000003,2.5290971428571427,1.6456775510204085,3.1115987301587307,2.892,2.841172789115647,2.8517869806384093,3.571037372906993,3.211412176772701
19-4051.00,Nuclear Technicians,2.913991993720565,3.343175,2.642127142857143,1.05169387755102,2.454780952380953,2.896,2.5239448979591836,2.6339660286499216,2.5984859040477026,2.616225966348812
19-4051.02,Nuclear Monitoring Technicians,2.925007221350078,3.2089285714285714,2.8424557142857143,1.0919142857142856,2.711783492063492,2.592,2.427566666666667,2.6028298927263216,2.4594657847678096,2.5311478387470654
19-4061.00,Social Science Research Assistants,3.225403139717425,3.0445035714285718,3.015135714285714,2.3672734693877553,3.684112063492064,2.432,2.779967346938775,2.9347388366038727,3.9414101429611783,3.4380744897825255
19-4071.00,Forest and Conservation Technicians,2.8476144427001575,3.2038607142857143,2.556724285714286,1.164359183673469,2.5758761904761904,3.09,2.1667306122448986,2.6092206408948195,2.487999915491427,2.5486102781931232
19-4092.00,Forensic Science Technicians,2.945133281004709,3.228814285714286,2.6304185714285713,1.0602040816326528,2.676877142857143,2.5620000000000003,2.2446054421768706,2.545776788069074,2.2047286704964435,2.3752527292827588
19-4099.01,Quality Control Analysts,3.1353048665620085,3.3395571428571427,2.398905714285714,1.3439183673469395,2.898613333333334,3.02,2.8723761904761904,2.815160138147567,3.4075017298067394,3.111330933977153
19-4099.03,Remote Sensing Technicians,3.0456786499215065,2.946582142857143,2.8716814285714287,1.9064673469387756,3.491246666666667,3.0300000000000002,2.710053741496599,2.9128490576923083,3.8436741977313904,3.3782616277118493
19-5011.00,Occupational Health and Safety Specialists,2.7837098901098893,2.9809857142857146,2.9710428571428564,1.122702040816327,2.9739028571428574,2.4219999999999997,2.1532578231292523,2.5275529324960755,2.1233607518274624,2.3254568421617687
19-5012.00,Occupational Health and Safety Technicians,2.8785070643642063,2.979014285714286,2.779711428571429,1.02,2.9015396825396835,2.738,2.145953741496599,2.563323358974359,2.2830725724562555,2.4231979657153073
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,2.9005613814756668,2.8215464285714287,2.8732128571428572,1.7040775510204083,3.5944996825396824,2.614,1.7469387755102042,2.640060981030874,2.6256993324925304,2.6328801567617024
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",3.0137131868131863,2.9029357142857144,2.887477142857143,1.4111163265306126,3.619079365079365,2.416,1.766130612244897,2.60833817870225,2.4840597991079427,2.5461989889050964
21-1013.00,Marriage and Family Therapists,3.021741444270016,2.8232928571428575,2.4589271428571435,1.6021020408163267,3.592526031746032,2.064,1.9986367346938771,2.5343324785452643,2.1536308310285044,2.3439816547868846
21-1014.00,Mental Health Counselors,2.9159249607535314,2.5890178571428573,2.7293185714285713,1.32094693877551,3.711365714285715,2.0780000000000003,1.9004673469387758,2.48814293288854,1.947398556014095,2.2177707444513173
21-1015.00,Rehabilitation Counselors,3.042912872841444,2.9426249999999996,2.4133914285714284,1.4767142857142863,3.5142850793650795,2.632,1.9862931972789117,2.6383279938513864,2.6179616965509975,2.628144845201192
21-1021.00,"Child, Family, and School Social Workers",2.9633819466248035,2.8419714285714286,2.5766342857142854,1.2714979591836735,3.506390158730159,2.8080000000000003,1.5579013605442187,2.5768599586603873,2.3435123042076,2.4601861314339937
21-1022.00,Healthcare Social Workers,2.9612065934065934,2.92755,2.46129,1.707489795918367,3.427907301587302,2.228,1.7631476190476199,2.5244497066980642,2.1095051204912387,2.3169774135946515
21-1023.00,Mental Health and Substance Abuse Social Workers,2.9271332810047097,2.6835,2.7653299999999996,1.5935714285714289,3.5743352380952382,2.586,1.8066789115646262,2.601837257456829,2.4550337552473547,2.528435506352092
21-1091.00,Health Education Specialists,2.929220094191522,2.7114964285714285,2.954721428571428,1.4565040816326529,3.490680317460318,2.6020000000000003,1.77417074829932,2.5973576892987964,2.4350328758453568,2.5161952825720766
21-1092.00,Probation Officers and Correctional Treatment Specialists,2.9972737833594976,3.1123214285714287,2.6717085714285718,1.0542183673469383,3.1762199999999994,2.994,1.8123068027210887,2.6361109960753533,2.6080629956966703,2.622086995886012
21-1093.00,Social and Human Service Assistants,3.0974191522762955,3.0151964285714286,2.2904185714285714,1.5499836734693884,3.3713098412698415,2.832,1.8706122448979596,2.6536208745421246,2.6862430691328836,2.669931971837504
21-1094.00,Community Health Workers,2.941560596546311,2.8570785714285716,2.708628571428571,1.5583714285714287,3.2849403174603173,2.448,1.8310979591836736,2.5535016166928313,2.2392193535833425,2.3963604851380866
21-2011.00,Clergy,2.956375824175823,2.727025,2.1805257142857144,1.5922367346938775,3.641737142857143,2.2939999999999996,1.8735401360544222,2.5158779603610673,2.0712330240072596,2.293555492184163
21-2021.00,"Directors, Religious Activities and Education",2.9698736263736256,2.8310642857142856,2.322034285714286,2.1440551020408165,3.7208723809523816,1.642,2.1049585034013605,2.5190242582417577,2.0852809684194025,2.30215261333058
23-1011.00,Lawyers,2.854970329670329,2.537735714285714,2.9282014285714286,1.025975510204081,3.7229441269841272,2.29,1.9690884353741493,2.5161284848246988,2.0723515937906782,2.2942400393076885
23-1012.00,Judicial Law Clerks,3.2187332810047096,3.0286214285714284,2.661954285714286,1.6013428571428574,3.7204780952380956,2.6399999999999997,2.7830442176870753,2.86696126766091,3.6387892351493623,3.2528752514051362
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",3.0725023547880697,2.973457142857143,2.6493,1.2803428571428577,3.6826317460317464,3.086,2.233936734693877,2.8045434824699114,3.3600992922569173,3.0823213873634145
23-1022.00,"Arbitrators, Mediators, and Conciliators",3.142001726844584,2.8177000000000003,2.7049685714285716,1.3631122448979593,3.7193790476190474,2.15,2.5894326530612255,2.677085095761382,2.791008761340649,2.7340469285510154
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.927005494505494,2.951367857142857,2.8390299999999997,0.765169387755102,3.682208253968254,2.77,1.7907122448979584,2.6171140163526947,2.523243145427454,2.570178580890074
23-2011.00,Paralegals and Legal Assistants,3.283991365777079,3.235614285714286,2.4917,1.5995428571428572,3.6964869841269836,2.8979999999999997,2.6443115646258506,2.9177849157509153,3.8657123715670867,3.391748643659001
23-2093.00,"Title Examiners, Abstractors, and Searchers",3.2719414442700163,3.5103607142857145,2.8955542857142857,1.1421959183673471,3.6323603174603174,3.2939999999999996,2.6741380952380958,3.0258951060962844,4.348414900681931,3.6871550033891074
25-1011.00,"Business Teachers, Postsecondary",3.060238147566718,2.696039285714286,2.6021342857142855,1.9589999999999996,3.7162012698412696,2.194,2.2387374149659864,2.651595846284667,2.677201495361892,2.66439867082328
25-1021.00,"Computer Science Teachers, Postsecondary",2.9716847723704864,2.422842857142857,3.126194285714286,1.8457061224489797,3.684832380952381,2.274,2.1169394557823127,2.631434960753532,2.58718490761947,2.609309934186501
25-1022.00,"Mathematical Science Teachers, Postsecondary",3.098638775510204,2.7911,2.5389728571428574,2.2277142857142853,3.695955555555556,2.192,2.3275020408163263,2.7020481700680277,2.9024667012795717,2.8022574356737997
25-1031.00,"Architecture Teachers, Postsecondary",2.826682888540031,2.43865,2.8286185714285716,2.0002510204081636,3.551450793650794,2.186,2.0112748299319727,2.5442957360020935,2.198115902761984,2.3712058193820384
25-1032.00,"Engineering Teachers, Postsecondary",2.868075039246468,2.3069535714285716,3.081942857142857,1.847975510204082,3.59248,2.126,2.2449571428571433,2.5700616997645214,2.3131586737854466,2.4416101867749838
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.798524489795918,2.5748285714285712,2.893854285714286,1.5930489795918361,3.470677777777778,2.1119999999999997,2.0197448979591837,2.5006566870748297,2.003271372213444,2.251964029644137
25-1042.00,"Biological Science Teachers, Postsecondary",2.8549814756671896,2.4819142857142857,3.259937142857143,1.3486673469387753,3.4887885714285716,2.128,2.0394068027210888,2.5162241193092623,2.0727785933863867,2.2945013563478245
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.853030298273156,2.4179285714285714,3.29103,1.5708020408163264,3.312529841269841,2.132,1.9528224489795916,2.4930298780743065,1.9692183381574733,2.23112410811589
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.9335254317111463,2.627707142857143,2.867278571428571,1.762314285714286,3.47540380952381,2.352,2.2257136054421767,2.622711784144427,2.5482366882362744,2.5854742361903504
25-1052.00,"Chemistry Teachers, Postsecondary",2.9562437990580848,2.6483392857142856,2.6905099999999997,1.4220448979591835,3.4849511111111116,2.2760000000000002,2.2121959183673474,2.5617150069335426,2.275891421490476,2.4188032142120095
25-1053.00,"Environmental Science Teachers, Postsecondary",2.929179591836735,2.6708428571428575,2.8781314285714283,1.700214285714286,3.499408571428572,2.21,2.19570612244898,2.5941051428571433,2.4205105409162098,2.5073078418866768
25-1054.00,"Physics Teachers, Postsecondary",2.8834039246467817,2.494321428571429,3.121305714285714,1.8537244897959182,3.580410158730159,2.1119999999999997,2.2251877551020414,2.597401510465725,2.4352285335168276,2.516315021991276
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",2.8519802197802195,2.372932142857143,3.242444285714286,2.073838775510204,3.4521339682539676,2.164,2.0314625850340144,2.5707046435112506,2.3160293612907914,2.443367002401021
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3.0512651491365776,2.5193142857142856,2.551847142857143,1.8750979591836732,3.6962784126984127,2.0159999999999996,2.059102721088436,2.5447885954997385,2.200316477242996,2.3725525363713675
25-1063.00,"Economics Teachers, Postsecondary",3.0912102040816327,2.640357142857143,2.9046314285714283,2.085959183673469,3.7208774603174604,2.082,2.49501768707483,2.7075784353741494,2.9271588514035614,2.817368643388855
25-1064.00,"Geography Teachers, Postsecondary",3.0355675039246464,2.5087714285714284,3.193295714285714,2.0452081632653063,3.6171536507936506,2.214,2.141333333333333,2.6620742752485604,2.7239867627438414,2.693030518996201
25-1065.00,"Political Science Teachers, Postsecondary",3.0874701726844584,2.578257142857143,2.862952857142857,1.9553142857142851,3.7806784126984128,2.06,2.2487455782312926,2.6480994102564104,2.6615902147940176,2.654844812525214
25-1066.00,"Psychology Teachers, Postsecondary",2.929153532182105,2.5870785714285716,3.0324057142857144,1.8086285714285713,3.7167320634920635,2.346,2.0316340136054425,2.6429931556776562,2.6387912354231116,2.640892195550384
25-1067.00,"Sociology Teachers, Postsecondary",3.041455886970173,2.5393142857142856,3.1802228571428572,1.8997857142857137,3.7487577777777776,2.41,2.3084244897959185,2.7356937231815803,3.0526911484801253,2.8941924358308526
25-1071.00,"Health Specialties Teachers, Postsecondary",2.926606907378335,2.594464285714286,2.78692,1.4095632653061223,3.5982031746031744,2.242,1.9625210884353748,2.5303176449502875,2.1357049507384094,2.3330112978443482
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",2.7935273155416005,2.64165,3.033568571428571,1.0061061224489793,3.3086561904761904,2.622,1.683287074829933,2.492435556514913,1.9665647444591343,2.2295001504870235
25-1081.00,"Education Teachers, Postsecondary",2.964416954474098,2.6624392857142856,2.66195,1.4792408163265307,3.654839365079365,2.6100000000000003,2.035624489795919,2.6337170958922034,2.5973744410917483,2.615545768491976
25-1082.00,"Library Science Teachers, Postsecondary",3.0266339089481953,2.547967857142857,3.1632614285714284,1.8858285714285712,3.7110914285714287,2.278,2.159619727891157,2.6773059383830455,2.7919948042999003,2.734650371341473
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",3.075597174254318,2.718939285714286,2.5629414285714285,1.6383999999999999,3.616422222222222,2.45,2.2026578231292517,2.652176618655154,2.6797945931187126,2.6659856058869336
25-1112.00,"Law Teachers, Postsecondary",3.057228257456829,2.517982142857143,2.8044499999999997,1.6545510204081633,3.735988571428571,1.972,2.253665986394558,2.5750298457613816,2.335341010436924,2.4551854280991527
25-1113.00,"Social Work Teachers, Postsecondary",2.975863108320252,2.6007107142857144,2.7829114285714285,1.8648857142857147,3.7056,2.088,1.9248258503401363,2.56342966522763,2.283547220564362,2.423488442895996
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",2.9369291993720563,2.3127142857142857,2.3372314285714286,2.058508163265306,3.4903158730158728,2.146,1.9310598639455785,2.4694268424908423,1.8638328519740792,2.1666298472324605
25-1122.00,"Communications Teachers, Postsecondary",3.027043328100471,2.6416214285714283,2.600545714285714,1.6902530612244901,3.6978526984126985,2.266,2.1478741496598643,2.60943861826269,2.4889731653434968,2.5492058918030933
25-1123.00,"English Language and Literature Teachers, Postsecondary",2.9978152276295127,2.413632142857143,2.707287142857143,2.1867632653061224,3.764147619047619,2.16,2.1071816326530617,2.613821534144427,2.508542500798864,2.5611820174716455
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",3.1497350078492943,2.6338999999999997,2.398491428571428,2.2918693877551024,3.7510603174603174,1.722,2.472494557823129,2.614514564102564,2.511636818850441,2.5630756914765023
25-1125.00,"History Teachers, Postsecondary",3.04261004709576,2.506592857142857,3.042761428571429,1.8740408163265307,3.72886,2.46,2.368848299319728,2.730716905023548,3.0304700913887217,2.8805934982061348
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",3.0839244897959177,2.6283142857142856,2.6639742857142856,1.7647755102040814,3.7934190476190475,2.2760000000000002,2.3339013605442176,2.674008857142857,2.7772736253966723,2.7256412412697646
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",3.0667097331240187,2.9744821428571426,2.412887142857143,1.6036408163265308,3.654987301587302,2.7060000000000004,2.2175197278911565,2.7299076317373103,3.0268567570604397,2.878382194398875
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",2.9734866562009423,2.8215142857142856,2.6613657142857146,1.4956224489795922,3.5245200000000008,2.338,1.953232653061225,2.5742118555729987,2.3316887559041906,2.452950305738595
25-1194.00,"Career/Technical Education Teachers, Postsecondary",2.9663230769230773,3.052003571428571,2.3865914285714287,1.612044897959183,3.293677777777778,2.35,2.074246258503402,2.5778012353479856,2.347715022159063,2.4627581287535243
25-2011.00,"Preschool Teachers, Except Special Education",3.2474226059654625,3.108242857142857,1.5804,1.8539285714285718,3.3184352380952387,2.034,2.332808163265306,2.5512691868131867,2.229251749738289,2.390260468275738
25-2012.00,"Kindergarten Teachers, Except Special Education",3.0788982731554153,2.87375,2.2334171428571423,1.7174591836734696,3.3070980952380946,2.37,2.0400394557823134,2.564055506279435,2.286341546035116,2.4251985261572755
25-2021.00,"Elementary School Teachers, Except Special Education",3.014242386185243,2.7384857142857144,2.311642857142857,1.7510734693877552,3.425843174603175,2.268,1.6805585034013615,2.4887410994243853,1.9500693171954584,2.219405208309922
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",2.9843948194662477,2.6688607142857146,2.6533114285714285,1.725820408163265,3.4880396825396827,2.262,1.8865544217687082,2.5444906293825222,2.1989860846323523,2.3717383570074375
25-2023.00,"Career/Technical Education Teachers, Middle School",3.021551020408163,2.831721428571428,2.5033271428571426,1.4671755102040818,3.356437777777778,2.246,1.9634482993197273,2.5222240442176873,2.099567732491071,2.310895888354379
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",3.017531240188382,2.8159785714285714,2.4331628571428565,1.8080285714285713,3.4512946031746035,2.004,1.9091115646258507,2.5040065397697537,2.0182281710391266,2.26111735540444
25-2032.00,"Career/Technical Education Teachers, Secondary School",2.7887423861852434,2.5618285714285713,2.7753585714285713,1.392595918367347,3.153499047619048,2.5160000000000005,1.7845823129251706,2.4632932967032968,1.8364471073497128,2.149870202026505
25-2051.00,"Special Education Teachers, Preschool",3.0725877551020413,3.0253428571428573,2.4215485714285716,1.679518367346939,3.299627301587302,2.2359999999999998,2.2649646258503404,2.606685074829932,2.476678835134905,2.5416819549824186
25-2056.00,"Special Education Teachers, Elementary School",2.992279434850863,2.804614285714286,2.6125871428571434,1.9445714285714284,3.4886225396825403,2.064,2.1190700680272108,2.579203806384092,2.353977378965846,2.4665905926749687
25-2057.00,"Special Education Teachers, Middle School",3.0815020408163267,2.9793142857142856,2.253594285714285,1.8071428571428574,3.3878939682539686,2.336,2.0303469387755104,2.595132299319728,2.4250967045396603,2.510114501929694
25-2058.00,"Special Education Teachers, Secondary School",2.9940734693877546,2.776985714285715,2.703952857142857,1.3733081632653064,3.507508571428571,2.19,1.7959551020408173,2.506904530612245,2.031167446278152,2.2690359884451983
25-2059.01,Adapted Physical Education Specialists,2.9811010989010978,2.7605178571428572,2.305134285714286,1.7669142857142854,3.038568253968254,2.084,2.0477721088435374,2.448198754971219,1.7690513008431559,2.1086250279071876
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3.186148979591837,2.845142857142857,2.122574285714286,1.8439387755102041,3.637288888888889,2.1799999999999997,2.3353897959183674,2.6332468843537415,2.5952749877644585,2.6142609360591003
25-3021.00,Self-Enrichment Teachers,3.29103704866562,3.0290535714285713,2.069887142857143,1.9254306122448983,3.6030520634920635,2.0460000000000003,2.405401360544218,2.6580133821297753,2.705855230714894,2.6819343064223347
25-3031.00,"Substitute Teachers, Short-Term",3.365143956043956,3.4225642857142855,1.7349285714285714,2.087869387755102,3.588026031746032,2.23,2.5363333333333338,2.7650899369440087,3.1839426677327936,2.974516302338401
25-3041.00,Tutors,3.179563579277865,2.9989999999999997,2.254381428571428,2.3396122448979595,3.710897142857143,2.054,2.277884353741497,2.6953011287284143,2.872341752759274,2.783821440743844
25-4011.00,Archivists,3.0628692307692305,2.9165642857142857,3.0107942857142858,1.9181979591836735,3.391085396825397,2.588,2.342995238095238,2.767526347200419,3.1948210260908105,2.9811736866456147
25-4012.00,Curators,2.8955569858712717,2.5076392857142857,2.7802842857142855,1.669287755102041,3.374622857142857,2.1399999999999997,2.242174149659864,2.5259561958398744,2.116231462536449,2.321093829188162
25-4013.00,Museum Technicians and Conservators,3.1471522762951336,3.0076964285714287,2.199581428571429,1.6176285714285714,3.081478412698413,2.3280000000000003,2.6780047619047616,2.6344707819204602,2.600739583182756,2.6176051825516082
25-4022.00,Librarians and Media Collections Specialists,3.157664992150707,3.0054000000000003,2.5268757142857146,1.9892081632653063,3.4818501587301594,2.516,2.2385414965986397,2.737326884877028,3.0599830723804313,2.8986549786287297
25-4031.00,Library Technicians,3.339138775510204,3.495442857142857,2.0836685714285714,1.9485612244897959,3.382724126984127,3.06,2.65971768707483,2.9467764965986394,3.9951572403026567,3.470966868450648
25-9021.00,Farm and Home Management Educators,2.8283924646781786,2.7053214285714287,2.618707142857143,1.8511693877551023,3.240116190476191,2.036,1.8888163265306126,2.453584614599686,1.7930986922667902,2.123341653433238
25-9031.00,Instructional Coordinators,2.8573004709576133,2.64195,2.8179371428571427,1.9789775510204088,3.6124279365079364,2.1439999999999997,1.8133210884353743,2.5472413937728935,2.2112680066601413,2.379254700216517
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",3.1511130298273153,2.7729928571428575,2.2698585714285713,1.583673469387755,3.2355952380952377,2.2879999999999994,2.266634013605443,2.5569034748822603,2.254408352386154,2.405655913634207
25-9043.00,"Teaching Assistants, Special Education",3.3202572998430138,3.3043785714285714,1.894435714285714,1.8586816326530617,3.4125723809523807,1.7719999999999998,2.391897959183674,2.5940776664050236,2.4203878609645137,2.507232763684769
25-9044.00,"Teaching Assistants, Postsecondary",3.258038932496075,3.063078571428571,2.3884600000000002,2.128163265306122,3.618407301587302,2.166,2.450404081632653,2.7433516596023027,3.0868831637404295,2.915117411671366
27-1011.00,Art Directors,3.0658576138147566,2.2623928571428573,2.4325157142857146,2.0382142857142855,3.611129206349206,3.2439999999999998,2.3414578231292515,2.7879986250654105,3.2862279533249996,3.0371132891952053
27-1012.00,Craft Artists,3.3030872841444276,2.6767892857142854,1.9601100000000002,2.3759795918367344,3.2216400000000003,2.4080000000000004,3.1341816326530614,2.76556368956044,3.186057931663008,2.975810810611724
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.377629199372056,2.4401214285714286,1.8179442857142856,2.0671938775510204,3.209137142857143,2.462,3.287140136054422,2.728018002354788,3.0184197274046856,2.8732188648797368
27-1014.00,Special Effects Artists and Animators,3.179887441130298,2.608992857142857,2.4638214285714284,1.5211102040816322,3.5208114285714283,2.846,2.608267346938776,2.7553870243328102,3.140620012928066,2.948003518630438
27-1021.00,Commercial and Industrial Designers,3.046940659340659,2.4650607142857144,2.4505428571428576,1.4684897959183667,3.309999682539682,2.7399999999999998,2.478382993197279,2.6349608727106224,2.602927795627407,2.6189443341690146
27-1022.00,Fashion Designers,3.0522640502354794,2.3096071428571427,2.3740757142857136,2.1594367346938776,3.3794073015873014,2.948,2.408493197278911,2.715416998691784,2.962157349935122,2.8387871743134534
27-1023.00,Floral Designers,3.269761067503924,3.125407142857143,1.9915714285714288,2.036163265306122,3.1945844444444447,2.592,2.5763142857142856,2.746083510465725,3.0990806385272727,2.922582074496499
27-1024.00,Graphic Designers,3.1456937205651485,2.4316071428571426,2.416115714285714,2.058163265306123,3.6177044444444446,3.002,2.467706802721089,2.7972347145473573,3.3274662837527256,3.0623504991500416
27-1025.00,Interior Designers,2.9018740973312394,2.3660000000000005,2.6727028571428577,1.6378857142857144,3.4429841269841273,2.512,2.104485714285714,2.555760447933019,2.2493048371903814,2.4025326425617
27-1026.00,Merchandise Displayers and Window Trimmers,3.259285557299842,3.063835714285714,1.8567842857142858,2.009208163265306,2.951784444444444,2.468,2.550772789115646,2.6540510206698062,2.688163633910891,2.6711073272903487
27-1027.00,Set and Exhibit Designers,3.00354332810047,2.4570035714285714,2.3137414285714284,1.980497959183673,3.157218095238095,2.314,2.469409523809524,2.555300116562009,2.2472494979452318,2.4012748072536203
27-2011.00,Actors,3.322198744113029,2.8726142857142856,1.6755671428571428,2.072342857142857,3.372017142857143,2.432,2.3771387755102045,2.6527863422291995,2.6825169554632105,2.667651648846205
27-2012.00,Producers and Directors,2.8837855572998423,2.427785714285714,2.6783814285714285,1.4332918367346936,3.4682936507936506,2.5460000000000003,2.134813605442177,2.55756910570382,2.257380335693158,2.407474720698489
27-2012.03,Media Programming Directors,2.931207378335949,2.5944285714285718,2.5328071428571426,1.4881938775510202,3.5783520634920634,3.0620000000000003,2.1101081632653065,2.6966145285191003,2.878205967766922,2.7874102481430114
27-2012.04,Talent Directors,3.1512437990580833,2.914732142857143,2.112337142857143,1.8167061224489798,3.680125396825397,2.2600000000000002,2.3121959183673475,2.653648915096808,2.68636826775311,2.670008591424959
27-2012.05,Media Technical Directors/Managers,2.8768356357927782,2.8459785714285717,2.4873257142857144,1.2589795918367348,3.222422222222222,3.1759999999999997,2.288321088435375,2.694864158294087,2.8703907180499257,2.7826274381720064
