O*NET-SOC Code,Title,cognitive_complexity_avg,creativity_avg,data_structure_avg,decision_accountability_avg,physical_requirements_avg,routine_structure_avg,social_interactions_avg,weighted_average_Claude_v1_non_overlap,Claude_V1_NoOverlap_Scaled,Claude_V1_doubleweighed
19-3034.00,School Psychologists,2.683826923076923,3.3147761904761905,1.6103488095238097,2.125778571428571,3.62018843537415,1.7948587301587295,2.266364502164503,2.515357891790749,3.024493681372615,2.769925786581682
19-3039.02,Neuropsychologists,2.2477120879120878,3.1415904761904763,1.9159062499999993,1.6998399999999996,3.545461904761905,2.0339746031746033,2.192243722943723,2.4374207744061493,2.541914668774563,2.489667721590356
19-3039.03,Clinical Neuropsychologists,2.3974318681318683,3.0651166666666665,1.9229130952380948,1.541728571428572,3.566664965986395,2.0583777777777774,2.028395670995671,2.416781097989312,2.4141158099018494,2.4154484539455807
19-3041.00,Sociologists,2.419228571428572,2.9945690476190476,1.8404735119047624,1.9860714285714285,3.693777551020408,1.7554912698412697,2.2655995670995672,2.4397289585910125,2.556206719625367,2.4979678391081896
19-3051.00,Urban and Regional Planners,2.4469428571428575,3.0282857142857145,1.8887922619047617,1.9222857142857137,3.610074829931973,1.7495079365079365,1.9994268398268393,2.3937189210987424,2.2713170648919156,2.332517992995329
19-3091.00,Anthropologists and Archeologists,2.4577813186813193,2.8560119047619046,1.8532002976190471,2.053857142857143,3.3573683673469388,1.9214142857142857,2.2744510822510824,2.416830502146663,2.414421715614978,2.4156261088808204
19-3092.00,Geographers,2.494360439560439,3.023942857142857,1.80214375,2.1387028571428575,3.5586690476190475,1.8850333333333333,2.5351264069264063,2.512906140068265,3.009312674362395,2.76110940721533
19-3093.00,Historians,2.788013186813187,3.406580952380952,1.6593092261904758,1.984457142857143,3.4349962585034017,1.703220634920635,2.615263636363636,2.541748868998065,3.18790403255813,2.8648264507780974
19-3094.00,Political Scientists,2.448425824175824,3.0977571428571427,1.8354693452380948,2.064345714285714,3.7287812925170067,1.735134920634921,2.3951025974025972,2.48751851862225,2.852115003974191,2.669816761298221
19-3099.01,Transportation Planners,2.4309642857142864,3.008914285714286,1.890201785714286,1.9505000000000003,3.6244258503401365,1.8411769841269843,2.180918181818182,2.439088965934859,2.552243947656878,2.4956664567958686
19-4012.00,Agricultural Technicians,3.052710989010989,3.3708738095238093,1.819756547619048,2.071957142857143,2.3816874149659863,2.0769063492063493,2.8552640692640696,2.5536330813036168,3.261489913488491,2.907561497396054
19-4012.01,Precision Agriculture Technicians,2.6810098901098907,3.206771428571429,1.893970833333334,1.706739999999999,2.7433663265306123,2.0413968253968253,2.436861904761905,2.428551880908774,2.4869993471611114,2.4577756140349427
19-4013.00,Food Science Technicians,3.0012214285714287,3.5063095238095237,1.7592345238095237,1.5964428571428568,2.9197751700680277,2.111384126984127,2.7017675324675334,2.5772056117295405,3.4074487177029713,2.992327164716256
19-4021.00,Biological Technicians,2.696078021978022,3.196590476190476,1.8561434523809526,2.1776285714285715,3.0910778911564627,2.0189738095238092,2.9857294372294376,2.602593338268874,3.5646470388187304,3.083620188543802
19-4031.00,Chemical Technicians,2.7324329670329672,3.2571571428571424,1.9947098214285715,1.61749,2.7685071428571435,2.2029476190476194,2.7861709956709957,2.533449743215118,3.1365166569383973,2.8349832000767576
19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.8000296703296703,3.3243761904761904,1.9119032738095239,1.7745028571428572,2.8003812925170064,2.029197619047619,2.4992004329004334,2.488078274838257,2.855580959748295,2.671829617293276
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.9985664835164836,3.324466666666667,1.826810714285714,1.9234485714285716,3.0018540816326533,2.023485714285714,2.910649783549783,2.615053623733409,3.641799908439147,3.128426766086278
19-4051.00,Nuclear Technicians,2.8938280219780217,3.3251214285714292,2.081412797619048,1.5968071428571426,2.2617955782312924,2.2507619047619043,2.6588584415584418,2.4889148955508777,2.8607612334223056,2.6748380644865914
19-4051.02,Nuclear Monitoring Technicians,2.7966565934065937,3.222085714285714,1.9744616071428573,1.5848114285714283,2.5513887755102043,2.1762357142857147,2.4901134199134205,2.4502111218959612,2.6211112501923797,2.5356611860441705
19-4061.00,Social Science Research Assistants,2.7771818681318687,3.3511428571428574,1.6705000000000003,2.4898800000000003,3.6648034013605444,1.8613793650793653,2.777827705627706,2.6739572478553195,4.006525391252747,3.3402413195540337
19-4071.00,Forest and Conservation Technicians,2.90478021978022,3.2008309523809526,2.028107142857143,1.3117285714285716,2.3792306122448985,2.204620634920635,2.265317316017315,2.387431563476206,2.232386361073841,2.3099089622750233
19-4092.00,Forensic Science Technicians,2.7163631868131866,3.1525880952380954,1.8868187500000004,1.4948514285714287,2.5225170068027207,2.0364388888888887,2.3822367965367963,2.3615105584435407,2.0718860316546213,2.2166982950490812
19-4099.01,Quality Control Analysts,2.8951670329670325,3.4061190476190477,1.812679166666667,1.814018571428572,2.771522108843538,2.048269841269841,2.9808826839826836,2.580377373075337,3.427087953920781,3.003732663498059
19-4099.03,Remote Sensing Technicians,2.716448351648351,3.0912333333333333,1.8854229166666663,2.1048714285714283,3.46693843537415,2.1417103174603174,2.747111255411255,2.6306312043809363,3.7382547651212796,3.184442984751108
19-5011.00,Occupational Health and Safety Specialists,2.5668296703296702,3.136907142857143,2.031761309523809,1.5045342857142856,2.841667006802722,2.06912619047619,2.125409523809525,2.3680767991889065,2.112543552508809,2.2403101758488577
19-5012.00,Occupational Health and Safety Technicians,2.7800510989010987,3.194402380952381,1.9801568452380947,1.3818014285714275,2.7385629251700685,2.0512079365079363,2.1767051948051943,2.379895654656851,2.185724750289248,2.2828102024730494
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,2.6839576923076924,3.190495238095238,1.923799107142858,1.6934514285714286,3.5222670068027213,2.001789682539682,1.9206320346320331,2.459685785855018,2.6797774432913233,2.5697316145731706
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",2.6331939560439563,3.274219047619048,1.7562127976190478,1.6202114285714289,3.5599680272108847,1.8915428571428572,1.9468744588744595,2.4280893175098712,2.4841351998100496,2.45611225865996
21-1013.00,Marriage and Family Therapists,2.6391126373626372,3.144114285714285,1.6725291666666664,1.7343385714285717,3.5224972789115645,1.7507738095238097,2.1284112554112555,2.4059618543242474,2.3471241106941463,2.376542982509197
21-1014.00,Mental Health Counselors,2.5210153846153847,2.971771428571429,1.7487223214285716,1.515662857142857,3.6531350340136055,1.884150793650794,1.9720610389610385,2.37096610951152,2.1304338796002718,2.250699994555896
21-1015.00,Rehabilitation Counselors,2.832507142857143,3.2709904761904767,1.7193297619047616,1.5827371428571424,3.416055102040816,1.9058253968253966,2.14647012987013,2.4612751974850546,2.6896189247416817,2.575447061113368
21-1021.00,"Child, Family, and School Social Workers",2.7491000000000003,3.2030095238095235,1.8036175595238104,1.4241828571428572,3.452991496598639,2.0508976190476194,1.792755844155844,2.4126380951607915,2.3884627413605504,2.400550418260671
21-1022.00,Healthcare Social Workers,2.729552747252747,3.2795999999999994,1.7105696428571429,1.6274685714285715,3.325021768707483,1.8165103174603177,1.8755883116883112,2.378570309067916,2.177518339953295,2.2780443245106055
21-1023.00,Mental Health and Substance Abuse Social Workers,2.6254280219780215,3.0040142857142857,1.8000755952380956,1.6593085714285714,3.5043350340136055,2.0120634920634917,1.940017316017316,2.409420313737849,2.3685385533234555,2.3889794335306522
21-1091.00,Health Education Specialists,2.6564071428571436,3.2254023809523806,1.8592455357142856,1.52256,3.415169047619048,1.9342150793650792,1.8593783549783542,2.3984771084054834,2.3007792955889084,2.349628201997196
21-1092.00,Probation Officers and Correctional Treatment Specialists,2.8521054945054947,3.418690476190476,1.8517125000000008,1.3412700000000002,3.0226295918367345,2.059220634920635,2.054549350649351,2.4333386139614355,2.5166383303265363,2.474988472143986
21-1093.00,Social and Human Service Assistants,2.9866126373626374,3.285635714285714,1.6985125000000003,1.6103200000000002,3.2871615646258503,2.011090476190476,2.1182402597402596,2.4847488716402646,2.8349656205909692,2.659857246115617
21-1094.00,Community Health Workers,2.8177153846153846,3.219957142857143,1.879491369047619,1.7017642857142854,3.221934693877551,1.9970753968253971,1.915506493506494,2.4338077020697555,2.519542878040527,2.476675290055141
21-2011.00,Clergy,2.835716483516484,3.104459523809524,1.7207720238095237,1.5790571428571427,3.577191156462585,1.887070634920635,1.9456835497835496,2.426854650686615,2.4764902635274524,2.4516724571070334
21-2021.00,"Directors, Religious Activities and Education",2.7653065934065935,3.1768238095238095,1.768044642857143,2.230544285714285,3.6469506802721092,1.6601912698412697,2.1247722943722946,2.4889751534616176,2.8611343445154773,2.6750547489885474
23-1011.00,Lawyers,2.4259384615384616,3.003966666666667,1.8561642857142855,1.2338428571428572,3.719244217687075,1.9335095238095237,1.955774891774892,2.361441254697683,2.071456909634618,2.21644908216615
23-1012.00,Judicial Law Clerks,2.768391758241758,3.3555238095238096,1.6557538690476188,2.0218342857142857,3.688517006802721,1.8553412698412697,2.815135064935065,2.6329622153699477,3.752688157312079,3.1928251863410133
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.5863335164835166,3.400904761904762,1.7482729166666668,1.7243542857142864,3.640501700680272,2.1076166666666665,2.430955411255411,2.577590362120023,3.4098310545120114,2.9937107083160175
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.642795054945055,3.284359523809524,1.7072964285714278,1.768071428571428,3.69785,1.7765904761904763,2.6728731601731606,2.5475365417915414,3.223740736758179,2.8856386392748603
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.3880494505494503,3.3700190476190475,1.8357401785714285,1.1315285714285706,3.6407962585034013,2.079456349206349,2.07850909090909,2.434224221978418,2.5221219286007095,2.478173075289564
23-2011.00,Paralegals and Legal Assistants,3.045671978021978,3.5049333333333337,1.6372288690476193,2.0058,3.664259863945578,1.9673047619047617,2.735527705627706,2.7003227714250038,4.169778136002105,3.435050453713554
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.9969109890109893,3.6080976190476193,1.6951023809523809,1.5486057142857144,3.5688534013605446,1.9718333333333335,2.7540242424242427,2.6579204139669854,3.907226883394916,3.282573648680951
25-1011.00,"Business Teachers, Postsecondary",2.5916901098901097,3.2218238095238094,1.672402083333333,1.9812000000000003,3.6586857142857143,1.7278936507936509,2.3156281385281385,2.4791131043262293,2.8000695002710643,2.639591302298647
25-1021.00,"Computer Science Teachers, Postsecondary",2.3854417582417584,3.0183238095238094,1.8061235119047616,1.8426971428571433,3.657854081632653,1.7866571428571432,2.192162337662338,2.410280792106702,2.373866551272803,2.3920736716897526
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.670688461538462,3.277742857142857,1.6675514880952387,2.221392857142857,3.63958231292517,1.7411761904761907,2.4176740259740264,2.5379828212561244,3.1645850330660856,2.851283927161105
25-1031.00,"Architecture Teachers, Postsecondary",2.4203351648351648,2.974814285714286,1.9240291666666673,1.9149685714285711,3.5108408163265308,1.8843103174603175,2.0517805194805194,2.4044274552550626,2.337623261643179,2.3710253584491205
25-1032.00,"Engineering Teachers, Postsecondary",2.363455494505495,2.823788095238095,1.9070494047619049,1.6462899999999996,3.5465489795918366,1.8233222222222227,2.304920779220779,2.375805387204066,2.1603982140396916,2.2681018006218787
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.4778527472527476,3.156983333333333,1.9479595238095238,1.67965,3.3505809523809527,1.8539087301587298,2.0060129870129866,2.3822572014097014,2.2003472169449108,2.291302209177306
25-1042.00,"Biological Science Teachers, Postsecondary",2.3775170329670328,3.0313809523809523,1.9545547619047623,1.3567028571428574,3.4075663265306124,1.7931293650793652,2.126112554112554,2.3311381648193072,1.8838231391936002,2.107480652006454
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.4307175824175826,3.0729333333333333,1.9537970238095241,1.5393142857142856,3.177151360544218,1.727811111111111,2.006333333333333,2.297943694618873,1.6782862244268983,1.9881149595228857
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.4581252747252744,3.129840476190476,1.8003434523809527,1.7612857142857146,3.3821880952380954,1.8291825396825396,2.257119047619048,2.4060903586691085,2.3479197970364005,2.3770050778527545
25-1052.00,"Chemistry Teachers, Postsecondary",2.4693796703296704,3.1368833333333335,1.7572836309523814,1.4190514285714286,3.428834693877551,1.851224603174603,2.3031692640692634,2.3886184708287743,2.239735575382362,2.314177023105568
25-1053.00,"Environmental Science Teachers, Postsecondary",2.4862324175824173,3.1915142857142857,1.8482321428571424,1.7676285714285713,3.405481972789116,1.783645238095238,2.248945887445887,2.4181413035773747,2.422538069944885,2.42033968676113
25-1054.00,"Physics Teachers, Postsecondary",2.3235576923076926,3.1273738095238093,1.9001526785714289,1.8223257142857139,3.5209204081632652,1.756719841269841,2.241426839826839,2.405583620012923,2.344782120810315,2.375182870411619
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",2.3544472527472524,2.980154761904762,1.8563318452380957,1.8767714285714283,3.3707517006802723,1.8705992063492063,2.0193930735930734,2.3561421869895973,2.0386456003628233,2.1973938936762103
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2.664703846153846,3.1527571428571433,1.675046428571429,1.663045714285714,3.644645918367347,1.6782753968253972,2.198486147186148,2.4185532518354664,2.4250888132916053,2.421821032563536
25-1063.00,"Economics Teachers, Postsecondary",2.542995604395604,3.131904761904762,1.7332767857142857,2.19775,3.7048360544217687,1.729852380952381,2.5359549783549786,2.526426864623472,3.0930316791757715,2.809729271899622
25-1064.00,"Geography Teachers, Postsecondary",2.508539560439561,3.115280952380952,1.748119047619048,1.9319999999999995,3.531955442176871,1.7419007936507935,2.242825108225108,2.426182222975437,2.4723266568687343,2.4492544399220857
25-1065.00,"Political Science Teachers, Postsecondary",2.5902758241758246,3.1879452380952378,1.6793991071428571,1.9488571428571428,3.7277435374149657,1.7136468253968256,2.342812987012987,2.4828716280842174,2.8233419119899335,2.653106770037075
25-1066.00,"Psychology Teachers, Postsecondary",2.4257032967032965,3.163857142857143,1.7962297619047625,1.9238114285714287,3.661325850340136,1.82176746031746,2.0112272727272726,2.425674645505288,2.469183786788582,2.447429216146935
25-1067.00,"Sociology Teachers, Postsecondary",2.5052505494505493,3.1444833333333335,1.7772508928571424,1.8451971428571432,3.6971108843537417,1.7664468253968255,2.3611233766233766,2.4717293902149438,2.754350264242012,2.613039827228478
25-1071.00,"Health Specialties Teachers, Postsecondary",2.5133956043956047,3.1631404761904767,1.840892261904762,1.4982100000000003,3.5217761904761904,1.7869666666666666,2.088585281385281,2.384338192390943,2.213232509686714,2.2987853510388283
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",2.4548692307692312,3.0986142857142855,1.9883952380952377,1.2688099999999998,3.2281309523809525,2.0713738095238092,1.8076670995670998,2.328387520979021,1.8667914214062478,2.0975894711926344
25-1081.00,"Education Teachers, Postsecondary",2.6016241758241763,3.253916666666666,1.8183901785714287,1.5720771428571432,3.591643537414966,1.9067730158730158,2.15702683982684,2.461033018277358,2.688119374760312,2.574576196518835
25-1082.00,"Library Science Teachers, Postsecondary",2.4873609890109893,3.0819333333333336,1.7799499999999997,1.8469357142857143,3.675228571428571,1.7517507936507934,2.2461225108225102,2.436635540848041,2.5370525793382708,2.486844060093156
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2.6610499999999995,3.2610785714285715,1.6443068452380951,1.730607142857143,3.5255965986394555,1.84285,2.312194805194806,2.4700493950989486,2.743947898701011,2.6069986468999797
25-1112.00,"Law Teachers, Postsecondary",2.5318461538461534,3.125871428571428,1.7010127976190474,1.8702800000000006,3.698885714285714,1.6838698412698416,2.2946233766233766,2.441587249014874,2.5677130722845494,2.5046501606497116
25-1113.00,"Social Work Teachers, Postsecondary",2.4961840659340657,3.169833333333333,1.7595583333333333,1.9137071428571426,3.66963843537415,1.749511904761905,2.0282774891774897,2.421818927144284,2.4453095555884765,2.4335642413663803
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",2.6841054945054945,2.8745761904761906,1.743351785714285,1.9360714285714287,3.4156197278911558,1.7829349206349205,1.980542424242425,2.367755881122845,2.110556459213063,2.239156170167954
25-1122.00,"Communications Teachers, Postsecondary",2.648284615384615,3.1966619047619043,1.7419375,1.7065599999999996,3.6426122448979594,1.7422190476190476,2.239840259740259,2.45240341324152,2.634685703910579,2.543544558576049
25-1123.00,"English Language and Literature Teachers, Postsecondary",2.5753494505494507,3.040159523809524,1.700411904761905,2.109855714285714,3.7045425170068027,1.7933436507936509,2.137521645021644,2.4583314625216053,2.671391605594099,2.564861534057852
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",2.7646170329670325,3.2249809523809523,1.631586607142857,2.17241,3.700584013605442,1.565811904761905,2.559150649350649,2.530961938912278,3.1211124158747054,2.826037177393492
25-1125.00,"History Teachers, Postsecondary",2.5822060439560444,3.118204761904762,1.7682068452380955,1.9697942857142854,3.659352040816327,1.836238095238095,2.3796354978354977,2.5019574838197514,2.9415196650878794,2.7217385744538154
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",2.640406593406593,3.2312571428571424,1.663077380952381,1.9404342857142858,3.750225850340136,1.7844309523809525,2.3392541125541118,2.5114089120165546,3.0000419846182123,2.755725448317383
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",2.7118434065934065,3.3438952380952385,1.6999949404761905,1.656021428571428,3.618501360544218,1.8560436507936506,2.317498268398268,2.5055711081081617,2.963894873454848,2.734732990781505
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",2.6445005494505494,3.282571428571428,1.76638125,1.598408571428572,3.4294918367346936,1.8127380952380951,2.048506926406927,2.409787212365016,2.3708103537590297,2.390298783062023
25-1194.00,"Career/Technical Education Teachers, Postsecondary",2.832318681318682,3.3801452380952384,1.8597869047619044,1.8696142857142855,3.1833289115646255,1.8891936507936506,2.1680190476190484,2.485350630995988,2.8386916557004476,2.662021143348218
25-2011.00,"Preschool Teachers, Except Special Education",3.203163736263736,3.2050190476190474,1.488611904761905,1.9657242857142863,3.2117517006802725,1.7089047619047617,2.527907792207792,2.509390912944199,2.987546731618856,2.7484688222815277
25-2012.00,"Kindergarten Teachers, Except Special Education",2.8997538461538466,3.099730952380953,1.6511119047619047,1.716005714285715,3.2016874149659857,1.8486833333333332,2.2145389610389614,2.4188051047523906,2.42664826193492,2.4227266833436554
25-2021.00,"Elementary School Teachers, Except Special Education",2.765648901098901,3.098990476190476,1.6538806547619045,1.5559314285714287,3.351832993197279,1.8999063492063495,1.9470675324675324,2.3754934636177314,2.1584668136832157,2.2669801386504735
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",2.7584450549450548,3.114880952380953,1.773244642857143,1.807302857142857,3.4131887755102044,1.9042769841269847,1.9887679653679644,2.4302025590560237,2.4972201848973334,2.4637113719766788
25-2023.00,"Career/Technical Education Teachers, Middle School",2.7633379120879122,3.156133333333333,1.7805735119047623,1.5515300000000005,3.3110357142857145,1.8849436507936508,2.169734199134199,2.4202352551753803,2.4355036135588097,2.427869434367095
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",2.7406395604395604,3.1569619047619044,1.708789583333333,1.8159199999999998,3.379823129251701,1.7970412698412699,2.0794515151515145,2.4154106287422894,2.405629998285793,2.4105203135140414
25-2032.00,"Career/Technical Education Teachers, Secondary School",2.6392071428571424,2.929061904761905,2.022781845238096,1.4438000000000009,3.05771768707483,2.071412698412699,1.9134606060606059,2.341857825319522,1.9501982291786728,2.1460280272490975
25-2051.00,"Special Education Teachers, Preschool",2.864473076923077,3.308933333333334,1.6724901785714295,1.8301371428571427,3.1871976190476192,1.8771642857142856,2.323951515151515,2.478378920954046,2.7955235085959345,2.6369512147749905
25-2056.00,"Special Education Teachers, Elementary School",2.727556043956043,3.0637904761904764,1.7782294642857144,2.0086242857142858,3.430859863945578,1.8414476190476192,2.1875761904761903,2.458442284994767,2.672077807515171,2.565260046254969
25-2057.00,"Special Education Teachers, Middle School",2.860129670329671,3.32435,1.6402830357142852,1.7058357142857141,3.2680411564625853,1.8455547619047619,2.2481372294372286,2.458821535815375,2.674426091525122,2.5666238136702484
25-2058.00,"Special Education Teachers, Secondary School",2.7249961538461536,3.1733619047619053,1.8148785714285713,1.5428000000000006,3.4425146258503405,1.8910309523809525,2.03012857142857,2.419624236002093,2.4317202425641113,2.4256722392831023
25-2059.01,Adapted Physical Education Specialists,2.8307576923076927,3.0118928571428567,1.6963389880952375,1.709257142857143,2.8511666666666677,1.7972952380952383,2.158214285714285,2.327823385989011,1.863298352691535,2.095560869340273
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",2.959218131868132,3.2241714285714282,1.557261607142857,1.9414299999999995,3.5940574829931973,1.7782880952380953,2.4221658008658005,2.5354687064066885,3.1490178796696924,2.8422432930381905
25-3021.00,Self-Enrichment Teachers,3.1548285714285713,3.2535952380952384,1.4958386904761902,2.2301142857142855,3.514367006802721,1.654597619047619,2.4827831168831174,2.5643509114100183,3.3278536698539902,2.9461022906320045
25-3031.00,"Substitute Teachers, Short-Term",3.2495901098901103,3.601514285714286,1.475452678571429,2.21462,3.5289925170068024,1.6801825396825398,2.738212987012987,2.672790260737279,3.9992995210892452,3.336044890913262
25-3041.00,Tutors,2.909786813186813,3.2993476190476194,1.5356696428571428,2.2786,3.653334013605442,1.7343944444444446,2.3630415584415583,2.562132353816818,3.314116578097888,2.938124465957353
25-4011.00,Archivists,2.8373181318681318,3.1522619047619047,1.8321833333333337,2.138568571428571,3.2875782312925175,1.961695238095238,2.384122510822511,2.5386063549069977,3.168445892482726,2.853526123694862
25-4012.00,Curators,2.6223412087912092,2.8717285714285716,1.9314148809523812,1.7388142857142852,3.300845918367347,1.8740285714285716,2.2926549783549786,2.404964232493697,2.3409469338355553,2.372955583164626
25-4013.00,Museum Technicians and Conservators,3.019019230769231,3.1710238095238097,1.718081845238095,1.958107142857143,2.966407142857143,1.870720634920635,2.7413316017316016,2.526430293525918,3.0930529106045466,2.809741602065232
25-4022.00,Librarians and Media Collections Specialists,2.966478571428571,3.2275142857142862,1.6541327380952378,2.02915,3.4017707482993194,1.9065587301587301,2.3695294372294375,2.544433976242012,3.204529954147061,2.874481965194536
25-4031.00,Library Technicians,3.2759318681318685,3.422928571428571,1.52635744047619,2.10304,3.26982380952381,1.9246936507936507,2.7957012987012986,2.6625363063741814,3.9358080379830582,3.29917217217862
25-9021.00,Farm and Home Management Educators,2.512526923076923,3.0498571428571424,1.8540726190476196,1.9364285714285718,3.111746258503401,1.966420634920635,1.9992445887445887,2.3733404830090548,2.145135768205222,2.2592381256071383
25-9031.00,Instructional Coordinators,2.5061252747252754,3.0702880952380953,1.8599062499999997,1.8169257142857145,3.5691350340136054,1.9282944444444443,1.9244090909090903,2.41383570955037,2.395878252595642,2.404856981073006
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",3.076504395604396,3.0580809523809522,1.683933630952381,1.9706799999999998,3.0942744897959185,1.8688928571428574,2.4077709956709956,2.484734559541649,2.834877001475329,2.659805780508489
25-9043.00,"Teaching Assistants, Special Education",3.2278016483516487,3.4364761904761902,1.4942517857142852,2.0959171428571426,3.334447619047619,1.6293563492063496,2.5717510822510823,2.570459643717393,3.365678343180969,2.9680689934491813
25-9044.00,"Teaching Assistants, Postsecondary",2.9937362637362637,3.356709523809524,1.5770044642857142,2.1765857142857143,3.5615642857142857,1.672076984126984,2.565692640692641,2.5814298217754468,3.4336046133964278,3.0075172175859373
27-1011.00,Art Directors,2.65037032967033,2.700404761904762,1.6751160714285713,1.9571899999999998,3.60665850340136,2.0196936507936507,2.3949341991341986,2.470024506418185,2.7437937904225596,2.6069091484203724
27-1012.00,Craft Artists,3.1987609890109887,2.934823809523809,1.634938690476191,2.5229857142857144,3.158648979591837,1.7969396825396824,3.1582606060606064,2.642754534612213,3.8133212408742807,3.228037887743247
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.121194505494505,2.7901261904761907,1.5436416666666666,2.4024085714285714,3.1802755102040816,1.7309214285714285,3.3124450216450216,2.601395493696779,3.557230102315998,3.079312798006389
27-1014.00,Special Effects Artists and Animators,2.8348785714285714,2.973792857142857,1.6344773809523814,1.581368571428572,3.528722108843537,1.9415539682539682,2.6554147186147183,2.5088166272933417,2.9839908110043893,2.7464037191488657
27-1021.00,Commercial and Industrial Designers,2.6867675824175827,2.9701452380952382,1.8112327380952387,1.724048571428571,3.255064285714285,1.9224373015873018,2.5792393939393947,2.4616980662948165,2.6922372870768747,2.576967676685846
27-1022.00,Fashion Designers,2.8323236263736264,2.682252380952381,1.7833645833333331,1.9927257142857142,3.339592176870749,1.9044365079365078,2.4617800865800867,2.4558885719657324,2.6562654660613685,2.5560770190135504
27-1023.00,Floral Designers,3.2158494505494506,3.2461642857142854,1.5991568452380953,1.8008571428571427,3.1067435374149657,1.6870547619047618,2.72217748917749,2.5210525656189047,3.0597545450699197,2.790403555344412
27-1024.00,Graphic Designers,2.922965934065934,2.9079166666666665,1.6650761904761904,1.8717142857142859,3.596307482993198,1.9196063492063493,2.488151082251082,2.5249014923568494,3.0835867232039114,2.8042441077803804
27-1025.00,Interior Designers,2.7293384615384615,2.8195047619047617,1.9488026785714292,1.679531428571429,3.413948299319728,1.9261261904761906,2.121000865800866,2.4106275070940963,2.3760133765838276,2.393320441838962
27-1026.00,Merchandise Displayers and Window Trimmers,3.205759340659341,3.082588095238095,1.538467261904762,2.0149199999999996,2.8078010204081627,1.7085984126984128,2.6691683982683987,2.4618559369162583,2.693214806533204,2.577535371724731
27-1027.00,Set and Exhibit Designers,2.7487670329670335,2.814445238095238,1.7821744047619046,1.827331428571429,3.1171659863945576,1.900768253968254,2.5287346320346327,2.4224711675507034,2.449348164429411,2.4359096659900574
27-2011.00,Actors,3.3779120879120876,3.161371428571428,1.3922669642857146,1.9038714285714287,3.210773469387755,1.7334809523809527,2.5275238095238093,2.517947149071167,3.0405261093565787,2.779236629213873
27-2012.00,Producers and Directors,2.680812637362637,2.8253833333333334,1.9419574404761903,1.3135,3.4736809523809518,2.029913492063492,2.2008645021645012,2.4086396562465313,2.3637047984454256,2.3861722273459787
27-2012.03,Media Programming Directors,2.6785923076923077,3.009038095238095,1.8370276785714283,1.6549428571428573,3.557648639455782,2.1711873015873007,2.1462238095238098,2.492159941675388,2.8808542418264196,2.6865070917509035
27-2012.04,Talent Directors,2.981366483516484,3.1980047619047616,1.5934991071428568,1.64724,3.6321748299319725,1.7826134920634924,2.4462164502164496,2.5192609879624346,3.04866127134534,2.7839611296538873
27-2012.05,Media Technical Directors/Managers,2.7321659340659346,3.0815738095238094,2.0150726190476185,1.3209400000000002,3.18828843537415,2.2037047619047616,2.3953393939393934,2.483947350221207,2.830002678311793,2.6569750142665
27-2021.00,Athletes and Sports Competitors,3.0901148351648358,3.123378571428572,1.7992607142857142,1.41804,2.5602479591836738,2.067402380952381,2.415433333333333,2.4135867524856094,2.394336734785858,2.4039617436357337
27-2022.00,Coaches and Scouts,2.6659736263736264,2.9967214285714285,1.7689244047619044,1.585399999999999,3.1376357142857136,1.9531619047619044,2.0574329004329006,2.354729371878122,2.029897587293325,2.1923134795857235
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.274801098901099,3.557307142857143,1.5457119047619046,2.049171428571428,3.2511986394557826,1.9092738095238095,2.7014670995671,2.6590591923552633,3.914278087861092,3.2866686401081777
27-2031.00,Dancers,3.5110912087912087,2.7436238095238092,1.307183333333333,1.9947114285714287,2.665968027210885,1.9407976190476188,2.7966597402597406,2.4759504178678466,2.780486454869065,2.6282184363684555
