O*NET-SOC Code,Title,cognitive_complexity_avg,creativity_avg,data_structure_avg,decision_accountability_avg,physical_requirements_avg,routine_structure_avg,social_interactions_avg,weighted_average_Gemini_v1_non_overlap
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2.443787192118227,2.7112114285714286,2.680443478260869,1.5395185714285717,3.3081438775510206,2.8628571428571425,2.370928205128205,2.619678239045705
17-2161.00,Nuclear Engineers,2.4455586206896545,2.5848257142857145,2.7892664596273296,1.6558585714285714,3.3856224489795914,2.8414285714285716,2.4541754578754573,2.643325553665867
17-2171.00,Petroleum Engineers,2.6032157635467983,2.659777142857143,2.534506832298136,1.4206314285714283,3.5354718367346942,2.762857142857143,2.3725271062271056,2.623734032063246
17-2199.03,"Energy Engineers, Except Wind and Solar",2.6028625615763548,2.7690685714285714,2.528788819875776,1.6789928571428567,3.4312446938775514,2.641428571428571,2.326737728937729,2.6185509153606086
17-2199.05,Mechatronics Engineers,2.688394088669951,2.2576571428571426,2.335190683229814,1.6142914285714283,3.457410204081632,2.8957142857142855,2.6407860805860794,2.6307281957522024
17-2199.06,Microsystems Engineers,2.5743921182266005,2.4318485714285716,2.421471428571429,1.7162885714285707,3.373442448979592,2.7728571428571427,2.592387545787546,2.614158031234775
17-2199.07,Photonics Engineers,2.4999152709359604,2.1352371428571426,2.4570608695652174,1.942532857142857,3.414314285714286,2.755714285714286,2.624330036630037,2.5921717402342788
17-2199.08,Robotics Engineers,2.349633004926108,1.8961514285714283,2.693009316770186,1.4436499999999994,3.1269426530612243,3.0985714285714283,2.4853329670329662,2.5120892254300635
17-2199.09,Nanosystems Engineers,2.4132783251231524,2.2827685714285715,2.651153416149069,1.553071428571429,3.317924693877551,2.867142857142857,2.419275457875458,2.5588381131463307
17-2199.10,Wind Energy Engineers,2.8088467980295566,2.886214285714286,2.3044813664596275,1.9494628571428572,3.5791983673469385,2.6271428571428572,2.63204652014652,2.736768889474415
17-2199.11,Solar Energy Systems Engineers,2.677487192118227,2.698794285714286,2.2937664596273293,1.543647142857143,3.1634124489795905,2.7028571428571433,2.5090527472527464,2.5816247899296036
17-3011.00,Architectural and Civil Drafters,2.9311162561576354,2.5558514285714287,2.099047204968944,2.158204285714285,3.528865918367347,3.3128571428571427,2.754611355311355,2.8538633214009166
17-3012.00,Electrical and Electronics Drafters,2.954165517241379,2.7670971428571427,2.024396894409937,2.0974000000000004,3.52067612244898,3.174285714285714,2.8122853479853482,2.855170451878064
17-3013.00,Mechanical Drafters,3.0440152709359602,2.4579314285714284,2.0942950310559003,2.1012999999999997,3.5190302040816324,3.0985714285714283,2.932476556776557,2.832291807874712
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,2.8093083743842366,3.1137057142857145,2.4701776397515527,1.625804285714286,3.081584489795919,3.1799999999999997,2.723003663003663,2.8047385287670137
17-3022.00,Civil Engineering Technologists and Technicians,2.8611931034482763,3.1039485714285715,2.166322360248447,1.9949599999999998,3.32250387755102,2.991428571428571,2.6717120879120886,2.8083175963615523
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,2.932165517241379,2.9223885714285713,2.2703919254658387,1.7116628571428576,3.1158253061224483,2.894285714285714,2.7124366300366303,2.7294850248423668
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,2.8928418719211826,3.0708742857142854,2.2697012422360245,1.7980671428571435,2.7923381632653053,3.4014285714285712,2.7325355311355306,2.810351030600476
17-3024.01,Robotics Technicians,2.742764039408868,2.749217142857143,2.3703732919254654,1.6965885714285713,2.7576540816326536,3.197142857142857,2.7511564102564106,2.6962435088872363
17-3025.00,Environmental Engineering Technologists and Technicians,2.808482266009853,3.3285514285714286,2.140626086956522,1.863275714285714,3.0776140816326523,2.9142857142857146,2.695147252747253,2.7697165773255445
17-3026.00,Industrial Engineering Technologists and Technicians,2.8157586206896554,2.459762857142857,2.1328447204968946,1.5583285714285706,3.1867863265306124,3.0771428571428574,2.664547619047619,2.65357421413273
17-3026.01,Nanotechnology Engineering Technologists and Technicians,2.5943719211822662,2.9020114285714285,2.489891304347826,1.7399814285714283,3.215172653061224,3.1214285714285714,2.5784688644688645,2.740776717670207
17-3027.00,Mechanical Engineering Technologists and Technicians,2.7418137931034483,2.7805714285714282,2.2608068322981363,1.594017142857143,2.9823761224489793,3.117142857142857,2.597717582417583,2.6742828079253154
17-3027.01,Automotive Engineering Technicians,2.921209359605912,3.0610742857142856,2.1929223602484473,1.9612371428571427,2.862378979591836,3.107142857142857,2.738345421245422,2.7742957286627488
17-3029.01,Non-Destructive Testing Specialists,2.8235083743842364,3.0989142857142857,2.6535944099378885,1.5123485714285723,2.741177142857142,3.5342857142857147,2.4674446886446884,2.793108114733842
17-3029.08,Photonics Technicians,3.0323935960591135,3.2522914285714286,2.2596043478260865,2.0001628571428567,3.0131495918367346,3.1957142857142857,2.888089377289377,2.8930081767032494
17-3031.00,Surveying and Mapping Technicians,3.105718719211822,3.270448571428571,1.9606378881987572,2.0004442857142855,3.253586530612245,3.317142857142857,2.8766578754578753,2.9354985433264527
19-1011.00,Animal Scientists,2.562531034482759,2.8623485714285715,2.573512422360248,1.3933242857142858,3.3185222448979586,2.8885714285714283,2.208872527472527,2.6172391132640116
19-1012.00,Food Scientists and Technologists,2.591716256157635,2.8144742857142857,2.470077639751553,1.764027142857143,3.2577830612244894,3.0542857142857143,2.398549816849817,2.6936461341099465
19-1013.00,Soil and Plant Scientists,2.4976773399014776,2.7935000000000003,2.5449708074534163,1.592345714285714,3.2087106122448974,2.7600000000000002,2.3562641025641025,2.594154460380485
19-1021.00,Biochemists and Biophysicists,2.194073399014778,2.239268571428571,2.953316770186335,1.2858228571428576,3.3633977551020413,3.3128571428571427,2.3752326007326,2.612281240246046
19-1022.00,Microbiologists,2.4137886699507387,2.890071428571429,2.518332919254658,1.5995428571428576,3.2250334693877547,3.3057142857142856,2.5082985347985343,2.728509250188877
19-1023.00,Zoologists and Wildlife Biologists,2.6593000000000004,3.0938285714285714,2.3292124223602486,1.4407428571428569,3.186129795918367,2.7785714285714285,2.2948549450549454,2.6178268105248788
19-1029.01,Bioinformatics Scientists,2.409768472906404,2.4793914285714287,2.479822360248447,1.6500771428571435,3.6677167346938773,2.9214285714285717,2.4392091575091572,2.646688533648404
19-1029.02,Molecular and Cellular Biologists,2.2671054187192117,2.669348571428572,2.613958385093168,1.7700057142857148,3.377449387755102,3.1285714285714286,2.4422772893772886,2.6775377957442004
19-1029.03,Geneticists,2.4063955665024634,2.794377142857143,2.4769695652173915,1.6723142857142852,3.518919183673469,2.9499999999999997,2.474856043956043,2.6841105756415353
19-1029.04,Biologists,2.3704709359605918,2.8984114285714284,2.5970975155279503,1.490837142857143,3.28533081632653,2.882857142857143,2.4034157509157517,2.629009234176083
19-1031.00,Conservation Scientists,2.800750738916256,3.091677142857143,2.3627204968944095,1.9654685714285716,3.219339183673469,2.584285714285714,2.4261102564102552,2.6803576479680093
19-1031.02,Range Managers,2.8488778325123154,3.01906,2.3743590062111797,1.536047142857143,3.1027038775510203,2.664285714285714,2.2527681318681316,2.6074092340536947
19-1031.03,Park Naturalists,2.961766995073892,3.0388714285714284,2.103787577639751,2.0166214285714283,3.24166693877551,2.262857142857143,2.0649318681318682,2.5606979137754515
19-1032.00,Foresters,2.7258221674876855,3.081631428571429,2.5601155279503103,1.4309314285714287,3.104359387755102,2.5857142857142854,2.3761945054945053,2.60944867619134
19-1041.00,Epidemiologists,2.320712807881773,2.8158914285714287,2.508691304347826,1.5844428571428564,3.6552814285714286,2.838571428571428,2.1072054945054948,2.611891375792873
19-1042.00,"Medical Scientists, Except Epidemiologists",2.373832019704434,2.8337914285714283,2.4266068322981367,1.5266100000000007,3.466151224489796,3.3871428571428575,2.4940769230769226,2.7479279940347725
19-2011.00,Astronomers,2.3625847290640394,2.6853657142857146,2.4193509316770188,1.9545571428571433,3.6559914285714283,2.6257142857142854,2.63016336996337,2.6626494508789564
19-2012.00,Physicists,2.053066995073892,2.2045399999999997,2.6712900621118014,1.8328057142857146,3.699071428571428,2.397142857142857,2.4778630036630025,2.4950193631645714
19-2021.00,Atmospheric and Space Scientists,2.599419704433497,3.1056999999999997,2.2786546583850935,1.9244285714285714,3.651521428571429,3.0,2.454766300366301,2.7920194379870504
19-2031.00,Chemists,2.4855778325123152,3.1490371428571433,2.406439751552795,1.641685714285714,3.3683828571428567,3.132857142857143,2.6411003663003663,2.777998704977182
19-2032.00,Materials Scientists,2.574315763546798,2.81962,2.5391099378881985,1.8339600000000003,3.4385630612244897,2.6799999999999997,2.5714974358974345,2.683906432889128
19-2041.00,"Environmental Scientists and Specialists, Including Health",2.5612916256157634,3.2305057142857145,2.508662111801242,2.0275014285714286,3.5211383673469374,2.7357142857142853,2.3206344322344314,2.7457947321025515
19-2041.01,Climate Change Policy Analysts,2.7582221674876846,3.2142542857142855,2.1675900621118016,1.9858414285714288,3.7615769387755105,2.4528571428571424,2.443005128205128,2.732473355667143
19-2041.02,Environmental Restoration Planners,2.6351916256157644,2.9478314285714284,2.5250167701863355,1.7280214285714286,3.373981020408163,2.317142857142857,2.245649816849817,2.5691304750211237
19-2041.03,Industrial Ecologists,2.652699507389163,2.929042857142857,2.4199757763975156,1.9689642857142857,3.6682926530612248,2.6299999999999994,2.579960073260073,2.739393269839178
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",2.5506142857142855,2.9046314285714283,2.4141906832298132,1.8248028571428572,3.373681632653061,2.654285714285714,2.427593406593407,2.643234609924237
19-2043.00,Hydrologists,2.5463605911330047,2.9025285714285713,2.5265968944099377,1.8891785714285714,3.380435510204081,2.75,2.464799267399267,2.68569613760859
19-2099.01,Remote Sensing Scientists and Technologists,2.534431527093596,2.766274285714286,2.5746186335403722,1.8678057142857147,3.5859924489795922,3.1142857142857148,2.546216117216117,2.7820367344902905
19-3011.00,Economists,2.6665871921182274,2.956011428571429,2.3688447204968943,1.779702857142857,3.791111020408163,2.6014285714285714,2.436349816849817,2.712649390741835
19-3011.01,Environmental Economists,2.6600955665024633,3.017608571428572,2.3463521739130435,2.1244557142857143,3.7707795918367344,2.5500000000000003,2.7276435897435896,2.7834998867465797
19-3022.00,Survey Researchers,2.5285019704433496,3.0980514285714285,2.3577037267080745,1.7718742857142855,3.7395571428571426,2.8685714285714283,2.3247018315018315,2.7402939429625848
19-3032.00,Industrial-Organizational Psychologists,2.4888497536945815,2.9301714285714286,2.5007484472049692,1.4634171428571436,3.750323469387755,2.6914285714285713,1.9394725274725269,2.6010248501608695
19-3033.00,Clinical and Counseling Psychologists,2.7604305418719215,2.9875314285714287,2.1471602484472054,1.4167014285714288,3.699098163265306,2.3485714285714288,2.129529670329671,2.5625889240218984
19-3034.00,School Psychologists,2.8034768472906406,3.3567314285714285,1.8442236024844723,2.0539814285714284,3.702201632653061,2.4457142857142853,2.305600366300367,2.704164901470772
19-3039.02,Neuropsychologists,2.4526275862068965,3.2258542857142856,2.4597223602484473,1.6110428571428579,3.627374897959183,2.8985714285714286,2.2191879120879126,2.715547509748658
19-3039.03,Clinical Neuropsychologists,2.5629970443349763,3.223885714285714,2.4659875776397513,1.4668,3.647851836734694,3.011428571428572,2.073367032967033,2.721779716298052
19-3041.00,Sociologists,2.72455960591133,2.9540714285714285,2.4279080745341615,1.946392857142857,3.7549769387755103,2.6357142857142857,2.279152014652014,2.7214869484971014
19-3051.00,Urban and Regional Planners,2.6935522167487687,2.939177142857143,2.395201863354037,1.7714571428571424,3.6793846938775507,2.1828571428571424,2.019317582417582,2.5529520745777026
19-3091.00,Anthropologists and Archeologists,2.569026600985222,2.975002857142857,2.303826708074534,2.069857142857143,3.52043387755102,2.7585714285714285,2.305039194139195,2.6945080502801972
19-3092.00,Geographers,2.6698364532019707,3.041125714285714,2.2579304347826086,2.1009257142857143,3.6505528571428574,2.7785714285714285,2.545573992673993,2.777663253216798
19-3093.00,Historians,2.932271921182266,3.3870514285714286,1.9867776397515526,1.989528571428571,3.5914548979591845,2.388571428571429,2.6202241758241755,2.754995270362856
19-3094.00,Political Scientists,2.738880295566503,3.040645714285714,2.421919254658385,2.04758,3.7844961224489797,2.5885714285714285,2.3847223443223444,2.7569758826736552
19-3099.01,Transportation Planners,2.6514310344827585,2.851785714285714,2.466071428571429,1.8359985714285711,3.697068571428572,2.3142857142857145,2.1975205128205126,2.6027350178097763
19-4012.00,Agricultural Technicians,3.045232512315271,3.4227685714285716,1.9153298136645958,2.08191,2.79677081632653,3.06,2.9049025641025636,2.8371751509924006
19-4012.01,Precision Agriculture Technicians,2.8354995073891627,3.1693000000000002,2.20226149068323,1.7226257142857144,3.0220842857142856,2.9314285714285715,2.521031868131868,2.7109617839679063
19-4013.00,Food Science Technicians,3.0534103448275864,3.6193542857142855,2.0407347826086952,1.7084785714285715,3.213805714285713,3.4771428571428573,2.7424307692307703,2.9647000739410516
19-4021.00,Biological Technicians,2.8009211822660096,3.347662857142857,2.273337888198758,2.1404085714285714,3.299204081632653,2.97,2.9932091575091575,2.9015242377453343
19-4031.00,Chemical Technicians,2.7617000000000007,3.2586085714285713,2.3482434782608697,1.7929785714285722,3.051883265306122,3.4657142857142857,2.818168131868132,2.890819057402225
19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.8113004926108385,3.4051571428571425,2.2028062111801234,1.9671814285714282,3.093221428571428,2.858571428571428,2.5181666666666667,2.7628899092953523
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",3.0408817733990148,3.4213314285714285,2.0341701863354036,2.014534285714286,3.210183469387755,3.1257142857142854,2.9148505494505494,2.9181003874691385
19-4051.00,Nuclear Technicians,2.9145453201970444,3.496025714285714,2.4357540372670807,1.7088828571428571,2.6670344897959186,3.1042857142857145,2.703684615384615,2.8025143532476307
19-4051.02,Nuclear Monitoring Technicians,2.7892093596059113,3.341602857142857,2.4111279503105583,1.6338914285714288,2.9298306122448983,2.88,2.56085054945055,2.723725944654831
19-4061.00,Social Science Research Assistants,2.94215566502463,3.3655914285714283,2.1387527950310563,2.41551,3.7280865306122446,2.6871428571428573,2.8164948717948715,2.9207041253321533
19-4071.00,Forest and Conservation Technicians,2.9402453201970444,3.2466485714285716,2.223223602484472,1.395034285714286,2.7506702040816315,3.248571428571428,2.3429212454212447,2.7036128757034352
19-4092.00,Forensic Science Technicians,2.740469950738916,3.424197142857143,2.103866459627329,1.5925657142857141,2.9094440816326532,2.9042857142857144,2.419573992673992,2.674553135433853
19-4099.01,Quality Control Analysts,3.0032935960591134,3.48616,2.169086956521739,1.8866385714285712,3.0874730612244896,3.198571428571429,3.0130776556776557,2.9337874854535055
19-4099.03,Remote Sensing Technicians,2.801536945812807,3.010102857142857,2.2954018633540376,2.2393914285714285,3.528195510204082,3.271428571428572,2.7556494505494507,2.9220877580346403
19-5011.00,Occupational Health and Safety Specialists,2.6977807881773406,3.2040914285714286,2.6086987577639746,1.4449042857142858,3.13717693877551,2.711428571428571,2.205041391941392,2.6342596007533907
19-5012.00,Occupational Health and Safety Technicians,2.874434482758621,3.1689885714285717,2.4663142857142857,1.4269085714285716,3.0804326530612247,2.934285714285714,2.2643516483516484,2.6844105319114386
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,2.824230541871921,3.1358142857142854,2.443290062111801,1.7153171428571432,3.604499795918367,2.7157142857142857,1.9732728937728936,2.689676205231372
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",2.8578399014778326,3.160145714285714,2.253434161490683,1.6376114285714278,3.6656726530612245,2.69,2.018915384615385,2.6824906070222347
21-1013.00,Marriage and Family Therapists,2.802307881773399,3.114108571428571,2.0335391304347823,1.7305157142857142,3.6492414285714285,2.2842857142857143,2.1636923076923082,2.5926651557490485
21-1014.00,Mental Health Counselors,2.7183339901477837,2.938834285714286,2.1965360248447205,1.4777571428571425,3.726318571428571,2.3971428571428572,1.983193772893772,2.5518599812264195
21-1015.00,Rehabilitation Counselors,2.9892108374384243,3.231197142857143,2.088272670807453,1.6663785714285715,3.577998775510204,2.865714285714286,2.1717208791208793,2.7441271266054574
21-1021.00,"Child, Family, and School Social Workers",2.870415763546798,3.1921999999999997,2.1865639751552792,1.5250971428571427,3.57535,2.96,1.8439926739926742,2.685459877432163
21-1022.00,Healthcare Social Workers,2.86026157635468,3.1529142857142856,1.9987621118012426,1.723425714285714,3.508484693877551,2.4114285714285715,1.9223754578754577,2.571109898967706
21-1023.00,Mental Health and Substance Abuse Social Workers,2.7408512315270936,2.9335885714285714,2.236183850931677,1.650765714285714,3.6175051020408167,2.6999999999999997,1.997609157509158,2.622128065897585
21-1091.00,Health Education Specialists,2.8448492610837444,3.044025714285714,2.3724155279503103,1.5549814285714283,3.549758367346939,2.7800000000000002,1.965472527472527,2.6593555761805128
21-1092.00,Probation Officers and Correctional Treatment Specialists,2.9812487684729065,3.4049199999999997,2.289544099378882,1.5125414285714287,3.3007640816326527,3.1400000000000006,2.099020146520147,2.776101502288887
21-1093.00,Social and Human Service Assistants,3.0373453201970446,3.273745714285714,1.9771490683229815,1.8047471428571429,3.479829183673469,2.9685714285714284,2.150528205128204,2.763121170324963
21-1094.00,Community Health Workers,2.8726650246305416,3.2003800000000004,2.285519875776397,1.733664285714286,3.3906565306122447,2.6642857142857146,2.030594505494505,2.658919968116805
21-2011.00,Clergy,2.8703704433497537,2.996762857142857,1.8864354037267077,1.544662857142857,3.6686951020408163,2.462857142857143,1.9533175824175828,2.5590531524010367
21-2021.00,"Directors, Religious Activities and Education",2.892533990147784,3.04652,2.1376118012422363,1.8365214285714284,3.7026979591836735,1.69,2.208438461538462,2.5129418846118545
23-1011.00,Lawyers,2.626693596059114,2.945722857142857,2.250863975155279,1.1750300000000005,3.7585361224489793,2.7800000000000002,1.9427106227106234,2.589638877269764
23-1012.00,Judicial Law Clerks,2.910103448275862,3.4418742857142854,1.8907925465838507,2.116551428571428,3.741469591836735,3.05,2.754922710622711,2.9379899029829666
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.756810344827586,3.442474285714286,2.092619875776397,1.6964171428571433,3.713907142857143,3.2685714285714282,2.3865322344322344,2.8775765887523272
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.9039620689655177,3.2524571428571427,2.1005254658385093,1.752052857142857,3.749852448979592,2.6642857142857146,2.619484615384615,2.7969784165833094
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.6156073891625615,3.3783542857142854,2.28188447204969,1.0978671428571425,3.7041132653061224,3.1000000000000005,2.0706549450549443,2.72328464427637
23-2011.00,Paralegals and Legal Assistants,3.1187625615763555,3.5770542857142855,1.8991869565217387,2.086121428571428,3.724815306122449,3.1357142857142852,2.7218347985347986,2.997043738444357
23-2093.00,"Title Examiners, Abstractors, and Searchers",3.1782532019704437,3.7625,2.1335801242236023,1.6565914285714287,3.6731051020408163,3.551428571428571,2.7753406593406593,3.0976827140680054
25-1011.00,"Business Teachers, Postsecondary",2.7445108374384235,3.20366,1.976096894409937,1.935942857142857,3.72943,2.457142857142857,2.3551695970695974,2.687548111760054
25-1021.00,"Computer Science Teachers, Postsecondary",2.6851763546798026,2.8398171428571426,2.3056925465838507,1.7531142857142852,3.7142193877551017,2.672857142857143,2.251823076923077,2.6641075061335107
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.7348921182266017,3.216605714285714,1.8925173913043476,2.2897842857142856,3.714475102040816,2.6028571428571428,2.4621087912087916,2.75801385513758
25-1031.00,"Architecture Teachers, Postsecondary",2.554152709359607,2.5352571428571427,2.2916515527950314,1.8028814285714287,3.5966302040816327,2.562857142857143,2.126377289377289,2.543887328559425
25-1032.00,"Engineering Teachers, Postsecondary",2.5334817733990147,2.739722857142857,2.319134161490683,1.6559871428571427,3.6369632653061226,2.6242857142857146,2.279690842490843,2.600848084042751
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.6434192118226605,2.9630514285714282,2.324988819875777,1.5746785714285716,3.5178704081632652,2.6885714285714286,2.0265538461538455,2.6003152590514005
25-1042.00,"Biological Science Teachers, Postsecondary",2.6218315270935952,2.9278885714285714,2.518543478260869,1.331845714285714,3.562577346938775,2.662857142857143,2.152573626373626,2.6073410086012716
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.6992221674876853,2.9234199999999997,2.5020534161490686,1.4840142857142853,3.40393081632653,2.524285714285714,2.077007326007325,2.5690009595167087
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.649412807881774,3.0433657142857147,2.1715242236024848,1.7356285714285717,3.5387930612244896,2.6757142857142857,2.283376190476191,2.653100302726188
25-1052.00,"Chemistry Teachers, Postsecondary",2.639626108374384,3.1396542857142853,2.1090273291925468,1.4654842857142851,3.578725918367347,2.801428571428571,2.3144670329670327,2.6686078775898547
25-1053.00,"Environmental Science Teachers, Postsecondary",2.690944827586207,3.0929600000000006,2.288371428571428,1.708224285714286,3.5559867346938776,2.605714285714286,2.2887472527472523,2.665098250825529
25-1054.00,"Physics Teachers, Postsecondary",2.582253694581281,2.9089,2.3267484472049693,1.7148142857142856,3.6025089795918364,2.4957142857142856,2.2730523809523797,2.6083063887036073
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",2.531410344827586,2.8906542857142856,2.3277267080745347,1.8733428571428568,3.530531428571429,2.6042857142857145,2.0854875457875464,2.596676640114009
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2.8324857142857147,3.0138,1.9838484472049691,1.8003914285714289,3.7205679591836733,2.5242857142857145,2.2432575091575098,2.6547978078288175
25-1063.00,"Economics Teachers, Postsecondary",2.7761832512315268,3.057371428571429,2.1320062111801237,2.147424285714286,3.7467159183673466,2.545714285714286,2.542498168498168,2.7555012218325685
25-1064.00,"Geography Teachers, Postsecondary",2.7932812807881775,2.991062857142857,2.236890062111801,1.992778571428571,3.6527908163265304,2.7028571428571433,2.2848717948717954,2.7218393042948694
25-1065.00,"Political Science Teachers, Postsecondary",2.858177832512315,3.095174285714285,2.124329813664596,1.978707142857143,3.779120612244898,2.5542857142857143,2.37014652014652,2.7365537261020196
25-1066.00,"Psychology Teachers, Postsecondary",2.686063054187192,3.0725114285714286,2.2712801242236025,1.7304771428571426,3.7388544897959184,2.6314285714285717,2.07182967032967,2.66185023742642
25-1067.00,"Sociology Teachers, Postsecondary",2.8047423645320197,3.0416942857142857,2.3032142857142857,1.868105714285714,3.758248571428571,2.817142857142857,2.3829871794871798,2.77871143160288
25-1071.00,"Health Specialties Teachers, Postsecondary",2.697425615763547,3.084485714285714,2.207187577639751,1.444575714285714,3.613011632653061,2.5900000000000003,2.1412791208791195,2.613606641729763
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",2.608630541871922,3.0790114285714285,2.533876397515528,1.2110442857142858,3.4304630612244895,2.9499999999999997,1.8783117216117224,2.613954581314916
25-1081.00,"Education Teachers, Postsecondary",2.812983743842365,3.150685714285714,2.226910559006211,1.5385057142857144,3.6908636734693876,3.0142857142857147,2.1681087912087915,2.7527950586072745
25-1082.00,"Library Science Teachers, Postsecondary",2.7908684729064044,3.066448571428572,2.3045670807453416,1.7267699999999997,3.735294489795918,2.5742857142857143,2.2862608058608056,2.6998217019304316
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2.8736926108374385,3.1714714285714285,2.0371565217391305,1.7153271428571428,3.648508775510204,2.7271428571428578,2.3728351648351653,2.730653134851334
25-1112.00,"Law Teachers, Postsecondary",2.7861512315270933,3.0217714285714288,2.0633770186335405,1.8043714285714292,3.758091224489796,2.4857142857142853,2.313945054945055,2.66591154279336
25-1113.00,"Social Work Teachers, Postsecondary",2.7031926108374384,3.0298371428571427,2.1325546583850925,1.81684,3.7387973469387754,2.3985714285714286,2.0660919413919414,2.6053416078565896
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",2.837811330049261,2.6338914285714283,1.9686310559006213,1.9002857142857144,3.5272455102040814,2.527142857142857,2.0776311355311363,2.553807159100591
25-1122.00,"Communications Teachers, Postsecondary",2.8630561576354685,3.119537142857143,2.1285186335403727,1.6755685714285717,3.715310612244898,2.6142857142857143,2.277811721611721,2.699623208506422
25-1123.00,"English Language and Literature Teachers, Postsecondary",2.771757142857143,2.9343228571428575,2.0637832298136645,1.9276842857142862,3.7612420408163265,2.48,2.1984179487179487,2.6450077499829363
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",2.9670630541871925,3.1325028571428573,1.8601888198757763,2.1513742857142857,3.7514908163265304,2.1657142857142855,2.5243245421245413,2.6906063581690316
25-1125.00,"History Teachers, Postsecondary",2.826862068965517,3.0355542857142854,2.2663403726708076,1.9683171428571429,3.7406004081632656,2.924285714285714,2.403921245421245,2.8093635956495846
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",2.8605546798029557,3.1454914285714284,2.0148627329192546,1.8810628571428576,3.791207959183673,2.7342857142857144,2.379563369963369,2.762972317491568
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",2.9073123152709366,3.2863285714285713,2.042093167701863,1.7386585714285716,3.7002822448979593,2.9985714285714287,2.3432197802197803,2.813360896399916
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",2.8757315270935964,3.2040314285714286,2.171699378881987,1.5188357142857143,3.5718722448979587,2.611428571428571,2.1090673992673996,2.6554446135770418
25-1194.00,"Career/Technical Education Teachers, Postsecondary",2.9327374384236453,3.177237142857143,2.108155279503105,1.8510785714285714,3.3357602040816325,2.64,2.271909890109891,2.681570086414015
25-2011.00,"Preschool Teachers, Except Special Education",3.197926108374384,3.2146942857142857,1.5337223602484473,2.1197914285714288,3.4246067346938784,2.287142857142857,2.5595483516483517,2.6822962723751935
25-2012.00,"Kindergarten Teachers, Except Special Education",2.9419000000000004,3.0420371428571427,1.8703695652173915,1.8061542857142863,3.422021836734693,2.567142857142857,2.282901831501832,2.6344100781857893
25-2021.00,"Elementary School Teachers, Except Special Education",2.8097931034482757,2.9756171428571427,1.8696552795031052,1.6997799999999996,3.4980395918367337,2.474285714285714,2.0411582417582417,2.550491882792513
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",2.7958492610837435,3.019371428571429,2.118976397515528,1.662077142857143,3.5510895918367344,2.4171428571428573,2.1116758241758236,2.5832318413159983
25-2023.00,"Career/Technical Education Teachers, Middle School",2.9001389162561577,3.035502857142857,2.169993788819876,1.6515299999999997,3.4501804081632645,2.494285714285714,2.2468586080586084,2.625911640182263
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",2.8066995073891627,3.078957142857143,1.996604347826087,1.7424785714285713,3.5235104081632658,2.1942857142857144,2.179121611721612,2.551008735302286
25-2032.00,"Career/Technical Education Teachers, Secondary School",2.6439231527093594,2.6985371428571425,2.3253111801242237,1.4923171428571438,3.2441406122448972,2.71,2.0024058608058604,2.512113847590726
25-2051.00,"Special Education Teachers, Preschool",2.9288596059113305,3.2941542857142854,2.004272670807454,1.8218042857142853,3.401491224489796,2.347142857142857,2.408041758241758,2.6569182982343205
25-2056.00,"Special Education Teachers, Elementary School",2.7789369458128075,2.991828571428571,2.1280763975155277,1.9943314285714284,3.5330583673469396,2.255714285714286,2.2846293040293033,2.6016516180441958
25-2057.00,"Special Education Teachers, Middle School",2.8570049261083748,3.2810457142857143,1.8107018633540375,1.8902014285714288,3.4647432653061223,2.434285714285714,2.278313919413919,2.639113645816809
25-2058.00,"Special Education Teachers, Secondary School",2.795441379310345,3.065865714285714,2.1821968944099375,1.588974285714285,3.5545814285714283,2.3814285714285712,2.089696336996336,2.57924056117271
25-2059.01,Adapted Physical Education Specialists,2.939291133004926,3.087077142857143,1.9778670807453416,1.6366228571428563,3.1726199999999993,2.2685714285714282,2.26165641025641,2.534259982420877
