Member ID,Country,Full Name,Given Names,Surnames,EU Political Group,National Political Group,Multi-Part Given Name,Multi-Part Surname
257012,Spain,Estrella GALÁN,Estrella,GALÁN,The Left group in the European Parliament - GUE/NGL,Movimiento Sumar,0,0
197702,Spain,Lina GÁLVEZ,Lina,GÁLVEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,0
257097,Italy,Alberico GAMBINO,Alberico,GAMBINO,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
28298,Spain,Iratxe GARCÍA PÉREZ,Iratxe,GARCÍA PÉREZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
256970,Netherlands,Raquel GARCÍA HERMIDA-VAN DER WALLE,Raquel,GARCÍA HERMIDA-VAN DER WALLE,Renew Europe Group,Democraten 66,0,1
197628,France,Jean-Paul GARRAUD,Jean-Paul,GARRAUD,Patriots for Europe Group,Rassemblement national,0,0
257032,Poland,Kamila GASIUK-PIHOWICZ,Kamila,GASIUK-PIHOWICZ,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
256986,Cyprus,Geadis GEADI,Geadis,GEADI,European Conservatives and Reformists Group,Εθνικό Λαϊκό Μέτωπο,0,0
257092,Sweden,Hanna GEDIN,Hanna,GEDIN,The Left group in the European Parliament - GUE/NGL,Vänsterpartiet,0,0
183916,Germany,Alexandra GEESE,Alexandra,GEESE,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen,0,0
96833,Germany,Jens GEIER,Jens,GEIER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands,0,0
256939,Germany,Thomas GEISEL,Thomas,GEISEL,Non-attached Members,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,0,0
197794,Italy,Chiara GEMMA,Chiara,GEMMA,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
197416,Cyprus,Giorgos GEORGIOU,Giorgos,GEORGIOU,The Left group in the European Parliament - GUE/NGL,Progressive Party of Working People - Left - New Forces,0,0
96940,Netherlands,Gerben-Jan GERBRANDY,Gerben-Jan,GERBRANDY,Renew Europe Group,Democraten 66,0,0
256901,France,Jean-Marc GERMAIN,Jean-Marc,GERMAIN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste,0,0
256866,Hungary,Gabriella GERZSENYI,Gabriella,GERZSENYI,Group of the European People's Party (Christian Democrats),Tisztelet és Szabadság Párt,0,0
251874,Germany,Niels GEUKING,Niels,GEUKING,Group of the European People's Party (Christian Democrats),Familien-Partei Deutschlands,0,0
124807,Germany,Jens GIESEKE,Jens,GIESEKE,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
125204,Spain,Borja GIMÉNEZ LARRAZ,Borja,GIMÉNEZ LARRAZ,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
125052,Spain,Juan Carlos GIRAUTA VIDAL,Juan Carlos,GIRAUTA VIDAL,Patriots for Europe Group,VOX,1,1
202036,Croatia,Sunčana GLAVAK,Sunčana,GLAVAK,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica,0,0
197443,Germany,Andreas GLÜCK,Andreas,GLÜCK,Renew Europe Group,Freie Demokratische Partei,0,0
197694,France,Raphaël GLUCKSMANN,Raphaël,GLUCKSMANN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Place publique,0,0
840,Luxembourg,Charles GOERENS,Charles,GOERENS,Renew Europe Group,Parti démocratique,0,0
256919,France,Christophe GOMART,Christophe,GOMART,Group of the European People's Party (Christian Democrats),Les Républicains,0,0
257075,Portugal,Isilda GOMES,Isilda,GOMES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista,0,0
256997,Spain,Sandra GÓMEZ LÓPEZ,Sandra,GÓMEZ LÓPEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
257059,Portugal,Bruno GONÇALVES,Bruno,GONÇALVES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista,0,0
257079,Portugal,Sérgio GONÇALVES,Sérgio,GONÇALVES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista,0,0
197718,Spain,Nicolás GONZÁLEZ CASARES,Nicolás,GONZÁLEZ CASARES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
125027,Spain,Esteban GONZÁLEZ PONS,Esteban,GONZÁLEZ PONS,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
257102,Italy,Giorgio GORI,Giorgio,GORI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
257055,Poland,Małgorzata GOSIEWSKA,Małgorzata,GOSIEWSKA,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
97399,Netherlands,Dirk GOTINK,Dirk,GOTINK,Group of the European People's Party (Christian Democrats),Nieuw Sociaal Contract,0,0
204419,France,Sandro GOZI,Sandro,GOZI,Renew Europe Group,Mouvement Démocrate,0,0
124785,Romania,Maria GRAPINI,Maria,GRAPINI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Umanist Social Liberal,0,0
256808,Lithuania,Petras GRAŽULIS,Petras,GRAŽULIS,Europe of Sovereign Nations Group,Tautos ir teisingumo sąjunga,0,0
197549,Czechia,Markéta GREGOROVÁ,Markéta,GREGOROVÁ,Group of the Greens/European Free Alliance,PIRÁTI,0,0
220908,Slovenia,Branko GRIMS,Branko,GRIMS,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka,0,0
94649,France,Catherine GRISET,Catherine,GRISET,Patriots for Europe Group,Rassemblement national,0,0
262021,Poland,Hanna GRONKIEWICZ-WALTZ,Hanna,GRONKIEWICZ-WALTZ,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
197780,Netherlands,Bart GROOTHUIS,Bart,GROOTHUIS,Renew Europe Group,Volkspartij voor Vrijheid en Democratie,0,0
256830,Austria,Elisabeth GROSSMANN,Elisabeth,GROSSMANN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs,0,0
197557,France,Christophe GRUDLER,Christophe,GRUDLER,Renew Europe Group,Mouvement Démocrate,0,0
197618,Italy,Elisabetta GUALMINI,Elisabetta,GUALMINI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
257130,Italy,Cristina GUARDA,Cristina,GUARDA,Group of the Greens/European Free Alliance,Europa Verde - Verdi,0,0
197543,France,Bernard GUETTA,Bernard,GUETTA,Renew Europe Group,Sans parti,0,0
270719,Germany,Martin GÜNTHER,Martin,GÜNTHER,The Left group in the European Parliament - GUE/NGL,DIE LINKE.,0,0
256803,Finland,Maria GUZENINA,Maria,GUZENINA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,0,0
96830,Hungary,Enikő GYŐRI,Enikő,GYŐRI,Patriots for Europe Group,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,0,0
23816,Hungary,András GYÜRK,András,GYÜRK,Patriots for Europe Group,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,0,0
256985,Cyprus,Michalis HADJIPANTELA,Michalis,HADJIPANTELA,Group of the European People's Party (Christian Democrats),Democratic Rally,0,0
197444,Germany,Svenja HAHN,Svenja,HAHN,Renew Europe Group,Freie Demokratische Partei,0,0
198176,Austria,Roman HAIDER,Roman,HAIDER,Patriots for Europe Group,Freiheitliche Partei Österreichs,0,0
197514,Poland,Andrzej HALICKI,Andrzej,HALICKI,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
257033,Denmark,Niels Flemming HANSEN,Niels Flemming,HANSEN,Group of the European People's Party (Christian Democrats),Det Konservative Folkeparti,1,0
256912,France,Rima HASSAN,Rima,HASSAN,The Left group in the European Parliament - GUE/NGL,La France Insoumise,0,0
256842,Austria,Gerald HAUSER,Gerald,HAUSER,Patriots for Europe Group,Freiheitliche Partei Österreichs,0,0
96752,Germany,Martin HÄUSLING,Martin,HÄUSLING,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen,0,0
197646,Romania,Mircea-Gheorghe HAVA,Mircea-Gheorghe,HAVA,Group of the European People's Party (Christian Democrats),Partidul Naţional Liberal,0,0
135511,France,Valérie HAYER,Valérie,HAYER,Renew Europe Group,Renaissance,0,0
125023,Netherlands,Anja HAZEKAMP,Anja,HAZEKAMP,The Left group in the European Parliament - GUE/NGL,Partij voor de Dieren,0,0
197682,Austria,Hannes HEIDE,Hannes,HEIDE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs,0,0
197800,Finland,Eero HEINÄLUOMA,Eero,HEINÄLUOMA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,0,0
198073,Finland,Anna-Maja HENRIKSSON,Anna-Maja,HENRIKSSON,Renew Europe Group,Svenska folkpartiet,0,0
197412,Germany,Niclas HERBST,Niclas,HERBST,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
22418,Spain,Esther HERRANZ GARCÍA,Esther,HERRANZ GARCÍA,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
124895,Poland,Krzysztof HETMAN,Krzysztof,HETMAN,Group of the European People's Party (Christian Democrats),Polskie Stronnictwo Ludowe,0,0
96780,Germany,Monika HOHLMEIER,Monika,HOHLMEIER,Group of the European People's Party (Christian Democrats),Christlich-Soziale Union in Bayern e.V.,0,0
197770,Slovakia,Martin HOJSÍK,Martin,HOJSÍK,Renew Europe Group,Progresívne Slovensko,0,0
197398,Sweden,Pär HOLMGREN,Pär,HOLMGREN,Group of the Greens/European Free Alliance,Miljöpartiet de gröna,0,0
124715,Hungary,György HÖLVÉNYI,György,HÖLVÉNYI,Patriots for Europe Group,Kereszténydemokrata Néppárt,0,0
122978,Spain,Alicia HOMS GINEL,Alicia,HOMS GINEL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
257065,Portugal,Sérgio HUMBERTO,Sérgio,HUMBERTO,Group of the European People's Party (Christian Democrats),Aliança Democrática,0,0
197624,Latvia,Ivars IJABS,Ivars,IJABS,Renew Europe Group,Latvijas attīstībai,0,0
256918,France,Céline IMART,Céline,IMART,Group of the European People's Party (Christian Democrats),Les Républicains,0,0
197392,Sweden,Evin INCIR,Evin,INCIR,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Arbetarepartiet- Socialdemokraterna,0,0
257144,Italy,Paolo INSELVINI,Paolo,INSELVINI,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
257120,Romania,Diana IOVANOVICI ŞOŞOACĂ,Diana,IOVANOVICI ŞOŞOACĂ,Non-attached Members,S.O.S. România,0,1
197516,Poland,Patryk JAKI,Patryk,JAKI,European Conservatives and Reformists Group,Solidarna Polska Zbigniewa Ziobro,0,0
256992,Spain,Hana JALLOUL MURO,Hana,JALLOUL MURO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,1
189065,France,France JAMET,France,JAMET,Patriots for Europe Group,Rassemblement national,0,0
197517,Poland,Adam JARUBAS,Adam,JARUBAS,Group of the European People's Party (Christian Democrats),Polskie Stronnictwo Ludowe,0,0
112747,Croatia,Romana JERKOVIĆ,Romana,JERKOVIĆ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socijaldemokratska partija Hrvatske,0,0
256942,Germany,Marc JONGEN,Marc,JONGEN,Europe of Sovereign Nations Group,Alternative für Deutschland,0,0
257031,Poland,Dariusz JOŃSKI,Dariusz,JOŃSKI,Group of the European People's Party (Christian Democrats),Koalicja Obywatelska,0,0
197627,France,Virginie JORON,Virginie,JORON,Patriots for Europe Group,Rassemblement national,0,0
256898,France,Pierre JOUVET,Pierre,JOUVET,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste,0,0
197447,Slovenia,Irena JOVEVA,Irena,JOVEVA,Renew Europe Group,Gibanje Svoboda,0,0
197840,Lithuania,Rasa JUKNEVIČIENĖ,Rasa,JUKNEVIČIENĖ,Group of the European People's Party (Christian Democrats),Tėvynės sąjunga-Lietuvos krikščionys demokratai,0,0
257022,Spain,Nora JUNCO GARCÍA,Nora,JUNCO GARCÍA,European Conservatives and Reformists Group,Independiente,0,1
256941,Germany,Alexander JUNGBLUTH,Alexander,JUNGBLUTH,Europe of Sovereign Nations Group,Alternative für Deutschland,0,0
257256,Bulgaria,Taner KABILOV,Taner,KABILOV,Non-attached Members,Movement for Rights and Freedoms,0,0
256908,France,François KALFON,François,KALFON,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste,0,0
257007,Slovakia,Erik KALIŇÁK,Erik,KALIŇÁK,Non-attached Members,SMER-Sociálna demokracia,0,0
197491,Estonia,Marina KALJURAND,Marina,KALJURAND,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sotsiaaldemokraatlik Erakond,0,0
96934,Latvia,Sandra KALNIETE,Sandra,KALNIETE,Group of the European People's Party (Christian Democrats),Jaunā Vienotība,0,0
257056,Poland,Mariusz KAMIŃSKI,Mariusz,KAMIŃSKI,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
197839,Bulgaria,Radan KANEV,Radan,KANEV,Group of the European People's Party (Christian Democrats),Democrats for Strong Bulgaria,0,0
197469,Belgium,Assita KANKO,Assita,KANKO,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie,0,0
197401,Sweden,Karin KARLSBRO,Karin,KARLSBRO,Renew Europe Group,Liberalerna,0,0
256900,Luxembourg,Fernand KARTHEISER,Fernand,KARTHEISER,Non-attached Members,Alternativ Demokratesch Reformpartei,0,0
257013,Slovakia,Ľubica KARVAŠOVÁ,Ľubica,KARVAŠOVÁ,Renew Europe Group,Progresívne Slovensko,0,0
191693,Finland,Elsi KATAINEN,Elsi,KATAINEN,Renew Europe Group,Suomen Keskusta,0,0
125068,Greece,Emmanouil KEFALOGIANNIS,Emmanouil,KEFALOGIANNIS,Group of the European People's Party (Christian Democrats),Nea Demokratia,0,0
197818,Ireland,Billy KELLEHER,Billy,KELLEHER,Renew Europe Group,Fianna Fáil Party,0,0
22858,France,Fabienne KELLER,Fabienne,KELLER,Renew Europe Group,Renaissance,0,0
96668,Ireland,Seán KELLY,Seán,KELLY,Group of the European People's Party (Christian Democrats),Fine Gael Party,0,0
249603,Luxembourg,Martine KEMP,Martine,KEMP,Group of the European People's Party (Christian Democrats),Parti chrétien social luxembourgeois,0,0
256890,Belgium,Rudi KENNES,Rudi,KENNES,The Left group in the European Parliament - GUE/NGL,Independent,0,0
256957,Germany,Mary KHAN,Mary,KHAN,Europe of Sovereign Nations Group,Alternative für Deutschland,0,0
256831,Austria,Sophia KIRCHER,Sophia,KIRCHER,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei,0,0
256924,France,Sarah KNAFO,Sarah,KNAFO,Europe of Sovereign Nations Group,Reconquête!,0,0
197528,Czechia,Ondřej KNOTEK,Ondřej,KNOTEK,Patriots for Europe Group,ANO 2011,0,0
270261,Czechia,Jaroslav KNOT,Jaroslav,KNOT,Patriots for Europe Group,ANO 2011,0,0
257037,Poland,Michał KOBOSKO,Michał,KOBOSKO,Renew Europe Group,Polska 2050,0,0
256973,Germany,Stefan KÖHLER,Stefan,KÖHLER,Group of the European People's Party (Christian Democrats),Christlich-Soziale Union in Bayern e.V.,0,0
197523,Poland,Łukasz KOHUT,Łukasz,KOHUT,Group of the European People's Party (Christian Democrats),Independent,0,0
197406,Sweden,Arba KOKALARI,Arba,KOKALARI,Group of the European People's Party (Christian Democrats),Moderaterna,0,0
256846,Czechia,Ondřej KOLÁŘ,Ondřej,KOLÁŘ,Group of the European People's Party (Christian Democrats),TOP 09 a Starostové,0,0
256861,Hungary,Kinga KOLLÁR,Kinga,KOLLÁR,Group of the European People's Party (Christian Democrats),Tisztelet és Szabadság Párt,0,0
220871,Latvia,Rihards KOLS,Rihards,KOLS,European Conservatives and Reformists Group,"Nacionālā apvienība ""Visu Latvijai!"" - ""Tēvzemei un Brīvībai/LNNK""",0,0
23699,Czechia,Kateřina KONEČNÁ,Kateřina,KONEČNÁ,Non-attached Members,Komunistická strana Čech a Moravy,0,0
197525,Poland,Ewa KOPACZ,Ewa,KOPACZ,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
197445,Germany,Moritz KÖRNER,Moritz,KÖRNER,Renew Europe Group,Freie Demokratische Partei,0,0
197699,Greece,Elena KOUNTOURA,Elena,KOUNTOURA,The Left group in the European Parliament - GUE/NGL,Coalition of the Radical Left,0,0
97968,Bulgaria,Andrey KOVATCHEV,Andrey,KOVATCHEV,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria,0,0
256909,Latvia,Vilis KRIŠTOPANS,Vilis,KRIŠTOPANS,Patriots for Europe Group,Latvija pirmajā vietā,0,0
256996,Netherlands,Sebastian KRUIS,Sebastian,KRUIS,Patriots for Europe Group,Partij voor de Vrijheid,0,0
256845,Czechia,Ondřej KRUTÍLEK,Ondřej,KRUTÍLEK,European Conservatives and Reformists Group,Občanská demokratická strana,0,0
261038,Czechia,Tomáš KUBÍN,Tomáš,KUBÍN,Patriots for Europe Group,ANO 2011,0,0
197395,Sweden,Alice KUHNKE,Alice,KUHNKE,Group of the Greens/European Free Alliance,Miljöpartiet de gröna,0,0
256864,Hungary,András Tivadar KULJA,András Tivadar,KULJA,Group of the European People's Party (Christian Democrats),Tisztelet és Szabadság Párt,1,0
198084,Finland,Katri KULMUNI,Katri,KULMUNI,Renew Europe Group,Suomen Keskusta,0,0
124736,Finland,Merja KYLLÖNEN,Merja,KYLLÖNEN,The Left group in the European Parliament - GUE/NGL,Vasemmistoliitto,0,0
124866,Bulgaria,Ilhan KYUCHYUK,Ilhan,KYUCHYUK,Renew Europe Group,Movement for Rights and Freedoms,0,0
197460,Germany,Sergey LAGODINSKY,Sergey,LAGODINSKY,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen,0,0
256865,Hungary,Eszter LAKOS,Eszter,LAKOS,Group of the European People's Party (Christian Democrats),Tisztelet és Szabadság Párt,0,0
197697,France,Aurore LALUCQ,Aurore,LALUCQ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Place publique,0,0
1909,Germany,Bernd LANGE,Bernd,LANGE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands,0,0
197461,Germany,Katrin LANGENSIEPEN,Katrin,LANGENSIEPEN,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen,0,0
198373,Slovakia,Judita LAŠŠÁKOVÁ,Judita,LAŠŠÁKOVÁ,Non-attached Members,SMER-Sociálna demokracia,0,0
256860,Hungary,András LÁSZLÓ,András,LÁSZLÓ,Patriots for Europe Group,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,0,0
256954,Greece,Afroditi LATINOPOULOU,Afroditi,LATINOPOULOU,Patriots for Europe Group,Foní Loyikís,0,0
256899,France,Murielle LAURENT,Murielle,LAURENT,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste,0,0
230085,Italy,Camilla LAURETI,Camilla,LAURETI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
257262,Bulgaria,Rada LAYKOVA,Rada,LAYKOVA,Europe of Sovereign Nations Group,Revival,0,0
257261,Bulgaria,Ilia LAZAROV,Ilia,LAZAROV,Group of the European People's Party (Christian Democrats),Union of Democratic Forces,0,0
257118,Romania,Luis-Vicențiu LAZARUS,Luis-Vicențiu,LAZARUS,Non-attached Members,Dreptate și Frăție,0,0
256920,France,Isabelle LE CALLENNEC,Isabelle,LE CALLENNEC,Group of the European People's Party (Christian Democrats),Les Républicains,0,1
256872,France,Fabrice LEGGERI,Fabrice,LEGGERI,Patriots for Europe Group,Rassemblement national,0,0
95074,Netherlands,Jeroen LENAERS,Jeroen,LENAERS,Group of the European People's Party (Christian Democrats),Christen Democratisch Appèl,0,0
256895,France,Julien LEONARDELLI,Julien,LEONARDELLI,Patriots for Europe Group,Rassemblement national,0,0
23781,Poland,Janusz LEWANDOWSKI,Janusz,LEWANDOWSKI,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
204336,Slovakia,Miriam LEXMANN,Miriam,LEXMANN,Group of the European People's Party (Christian Democrats),Kresťanskodemokratické hnutie,0,0
1927,Germany,Peter LIESE,Peter,LIESE,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
124808,Germany,Norbert LINS,Norbert,LINS,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
197494,France,Nathalie LOISEAU,Nathalie,LOISEAU,Renew Europe Group,Horizons,0,0
96709,Denmark,Morten LØKKEGAARD,Morten,LØKKEGAARD,Renew Europe Group,"Venstre, Danmarks Liberale Parti",0,0
220896,Austria,Reinhold LOPATKA,Reinhold,LOPATKA,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei,0,0
125042,Spain,Javi LÓPEZ,Javi,LÓPEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partit dels Socialistes de Catalunya (PSC-PSOE),0,0
96812,Spain,Juan Fernando LÓPEZ AGUILAR,Juan Fernando,LÓPEZ AGUILAR,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,1,1
28399,Spain,Antonio LÓPEZ-ISTÚRIZ WHITE,Antonio,LÓPEZ-ISTÚRIZ WHITE,Group of the European People's Party (Christian Democrats),Partido Popular,0,1
96675,Sweden,Isabella LÖVIN,Isabella,LÖVIN,Group of the Greens/European Free Alliance,Miljöpartiet de gröna,0,0
257129,Italy,Mimmo LUCANO,Mimmo,LUCANO,The Left group in the European Parliament - GUE/NGL,Alleanza Verdi e Sinistra,0,0
197721,Spain,César LUENA,César,LUENA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,0
96791,Poland,Elżbieta Katarzyna ŁUKACIJEWSKA,Elżbieta Katarzyna,ŁUKACIJEWSKA,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,1,0
257124,Italy,Giuseppe LUPO,Giuseppe,LUPO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
124806,Germany,David MCALLISTER,David,MCALLISTER,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
197493,Estonia,Jaak MADISON,Jaak,MADISON,European Conservatives and Reformists Group,Eesti Keskerakond,0,0
197719,Spain,Cristina MAESTRE,Cristina,MAESTRE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,0
257149,Italy,Lara MAGONI,Lara,MAGONI,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
256868,Hungary,Péter MAGYAR,Péter,MAGYAR,Group of the European People's Party (Christian Democrats),Tisztelet és Szabadság Párt,0,0
91636,Netherlands,Marit MAIJ,Marit,MAIJ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,GroenLinks-PvdA,0,0
257077,Poland,Marlena MALĄG,Marlena,MALĄG,European Conservatives and Reformists Group,Prawo i Sprawiedliwość,0,0
197653,Romania,Claudiu MANDA,Claudiu,MANDA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat,0,0
190713,Austria,Lukas MANDL,Lukas,MANDL,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei,0,0
256824,Greece,Yannis MANIATIS,Yannis,MANIATIS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,PASOK-KINAL,0,0
4395,Italy,Mario MANTOVANI,Mario,MANTOVANI,European Conservatives and Reformists Group,FRATELLI D' ITALIA,0,0
257727,Italy,Pierfrancesco MARAN,Pierfrancesco,MARAN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico,0,0
257082,Poland,Jagna MARCZUŁAJTIS-WALCZAK,Jagna,MARCZUŁAJTIS-WALCZAK,Group of the European People's Party (Christian Democrats),Platforma Obywatelska,0,0
256922,France,Marion MARÉCHAL,Marion,MARÉCHAL,European Conservatives and Reformists Group,Identité Libertés,0,0
197623,France,Thierry MARIANI,Thierry,MARIANI,Patriots for Europe Group,Rassemblement national,0,0
257132,Italy,Ignazio Roberto MARINO,Ignazio Roberto,MARINO,Group of the Greens/European Free Alliance,Independent,1,0
197462,Germany,Erik MARQUARDT,Erik,MARQUARDT,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen,0,0
257029,Spain,Jorge MARTÍN FRÍAS,Jorge,MARTÍN FRÍAS,Patriots for Europe Group,VOX,0,1
257063,Portugal,Catarina MARTINS,Catarina,MARTINS,The Left group in the European Parliament - GUE/NGL,Bloco de Esquerda,0,0
124828,Italy,Fulvio MARTUSCIELLO,Fulvio,MARTUSCIELLO,Group of the European People's Party (Christian Democrats),Forza Italia,0,0
257016,Spain,Vicent MARZÀ IBÁÑEZ,Vicent,MARZÀ IBÁÑEZ,Group of the Greens/European Free Alliance,Compromís,0,1
96936,Spain,Gabriel MATO,Gabriel,MATO,Group of the European People's Party (Christian Democrats),Partido Popular,0,0
208722,Belgium,Sara MATTHIEU,Sara,MATTHIEU,Group of the Greens/European Free Alliance,Groen,0,0
124691,Cyprus,Costas MAVRIDES,Costas,MAVRIDES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Democratic Party,0,0
98341,Bulgaria,Eva MAYDELL,Eva,MAYDELL,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria,0,0
38511,Austria,Georg MAYER,Georg,MAYER,Patriots for Europe Group,Freiheitliche Partei Österreichs,0,0
249982,Slovakia,Milan MAZUREK,Milan,MAZUREK,Europe of Sovereign Nations Group,Hnutie Republika,0,0
197841,Lithuania,Liudas MAŽYLIS,Liudas,MAŽYLIS,Group of the European People's Party (Christian Democrats),Tėvynės sąjunga-Lietuvos krikščionys demokratai,0,0
257300,Ireland,Michael MCNAMARA,Michael,MCNAMARA,Renew Europe Group,Independent,0,0
204418,France,Nora MEBAREK,Nora,MEBAREK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti socialiste,0,0
256980,Germany,Alexandra MEHNERT,Alexandra,MEHNERT,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
197662,Greece,Vangelis MEIMARAKIS,Vangelis,MEIMARAKIS,Group of the European People's Party (Christian Democrats),Nea Demokratia,0,0
256943,Greece,Eleonora MELETI,Eleonora,MELETI,Group of the European People's Party (Christian Democrats),Nea Demokratia,0,0
257053,Portugal,Ana Catarina MENDES,Ana Catarina,MENDES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista,1,0
256994,Spain,Idoia MENDIA,Idoia,MENDIA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español,0,0
256974,Germany,Verena MERTENS,Verena,MERTENS,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands,0,0
236053,France,Marina MESURE,Marina,MESURE,The Left group in the European Parliament - GUE/NGL,La France Insoumise,0,0
118859,Malta,Roberta METSOLA,Roberta,METSOLA,Group of the European People's Party (Christian Democrats),Partit Nazzjonalista,0,0
193292,Luxembourg,Tilly METZ,Tilly,METZ,Group of the Greens/European Free Alliance,Déi Gréng - Les Verts,0,0
