O*NET-SOC Code,Title,"Determine Tasks, Priorities and Goals",Frequency of Decision Making,In an Open Vehicle or Operating Equipment,"Indoors, Environmentally Controlled","Indoors, Not Environmentally Controlled",Level of Competition,Physical Proximity,Telephone Conversations,Work Outcomes and Results of Other Workers,Written Letters and Memos,Analyzing Data or Information Combined,Inductive Reasoning Combined,Staffing Organizational Units Combined,Repairing Combined,Systems Analysis Combined,Deductive Reasoning Combined,Repairing and Maintaining Mechanical Equipment Combined,Performing General Physical Activities Combined,Operations Monitoring Combined,"Guiding, Directing, and Motivating Subordinates Combined",Extent Flexibility Combined,Quality Control Analysis Combined,Selling or Influencing Others Combined,Rate Control Combined,Mathematics Combined,Wrist-Finger Speed Combined,Science Combined,Problem Sensitivity Combined,Establishing and Maintaining Interpersonal Relationships Combined,Complex Problem Solving Combined,Equipment Selection Combined,Assisting and Caring for Others Combined,Glare Sensitivity Combined,Learning Strategies Combined,Sound Localization Combined,Speed of Closure Combined,Repairing and Maintaining Electronic Equipment Combined,Developing Objectives and Strategies Combined,Fluency of Ideas Combined,Speaking Combined,Visual Color Discrimination Combined,Written Expression Combined,Operations Analysis Combined,Making Decisions and Solving Problems Combined,Mathematical Reasoning Combined,Providing Consultation and Advice to Others Combined,Response Orientation Combined,"Monitoring Processes, Materials, or Surroundings Combined",Controlling Machines and Processes Combined,Flexibility of Closure Combined,Night Vision Combined,Installation Combined,Number Facility Combined,"Operating Vehicles, Mechanized Devices, or Equipment Combined",Speed of Limb Movement Combined,Judgment and Decision Making Combined,Coordinating the Work and Activities of Others Combined,Memorization Combined,Time Management Combined,Management of Personnel Resources Combined,Selective Attention Combined,Auditory Attention Combined,Dynamic Flexibility Combined,Management of Material Resources Combined,Time Sharing Combined,Category Flexibility Combined,Thinking Creatively Combined,Interpreting the Meaning of Information for Others Combined,Updating and Using Relevant Knowledge Combined,Oral Comprehension Combined,Troubleshooting Combined,Reading Comprehension Combined,Active Learning Combined,Monitoring Combined,"Identifying Objects, Actions, and Events Combined","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment Combined",Critical Thinking Combined,Equipment Maintenance Combined,Speech Recognition Combined,Systems Evaluation Combined,Speech Clarity Combined,Management of Financial Resources Combined,Active Listening Combined,Scheduling Work and Activities Combined,Written Comprehension Combined,Operation and Control Combined,Performing Administrative Activities Combined,"Judging the Qualities of Objects, Services, or People Combined","Organizing, Planning, and Prioritizing Work Combined",Oral Expression Combined,Monitoring and Controlling Resources Combined
41-9022.00,Real Estate Sales Agents,4.71,4.35,1.05,3.95,2.29,4.85,3.84,4.95,2.89,4.26,2.496428571428572,1.9842857142857144,1.6094285714285714,1.0,1.6364285714285711,2.2471428571428573,1.09,1.6222142857142856,1.1607142857142858,1.975,1.0089285714285714,1.32,3.4938571428571428,1.0942857142857143,1.9842857142857144,1.0442857142857145,1.0020571428571428,2.0,3.705428571428572,1.9085714285714288,1.0,2.2462285714285715,1.1071428571428572,1.51,1.1106285714285715,1.595,1.1328571428571428,2.378,1.8914285714285717,2.7142857142857144,1.6364285714285711,2.0608,1.1339285714285714,3.325857142857142,1.8571428571428568,2.690714285714286,1.0942857142857143,2.1894285714285715,1.102,1.8571428571428568,1.12,1.0,1.8057142857142856,1.9565714285714289,1.0357142857142856,2.205357142857143,2.464285714285714,1.6364285714285711,2.0608,1.6875,1.5785714285714287,1.2036571428571428,1.0020571428571428,1.147857142857143,1.5357142857142858,1.9449142857142856,2.746642857142857,2.256,3.2286571428571427,2.7142857142857144,1.0942857142857143,2.36,1.9842857142857144,1.8571428571428568,2.317171428571428,1.0935,2.4971428571428573,1.0,2.645714285714285,1.6942857142857144,2.3906285714285715,1.3392000000000002,2.7142857142857144,2.7278571428571428,2.645714285714285,1.1607142857142858,2.5028571428571427,2.1660000000000004,3.5362857142857145,2.7142857142857144,1.7971428571428572
41-9031.00,Sales Engineers,4.42,4.56,1.18,4.65,1.57,3.72,2.13,4.87,3.56,2.76,2.489928571428571,2.7142857142857144,1.0967285714285715,1.0,2.4522285714285714,2.7142857142857144,1.1002571428571428,1.0956571428571429,1.22,1.5451428571428572,1.0,1.22,3.5232,1.0,2.0342857142857143,1.0442857142857145,1.32,2.571428571428571,3.048571428571429,2.645714285714285,1.1257142857142857,1.207142857142857,1.0,1.9657142857142855,1.0,1.8571428571428568,1.1324285714285711,2.2246428571428574,2.4971428571428573,2.894285714285714,1.5357142857142858,2.6950857142857143,1.6875,2.893214285714286,2.096342857142857,2.6596,1.0,1.4252285714285713,1.141,1.7734857142857143,1.0,1.0,2.2471428571428573,1.1007428571428572,1.0,2.7142857142857144,1.5759571428571428,1.8914285714285717,2.1142857142857143,1.6942857142857144,1.7734857142857143,1.2142857142857144,1.0,1.4249999999999998,1.6063428571428573,2.4971428571428573,2.812142857142857,2.389771428571428,2.9721,3.091428571428572,1.1607142857142858,3.091428571428572,2.6185714285714288,1.94,2.948928571428572,1.4515857142857145,2.7142857142857144,1.0,2.7142857142857144,2.3392857142857144,2.8363428571428573,1.4691999999999998,2.765714285714286,1.6918571428571427,2.98,1.0885714285714283,1.7439999999999998,2.118,2.8334857142857146,3.2285714285714286,1.2027571428571429
41-9041.00,Telemarketers,3.43,3.25,1.05,4.51,1.21,3.94,3.38,4.93,2.44,2.49,2.726142857142857,1.6063428571428573,1.0081714285714285,1.0,1.0942857142857143,1.655,1.072,1.0212571428571429,1.0089285714285714,1.6485142857142856,1.0,1.0020571428571428,4.1625,1.0,1.0271428571428571,1.0549142857142857,1.0,1.7036571428571428,3.0118,1.394285714285714,1.0,2.512,1.0,1.0535714285714286,1.0,1.0803571428571428,1.144,2.5046285714285714,1.4017857142857142,2.671428571428572,1.0442857142857145,1.7200000000000002,1.0206285714285714,2.9414285714285717,1.0664285714285715,1.882,1.0,2.1328,1.233942857142857,1.157142857142857,1.0,1.0,1.1071428571428572,1.043,1.0,1.4179428571428572,1.5832285714285717,1.1885714285714286,1.4179428571428572,1.0992,1.7934857142857146,1.2592,1.0,1.0089285714285714,1.3392000000000002,1.4017857142857142,2.480457142857143,2.2455857142857143,3.2824,2.607142857142857,1.0,2.044642857142857,1.231428571428571,1.3785714285714286,2.8685714285714288,1.0445714285714285,1.8914285714285717,1.0,2.31,1.077942857142857,2.4732142857142856,1.0089285714285714,2.662857142857143,1.970457142857143,1.9085714285714288,1.0020571428571428,1.5978571428571429,1.9965714285714289,2.734857142857143,2.607142857142857,1.134
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4.75,2.92,1.0,2.83,1.83,3.21,3.67,4.55,2.21,3.14,1.1357714285714289,1.7200000000000002,1.4968571428571429,1.0,1.25,1.7734857142857143,1.0036,1.2494857142857143,1.0206285714285714,2.1437857142857144,1.0,1.0020571428571428,3.342342857142857,1.0,1.1408,1.0357142857142856,1.0,1.7734857142857143,3.1283142857142856,1.5207142857142857,1.0,1.4026,1.0,1.3571428571428572,1.0,1.12,1.0190571428571429,1.6828571428571428,1.8057142857142856,2.4485714285714284,1.1071428571428572,1.872228571428572,1.12,1.5525,1.2592,1.6692999999999998,1.0,1.6059714285714286,1.0348,1.2208,1.0020571428571428,1.0,1.2857142857142856,1.2017857142857142,1.0,1.822857142857143,1.6765,1.3785714285714286,1.7200000000000002,1.1734857142857142,1.51,1.0535714285714286,1.0,1.1339285714285714,1.4542857142857144,1.5892857142857142,1.6821714285714284,1.3409142857142855,1.7485714285714289,2.4893714285714283,1.0,1.7857142857142856,1.6063428571428573,1.7200000000000002,1.5022000000000002,1.0020571428571428,1.837942857142857,1.0,2.25,1.32,2.25,1.077942857142857,2.0608,1.9101428571428567,1.8571428571428568,1.0336571428571428,1.8859428571428567,1.417142857142857,2.5635,2.607142857142857,1.3875000000000002
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,4.41,3.96,1.01,3.83,1.35,2.94,2.89,4.93,4.36,3.6,2.715628571428572,2.1607142857142856,2.524285714285714,1.0,1.8571428571428568,2.354914285714286,1.1607142857142858,1.6265714285714288,1.3571428571428572,2.677,1.0442857142857145,1.7385714285714284,1.5237142857142858,1.0,1.6875,1.0357142857142856,1.0,2.422142857142857,2.762714285714286,2.105,1.0,2.1356714285714284,1.0,2.4035714285714285,1.0,1.5508,1.1675714285714285,2.186871428571429,2.02,2.7142857142857144,1.3008,2.645714285714285,1.4928571428571429,2.9305857142857143,1.6875,2.3690857142857142,1.0,2.532142857142857,1.4313,1.595,1.0,1.0,1.6665142857142858,1.170542857142857,1.0,2.225714285714286,2.571142857142857,1.5357142857142858,2.4732142857142856,2.4732142857142856,1.7485714285714289,1.595,1.0,1.655,1.7734857142857143,1.9642857142857144,2.387928571428571,2.0910285714285712,2.59,2.782857142857143,1.197142857142857,2.607142857142857,2.4732142857142856,2.7142857142857144,2.5255714285714284,1.0491428571428572,2.596342857142857,1.0,2.44,1.9085714285714288,2.5428571428571427,1.5614285714285714,2.662857142857143,2.407342857142857,2.7142857142857144,1.0042857142857142,2.261257142857142,2.4795,2.850542857142857,2.7142857142857144,2.4795
43-2011.00,"Switchboard Operators, Including Answering Service",3.55,4.49,1.04,4.33,1.22,2.44,3.75,5.0,2.55,3.8,1.345214285714286,1.7142857142857144,1.048042857142857,1.0,1.231428571428571,1.7485714285714289,1.0087428571428572,1.0185,1.197142857142857,1.2325,1.0,1.0664285714285715,1.0150571428571429,1.0,1.157142857142857,1.1408,1.0,1.7385714285714284,1.9660571428571432,1.4542857142857144,1.0,1.4642,1.0,1.268571428571429,1.0,1.4691999999999998,1.0420571428571428,1.0492142857142857,1.268571428571429,2.184914285714286,1.1785714285714286,1.822857142857143,1.0271428571428571,1.7437142857142858,1.1257142857142857,1.2271857142857143,1.0885714285714283,1.7549285714285716,1.0087428571428572,1.3571428571428572,1.0,1.0,1.22,1.0085,1.0,1.4906285714285716,1.2005714285714286,1.3785714285714286,1.5625,1.1734857142857142,1.7208,1.5,1.0,1.0,1.5508,1.4821428571428572,1.1354714285714285,1.1849571428571428,1.866442857142857,2.671428571428572,1.0357142857142856,1.822857142857143,1.4821428571428572,1.6714285714285717,2.4627285714285714,1.0054857142857143,1.6875,1.0,2.7142857142857144,1.1106285714285715,2.662857142857143,1.0,2.2857142857142856,1.2442571428571427,1.822857142857143,1.0803571428571428,2.188,1.4150714285714288,1.2854285714285714,2.782857142857143,1.2697142857142858
43-2021.00,Telephone Operators,3.69,4.18,1.0,4.27,1.02,2.7,2.9,5.0,3.12,2.97,1.7032428571428573,1.7385714285714284,1.2834285714285714,1.0,1.231428571428571,1.7036571428571428,1.0502714285714283,1.193757142857143,1.0942857142857143,1.2724428571428572,1.0,1.0020571428571428,1.0702,1.0664285714285715,1.1106285714285715,1.0549142857142857,1.0,1.822857142857143,2.547357142857143,1.5785714285714287,1.0,1.9980142857142855,1.0,1.2857142857142856,1.0,1.3392000000000002,1.3354,1.5765142857142858,1.22,2.4485714285714284,1.1408,1.655,1.0020571428571428,1.7106,1.197142857142857,1.3275,1.0357142857142856,1.7880714285714288,1.2398,1.4542857142857144,1.0,1.0,1.1734857142857142,1.0210857142857144,1.0,1.335714285714286,1.117,1.2142857142857144,1.4285714285714286,1.25,1.8571428571428568,1.4285714285714286,1.0,1.0206285714285714,1.2857142857142856,1.4821428571428572,1.4618857142857145,2.1161142857142856,2.6056857142857144,2.551428571428572,1.0,1.822857142857143,1.3571428571428572,1.5625,2.0585714285714287,1.0886857142857145,1.822857142857143,1.0,2.765714285714286,1.1408,2.607142857142857,1.0206285714285714,2.551428571428572,1.6312,1.8571428571428568,1.0089285714285714,1.3843,1.8292857142857144,1.8718285714285716,2.671428571428572,1.1497142857142857
43-3011.00,Bill and Account Collectors,3.37,4.27,1.0,4.83,1.09,3.52,2.79,4.62,2.61,3.75,1.5194285714285716,1.837942857142857,1.0644285714285715,1.0,1.4249999999999998,1.7734857142857143,1.0062142857142855,1.1286571428571428,1.1257142857142857,1.4807428571428574,1.0,1.077942857142857,1.1904285714285714,1.0,1.6063428571428573,1.0135714285714286,1.0,1.8571428571428568,2.4116285714285715,1.7734857142857143,1.0,1.3997714285714289,1.0,1.3392000000000002,1.0,1.302857142857143,1.0123,1.5234142857142858,1.5892857142857142,2.4893714285714283,1.2142857142857144,2.25,1.0042857142857142,2.165057142857143,1.6063428571428573,1.3117714285714286,1.0,1.903142857142857,1.0239571428571428,1.5677714285714286,1.0,1.0,1.6875,1.0013571428571428,1.0,1.7385714285714284,1.2952857142857144,1.3392000000000002,1.822857142857143,1.32,1.8571428571428568,1.3392000000000002,1.0,1.0357142857142856,1.3785714285714286,1.8571428571428568,1.4270285714285715,1.3927428571428573,1.894,2.524285714285714,1.0357142857142856,2.096342857142857,1.7385714285714284,1.822857142857143,1.897,1.007542857142857,2.06,1.0,2.1228571428571428,1.2857142857142856,2.1228571428571428,1.0535714285714286,2.4893714285714283,1.5646857142857142,2.4035714285714285,1.0,1.9527142857142856,1.4704285714285714,2.807928571428572,2.524285714285714,1.3349857142857144
43-3021.00,Billing and Posting Clerks,4.18,3.61,1.0,4.1,1.0,2.02,2.59,4.72,2.3,3.71,1.9984,1.8914285714285717,1.0362428571428572,1.062857142857143,1.3785714285714286,2.023657142857143,1.0130285714285714,1.0634285714285714,1.1734857142857142,1.1525714285714286,1.0,1.12,1.0552714285714286,1.0,1.9257142857142855,1.4435714285714285,1.0020571428571428,2.0028571428571427,1.6475142857142857,1.7036571428571428,1.0271428571428571,1.4068571428571428,1.0,1.5165142857142857,1.0020571428571428,1.4691999999999998,1.0124,1.3035428571428571,1.32,1.9449142857142856,1.1339285714285714,2.02,1.0135714285714286,2.1642714285714284,1.7385714285714284,1.2467428571428572,1.0042857142857142,1.6642857142857144,1.0666,1.7036571428571428,1.0,1.0,1.9085714285714288,1.0462,1.0,1.7385714285714284,1.4478571428571427,1.5614285714285714,1.8328571428571427,1.3785714285714286,1.625,1.28,1.0,1.077942857142857,1.32,1.9085714285714288,1.4778285714285713,1.4889285714285714,3.0349857142857144,2.19,1.0885714285714283,2.265085714285714,1.655,1.7934857142857146,1.5638714285714284,1.014857142857143,1.9842857142857144,1.0271428571428571,2.1492,1.4017857142857142,1.9642857142857144,1.062857142857143,2.023657142857143,1.4554,2.216428571428572,1.0714285714285714,2.0410714285714286,1.120342857142857,2.5581714285714288,2.3392857142857144,1.062857142857143
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3.8,3.92,1.0,4.81,1.34,2.76,2.77,4.79,2.97,3.79,2.0376142857142856,1.9842857142857144,1.2435714285714283,1.0,1.3392000000000002,1.8914285714285717,1.0046428571428572,1.082642857142857,1.0549142857142857,1.2106,1.0,1.0020571428571428,1.0822857142857143,1.0,2.1492,1.077942857142857,1.0020571428571428,2.071428571428572,2.9305000000000003,1.7734857142857143,1.0,1.2850285714285714,1.0,1.268571428571429,1.0,1.4017857142857142,1.007528571428571,1.6167857142857145,1.32,1.9449142857142856,1.1607142857142858,2.354914285714286,1.0206285714285714,2.3817142857142857,2.596342857142857,1.4704000000000002,1.0,2.065142857142857,1.1754571428571428,1.7200000000000002,1.0,1.0,2.3857142857142857,1.0154285714285711,1.0,1.7200000000000002,1.5652,1.4435714285714285,1.822857142857143,1.32,1.822857142857143,1.157142857142857,1.0,1.0942857142857143,1.2857142857142856,1.9085714285714288,1.5638285714285716,1.615,2.4221714285714286,2.7142857142857144,1.0,2.205357142857143,1.78,1.822857142857143,2.4811428571428573,1.0021857142857142,2.044642857142857,1.0,1.9449142857142856,1.3392000000000002,1.9285714285714288,1.25,2.205357142857143,1.6724,2.596342857142857,1.0020571428571428,2.2787428571428574,1.4023857142857143,2.862157142857143,2.3392857142857144,1.7883857142857145
43-3041.00,Gambling Cage Workers,3.0,3.98,1.0,4.93,1.25,2.94,4.06,3.34,3.05,2.97,1.789942857142857,1.8571428571428568,1.3336142857142856,1.0,1.197142857142857,2.0028571428571427,1.2112,1.9021,1.24,1.8325714285714283,1.3571428571428572,1.25,1.1077714285714286,1.0089285714285714,1.9257142857142855,1.0357142857142856,1.0,2.1677714285714287,2.1492,1.4017857142857142,1.0,1.3712571428571427,1.0,1.4179428571428572,1.0,1.302857142857143,1.312142857142857,1.3537857142857144,1.3392000000000002,2.071428571428572,1.231428571428571,1.8571428571428568,1.0020571428571428,2.3914714285714287,1.935714285714286,1.354,1.0020571428571428,1.972214285714286,1.818914285714286,1.4542857142857144,1.0,1.0,2.0779428571428573,1.0185142857142857,1.0135714285714286,1.6391999999999998,2.056,1.5207142857142857,1.7857142857142856,1.4017857142857142,1.9085714285714288,1.542142857142857,1.0,1.0535714285714286,1.542142857142857,1.7734857142857143,1.2964,1.8352,2.17,2.5428571428571427,1.0271428571428571,1.8571428571428568,1.4435714285714285,1.8571428571428568,2.266971428571429,1.0819,1.9285714285714288,1.0,2.0028571428571427,1.1785714285714286,2.178571428571429,1.1257142857142857,2.0028571428571427,1.35,1.9085714285714288,1.197142857142857,1.7296,1.6326999999999998,1.7505714285714284,2.596342857142857,1.6903857142857144
43-3051.00,Payroll and Timekeeping Clerks,3.64,3.86,1.0,4.43,1.14,2.42,2.7,4.69,2.23,4.0,2.2215000000000003,1.9085714285714288,1.3320857142857143,1.0,1.36,1.9085714285714288,1.028757142857143,1.1320857142857144,1.1257142857142857,1.1988571428571428,1.0,1.0664285714285715,1.0873,1.0,2.0028571428571427,1.0942857142857143,1.0,2.044642857142857,2.6724,1.8571428571428568,1.0,1.7437142857142858,1.0,1.467857142857143,1.0,1.302857142857143,1.036,1.4375,1.3392000000000002,1.9449142857142856,1.16,2.375,1.0135714285714286,2.3362,2.2071428571428573,1.3922285714285714,1.0,1.846857142857143,1.1548,1.655,1.0,1.0,2.1492,1.0393142857142856,1.0,1.7734857142857143,1.317942857142857,1.32,1.8057142857142856,1.2857142857142856,1.822857142857143,1.1785714285714286,1.0,1.0,1.302857142857143,1.7734857142857143,1.7933285714285714,1.8022285714285715,2.5505714285714287,2.596342857142857,1.0,2.5428571428571427,1.7200000000000002,1.8571428571428568,2.2912428571428576,1.028757142857143,1.9449142857142856,1.0,1.8914285714285717,1.268571428571429,1.8914285714285717,1.0089285714285714,2.327857142857143,1.5002142857142855,2.596342857142857,1.0,3.027928571428572,1.4408,2.756571428571428,2.4522285714285714,1.1311
43-3061.00,Procurement Clerks,4.36,4.46,1.15,3.8,2.13,1.76,3.01,4.94,2.61,3.14,2.2192428571428566,2.071428571428572,1.272571428571429,1.0,1.4249999999999998,2.1142857142857143,1.0471428571428572,1.3948714285714283,1.0089285714285714,1.4732571428571428,1.0357142857142856,1.077942857142857,1.323,1.0,1.68,1.0357142857142856,1.0,2.1142857142857143,2.9714714285714283,2.1142857142857143,1.0,1.5948285714285713,1.0,1.4691999999999998,1.0,1.32,1.1575,1.8307,1.6391999999999998,2.662857142857143,1.197142857142857,2.225714285714286,1.157142857142857,2.319742857142857,1.872228571428572,1.5810000000000002,1.0,1.7357714285714287,1.3162857142857145,1.3785714285714286,1.0,1.0,1.5357142857142858,1.087942857142857,1.0,2.1142857142857143,1.5450285714285714,1.268571428571429,1.8571428571428568,1.6875,1.6391999999999998,1.2142857142857144,1.0,1.4179428571428572,1.4285714285714286,1.822857142857143,1.6278142857142857,1.5965714285714283,2.720085714285714,2.662857142857143,1.0,2.7142857142857144,2.1635714285714283,2.1228571428571428,1.9261285714285716,1.0732857142857144,2.4732142857142856,1.0,2.02,1.3571428571428572,2.1228571428571428,1.5165142857142857,2.645714285714285,2.1362,2.645714285714285,1.0,2.6185,1.5676857142857143,2.5686,2.7142857142857144,2.047
43-3071.00,Tellers,3.77,4.33,1.1,4.69,1.16,3.31,4.02,4.88,3.2,3.42,2.643142857142857,1.8914285714285717,1.2844285714285717,1.0,1.3392000000000002,1.9842857142857144,1.1242857142857143,1.5004571428571427,1.2857142857142856,1.5794285714285714,1.0664285714285715,1.1885714285714286,2.457057142857143,1.1257142857142857,1.7857142857142856,1.231428571428571,1.0,2.216428571428572,3.326857142857143,1.7734857142857143,1.0,2.007542857142857,1.0,1.4464285714285716,1.0,1.4821428571428572,1.3631142857142855,1.6748714285714286,1.6391999999999998,1.9642857142857144,1.4017857142857142,1.9642857142857144,1.0042857142857142,2.4892000000000003,1.9085714285714288,1.6222142857142856,1.062857142857143,2.180285714285714,1.8397,1.7036571428571428,1.0,1.0,2.283657142857143,1.1441,1.0357142857142856,1.7734857142857143,1.7416714285714288,1.3392000000000002,1.822857142857143,1.4435714285714285,1.9642857142857144,1.2592,1.0,1.062857142857143,1.7734857142857143,1.8571428571428568,1.725142857142857,2.193142857142857,2.968,2.607142857142857,1.0442857142857145,1.9842857142857144,1.8057142857142856,1.9449142857142856,2.388,1.1746,1.9842857142857144,1.0,2.4893714285714283,1.4435714285714285,2.422142857142857,1.0885714285714283,2.2928571428571427,1.8791285714285717,2.0028571428571427,1.197142857142857,1.6675,2.2896,2.489057142857143,2.596342857142857,1.5785999999999998
43-4011.00,Brokerage Clerks,4.11,3.89,1.0,4.54,1.0,2.81,3.71,5.0,2.69,2.76,2.058,1.9449142857142856,1.0068714285714286,1.0,1.5693714285714286,2.205357142857143,1.0000571428571428,1.0447857142857142,1.1408,1.138,1.0,1.0020571428571428,1.4475142857142858,1.0,2.0,1.0135714285714286,1.0,2.0608,2.914228571428572,1.7734857142857143,1.0,1.2445,1.0,1.6364285714285711,1.0,1.5785714285714287,1.0000285714285717,1.3426428571428572,1.5508,2.4893714285714283,1.268571428571429,2.354914285714286,1.0803571428571428,2.1839285714285714,1.9085714285714288,1.3418857142857143,1.0,1.5901428571428573,1.018,1.7385714285714284,1.0,1.0,2.1357142857142857,1.0007142857142857,1.0,1.822857142857143,1.2574,1.51,2.1142857142857143,1.4906285714285716,1.9085714285714288,1.32,1.0,1.1257142857142857,1.6875,1.8057142857142856,1.3011285714285714,1.764342857142857,2.295,2.662857142857143,1.0,2.4732142857142856,1.8571428571428568,1.9085714285714288,2.1832,1.0000142857142855,2.2308,1.0,2.4035714285714285,1.4821428571428572,2.31,1.1785714285714286,2.596342857142857,1.2775,2.4732142857142856,1.0042857142857142,1.7215,1.3876,2.1417,2.645714285714285,1.1097142857142857
43-4021.00,Correspondence Clerks,4.59,3.94,1.0,4.3,1.0,2.41,2.96,4.74,3.15,4.04,2.031228571428572,1.9085714285714288,1.0671142857142857,1.0,1.3392000000000002,1.9642857142857144,1.0147428571428572,1.216557142857143,1.0206285714285714,1.3189428571428572,1.0,1.0357142857142856,1.1493142857142855,1.0,1.625,1.231428571428571,1.0089285714285714,2.02,2.667828571428571,1.7385714285714284,1.0,1.652457142857143,1.0,1.5508,1.0,1.6063428571428573,1.053,1.5654,1.8571428571428568,2.25,1.1071428571428572,2.782857142857143,1.0089285714285714,2.330028571428572,1.6063428571428573,1.3813714285714285,1.0,2.036371428571429,1.2085714285714286,1.655,1.0,1.0,1.655,1.0598,1.0,1.9642857142857144,1.5402,1.32,1.822857142857143,1.4017857142857142,1.8571428571428568,1.1885714285714286,1.0,1.0357142857142856,1.335714285714286,1.8571428571428568,1.498342857142857,1.6873142857142858,2.186142857142857,2.524285714285714,1.0,2.571428571428571,1.6875,1.7385714285714284,2.2192,1.0200571428571428,2.275,1.0,1.9085714285714288,1.3392000000000002,1.9792,1.0206285714285714,2.524285714285714,1.6978285714285717,2.7142857142857144,1.0020571428571428,2.6885714285714286,1.502642857142857,3.0051142857142854,2.4522285714285714,1.429
43-4031.00,"Court, Municipal, and License Clerks",4.21,3.63,1.02,4.21,1.2,2.05,3.27,4.85,2.62,4.24,2.0506857142857142,2.0028571428571427,1.1781,1.0089285714285714,1.4821428571428572,2.0608,1.0555428571428571,1.1396428571428572,1.12,1.3471428571428572,1.0,1.12,1.0225857142857142,1.0,1.4179428571428572,1.5625,1.0020571428571428,1.9792,2.6341,1.7036571428571428,1.0271428571428571,1.5610142857142857,1.0,1.5614285714285714,1.0,1.4691999999999998,1.1220142857142856,1.4448714285714286,1.5357142857142858,2.354914285714286,1.1408,2.1492,1.0135714285714286,2.2607142857142857,1.4542857142857144,1.5016000000000005,1.0135714285714286,2.1283857142857143,1.2793857142857143,1.7036571428571428,1.0,1.0,1.4542857142857144,1.0149142857142857,1.0,1.7485714285714289,1.5833714285714289,1.5357142857142858,1.9085714285714288,1.655,1.6391999999999998,1.231428571428571,1.0,1.0714285714285714,1.51,1.8328571428571427,1.5333142857142856,1.6197428571428572,2.688,2.4893714285714283,1.0178571428571428,2.2308,1.6063428571428573,1.822857142857143,1.8943142857142856,1.0468,2.086428571428572,1.0089285714285714,2.2071428571428573,1.4017857142857142,2.0608,1.1339285714285714,2.354914285714286,1.7879999999999998,2.2928571428571427,1.0535714285714286,2.180457142857142,1.3953428571428572,2.516114285714285,2.4732142857142856,1.3236571428571429
43-4041.00,"Credit Authorizers, Checkers, and Clerks",4.53,4.51,1.0,4.12,2.04,3.24,3.48,5.0,3.73,4.5,2.2084,2.0028571428571427,1.1821428571428572,1.0,1.28,2.0028571428571427,1.0013571428571428,1.0521714285714283,1.0,1.3827142857142856,1.0,1.0135714285714286,1.6969999999999998,1.0,1.5357142857142858,1.2208,1.0020571428571428,2.071428571428572,3.0284,1.5625,1.0,1.3888,1.0942857142857143,1.4821428571428572,1.0,1.4821428571428572,1.0117,1.7373571428571428,1.4017857142857142,2.31,1.0885714285714283,1.9842857142857144,1.0089285714285714,2.4625142857142857,1.5785714285714287,1.1995428571428572,1.0,1.3685714285714283,1.0128142857142857,1.7200000000000002,1.0,1.0,1.5785714285714287,1.0070428571428571,1.0,1.9285714285714288,1.819057142857143,1.36,1.8328571428571427,1.5508,1.5785714285714287,1.2208,1.0,1.1339285714285714,1.3571428571428572,1.7200000000000002,1.4178571428571427,2.187828571428572,3.0022857142857142,2.4035714285714285,1.0,2.31,1.6063428571428573,1.8571428571428568,1.9948857142857144,1.0123,2.086428571428572,1.0,1.9642857142857144,1.2592,1.9257142857142855,1.1734857142857142,2.354914285714286,1.5097142857142858,2.25,1.0020571428571428,1.958628571428572,1.5746714285714285,2.7626857142857144,2.2928571428571427,1.7942857142857145
43-4051.00,Customer Service Representatives,3.37,3.89,1.12,4.83,1.2,2.91,3.24,5.0,2.91,2.57,2.2435428571428573,1.9449142857142856,1.4517142857142855,1.0,1.3785714285714286,2.0028571428571427,1.070971428571429,1.425142857142857,1.1071428571428572,1.5242142857142855,1.0206285714285714,1.0020571428571428,1.7233428571428573,1.0,1.4017857142857142,1.0442857142857145,1.0,2.337142857142857,2.7369714285714286,1.9085714285714288,1.0,1.5005000000000002,1.0,1.6665142857142858,1.0,1.4179428571428572,1.2010857142857143,1.6433428571428572,1.655,2.5428571428571427,1.268571428571429,2.1677714285714287,1.0549142857142857,2.673057142857143,1.5300000000000002,1.688885714285714,1.0,2.446142857142857,1.2852571428571429,1.7200000000000002,1.0,1.0,1.4435714285714285,1.119,1.0,1.8057142857142856,2.389142857142857,1.4542857142857144,1.9085714285714288,1.4179428571428572,1.7734857142857143,1.3571428571428572,1.0,1.0271428571428571,1.3785714285714286,1.7200000000000002,1.6790000000000005,2.144,3.0224,2.671428571428572,1.0,2.0608,1.7734857142857143,1.8571428571428568,2.542057142857143,1.134528571428571,2.125,1.0,2.392857142857143,1.3785714285714286,2.392857142857143,1.0271428571428571,2.7142857142857144,2.198928571428572,2.0608,1.0,2.437071428571429,1.4672571428571428,2.9414285714285717,2.729371428571429,1.5272428571428571
