O*NET-SOC Code,Title,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,"Determine Tasks, Priorities and Goals",E-Mail,Frequency of Decision Making,In an Open Vehicle or Operating Equipment,"Indoors, Environmentally Controlled","Indoors, Not Environmentally Controlled",Level of Competition,Physical Proximity,Telephone Conversations,Work Outcomes and Results of Other Workers,Written Letters and Memos,Analyzing Data or Information Combined,Inductive Reasoning Combined,Staffing Organizational Units Combined,Repairing Combined,Systems Analysis Combined,Control Precision Combined,Deductive Reasoning Combined,Repairing and Maintaining Mechanical Equipment Combined,Gross Body Equilibrium Combined,Performing General Physical Activities Combined,Instructing Combined,Extent Flexibility Combined,Quality Control Analysis Combined,Selling or Influencing Others Combined,Rate Control Combined,Documenting/Recording Information Combined,Information Ordering Combined,Mathematics Combined,Wrist-Finger Speed Combined,Science Combined,Problem Sensitivity Combined,Getting Information Combined,Establishing and Maintaining Interpersonal Relationships Combined,Complex Problem Solving Combined,Equipment Selection Combined,Evaluating Information to Determine Compliance with Standards Combined,Glare Sensitivity Combined,Learning Strategies Combined,Sound Localization Combined,Speed of Closure Combined,Repairing and Maintaining Electronic Equipment Combined,Developing Objectives and Strategies Combined,Speaking Combined,Visual Color Discrimination Combined,"Estimating the Quantifiable Characteristics of Products, Events, or Information Combined",Written Expression Combined,Operations Analysis Combined,Mathematical Reasoning Combined,Providing Consultation and Advice to Others Combined,Response Orientation Combined,Flexibility of Closure Combined,Installation Combined,Number Facility Combined,"Operating Vehicles, Mechanized Devices, or Equipment Combined",Speed of Limb Movement Combined,Judgment and Decision Making Combined,Coordinating the Work and Activities of Others Combined,Memorization Combined,Time Management Combined,Management of Personnel Resources Combined,Selective Attention Combined,Auditory Attention Combined,Dynamic Flexibility Combined,Management of Material Resources Combined,Time Sharing Combined,Category Flexibility Combined,Thinking Creatively Combined,Interpreting the Meaning of Information for Others Combined,Updating and Using Relevant Knowledge Combined,Oral Comprehension Combined,Troubleshooting Combined,Processing Information Combined,Reading Comprehension Combined,Active Learning Combined,"Identifying Objects, Actions, and Events Combined","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment Combined",Critical Thinking Combined,Equipment Maintenance Combined,Speech Recognition Combined,Systems Evaluation Combined,Speech Clarity Combined,Arm-Hand Steadiness Combined,Management of Financial Resources Combined,Active Listening Combined,Scheduling Work and Activities Combined,Depth Perception Combined,Written Comprehension Combined,Operation and Control Combined,Performing Administrative Activities Combined,Perceptual Speed Combined,Visualization Combined,"Organizing, Planning, and Prioritizing Work Combined",Oral Expression Combined
27-1021.00,Commercial and Industrial Designers,2.62,1.09,3.75,5.0,4.08,1.2,4.94,2.39,3.21,2.94,4.67,3.28,2.55,2.015,2.3192,1.076,1.0,2.0,1.3392000000000002,2.8150000000000004,1.243,1.0,1.1830857142857143,1.7200000000000002,1.0,1.7200000000000002,1.8514,1.0442857142857145,2.1817,2.4522285714285714,1.875,1.0271428571428571,1.6364285714285711,2.4522285714285714,2.9459,2.9202857142857144,2.524285714285714,1.2363428571428572,2.3505714285714285,1.0,1.7200000000000002,1.0,1.4017857142857142,1.169142857142857,1.5195142857142856,2.4285714285714284,2.205357142857143,1.773257142857143,2.1750857142857143,2.2471428571428573,1.845,1.8085714285714287,1.0,2.1357142857142857,1.0,1.7200000000000002,1.3042285714285715,1.0,2.205357142857143,1.675157142857143,1.5614285714285714,2.0028571428571427,1.7200000000000002,1.9449142857142856,1.32,1.0,1.302857142857143,1.595,2.1750857142857143,3.0662714285714285,1.614842857142857,2.796342857142857,2.571428571428571,1.0942857142857143,2.547357142857143,2.6950857142857143,2.142857142857143,2.7835,3.6367,2.571428571428571,1.0,2.4522285714285714,2.071428571428571,2.1607142857142856,1.7385714285714284,1.25,2.7142857142857144,1.6213857142857144,1.302857142857143,2.571428571428571,1.2142857142857144,1.3224,1.6875,2.6696428571428568,2.698057142857144,2.571428571428571
27-1022.00,Fashion Designers,2.94,1.33,3.64,4.73,2.72,1.28,3.83,1.75,3.3,3.24,3.12,3.51,2.66,1.9483,2.1142857142857143,2.269171428571428,1.0,1.8571428571428568,1.32,2.4035714285714285,1.1551857142857145,1.0271428571428571,1.3370714285714285,2.071428571428572,1.2142857142857144,1.4435714285714285,1.8456,1.0942857142857143,2.046857142857143,1.9449142857142856,1.36,1.0442857142857145,1.0065142857142857,2.1677714285714287,2.927671428571429,3.2149,2.216428571428572,1.0357142857142856,1.4739428571428572,1.0,1.9449142857142856,1.0,1.32,1.1320857142857144,2.002742857142857,2.596342857142857,2.2767857142857144,2.0742571428571432,2.354914285714286,2.044642857142857,1.335714285714286,1.817457142857143,1.0042857142857142,1.7734857142857143,1.0,1.467857142857143,1.1161142857142856,1.0,2.422142857142857,2.6796,1.2857142857142856,2.4732142857142856,2.1607142857142856,1.8571428571428568,1.32,1.0020571428571428,1.655,1.4285714285714286,2.4522285714285714,4.430857142857144,1.9765,3.054742857142857,2.571428571428571,1.0942857142857143,2.424314285714286,2.4035714285714285,2.2767857142857144,2.427714285714285,2.085914285714286,2.645714285714285,1.0,2.327857142857143,1.94,2.02,1.7385714285714284,1.6364285714285711,2.596342857142857,2.532142857142857,1.25,2.5428571428571427,1.0,1.2858285714285715,1.7385714285714284,2.422142857142857,3.782228571428572,2.645714285714285
27-1023.00,Floral Designers,3.4,1.25,4.59,4.23,3.37,1.0,4.13,2.18,2.97,3.92,4.87,3.99,3.72,1.4934857142857143,1.7734857142857143,1.0111,1.0,1.268571428571429,1.24,1.9449142857142856,1.0123428571428572,1.1071428571428572,2.0246,1.4017857142857142,1.2208,1.197142857142857,1.6994285714285713,1.0020571428571428,1.995657142857143,2.0028571428571427,1.3785714285714286,1.1408,1.0089285714285714,1.7385714285714284,2.507571428571429,1.7798142857142856,1.655,1.0549142857142857,1.1068571428571428,1.0089285714285714,1.3785714285714286,1.0089285714285714,1.3125,1.030457142857143,1.5714285714285716,2.3906285714285715,2.4971428571428573,2.181342857142857,1.7734857142857143,1.7857142857142856,1.335714285714286,1.3347428571428572,1.0442857142857145,1.3125,1.0,1.24,1.042,1.0020571428571428,1.8328571428571427,1.237,1.231428571428571,1.9257142857142855,1.36,1.6428571428571428,1.1785714285714286,1.0020571428571428,1.5625,1.3785714285714286,2.1142857142857143,2.7056000000000004,1.073,2.0278714285714283,2.607142857142857,1.0,1.5038,1.8057142857142856,1.822857142857143,2.6065,1.0192857142857144,2.086428571428572,1.0,1.9642857142857144,1.2142857142857144,2.1677714285714287,1.9085714285714288,1.25,2.337142857142857,1.6474000000000002,1.231428571428571,1.8571428571428568,1.0206285714285714,1.7692285714285716,1.3785714285714286,2.44,2.6185714285714288,2.662857142857143
27-1024.00,Graphic Designers,2.32,1.25,4.1,4.9,3.26,1.11,4.32,1.42,4.32,2.79,4.47,3.11,3.16,1.6010714285714287,1.9449142857142856,1.464,1.0,1.7385714285714284,1.3571428571428572,2.086428571428572,1.0864285714285715,1.0,1.13,1.75,1.0,1.1408,2.301785714285714,1.0,1.7714285714285714,1.9085714285714288,1.302857142857143,1.0206285714285714,1.0020571428571428,2.023657142857143,3.34,3.285714285714286,1.9449142857142856,1.0020571428571428,1.842857142857143,1.0,1.75,1.0,1.4017857142857142,1.2185714285714286,2.392857142857143,2.275,2.205357142857143,1.5371428571428574,2.2928571428571427,1.6875,1.25,2.817142857142857,1.0,1.6875,1.0,1.2857142857142856,1.1660714285714286,1.0,1.9085714285714288,2.2857142857142856,1.302857142857143,1.9085714285714288,1.4464285714285716,1.822857142857143,1.12,1.0,1.16,1.4906285714285716,1.8914285714285717,4.259285714285714,2.3185714285714285,3.164285714285714,2.4971428571428573,1.0,2.26,2.1357142857142857,2.044642857142857,2.5142857142857142,2.1725714285714286,2.2471428571428573,1.0,2.125,1.6364285714285711,2.044642857142857,1.5357142857142858,1.1408,2.2767857142857144,2.4000000000000004,1.1071428571428572,2.327857142857143,1.0020571428571428,1.7494285714285716,1.5625,2.096342857142857,3.3542857142857145,2.3857142857142857
27-1025.00,Interior Designers,2.62,1.04,3.92,4.96,3.75,1.0,4.43,2.12,3.88,3.46,4.88,3.38,3.83,2.300742857142857,1.9642857142857144,1.9065714285714288,1.0,1.8914285714285717,1.0206285714285714,2.4035714285714285,1.0164285714285717,1.0,1.4864,1.8571428571428568,1.0,1.268571428571429,2.826742857142857,1.0,2.564057142857143,2.096342857142857,1.8914285714285717,1.0135714285714286,1.0020571428571428,2.524285714285714,3.545457142857143,3.7482285714285712,2.4035714285714285,1.0,3.0548,1.0,1.6364285714285711,1.0,1.467857142857143,1.0509857142857142,2.5446857142857144,2.7142857142857144,2.571428571428571,2.2342,2.4522285714285714,1.9085714285714288,1.822857142857143,2.736685714285714,1.0,1.8057142857142856,1.0,1.7734857142857143,1.1824,1.0,2.1607142857142856,3.142857142857143,1.4017857142857142,2.02,1.8057142857142856,1.822857142857143,1.197142857142857,1.0,1.6875,1.6364285714285711,2.3192,4.1752,2.0726,3.142857142857143,2.7142857142857144,1.1106285714285715,2.8540857142857146,2.7142857142857144,1.9449142857142856,2.8122,3.3632142857142857,2.7142857142857144,1.0,2.4732142857142856,1.6665142857142858,2.225714285714286,1.0,1.7200000000000002,2.7142857142857144,2.9188,1.268571428571429,2.645714285714285,1.0942857142857143,2.3275428571428574,1.7036571428571428,2.7142857142857144,3.6742857142857135,2.7142857142857144
27-1026.00,Merchandise Displayers and Window Trimmers,3.23,1.25,3.72,3.75,3.98,1.52,4.54,1.92,3.01,3.67,3.8,2.71,2.71,1.531942857142857,1.8571428571428568,1.0405,1.0,1.4691999999999998,1.5357142857142858,2.0028571428571427,1.011942857142857,1.5508,2.7697142857142856,1.4249999999999998,2.06,1.28,1.8246142857142853,1.0357142857142856,1.146742857142857,2.044642857142857,1.197142857142857,1.0089285714285714,1.0089285714285714,1.9085714285714288,2.4899,2.9432285714285715,1.7734857142857143,1.0271428571428571,1.9955428571428573,1.0,1.394285714285714,1.0,1.3571428571428572,1.017,1.7208,2.044642857142857,2.086428571428572,1.6534,1.8571428571428568,1.394285714285714,1.2592,1.4002,1.0089285714285714,1.5508,1.0020571428571428,1.268571428571429,1.0377142857142858,1.1107142857142858,1.9085714285714288,1.993557142857143,1.16,1.822857142857143,1.4249999999999998,1.7385714285714284,1.3571428571428572,1.0,1.2142857142857144,1.3785714285714286,2.0028571428571427,2.846171428571429,1.5488,1.945971428571429,2.4971428571428573,1.0664285714285715,1.6124142857142856,1.8914285714285717,1.8057142857142856,2.422457142857142,1.1654714285714285,2.086428571428572,1.0,2.105,1.4249999999999998,2.216428571428572,1.9285714285714288,1.0664285714285715,2.1142857142857143,1.794057142857143,1.1408,1.8571428571428568,1.1071428571428572,1.3142857142857145,1.625,2.596342857142857,3.101571428571429,2.4522285714285714
27-1027.00,Set and Exhibit Designers,2.33,1.38,4.19,4.86,3.0,1.24,3.9,2.29,3.9,3.1,4.26,3.05,3.11,1.682314285714286,2.25,1.2782142857142855,1.0206285714285714,1.8571428571428568,1.6063428571428573,2.4035714285714285,1.101357142857143,1.1885714285714286,1.4977714285714288,1.8571428571428568,1.0407142857142857,1.4017857142857142,1.5797714285714286,1.062857142857143,1.6012,2.4732142857142856,1.9657142857142855,1.1071428571428572,1.0942857142857143,2.596342857142857,3.4222,3.583128571428572,2.3192,1.1734857142857142,1.5165142857142857,1.0885714285714283,1.7385714285714284,1.0549142857142857,1.6875,1.0642857142857145,2.1066857142857143,2.422142857142857,1.7734857142857143,1.8357142857142856,2.4732142857142856,2.4732142857142856,1.6875,1.6317857142857144,1.077942857142857,1.8571428571428568,1.0442857142857145,1.6875,1.0885714285714283,1.062857142857143,2.0608,2.453642857142857,1.5357142857142858,2.422142857142857,1.9077714285714285,1.8571428571428568,1.32,1.0,1.6875,1.7385714285714284,2.25,4.369128571428572,1.7857142857142856,3.0428571428571427,2.765714285714286,1.0714285714285714,1.7670571428571429,2.645714285714285,1.9449142857142856,2.1744000000000003,3.539428571428571,2.4732142857142856,1.0271428571428571,2.524285714285714,1.7734857142857143,2.4035714285714285,1.6063428571428573,1.6875,2.596342857142857,2.6013714285714284,1.3571428571428572,2.596342857142857,1.1339285714285714,1.9504,1.8057142857142856,2.928571428571429,3.7072,2.571428571428571
27-2011.00,Actors,2.67,1.48,2.88,4.68,3.62,1.44,4.56,1.92,4.24,4.8,3.67,2.99,2.52,1.1537714285714284,1.8057142857142856,1.031542857142857,1.0,1.231428571428571,1.0,1.8057142857142856,1.017742857142857,1.2857142857142856,3.0190857142857137,1.655,1.268571428571429,1.0,1.1862142857142857,1.0,1.416742857142857,1.8057142857142856,1.0,1.0042857142857142,1.0357142857142856,1.9449142857142856,1.942742857142857,3.601,1.7036571428571428,1.0,1.0636,1.1885714285714286,1.625,1.0,1.36,1.0160714285714283,1.1812857142857145,2.645714285714285,1.268571428571429,1.1653,1.9077714285714285,1.147857142857143,1.0,1.1849714285714286,1.0,1.4249999999999998,1.0,1.0020571428571428,1.0205714285714285,1.0,1.8057142857142856,1.4218000000000002,2.645714285714285,1.8571428571428568,1.4691999999999998,1.8914285714285717,1.268571428571429,1.0,1.0,1.7200000000000002,1.75,3.260342857142857,1.3565714285714283,1.3103,2.765714285714286,1.0,1.063,2.596342857142857,1.6063428571428573,1.7223,1.018857142857143,1.8571428571428568,1.0,1.822857142857143,1.231428571428571,2.954285714285714,1.25,1.0,2.422142857142857,1.4218000000000002,1.0,2.44,1.0,1.131657142857143,1.268571428571429,1.5785714285714287,2.012057142857143,2.782857142857143
27-2012.00,Producers and Directors,3.26,1.33,4.27,5.0,4.66,1.0,4.36,1.63,3.96,3.46,4.8,4.28,3.33,2.2862285714285715,2.354914285714286,1.3417142857142856,1.0,2.25,1.268571428571429,2.9522285714285714,1.126,1.0,1.4512857142857143,1.8728571428571428,1.1071428571428572,1.5357142857142858,1.8957142857142857,1.1734857142857142,2.2739714285714285,2.4732142857142856,1.5614285714285714,1.3125,1.0020571428571428,2.7142857142857144,3.5306285714285712,3.044,2.19,1.12,2.1369571428571428,1.0178571428571428,2.06,1.0407142857142857,1.9449142857142856,1.1777285714285717,2.155,2.821428571428571,1.655,2.0516,2.6696428571428568,1.32,1.6665142857142858,2.0084285714285715,1.0407142857142857,2.1492,1.0,1.5892857142857142,1.1378857142857144,1.0,2.2928571428571427,2.7338571428571425,1.7734857142857143,2.542057142857143,2.4971428571428573,1.9085714285714288,1.6875,1.0,1.8125,1.9449142857142856,2.4035714285714285,3.718142857142857,2.0174142857142856,3.222,2.894285714285714,1.1071428571428572,2.929042857142857,2.7142857142857144,2.125,3.251785714285714,1.174742857142857,2.765714285714286,1.0,2.571428571428571,2.044642857142857,2.821428571428571,1.3785714285714286,2.0342857142857143,3.1149142857142853,2.7058857142857144,1.3008,2.748571428571428,1.22,1.5860285714285711,1.8571428571428568,2.4971428571428573,3.372642857142857,3.31
27-2012.03,Media Programming Directors,2.72,1.19,4.2,5.0,4.25,1.0,4.27,1.31,3.49,2.95,4.27,3.78,2.8,2.122,2.4522285714285714,1.745285714285714,1.0,2.1635714285714283,1.4179428571428572,2.524285714285714,1.0193142857142856,1.0,1.1124571428571428,1.9657142857142855,1.0,1.2464285714285714,2.169942857142857,1.0942857142857143,2.606057142857143,2.4035714285714285,1.302857142857143,1.1408,1.0206285714285714,2.782857142857143,3.1384000000000003,3.152428571428572,2.571428571428571,1.0,2.542642857142857,1.0,1.8914285714285717,1.0020571428571428,1.7200000000000002,1.2235857142857145,2.3405714285714287,2.8571428571428568,1.4017857142857142,1.9399,2.782857142857143,1.8914285714285717,1.5892857142857142,2.1683142857142856,1.0803571428571428,1.8057142857142856,1.0,1.5614285714285714,1.1331,1.0206285714285714,2.8363428571428573,3.0647285714285712,1.7200000000000002,2.662857142857143,2.5428571428571427,1.9842857142857144,1.4179428571428572,1.0,1.8571428571428568,1.8571428571428568,2.1492,3.466571428571428,2.064,3.070271428571428,2.8571428571428568,1.0206285714285714,2.508142857142857,2.782857142857143,2.596342857142857,2.9728000000000003,1.037,2.8363428571428573,1.0,2.4732142857142856,2.205357142857143,2.596342857142857,1.32,1.7200000000000002,2.645714285714285,2.470857142857143,1.197142857142857,2.782857142857143,1.3571428571428572,2.1597142857142857,1.4435714285714285,1.6942857142857144,2.8018,2.9732142857142856
27-2012.04,Talent Directors,2.42,1.0,4.55,4.93,3.79,1.0,4.45,1.83,3.32,2.61,4.78,4.17,3.77,1.285842857142857,2.375,1.2912,1.0,1.6665142857142858,1.0,2.4035714285714285,1.0003428571428572,1.0,1.0861714285714286,1.8571428571428568,1.0,1.0442857142857145,1.6132285714285717,1.0,1.857828571428572,2.044642857142857,1.268571428571429,1.0942857142857143,1.0357142857142856,2.1607142857142856,3.235,3.4264,2.044642857142857,1.0,1.1830571428571428,1.0020571428571428,1.655,1.0,1.3392000000000002,1.0314285714285714,1.5976,2.7142857142857144,1.32,1.4732,2.4522285714285714,1.32,1.4179428571428572,1.7399999999999998,1.0,1.6063428571428573,1.0,1.4691999999999998,1.0013,1.0089285714285714,2.44,2.166428571428572,1.4691999999999998,1.9642857142857144,1.8571428571428568,1.7734857142857143,1.6063428571428573,1.0,1.1734857142857142,1.6714285714285717,1.9449142857142856,3.044285714285714,1.495,2.140542857142857,2.662857142857143,1.0089285714285714,1.7367142857142857,2.645714285714285,1.8914285714285717,2.2722857142857142,1.0019285714285715,2.645714285714285,1.0,2.2928571428571427,1.5165142857142857,2.422142857142857,1.0,1.25,2.7142857142857144,2.5698571428571437,1.1071428571428572,2.7142857142857144,1.0,2.0571714285714284,1.4017857142857142,1.6665142857142858,2.824,2.8363428571428573
27-2012.05,Media Technical Directors/Managers,2.63,1.17,4.17,4.99,4.68,1.27,4.81,1.47,3.22,3.66,4.77,4.05,3.22,2.513114285714286,2.4732142857142856,1.5304,1.1885714285714286,2.1357142857142857,1.7036571428571428,2.7142857142857144,1.688242857142857,1.0020571428571428,1.6061571428571428,2.0342857142857143,1.0942857142857143,1.9449142857142856,1.2234571428571428,1.197142857142857,2.0522285714285715,2.2928571428571427,1.36,1.1408,1.0020571428571428,2.7142857142857144,3.0377999999999994,2.0102857142857147,2.2928571428571427,1.5892857142857142,2.257142857142857,1.0,2.125,1.0664285714285715,1.8914285714285717,3.0865,1.9306,2.7142857142857144,2.2471428571428573,1.5454285714285714,2.4732142857142856,1.268571428571429,1.2857142857142856,1.9337142857142855,1.32,2.044642857142857,1.0,1.3392000000000002,1.3280285714285711,1.0,2.354914285714286,2.722785714285714,1.655,2.3392857142857144,1.94,2.205357142857143,1.7734857142857143,1.0,1.394285714285714,1.9449142857142856,2.1492,2.9474285714285715,2.1990857142857143,3.132,2.765714285714286,1.2857142857142856,2.3068,2.4971428571428573,2.2308,3.3883428571428573,1.9061142857142856,2.645714285714285,1.2857142857142856,2.524285714285714,1.9842857142857144,2.524285714285714,1.595,1.1607142857142858,2.7142857142857144,2.2235428571428573,1.36,2.524285714285714,1.8571428571428568,1.689657142857143,2.0028571428571427,2.1357142857142857,3.7182857142857135,2.821428571428571
27-2021.00,Athletes and Sports Competitors,2.98,1.73,4.03,4.03,3.67,2.13,3.19,3.03,4.44,3.37,4.11,3.38,2.65,3.0562,2.0608,1.364,1.0,1.3392000000000002,1.4821428571428572,2.02,1.4751142857142856,2.0028571428571427,3.3404714285714285,1.8571428571428568,2.275,1.197142857142857,1.892242857142857,1.394285714285714,2.290657142857143,1.9642857142857144,1.24,1.1734857142857142,1.1071428571428572,2.2342857142857144,3.07,2.9598000000000004,1.822857142857143,1.0,2.2765142857142857,1.157142857142857,1.8057142857142856,1.0664285714285715,1.3785714285714286,1.35,2.9596,2.2342857142857144,1.394285714285714,2.307428571428572,1.7200000000000002,1.2857142857142856,1.24,2.3890857142857143,1.655,1.6875,1.0,1.24,1.8840571428571429,1.655,1.9257142857142855,2.1679,1.4179428571428572,1.8571428571428568,1.6714285714285717,1.9449142857142856,1.5892857142857142,1.4017857142857142,1.12,1.7734857142857143,1.625,2.464728571428572,2.0681714285714285,2.6730857142857145,2.662857142857143,1.1257142857142857,2.8822857142857146,1.9085714285714288,1.8571428571428568,3.0551857142857144,1.5823428571428573,2.225714285714286,1.1106285714285715,2.02,1.4691999999999998,2.1677714285714287,2.0028571428571427,1.0885714285714283,2.2767857142857144,2.6065,1.51,1.9642857142857144,1.147857142857143,1.4828,1.7734857142857143,1.822857142857143,2.872,2.596342857142857
27-2022.00,Coaches and Scouts,2.94,1.54,4.16,4.66,4.09,1.37,4.3,2.37,3.92,3.94,3.63,3.06,2.58,2.3464,2.571428571428571,1.6942857142857142,1.0,2.596342857142857,1.1734857142857142,2.6185714285714288,1.0479714285714286,1.34,2.6017,3.544642857142857,1.231428571428571,1.5785714285714287,1.7558142857142855,1.0,2.0025714285714287,2.645714285714285,1.32,1.0206285714285714,1.0992,2.571428571428571,2.602514285714286,3.666357142857143,2.596342857142857,1.1734857142857142,1.9107857142857143,1.0020571428571428,2.782857142857143,1.0020571428571428,1.75,1.0473142857142856,2.386,2.9314285714285715,1.4906285714285716,1.2621714285714285,2.3392857142857144,1.7200000000000002,1.3571428571428572,2.636328571428572,1.0,1.9842857142857144,1.0,1.302857142857143,1.2651428571428571,1.0357142857142856,2.765714285714286,2.4155714285714285,1.7200000000000002,2.645714285714285,2.8020571428571426,1.9842857142857144,1.7200000000000002,1.0089285714285714,1.5614285714285714,1.8057142857142856,2.524285714285714,2.6744,1.9894,2.571142857142857,2.729371428571429,1.1257142857142857,2.3328,2.7142857142857144,2.645714285714285,2.7784285714285715,1.1085714285714283,2.7142857142857144,1.0,2.7142857142857144,2.542057142857143,2.7142857142857144,1.5207142857142857,1.34,2.7142857142857144,2.705457142857143,1.4821428571428572,2.524285714285714,1.1107142857142858,2.125914285714286,1.722057142857143,2.4892,3.3829,3.4564285714285714
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.14,2.05,2.86,3.76,3.29,1.1,2.14,2.67,3.48,3.85,3.43,2.63,2.24,1.5203571428571427,1.822857142857143,1.2378571428571428,1.0,1.2857142857142856,1.0,2.044642857142857,1.0078714285714283,1.302857142857143,2.2614,1.7385714285714284,1.3785714285714286,1.1428571428571428,1.2025,1.0549142857142857,1.8630714285714287,1.7734857142857143,1.4542857142857144,1.0357142857142856,1.0407142857142857,2.4035714285714285,2.803857142857143,2.600542857142857,1.7857142857142856,1.0020571428571428,2.478428571428571,1.12,1.822857142857143,1.0803571428571428,1.8914285714285717,1.0160714285714283,1.2082857142857142,2.1677714285714287,1.625,1.2,1.7036571428571428,1.1071428571428572,1.3008,1.834342857142857,1.3392000000000002,2.06,1.0,1.3008,1.0309428571428572,1.2857142857142856,1.9642857142857144,1.6945714285714286,1.7857142857142856,1.7734857142857143,1.32,2.211428571428572,1.655,1.0089285714285714,1.0,1.9449142857142856,1.7036571428571428,1.285,1.9005142857142856,2.809971428571428,2.524285714285714,1.0206285714285714,1.8217857142857143,1.8914285714285717,1.8571428571428568,2.587857142857142,1.0089571428571429,2.19,1.0020571428571428,1.9642857142857144,1.3706285714285715,2.31,1.22,1.0,1.9642857142857144,1.6827142857142858,1.231428571428571,1.8571428571428568,1.0020571428571428,1.4617,2.096342857142857,1.6063428571428573,1.4605714285714284,2.5428571428571427
27-2031.00,Dancers,3.31,2.01,3.2,2.67,3.38,1.19,4.77,1.89,4.17,4.91,1.73,2.63,1.35,1.0902,1.5614285714285714,1.0132,1.0,1.25,1.0407142857142857,1.6364285714285711,1.0128,3.091428571428572,3.687657142857143,1.5892857142857142,3.44,1.0,1.4134857142857142,1.2592,1.1162857142857143,1.837942857142857,1.0206285714285714,1.0,1.0,1.7857142857142856,2.2931428571428567,2.739657142857143,1.4542857142857144,1.0,1.2071428571428573,1.1885714285714286,1.5892857142857142,1.0,1.467857142857143,1.0093,1.3528857142857142,1.8057142857142856,1.3008,1.0658714285714286,1.5785714285714287,1.0442857142857145,1.0357142857142856,1.1908571428571428,1.1106285714285715,1.6063428571428573,1.0,1.0357142857142856,1.0195571428571428,2.086428571428572,1.5207142857142857,1.2924,1.837942857142857,1.6714285714285717,1.394285714285714,1.822857142857143,1.231428571428571,2.5907142857142857,1.0,1.4285714285714286,1.6875,2.305928571428572,1.2506285714285714,1.525,2.3857142857142857,1.0,1.1253428571428572,1.7200000000000002,1.7200000000000002,1.6388571428571428,1.0082285714285717,1.7485714285714289,1.0,1.8571428571428568,1.147857142857143,1.8057142857142856,1.6391999999999998,1.0,1.9642857142857144,1.2204142857142857,1.1734857142857142,1.6875,1.0,1.0152,1.5357142857142858,1.6875,2.0504,1.9657142857142855
27-2032.00,Choreographers,2.52,1.43,3.86,4.76,2.95,1.05,4.48,2.24,4.48,5.0,4.24,4.14,3.6,1.2051714285714286,2.0028571428571427,1.6,1.0,1.6063428571428573,1.0,2.354914285714286,1.0078714285714283,2.877142857142857,4.087542857142857,2.7142857142857144,2.524285714285714,1.0089285714285714,1.9554285714285715,1.0206285714285714,1.8357142857142856,2.086428571428572,1.077942857142857,1.0803571428571428,1.0020571428571428,2.4035714285714285,2.3428571428571425,3.582857142857143,1.8571428571428568,1.0,1.2239285714285717,1.0020571428571428,2.31,1.0,1.3392000000000002,1.0178142857142858,2.314285714285714,2.596342857142857,1.32,1.2008571428571428,1.8914285714285717,1.6875,1.25,2.547271428571429,1.268571428571429,1.6364285714285711,1.0,1.2142857142857144,1.002,1.6875,1.9642857142857144,3.3223571428571432,1.822857142857143,2.1492,2.023657142857143,1.9085714285714288,1.4435714285714285,2.086428571428572,1.0942857142857143,1.7734857142857143,1.8571428571428568,4.468485714285714,1.9142857142857144,2.2032,2.645714285714285,1.0,1.7794285714285714,2.2071428571428573,2.044642857142857,1.9165,1.0385428571428572,2.1492,1.0,2.044642857142857,1.6875,2.354914285714286,1.6063428571428573,1.0549142857142857,2.596342857142857,2.889642857142857,1.2142857142857144,2.265085714285714,1.0,1.85,1.6063428571428573,2.4732142857142856,3.592,2.765714285714286
27-2041.00,Music Directors and Composers,2.42,1.29,4.55,4.58,3.64,1.0,4.37,1.55,3.55,3.28,4.21,3.55,3.61,1.8969142857142856,2.023657142857143,1.2338285714285715,1.0,1.8057142857142856,1.3008,2.4714285714285715,1.046857142857143,1.1071428571428572,1.5456,1.8057142857142856,1.2142857142857144,1.0992,1.7593142857142858,1.1734857142857142,1.8772571428571427,2.571428571428571,1.2592,1.268571428571429,1.0135714285714286,2.1492,3.0589428571428567,3.535771428571429,1.9449142857142856,1.0542857142857145,1.369,1.0020571428571428,1.75,1.7200000000000002,1.8571428571428568,1.1074857142857144,2.067657142857142,2.354914285714286,1.157142857142857,1.4281428571428572,2.25,1.3785714285714286,1.3008,1.8674285714285717,1.1106285714285715,2.023657142857143,1.0,1.4017857142857142,1.034557142857143,1.08,2.1142857142857143,2.662428571428572,2.0342857142857143,1.9449142857142856,1.9449142857142856,2.023657142857143,2.542057142857143,1.077942857142857,1.24,1.6063428571428573,2.2928571428571427,3.7889714285714295,1.7475999999999998,2.6011285714285712,2.542057142857143,1.0135714285714286,1.7875714285714286,2.25,2.1492,2.2656428571428573,1.0648428571428572,2.3392857142857144,1.0,2.2928571428571427,1.8571428571428568,2.2928571428571427,1.4179428571428572,1.4249999999999998,2.4893714285714283,2.921242857142857,1.0020571428571428,2.524285714285714,1.0336571428571428,2.0363714285714285,1.6875,1.4435714285714285,3.0452857142857144,2.542057142857143
