O*NET-SOC Code,Title,Complex Problem Solving ,Critical Thinking ,Systems Analysis ,Deductive Reasoning ,Inductive Reasoning ,Mathematical Reasoning ,Judgment and Decision Making ,Making Decisions and Solving Problems ,Systems Evaluation ,Operations Analysis ,Analyzing Data or Information ,Troubleshooting ,Active Learning ,Learning Strategies ,Oral Comprehension ,Reading Comprehension ,Written Comprehension ,Fluency of Ideas ,Visualization ,Science ,Working with Computers ,Programming ,Technology Design ,Updating and Using Relevant Knowledge ,"Determine Tasks, Priorities and Goals",Written Expression 
23-2093.00,"Title Examiners, Abstractors, and Searchers",1.9085714285714288,2.354914285714286,1.3785714285714286,2.2071428571428573,2.0028571428571427,1.32,1.6875,2.932642857142857,1.2592,1.0885714285714283,3.1842,1.0,1.8914285714285717,1.4179428571428572,2.7142857142857144,2.729371428571429,2.7142857142857144,1.3571428571428572,1.28,1.0089285714285714,2.8054,1.0089285714285714,1.0,2.6652142857142858,4.69,2.4732142857142856
25-1011.00,"Business Teachers, Postsecondary",2.3392857142857144,2.8020571428571426,1.9842857142857144,2.748571428571428,2.645714285714285,2.096342857142857,2.36,2.6825714285714284,1.9842857142857144,1.3785714285714286,2.742,1.0,2.8020571428571426,3.0357142857142856,3.142857142857143,3.142857142857143,3.1750857142857143,1.8914285714285717,1.3392000000000002,1.1734857142857142,2.6633714285714287,1.157142857142857,1.0549142857142857,3.2922,4.7,3.282057142857143
25-1021.00,"Computer Science Teachers, Postsecondary",2.571428571428571,2.8514285714285714,2.2308,2.596342857142857,2.596342857142857,2.1085714285714285,2.596342857142857,3.549485714285715,2.086428571428572,1.467857142857143,3.3910714285714287,1.0206285714285714,2.6950857142857143,2.8020571428571426,3.2285714285714286,3.142857142857143,3.091428571428572,2.06,1.542142857142857,1.655,3.742714285714285,1.8914285714285717,1.268571428571429,4.019071428571429,4.63,3.142857142857143
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.354914285714286,2.6950857142857143,1.7734857142857143,2.765714285714286,2.6950857142857143,3.205357142857143,2.086428571428572,2.589657142857143,1.9449142857142856,1.28,2.437257142857143,1.0,2.6185714285714288,2.748571428571428,3.142857142857143,3.091428571428572,2.877142857142857,2.023657142857143,1.3392000000000002,1.4435714285714285,2.544514285714285,1.0942857142857143,1.0549142857142857,2.964057142857143,3.94,2.8514285714285714
25-1031.00,"Architecture Teachers, Postsecondary",2.5907142857142857,2.8020571428571426,2.044642857142857,2.765714285714286,2.6950857142857143,1.9842857142857144,2.6950857142857143,3.315785714285714,2.125,1.9449142857142856,2.6713142857142858,1.0135714285714286,2.8514285714285714,2.9522285714285714,3.1942857142857144,3.2285714285714286,3.142857142857143,2.3857142857142857,2.4714285714285715,1.5165142857142857,2.8656,1.1257142857142857,1.0942857142857143,3.921628571428572,4.53,3.142857142857143
25-1032.00,"Engineering Teachers, Postsecondary",2.086428571428572,2.6950857142857143,2.023657142857143,2.748571428571428,2.748571428571428,2.6696428571428568,2.571428571428571,3.4816000000000003,2.023657142857143,1.7200000000000002,3.953028571428572,1.0271428571428571,2.542057142857143,2.894285714285714,3.1942857142857144,3.091428571428572,3.282057142857143,2.2471428571428573,2.023657142857143,2.2928571428571427,2.779628571428572,1.231428571428571,1.2363428571428572,4.289028571428572,4.64,3.057142857142857
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.4522285714285714,2.765714285714286,1.8728571428571428,2.821428571428571,2.821428571428571,1.9285714285714288,2.571428571428571,3.5182857142857142,2.023657142857143,1.1607142857142858,2.8385714285714285,1.0942857142857143,2.928571428571429,3.0592,3.2285714285714286,3.2285714285714286,3.1750857142857143,2.275,1.32,2.2928571428571427,2.217928571428572,1.0942857142857143,1.0803571428571428,3.7648000000000006,4.95,3.091428571428572
25-1042.00,"Biological Science Teachers, Postsecondary",2.4035714285714285,2.6950857142857143,1.9842857142857144,2.765714285714286,2.821428571428571,1.9449142857142856,2.6185714285714288,3.64,1.9842857142857144,1.4691999999999998,3.715142857142857,1.062857142857143,2.928571428571429,2.9522285714285714,3.282057142857143,3.1942857142857144,3.2285714285714286,2.2308,1.302857142857143,2.7142857142857144,3.0924571428571426,1.0357142857142856,1.0206285714285714,4.168471428571428,4.7,3.2285714285714286
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.645714285714285,2.748571428571428,1.8571428571428568,2.6185714285714288,2.6185714285714288,2.044642857142857,2.125,3.808,1.9449142857142856,1.5165142857142857,3.712685714285714,1.0549142857142857,2.821428571428571,2.8363428571428573,3.1750857142857143,3.2285714285714286,3.321428571428572,2.1357142857142857,1.3214285714285714,2.086428571428572,2.816071428571428,1.1408,1.1257142857142857,4.322,4.6,3.1750857142857143
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.524285714285714,2.821428571428571,2.096342857142857,2.821428571428571,2.821428571428571,2.36,2.4285714285714284,2.808,1.9285714285714288,1.5677714285714286,3.267428571428572,1.0020571428571428,2.748571428571428,2.748571428571428,3.1942857142857144,3.1942857142857144,3.1942857142857144,2.1085714285714285,1.36,2.765714285714286,2.814985714285714,1.1257142857142857,1.0803571428571428,3.4518000000000004,4.66,3.1942857142857144
25-1052.00,"Chemistry Teachers, Postsecondary",2.645714285714285,2.7142857142857144,1.9842857142857144,2.928571428571429,2.8020571428571426,2.071428571428571,2.4035714285714285,2.9221,1.837942857142857,1.6942857142857144,3.0647285714285712,1.16,2.7142857142857144,2.7142857142857144,3.305714285714286,3.2285714285714286,3.142857142857143,2.023657142857143,1.5677714285714286,2.821428571428571,2.454857142857142,1.1408,1.157142857142857,3.357214285714286,4.71,3.2285714285714286
25-1053.00,"Environmental Science Teachers, Postsecondary",2.524285714285714,2.821428571428571,1.9449142857142856,2.765714285714286,2.765714285714286,1.9449142857142856,2.2471428571428573,3.0769,1.9449142857142856,1.6171428571428572,3.0958,1.0271428571428571,2.748571428571428,2.821428571428571,3.091428571428572,3.2285714285714286,3.2285714285714286,2.06,1.28,2.928571428571429,2.757142857142857,1.0206285714285714,1.0206285714285714,3.663542857142857,4.59,3.142857142857143
25-1054.00,"Physics Teachers, Postsecondary",2.4971428571428573,3.091428571428572,1.837942857142857,2.8020571428571426,2.8020571428571426,2.645714285714285,2.524285714285714,3.370828571428571,1.8057142857142856,1.6364285714285711,3.5968000000000004,1.24,2.877142857142857,2.877142857142857,3.4642857142857144,3.2285714285714286,3.091428571428572,2.205357142857143,1.4691999999999998,3.0592,3.410628571428571,1.1408,1.0885714285714283,3.8619142857142856,4.82,3.142857142857143
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",2.4035714285714285,2.928571428571429,1.9449142857142856,2.6185714285714288,2.928571428571429,1.6942857142857144,2.571428571428571,3.0828571428571427,2.023657142857143,1.3392000000000002,4.174514285714285,1.0,3.205357142857143,3.414285714285714,3.377142857142857,3.678571428571429,3.5,2.4522285714285714,1.2857142857142856,2.524285714285714,2.6611571428571428,1.0442857142857145,1.0549142857142857,3.8685142857142862,4.36,3.6477714285714287
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2.4893714285714283,2.6950857142857143,1.9085714285714288,2.4035714285714285,2.4732142857142856,1.3214285714285714,2.1635714285714283,2.7729714285714286,1.9085714285714288,1.6875,2.459714285714286,1.0,2.7142857142857144,2.7142857142857144,3.091428571428572,3.265714285714286,3.091428571428572,2.096342857142857,1.302857142857143,1.5892857142857142,2.220342857142857,1.1071428571428572,1.1257142857142857,3.3902142857142854,4.55,3.1750857142857143
25-1063.00,"Economics Teachers, Postsecondary",2.1635714285714283,2.6950857142857143,1.8914285714285717,2.6950857142857143,2.6185714285714288,2.275,2.3192,2.8340571428571426,1.9449142857142856,1.6364285714285711,3.522414285714286,1.0,2.6185714285714288,2.645714285714285,3.142857142857143,2.877142857142857,3.142857142857143,1.9842857142857144,1.5614285714285714,1.5677714285714286,2.8478571428571438,1.1734857142857142,1.0803571428571428,3.8211714285714287,4.68,3.142857142857143
25-1064.00,"Geography Teachers, Postsecondary",2.5428571428571427,2.645714285714285,1.8571428571428568,2.524285714285714,2.524285714285714,1.6665142857142858,2.205357142857143,2.8268571428571425,1.8057142857142856,1.5357142857142858,3.923328571428571,1.0,2.6950857142857143,2.596342857142857,3.091428571428572,3.0357142857142856,3.142857142857143,2.096342857142857,1.4249999999999998,2.06,3.334828571428572,1.197142857142857,1.1408,4.059571428571429,4.67,3.1750857142857143
25-1065.00,"Political Science Teachers, Postsecondary",2.571428571428571,2.6950857142857143,1.8057142857142856,2.2471428571428573,2.524285714285714,1.34,2.205357142857143,2.886142857142857,1.75,1.7200000000000002,3.971414285714285,1.0,2.7142857142857144,2.645714285714285,3.2285714285714286,3.1750857142857143,3.321428571428572,1.9285714285714288,1.157142857142857,1.4435714285714285,2.421971428571428,1.0089285714285714,1.0089285714285714,4.0192,4.72,3.142857142857143
25-1066.00,"Psychology Teachers, Postsecondary",2.524285714285714,2.748571428571428,1.9449142857142856,2.6950857142857143,2.6950857142857143,1.837942857142857,2.6185714285714288,3.574771428571429,1.9842857142857144,1.4821428571428572,3.277028571428572,1.0,2.9008000000000003,3.321428571428572,3.091428571428572,3.2285714285714286,3.2285714285714286,2.125,1.32,2.4008000000000003,2.9142857142857137,1.1257142857142857,1.0664285714285715,3.937428571428572,4.66,3.2285714285714286
25-1067.00,"Sociology Teachers, Postsecondary",2.1357142857142857,2.6185714285714288,1.8728571428571428,2.6950857142857143,2.765714285714286,1.4192,2.2857142857142856,3.0952,1.8728571428571428,1.5785714285714287,4.199885714285715,1.0,2.6393714285714287,3.091428571428572,3.142857142857143,3.091428571428572,3.091428571428572,1.9842857142857144,1.1408,1.9375,3.3843857142857137,1.0357142857142856,1.0206285714285714,3.841428571428572,4.78,3.142857142857143
25-1071.00,"Health Specialties Teachers, Postsecondary",2.571428571428571,2.765714285714286,1.7734857142857143,2.596342857142857,2.524285714285714,1.8057142857142856,2.596342857142857,3.28,1.7734857142857143,1.542142857142857,3.1714,1.0664285714285715,2.7142857142857144,2.765714285714286,3.091428571428572,3.2285714285714286,3.2285714285714286,1.9842857142857144,1.3392000000000002,2.125,2.793714285714286,1.0271428571428571,1.0271428571428571,4.087028571428571,4.63,3.142857142857143
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",2.4971428571428573,2.748571428571428,1.9842857142857144,2.645714285714285,2.645714285714285,1.8571428571428568,2.596342857142857,3.871314285714286,1.9842857142857144,1.4928571428571429,3.3725714285714288,1.1428571428571428,2.645714285714285,2.894285714285714,3.2285714285714286,3.142857142857143,3.2285714285714286,2.1357142857142857,1.4192,1.7385714285714284,3.0303714285714287,1.1408,1.1408,4.287714285714285,4.21,3.091428571428572
25-1081.00,"Education Teachers, Postsecondary",2.571428571428571,2.571428571428571,1.9842857142857144,2.748571428571428,2.6950857142857143,1.36,2.211428571428572,3.404285714285714,1.9842857142857144,1.6063428571428573,2.5620571428571437,1.0,2.821428571428571,3.005714285714286,3.282057142857143,3.265714285714286,3.2285714285714286,1.9842857142857144,1.2208,1.2857142857142856,2.496442857142857,1.0357142857142856,1.0664285714285715,3.0271285714285714,4.71,3.2285714285714286
25-1082.00,"Library Science Teachers, Postsecondary",2.4035714285714285,2.765714285714286,2.023657142857143,2.6950857142857143,2.645714285714285,1.4249999999999998,2.205357142857143,3.4563,2.023657142857143,1.231428571428571,3.6972714285714288,1.0,2.877142857142857,2.877142857142857,3.321428571428572,3.2285714285714286,3.321428571428572,1.837942857142857,1.32,1.3392000000000002,3.2311428571428573,1.0803571428571428,1.0803571428571428,4.179714285714285,4.97,3.091428571428572
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2.1357142857142857,2.8363428571428573,1.9449142857142856,2.524285714285714,2.596342857142857,1.34,2.354914285714286,2.837885714285714,1.7734857142857143,1.5207142857142857,2.628114285714286,1.0,2.7142857142857144,2.7142857142857144,3.142857142857143,3.091428571428572,3.142857142857143,1.8914285714285717,1.2857142857142856,1.1607142857142858,2.981842857142857,1.0271428571428571,1.0135714285714286,3.3310000000000004,4.68,3.142857142857143
25-1112.00,"Law Teachers, Postsecondary",2.3392857142857144,3.091428571428572,1.9449142857142856,3.091428571428572,2.928571428571429,1.3392000000000002,2.6950857142857143,2.5840000000000005,2.06,1.157142857142857,3.1469714285714288,1.0,3.0357142857142856,3.0892857142857144,3.282057142857143,3.377142857142857,3.414285714285714,2.071428571428571,1.2142857142857144,1.0664285714285715,2.2706285714285714,1.0803571428571428,1.0803571428571428,3.749142857142858,4.92,3.142857142857143
25-1113.00,"Social Work Teachers, Postsecondary",2.524285714285714,2.821428571428571,1.9449142857142856,2.821428571428571,2.7142857142857144,1.4691999999999998,2.4971428571428573,3.1415285714285712,2.023657142857143,1.7200000000000002,2.802542857142857,1.0,3.091428571428572,3.265714285714286,3.091428571428572,3.091428571428572,3.091428571428572,2.2308,1.2857142857142856,1.6063428571428573,2.8616,1.1071428571428572,1.0942857142857143,4.038628571428571,4.62,3.142857142857143
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",2.1492,2.4522285714285714,1.8571428571428568,2.3857142857142857,2.4035714285714285,1.2857142857142856,2.1635714285714283,3.364285714285714,1.8057142857142856,1.6063428571428573,1.946742857142857,1.0,2.821428571428571,2.894285714285714,3.142857142857143,2.98,3.2285714285714286,2.4285714285714284,1.8571428571428568,1.12,2.4997142857142856,1.0206285714285714,1.0549142857142857,3.247771428571429,4.38,3.117142857142857
25-1122.00,"Communications Teachers, Postsecondary",2.31,2.6950857142857143,1.8914285714285717,2.571428571428571,2.524285714285714,1.4017857142857142,2.3857142857142857,3.424199999999999,1.8571428571428568,1.3392000000000002,2.326071428571429,1.0,2.821428571428571,2.928571428571429,3.1750857142857143,3.117142857142857,3.0357142857142856,1.9285714285714288,1.302857142857143,1.268571428571429,2.6758,1.0549142857142857,1.0664285714285715,3.451742857142858,4.5,3.091428571428572
25-1123.00,"English Language and Literature Teachers, Postsecondary",2.125,2.571428571428571,1.8057142857142856,2.596342857142857,2.596342857142857,1.268571428571429,2.275,3.7767142857142857,1.8057142857142856,1.32,3.067742857142857,1.0,2.645714285714285,3.142857142857143,3.321428571428572,3.678571428571429,3.7714285714285714,2.2471428571428573,1.2857142857142856,1.0942857142857143,2.4928,1.0336571428571428,1.0357142857142856,3.1016,4.66,3.321428571428572
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",2.2928571428571427,2.524285714285714,1.7200000000000002,2.2308,2.4035714285714285,1.268571428571429,2.3392857142857144,2.7710714285714286,1.75,1.4691999999999998,2.5457714285714284,1.0,2.645714285714285,2.7142857142857144,3.1750857142857143,3.091428571428572,3.0357142857142856,1.9077714285714285,1.2857142857142856,1.147857142857143,2.2426,1.0942857142857143,1.0942857142857143,2.884085714285714,4.45,3.0357142857142856
25-1125.00,"History Teachers, Postsecondary",2.275,2.596342857142857,1.8571428571428568,2.596342857142857,2.596342857142857,1.2857142857142856,2.4035714285714285,2.6512,1.8057142857142856,1.5357142857142858,4.019071428571429,1.0,2.645714285714285,2.894285714285714,3.091428571428572,3.205357142857143,3.2285714285714286,1.9657142857142855,1.197142857142857,1.22,2.343571428571429,1.0089285714285714,1.0042857142857142,4.091199999999999,4.93,3.414285714285714
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",2.3392857142857144,2.821428571428571,1.8914285714285717,2.6950857142857143,2.821428571428571,1.302857142857143,2.2308,3.342914285714286,1.9842857142857144,1.3706285714285715,2.4268,1.0,2.7207142857142856,2.9008000000000003,3.142857142857143,3.265714285714286,3.2285714285714286,1.9285714285714288,1.25,1.147857142857143,2.4731714285714284,1.0803571428571428,1.0549142857142857,3.2561,4.53,3.142857142857143
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.9842857142857144,2.571428571428571,1.9449142857142856,2.4971428571428573,2.3392857142857144,1.75,2.096342857142857,2.7672857142857143,1.9842857142857144,1.4435714285714285,2.3068,1.0206285714285714,2.542057142857143,2.821428571428571,3.091428571428572,2.98,3.117142857142857,1.8914285714285717,1.4249999999999998,1.4017857142857142,2.4497142857142857,1.0803571428571428,1.0803571428571428,3.3668285714285715,4.61,2.928571428571429
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",2.265085714285714,2.645714285714285,1.9449142857142856,2.524285714285714,2.524285714285714,1.5614285714285714,2.524285714285714,3.1314428571428574,1.8914285714285717,1.6063428571428573,2.940428571428572,1.0803571428571428,2.36,2.7142857142857144,3.0357142857142856,2.821428571428571,3.0357142857142856,2.0028571428571427,1.3392000000000002,1.542142857142857,2.365828571428572,1.0135714285714286,1.1257142857142857,3.5793857142857144,4.79,2.877142857142857
25-1194.00,"Career/Technical Education Teachers, Postsecondary",2.0028571428571427,2.4732142857142856,1.655,2.4035714285714285,2.044642857142857,1.3392000000000002,1.9642857142857144,2.771071428571428,1.7200000000000002,1.5614285714285714,2.239171428571429,1.335714285714286,2.645714285714285,2.7142857142857144,2.765714285714286,2.596342857142857,2.645714285714285,1.8057142857142856,1.6063428571428573,1.1257142857142857,2.2495,1.0442857142857145,1.1408,3.5537142857142854,4.31,2.645714285714285
25-2011.00,"Preschool Teachers, Except Special Education",1.8571428571428568,2.225714285714286,1.4285714285714286,2.071428571428572,1.8571428571428568,1.394285714285714,1.9085714285714288,1.9407571428571428,1.5300000000000002,1.147857142857143,1.1722,1.0803571428571428,1.9085714285714288,2.645714285714285,2.662857142857143,2.2767857142857144,2.1677714285714287,2.216428571428572,1.5785714285714287,1.0549142857142857,1.2939142857142858,1.0,1.0442857142857145,1.7453285714285711,3.6,1.9085714285714288
25-2012.00,"Kindergarten Teachers, Except Special Education",2.0608,2.205357142857143,1.8057142857142856,2.2308,2.2308,1.5357142857142858,2.1142857142857143,2.9242285714285714,1.8571428571428568,1.077942857142857,2.440542857142857,1.0442857142857145,2.0028571428571427,2.662857142857143,2.596342857142857,2.5428571428571427,2.662857142857143,2.327857142857143,1.4928571428571429,1.0271428571428571,2.173,1.0178571428571428,1.077942857142857,3.0186428571428574,3.83,2.645714285714285
25-2021.00,"Elementary School Teachers, Except Special Education",1.9449142857142856,2.662857142857143,1.8571428571428568,2.596342857142857,2.607142857142857,1.822857142857143,2.422142857142857,2.6393714285714287,1.8571428571428568,1.3008,1.9270857142857143,1.0,2.524285714285714,3.0892857142857144,2.7142857142857144,2.596342857142857,2.645714285714285,2.596342857142857,1.6063428571428573,1.2857142857142856,2.822971428571429,1.0803571428571428,1.1257142857142857,2.7922571428571428,3.93,2.645714285714285
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",2.216428571428572,2.524285714285714,1.8571428571428568,2.4732142857142856,2.1635714285714283,1.8057142857142856,2.1228571428571428,3.4494,1.8571428571428568,1.0089285714285714,2.803114285714286,1.0,2.645714285714285,2.8571428571428568,2.645714285714285,2.645714285714285,2.645714285714285,2.105,1.5614285714285714,1.1785714285714286,2.2833,1.0089285714285714,1.0803571428571428,3.125328571428572,4.57,2.645714285714285
25-2023.00,"Career/Technical Education Teachers, Middle School",1.9642857142857144,2.596342857142857,1.8571428571428568,2.596342857142857,2.375,1.595,2.02,2.8,1.8914285714285717,1.6063428571428573,2.3072,1.1734857142857142,2.25,2.7142857142857144,2.765714285714286,2.765714285714286,2.7142857142857144,2.086428571428572,1.75,1.1734857142857142,2.834657142857143,1.0803571428571428,1.0942857142857143,3.225714285714286,4.27,2.645714285714285
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",2.0608,2.645714285714285,1.8571428571428568,2.645714285714285,2.524285714285714,1.8914285714285717,2.4732142857142856,3.1312,1.8571428571428568,1.157142857142857,2.3892857142857142,1.0020571428571428,2.524285714285714,2.821428571428571,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.1607142857142856,1.6875,1.268571428571429,2.476514285714286,1.0664285714285715,1.0549142857142857,3.150742857142857,4.04,2.7142857142857144
25-2032.00,"Career/Technical Education Teachers, Secondary School",2.375,2.7142857142857144,1.8057142857142856,2.748571428571428,2.662857142857143,1.822857142857143,2.225714285714286,3.3891142857142853,1.8571428571428568,1.0942857142857143,2.8084,1.24,2.645714285714285,2.8363428571428573,2.9522285714285714,2.8363428571428573,2.8363428571428573,2.375,1.7200000000000002,1.0942857142857143,2.6544,1.0664285714285715,1.1106285714285715,3.664671428571429,4.13,2.7142857142857144
25-2051.00,"Special Education Teachers, Preschool",2.086428571428572,2.596342857142857,1.9842857142857144,2.6950857142857143,2.571428571428571,1.268571428571429,2.1492,2.384128571428572,1.9842857142857144,1.1339285714285714,2.3106285714285715,1.0271428571428571,2.4035714285714285,2.571428571428571,2.765714285714286,2.6950857142857143,2.7142857142857144,2.086428571428572,1.4464285714285716,1.2142857142857144,2.411114285714286,1.1071428571428572,1.0535714285714286,2.6517571428571425,3.64,2.571428571428571
25-2056.00,"Special Education Teachers, Elementary School",2.2071428571428573,2.607142857142857,1.595,2.765714285714286,2.596342857142857,1.625,2.216428571428572,2.8265,1.7036571428571428,1.1071428571428572,3.032028571428571,1.0549142857142857,2.2928571428571427,3.0592,2.912857142857143,2.782857142857143,2.7142857142857144,2.6185714285714288,1.7036571428571428,1.1257142857142857,2.315,1.0664285714285715,1.1785714285714286,3.5043,4.02,2.4522285714285714
25-2057.00,"Special Education Teachers, Middle School",2.216428571428572,2.524285714285714,1.8057142857142856,2.596342857142857,2.596342857142857,1.6364285714285711,2.1677714285714287,2.378571428571429,1.8057142857142856,1.0206285714285714,2.092857142857143,1.0,2.7142857142857144,2.765714285714286,2.7142857142857144,2.645714285714285,2.645714285714285,2.071428571428571,1.5614285714285714,1.1106285714285715,2.3672571428571425,1.0206285714285714,1.0549142857142857,2.607828571428572,3.87,2.645714285714285
25-2058.00,"Special Education Teachers, Secondary School",2.2767857142857144,2.524285714285714,1.8571428571428568,2.596342857142857,2.596342857142857,1.6665142857142858,2.4035714285714285,2.9546857142857146,1.8571428571428568,1.22,2.569628571428572,1.0,2.3192,3.117142857142857,2.645714285714285,2.7142857142857144,2.645714285714285,2.216428571428572,1.6364285714285711,1.2036571428571428,2.924485714285714,1.0357142857142856,1.0942857142857143,3.208885714285714,4.22,2.645714285714285
25-2059.01,Adapted Physical Education Specialists,2.086428571428572,2.596342857142857,1.8571428571428568,2.596342857142857,2.1492,1.2857142857142856,2.596342857142857,2.92,1.9842857142857144,1.2857142857142856,2.1219714285714284,1.1106285714285715,2.662857142857143,2.645714285714285,2.821428571428571,2.645714285714285,2.645714285714285,2.19,1.5165142857142857,1.062857142857143,2.0048000000000004,1.0089285714285714,1.1408,2.422,4.5,2.5428571428571427
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1.9085714285714288,2.25,1.7734857142857143,2.2928571428571427,2.1635714285714283,1.7385714285714284,2.02,2.5424714285714285,1.7200000000000002,1.0336571428571428,1.7082857142857144,1.0,2.1607142857142856,2.524285714285714,2.6950857142857143,2.524285714285714,2.7142857142857144,2.0028571428571427,1.2857142857142856,1.0664285714285715,2.234142857142857,1.0336571428571428,1.1408,2.4423142857142857,4.37,2.7142857142857144
25-3021.00,Self-Enrichment Teachers,1.7734857142857143,1.9449142857142856,1.3785714285714286,1.9449142857142856,1.8571428571428568,1.268571428571429,1.8571428571428568,2.6297,1.3785714285714286,1.1885714285714286,1.7704857142857144,1.0549142857142857,1.9449142857142856,2.19,2.645714285714285,2.1357142857142857,2.1357142857142857,1.8914285714285717,1.4821428571428572,1.0206285714285714,1.5960571428571426,1.0803571428571428,1.0803571428571428,2.294442857142857,4.37,2.06
25-3031.00,"Substitute Teachers, Short-Term",1.7385714285714284,2.105,1.3785714285714286,2.105,2.02,1.231428571428571,1.6875,1.9878285714285715,1.25,1.0664285714285715,1.2267571428571429,1.0,1.822857142857143,1.9085714285714288,2.7142857142857144,2.4035714285714285,2.3392857142857144,1.6875,1.3392000000000002,1.0271428571428571,1.684642857142857,1.0135714285714286,1.062857142857143,1.6408,3.73,2.3392857142857144
25-3041.00,Tutors,2.1677714285714287,2.4732142857142856,1.5892857142857142,2.0608,2.0608,1.8057142857142856,2.044642857142857,2.794428571428571,1.4910714285714284,1.0942857142857143,1.9778857142857145,1.0,2.31,2.662857142857143,2.782857142857143,2.782857142857143,2.7142857142857144,2.0608,1.32,1.0549142857142857,2.0185,1.0271428571428571,1.0271428571428571,2.95,4.36,2.7142857142857144
25-4011.00,Archivists,2.0028571428571427,2.3192,1.8057142857142856,2.4035714285714285,2.2071428571428573,1.3392000000000002,1.9842857142857144,3.1513,1.7734857142857143,1.3392000000000002,2.616142857142857,1.0549142857142857,2.1492,1.8057142857142856,2.6185714285714288,2.8363428571428573,2.877142857142857,1.8571428571428568,1.4691999999999998,1.1734857142857142,2.9812571428571424,1.0442857142857145,1.077942857142857,3.5938571428571424,4.0,2.748571428571428
25-4012.00,Curators,2.354914285714286,2.7207142857142856,2.1492,2.8020571428571426,2.571428571428571,1.8728571428571428,2.3857142857142857,2.897828571428572,2.205357142857143,1.4691999999999998,2.763314285714286,1.0357142857142856,2.4714285714285715,2.125,2.877142857142857,2.98,3.0357142857142856,2.36,2.2471428571428573,1.1785714285714286,2.413842857142857,1.1071428571428572,1.0942857142857143,3.0662714285714285,4.68,2.954285714285714
25-4013.00,Museum Technicians and Conservators,1.9085714285714288,2.086428571428572,1.6875,2.1635714285714283,2.06,1.5142857142857142,1.9449142857142856,2.6179428571428573,1.6875,1.0271428571428571,1.78,1.1071428571428572,1.8914285714285717,1.8057142857142856,2.4971428571428573,2.542057142857143,2.3857142857142857,2.086428571428572,2.086428571428572,1.4435714285714285,1.8448,1.0442857142857145,1.1734857142857142,2.383728571428572,4.35,2.3857142857142857
25-4022.00,Librarians and Media Collections Specialists,1.7485714285714289,2.4035714285714285,1.4017857142857142,2.044642857142857,2.0028571428571427,1.32,1.9085714285714288,2.585028571428571,1.4691999999999998,1.1885714285714286,2.2342857142857144,1.0135714285714286,1.9642857142857144,1.837942857142857,2.782857142857143,2.645714285714285,2.729371428571429,1.8914285714285717,1.3008,1.0042857142857142,2.918085714285714,1.197142857142857,1.0992,3.276571428571429,4.43,2.4732142857142856
25-4031.00,Library Technicians,1.4285714285714286,1.9285714285714288,1.2857142857142856,1.8571428571428568,1.7734857142857143,1.2857142857142856,1.6714285714285717,1.8835,1.268571428571429,1.0885714285714283,1.3827142857142856,1.0664285714285715,1.7734857142857143,1.822857142857143,2.3192,2.3192,2.205357142857143,1.3392000000000002,1.2857142857142856,1.0089285714285714,2.41,1.0664285714285715,1.0271428571428571,2.1907,4.28,1.8571428571428568
25-9021.00,Farm and Home Management Educators,2.571428571428571,2.524285714285714,2.4522285714285714,2.821428571428571,2.877142857142857,1.9285714285714288,2.645714285714285,2.877142857142857,2.4971428571428573,1.5357142857142858,2.517714285714286,1.0271428571428571,2.7678571428571432,2.6185714285714288,3.1750857142857143,3.0357142857142856,3.005714285714286,2.4285714285714284,1.8571428571428568,1.6875,2.503857142857143,1.077942857142857,1.1885714285714286,3.6149714285714287,4.56,2.877142857142857
25-9031.00,Instructional Coordinators,2.596342857142857,2.6950857142857143,2.205357142857143,2.6950857142857143,2.6185714285714288,1.822857142857143,2.6185714285714288,3.4722285714285714,2.2471428571428573,1.2142857142857144,3.351485714285715,1.0357142857142856,2.6950857142857143,3.205357142857143,3.0592,2.98,3.3563428571428573,2.4035714285714285,1.8571428571428568,1.0442857142857145,2.9467857142857143,1.0549142857142857,1.0803571428571428,3.3299714285714286,4.11,3.145
