O*NET-SOC Code,Title,E-Mail,Written Letters and Memos,Quality Control Analysis ,Evaluating Information to Determine Compliance with Standards ,Documenting/Recording Information ,Processing Information ,Monitoring and Controlling Resources ,Operations Monitoring ,"Monitoring Processes, Materials, or Surroundings ",Monitoring ,"Estimating the Quantifiable Characteristics of Products, Events, or Information ",Number Facility ,Mathematics ,Equipment Maintenance ,Repairing and Maintaining Mechanical Equipment ,Repairing and Maintaining Electronic Equipment ,Repairing ,"Operating Vehicles, Mechanized Devices, or Equipment ",Controlling Machines and Processes ,Operation and Control ,Installation ,Equipment Selection ,"Inspecting Equipment, Structures, or Materials ",Getting Information ,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment ","Organizing, Planning, and Prioritizing Work ",Management of Material Resources ,Management of Financial Resources ,Time Management ,Coordination ,Writing ,Depth Perception ,Far Vision ,Near Vision ,Visual Color Discrimination ,Glare Sensitivity ,Night Vision ,Peripheral Vision ,Sound Localization ,Hearing Sensitivity ,Speech Clarity ,Speech Recognition ,Rate Control ,Response Orientation ,Spatial Orientation ,Staffing Organizational Units ,"Identifying Objects, Actions, and Events ","Judging the Qualities of Objects, Services, or People "
17-2112.01,Human Factors Engineers and Ergonomists,4.95,3.58,1.6942857142857144,2.8525,2.7337857142857143,3.309285714285714,1.9594285714285715,1.3785714285714286,2.697142857142857,2.4285714285714284,2.6089285714285717,2.205357142857143,2.4285714285714284,1.0,1.1139285714285714,1.1114285714285714,1.0,1.333,1.492142857142857,1.0664285714285715,1.0,1.147857142857143,2.337142857142857,3.738571428571428,1.735357142857143,2.890000000000001,1.22,1.25,1.9449142857142856,1.8914285714285717,2.877142857142857,1.2036571428571428,1.9449142857142856,2.3392857142857144,1.4017857142857142,1.0,1.0020571428571428,1.0020571428571428,1.0,1.12,2.354914285714286,2.2308,1.0,1.0,1.0942857142857143,1.3285714285714283,3.341071428571429,2.5664285714285717
17-2112.02,Validation Engineers,4.89,3.35,1.8914285714285717,4.231428571428571,3.319714285714286,3.8285714285714287,1.875,1.9842857142857144,3.491428571428571,2.645714285714285,2.71,2.06,2.096342857142857,1.0336571428571428,1.262857142857143,1.312142857142857,1.0042857142857142,1.0396,1.9666,1.3392000000000002,1.0,1.0020571428571428,3.1825,3.6117857142857135,1.6535714285714285,2.911785714285714,1.2857142857142856,1.1071428571428572,1.8914285714285717,1.8914285714285717,2.765714285714286,1.22,1.7734857142857143,2.596342857142857,1.51,1.0,1.0,1.0,1.0,1.3785714285714286,2.225714285714286,2.31,1.0803571428571428,1.0803571428571428,1.0,1.375,3.4885714285714284,2.9596428571428577
17-2112.03,Manufacturing Engineers,5.0,3.12,2.2471428571428573,2.436914285714286,2.864285714285714,3.365157142857143,1.854657142857143,2.596342857142857,3.0636,2.9008000000000003,2.412071428571428,2.7678571428571432,2.928571428571429,1.722057142857143,1.92,1.6507428571428573,1.6942857142857144,1.2792571428571429,2.274285714285714,1.7521428571428572,1.6428571428571428,1.9722285714285717,2.529428571428572,3.225357142857143,3.2235428571428573,3.0736,2.0,1.9722285714285717,2.3857142857142857,2.0342857142857143,2.7207142857142856,1.5785714285714287,2.205357142857143,2.662857142857143,1.9077714285714285,1.0,1.0,1.0,1.0089285714285714,1.7200000000000002,2.1635714285714283,2.2928571428571427,1.197142857142857,1.1607142857142858,1.1071428571428572,1.5258714285714283,3.0413714285714284,2.6131714285714285
17-2121.00,Marine Engineers and Naval Architects,4.74,3.22,2.2308,3.3782,2.894285714285714,3.090157142857143,1.7968,2.2928571428571427,2.193257142857143,2.275,2.2059,2.1635714285714283,2.5907142857142857,1.6063428571428573,1.6930857142857143,1.4461714285714289,1.51,1.6489142857142856,2.0309714285714286,1.8914285714285717,1.0885714285714283,1.467857142857143,2.7151428571428564,3.3782,2.607142857142857,2.8642857142857143,1.722057142857143,1.6171428571428572,2.3392857142857144,2.3192,2.571428571428571,1.4285714285714286,2.2308,2.4035714285714285,1.8571428571428568,1.2142857142857144,1.12,1.1408,1.197142857142857,1.5892857142857142,2.31,2.19,1.157142857142857,1.36,1.4435714285714285,1.3555,3.021428571428572,2.2214
17-2131.00,Materials Engineers,5.0,3.33,2.096342857142857,2.6337857142857146,3.200357142857143,3.275714285714286,2.192285714285714,1.8914285714285717,3.5457142857142854,2.1750857142857143,2.9202857142857144,2.1357142857142857,2.571428571428571,1.062857142857143,1.751357142857143,1.8427857142857145,1.0714285714285714,1.1793571428571428,2.2214285714285715,1.3571428571428572,1.0,1.268571428571429,3.278571428571429,3.5108571428571427,2.314,3.03,1.6364285714285711,1.4192,1.8914285714285717,1.9285714285714288,2.7207142857142856,1.32,1.837942857142857,2.4732142857142856,1.8914285714285717,1.0,1.0,1.0,1.0,1.32,2.125,2.0028571428571427,1.16,1.0357142857142856,1.0020571428571428,1.9147142857142856,3.5145,2.740428571428572
17-2141.00,Mechanical Engineers,5.0,2.26,2.211428571428572,3.1741428571428574,2.617,2.5322285714285715,1.3001714285714283,2.096342857142857,2.737942857142857,2.3242857142857147,2.195157142857143,2.542057142857143,2.7678571428571432,1.3008,1.5450285714285714,1.4975714285714286,1.22,1.1877142857142855,1.9099,1.655,1.302857142857143,1.4464285714285716,2.4023000000000003,3.2374,4.050542857142857,3.324428571428572,1.542142857142857,1.5614285714285714,1.9657142857142855,1.9657142857142855,2.36,1.22,1.837942857142857,2.645714285714285,1.7200000000000002,1.0,1.0,1.0020571428571428,1.0,1.4464285714285716,2.044642857142857,2.125,1.0206285714285714,1.0,1.0357142857142856,1.100542857142857,2.8262,1.9874285714285715
17-2141.01,Fuel Cell Engineers,4.95,2.95,1.9449142857142856,2.128285714285714,2.862628571428571,3.475571428571428,2.1977857142857142,2.06,3.0224285714285712,2.4971428571428573,2.7451,2.205357142857143,2.4714285714285715,1.3392000000000002,1.9802,2.0423142857142857,1.542142857142857,1.3403714285714283,2.345371428571429,1.7200000000000002,1.0664285714285715,1.6364285714285711,2.765028571428572,3.041,2.443071428571429,3.153171428571428,1.5614285714285714,1.147857142857143,1.822857142857143,1.8571428571428568,2.6185714285714288,1.32,1.8914285714285717,2.524285714285714,1.7200000000000002,1.0,1.0,1.0020571428571428,1.0089285714285714,1.5165142857142857,1.8914285714285717,2.086428571428572,1.0664285714285715,1.1071428571428572,1.0135714285714286,1.5760857142857143,2.8853714285714283,2.2682
17-2141.02,Automotive Engineers,5.0,3.25,2.0342857142857143,3.492742857142857,3.17,3.6973,1.8850285714285715,1.8057142857142856,2.3114285714285714,2.1357142857142857,2.622128571428572,2.6185714285714288,3.0077714285714285,1.0,1.522571428571429,1.6802714285714289,1.0,2.108414285714286,1.6721,1.3392000000000002,1.0,1.22,2.605142857142857,3.5431,2.6184,3.408571428571429,1.2857142857142856,1.302857142857143,2.044642857142857,2.2928571428571427,2.6950857142857143,1.3571428571428572,1.8914285714285717,2.571428571428571,1.837942857142857,1.1785714285714286,1.1785714285714286,1.16,1.2142857142857144,1.4608,2.225714285714286,2.327857142857143,1.16,1.231428571428571,1.231428571428571,1.3897142857142857,2.8965142857142854,2.5084
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",4.93,4.0,1.94,3.319257142857143,2.971,3.5787142857142853,1.9734142857142856,1.9657142857142855,2.994757142857143,2.7678571428571432,2.5638571428571426,2.275,2.8150000000000004,1.0,1.0529285714285714,1.0831428571428572,1.0,1.2917714285714286,1.3504,1.2857142857142856,1.0,1.4464285714285716,1.7358000000000002,3.3605714285714288,2.225914285714285,3.283142857142857,1.9285714285714288,2.007142857142857,2.3192,2.3392857142857144,2.821428571428571,1.36,2.1357142857142857,2.524285714285714,1.625,1.0442857142857145,1.0020571428571428,1.0,1.0020571428571428,1.3785714285714286,2.5428571428571427,2.596342857142857,1.0,1.0020571428571428,1.1885714285714286,1.2497714285714283,3.1329571428571428,2.4297142857142857
17-2161.00,Nuclear Engineers,4.9,3.55,2.205357142857143,4.091,3.0560714285714288,3.832142857142857,1.999085714285714,2.4971428571428573,3.305714285714286,2.765714285714286,2.6956857142857142,2.571428571428571,2.877142857142857,1.0549142857142857,1.32,1.4777,1.0549142857142857,1.1539,1.7614,1.4017857142857142,1.0,1.0942857142857143,3.016857142857144,3.5301714285714283,2.3482857142857148,2.7010000000000005,1.3392000000000002,1.3008,2.3857142857142857,2.4035714285714285,3.0357142857142856,1.2857142857142856,1.8571428571428568,2.596342857142857,1.6063428571428573,1.0,1.0,1.0,1.0,1.4285714285714286,2.31,2.1607142857142856,1.0020571428571428,1.0,1.0,1.6802714285714289,3.523428571428571,2.5552
17-2171.00,Petroleum Engineers,4.98,3.18,1.6063428571428573,2.449442857142857,2.7641142857142857,3.5005714285714284,2.3384,1.837942857142857,2.594385714285714,2.524285714285714,2.7055285714285717,1.9842857142857144,2.2857142857142856,1.0042857142857142,1.0538857142857143,1.0855571428571429,1.0,1.0288,1.0848,1.32,1.0942857142857143,1.1257142857142857,1.7592571428571429,3.4820000000000007,2.014,3.5530857142857144,1.7200000000000002,1.5357142857142858,2.4035714285714285,2.4035714285714285,2.748571428571428,1.2857142857142856,1.8057142857142856,2.4035714285714285,1.6364285714285711,1.0,1.0,1.0,1.0,1.4435714285714285,2.1607142857142856,2.1607142857142856,1.0,1.0,1.0020571428571428,1.5233714285714286,3.436028571428571,2.729285714285714
17-2199.03,"Energy Engineers, Except Wind and Solar",4.91,3.41,1.5357142857142858,2.728257142857143,2.685714285714286,3.2487142857142857,2.167828571428571,1.6364285714285711,2.8361142857142854,2.596342857142857,2.4352,2.2857142857142856,2.6185714285714288,1.0,1.382657142857143,1.303642857142857,1.0,1.1440857142857144,1.2301,1.3008,1.0,1.0089285714285714,2.743642857142857,3.378571428571429,1.9610714285714288,2.994142857142857,1.4249999999999998,1.4017857142857142,2.023657142857143,1.9657142857142855,2.6950857142857143,1.22,1.9085714285714288,2.524285714285714,1.7200000000000002,1.0,1.0,1.0,1.0,1.3392000000000002,2.5428571428571427,2.524285714285714,1.0,1.0,1.0,1.7989142857142857,2.7078285714285717,2.5613714285714284
17-2199.05,Mechatronics Engineers,4.9,3.07,2.071428571428571,2.4256,3.021057142857143,2.568257142857143,1.3504,2.06,2.8690285714285717,2.3192,2.136457142857143,1.9285714285714288,2.36,1.0535714285714286,1.6276428571428572,1.754,1.0407142857142857,1.0941142857142858,1.8724857142857143,1.8571428571428568,1.0664285714285715,1.4928571428571429,2.0716,3.1099428571428573,3.5985714285714288,2.902214285714286,1.268571428571429,1.268571428571429,1.9657142857142855,1.8571428571428568,2.571428571428571,1.32,1.8571428571428568,2.524285714285714,1.8057142857142856,1.0,1.0,1.0,1.0020571428571428,1.6063428571428573,2.0608,2.044642857142857,1.157142857142857,1.0442857142857145,1.0357142857142856,1.3357714285714286,2.7133571428571432,1.6870857142857143
17-2199.06,Microsystems Engineers,4.76,3.06,2.06,2.602814285714285,2.7712000000000003,3.192428571428572,1.6288571428571428,2.086428571428572,2.699871428571428,2.4035714285714285,2.3923428571428573,2.2471428571428573,2.3192,1.2036571428571428,1.5750857142857142,2.338857142857143,1.25,1.1209714285714285,2.0752,1.6364285714285711,1.0336571428571428,1.4249999999999998,2.375228571428572,3.486857142857143,3.148528571428572,2.8994285714285715,1.4691999999999998,1.4017857142857142,2.2928571428571427,1.8914285714285717,2.571428571428571,1.4017857142857142,1.7385714285714284,2.3857142857142857,1.9285714285714288,1.0,1.0,1.0,1.0,1.5892857142857142,2.2308,2.2928571428571427,1.157142857142857,1.0042857142857142,1.0271428571428571,1.3513142857142857,2.6836,1.8067714285714287
17-2199.07,Photonics Engineers,4.96,3.13,2.142857142857143,2.483257142857143,3.1149714285714287,3.5541142857142853,1.8003999999999998,1.94,2.512528571428572,2.0342857142857143,2.554814285714285,2.517857142857143,2.826514285714286,1.36,1.4988142857142857,2.0578857142857143,1.6942857142857144,1.1290714285714285,2.3107285714285712,1.8057142857142856,1.0089285714285714,1.94,2.3428571428571425,3.4119999999999995,3.1103714285714283,2.6128,1.2857142857142856,1.147857142857143,1.8057142857142856,1.8914285714285717,2.954285714285714,1.5614285714285714,1.94,2.542057142857143,1.8057142857142856,1.147857142857143,1.0,1.0,1.0,1.36,2.2928571428571427,2.125,1.0803571428571428,1.12,1.0,1.3721571428571429,2.9001428571428574,1.8135714285714288
17-2199.08,Robotics Engineers,4.9,3.3,2.5907142857142857,2.8327,3.077714285714286,3.414571428571428,1.9694285714285715,2.4035714285714285,3.2157142857142857,2.596342857142857,2.3068,2.36,2.8150000000000004,2.275,2.490757142857143,2.831142857142857,2.007142857142857,1.4369999999999998,3.2614428571428578,1.9077714285714285,1.6964285714285714,2.2477714285714288,2.681,3.35,3.5978428571428576,3.1197,1.36,1.6063428571428573,2.4971428571428573,2.275,2.524285714285714,1.655,1.94,2.596342857142857,2.06,1.0407142857142857,1.0206285714285714,1.0206285714285714,1.0271428571428571,1.7200000000000002,1.9085714285714288,2.2071428571428573,1.655,1.147857142857143,1.0714285714285714,1.2904285714285713,3.125714285714285,2.254985714285714
17-2199.09,Nanosystems Engineers,5.0,3.19,2.1357142857142857,2.130428571428572,3.128214285714286,3.5920000000000005,2.1128571428571425,1.8571428571428568,3.342714285714285,2.4285714285714284,2.856,2.4008000000000003,2.954285714285714,1.36,1.7457142857142856,2.072142857142857,1.3392000000000002,1.3362857142857143,3.275714285714286,1.394285714285714,1.0,1.7242857142857142,3.04,3.3310000000000004,2.4176,2.836,1.4435714285714285,1.4017857142857142,2.0342857142857143,1.9657142857142855,2.9008000000000003,1.268571428571429,1.8914285714285717,2.98,1.7200000000000002,1.0,1.0,1.0,1.0,1.268571428571429,2.4035714285714285,2.3392857142857144,1.1257142857142857,1.0,1.0,1.6332857142857145,3.3441428571428573,2.378028571428572
17-2199.10,Wind Energy Engineers,4.92,3.24,1.6942857142857144,2.6263,2.762928571428572,3.0228571428571427,2.032842857142857,1.6364285714285711,2.0890714285714287,2.211428571428572,2.4701714285714287,2.3392857142857144,2.607142857142857,1.0042857142857142,1.2025,1.2352,1.0,1.2983714285714287,1.5792142857142857,1.3785714285714286,1.0,1.0135714285714286,1.9456,3.038214285714285,2.4619857142857144,2.834642857142857,1.3785714285714286,1.25,1.8728571428571428,2.0,2.275,1.4017857142857142,1.722057142857143,2.205357142857143,1.36,1.0,1.0,1.0,1.0020571428571428,1.268571428571429,2.086428571428572,1.9449142857142856,1.1071428571428572,1.12,1.0271428571428571,1.560857142857143,2.211,1.9698
17-2199.11,Solar Energy Systems Engineers,4.89,3.25,1.78,2.981028571428572,2.2357142857142858,2.7218285714285715,1.9760285714285717,1.75,2.680742857142857,2.1635714285714283,2.1990857142857143,2.071428571428571,2.36,1.25,1.367885714285714,1.7153,1.231428571428571,1.5428000000000002,1.384342857142857,1.4017857142857142,1.0,1.268571428571429,2.440457142857143,3.3266285714285715,2.9846857142857144,2.988214285714286,1.268571428571429,1.2857142857142856,1.8914285714285717,1.9657142857142855,2.645714285714285,1.3008,1.9657142857142855,2.275,1.78,1.1885714285714286,1.0442857142857145,1.0442857142857145,1.0442857142857145,1.3785714285714286,2.105,2.19,1.0357142857142856,1.0442857142857145,1.0535714285714286,1.6571571428571428,2.8732571428571427,2.215
17-3011.00,Architectural and Civil Drafters,4.93,3.25,1.4821428571428572,3.048914285714286,2.3273714285714284,2.6982285714285714,1.1395428571428572,1.394285714285714,2.134985714285714,2.0028571428571427,2.1253,1.8914285714285717,2.125,1.0135714285714286,1.0059428571428572,1.0625714285714285,1.0135714285714286,1.0682714285714283,1.0584857142857145,1.0442857142857145,1.0135714285714286,1.0664285714285715,1.5392285714285716,2.9968000000000004,3.7924,2.629371428571429,1.1734857142857142,1.22,2.0028571428571427,1.9449142857142856,2.19,1.22,1.9077714285714285,2.4035714285714285,1.9077714285714285,1.0,1.0042857142857142,1.0178571428571428,1.0,1.3392000000000002,1.8914285714285717,1.9285714285714288,1.0135714285714286,1.0135714285714286,1.0535714285714286,1.1289714285714283,2.2990285714285714,1.679642857142857
17-3012.00,Electrical and Electronics Drafters,4.89,2.87,1.7385714285714284,2.757142857142857,2.465457142857143,2.6461,1.1326857142857143,1.3571428571428572,1.6549142857142858,1.8571428571428568,2.0648,1.837942857142857,1.875,1.0135714285714286,1.1062857142857143,1.4235857142857142,1.0042857142857142,1.0981142857142858,1.2453142857142858,1.0535714285714286,1.0135714285714286,1.0664285714285715,1.4961571428571427,2.8561428571428573,4.006428571428572,3.171428571428572,1.157142857142857,1.157142857142857,1.9449142857142856,1.8571428571428568,2.25,1.2592,1.5892857142857142,2.645714285714285,1.6063428571428573,1.0178571428571428,1.008571428571429,1.0020571428571428,1.0020571428571428,1.2142857142857144,1.9642857142857144,2.1142857142857143,1.0135714285714286,1.0178571428571428,1.0336571428571428,1.0445714285714285,2.265142857142857,1.6484285714285716
17-3013.00,Mechanical Drafters,4.93,2.95,1.78,2.2285000000000004,2.4098,2.3082857142857143,1.1897714285714285,1.36,2.6143857142857145,1.8914285714285717,1.9538285714285717,1.9657142857142855,2.2471428571428573,1.0,1.3456857142857142,1.1509142857142858,1.0,1.2064714285714286,1.4337142857142855,1.0357142857142856,1.0,1.0135714285714286,2.037714285714286,2.661142857142857,4.0051000000000005,2.5280571428571426,1.1785714285714286,1.16,1.8057142857142856,1.8571428571428568,1.8914285714285717,1.3008,1.8057142857142856,2.571428571428571,1.8571428571428568,1.0,1.0,1.0,1.0,1.2857142857142856,1.9642857142857144,1.9642857142857144,1.0,1.0,1.0020571428571428,1.0132142857142856,2.335714285714286,1.8357142857142856
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.67,2.34,2.422142857142857,2.907657142857143,3.4941714285714287,3.046814285714285,1.9174285714285717,2.375,3.478,1.9449142857142856,2.725742857142857,1.8571428571428568,1.8571428571428568,1.9077714285714285,1.64,2.1008000000000004,1.8571428571428568,1.427142857142857,1.9605714285714284,1.822857142857143,1.3008,1.5508,2.338557142857143,3.4596,2.1212285714285715,2.494,1.2592,1.2592,1.9842857142857144,1.7734857142857143,1.9449142857142856,1.5207142857142857,1.8057142857142856,2.5428571428571427,1.7200000000000002,1.0803571428571428,1.0,1.0,1.0020571428571428,1.7385714285714284,1.9085714285714288,1.9449142857142856,1.1785714285714286,1.1071428571428572,1.0020571428571428,1.0891,3.042357142857143,2.7394857142857143
17-3022.00,Civil Engineering Technologists and Technicians,4.79,3.03,1.32,2.897142857142857,2.3870000000000005,3.2675714285714283,1.3217571428571429,1.4691999999999998,2.744,2.086428571428572,2.4502571428571427,2.2071428571428573,2.265085714285714,1.0,1.0797142857142858,1.0922857142857143,1.0,1.5034857142857143,1.1450428571428573,1.32,1.0,1.0042857142857142,1.6979428571428574,2.7946857142857144,2.3908000000000005,2.9264142857142854,1.32,1.2592,1.7734857142857143,1.8571428571428568,2.125,1.3008,2.105,2.596342857142857,1.5508,1.0271428571428571,1.0442857142857145,1.0206285714285714,1.0206285714285714,1.3785714285714286,2.0608,2.105,1.0442857142857145,1.0535714285714286,1.16,1.1151428571428572,2.912114285714286,1.7794285714285714
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,4.83,3.26,1.8057142857142856,2.8580714285714284,2.8665571428571432,2.888014285714286,1.7722857142857142,1.9285714285714288,2.678285714285715,1.9449142857142856,2.1450285714285715,1.6364285714285711,1.7200000000000002,1.822857142857143,1.7879714285714288,2.902771428571429,2.25,1.4270285714285715,2.338014285714286,1.5357142857142858,1.268571428571429,1.6063428571428573,2.752685714285714,2.740828571428572,2.6227714285714283,2.730528571428572,1.3008,1.3008,1.7385714285714284,1.822857142857143,2.044642857142857,1.51,1.75,2.524285714285714,2.125,1.0135714285714286,1.0,1.0336571428571428,1.1339285714285714,1.4179428571428572,2.02,1.9642857142857144,1.1071428571428572,1.0135714285714286,1.0664285714285715,1.1814142857142858,2.627542857142857,2.175428571428572
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,4.14,3.44,2.4035714285714285,2.596514285714285,3.001257142857143,2.6674857142857142,1.4601142857142857,2.7142857142857144,3.0372,2.571428571428571,1.7082857142857144,1.8571428571428568,1.8057142857142856,2.096342857142857,2.4857142857142858,3.521071428571429,2.524285714285714,1.6339428571428571,3.3234285714285714,2.4285714285714284,2.023657142857143,1.9449142857142856,2.660428571428572,2.4259142857142857,2.223628571428572,2.8653142857142857,1.231428571428571,1.1071428571428572,1.8571428571428568,1.8571428571428568,1.9449142857142856,1.6063428571428573,2.25,2.645714285714285,2.2308,1.22,1.0664285714285715,1.1408,1.1785714285714286,1.9449142857142856,1.8571428571428568,1.8571428571428568,1.5207142857142857,1.5357142857142858,1.28,1.1414285714285717,2.3855714285714287,2.0043571428571427
17-3024.01,Robotics Technicians,4.95,2.82,2.4522285714285714,2.83,2.792714285714286,2.487314285714286,1.4862,2.524285714285714,3.1800571428571427,1.9842857142857144,2.031228571428572,1.75,2.071428571428571,2.596342857142857,2.8262285714285715,3.88,2.7142857142857144,1.7014857142857145,3.200357142857143,2.2308,1.9842857142857144,1.9842857142857144,2.7446,2.673171428571428,2.8954,2.9231714285714285,1.1339285714285714,1.1071428571428572,1.872228571428572,1.8914285714285717,2.0028571428571427,1.7200000000000002,1.8571428571428568,2.765714285714286,2.2928571428571427,1.268571428571429,1.147857142857143,1.2036571428571428,1.268571428571429,1.4928571428571429,2.1677714285714287,2.023657142857143,1.6364285714285711,1.5165142857142857,1.25,1.2535,3.021571428571429,2.4281999999999995
17-3025.00,Environmental Engineering Technologists and Technicians,4.75,3.91,2.023657142857143,2.6892000000000005,2.6545428571428573,2.492585714285714,1.4547571428571429,1.8914285714285717,2.2704142857142857,2.275,1.6806,2.0,2.071428571428571,1.394285714285714,1.6028000000000002,1.5321714285714283,1.4435714285714285,1.812442857142857,1.7230857142857143,1.7385714285714284,1.0,1.4821428571428572,2.571428571428571,2.640528571428572,1.5382,2.426342857142857,1.542142857142857,1.3392000000000002,1.9449142857142856,1.8571428571428568,2.1750857142857143,1.5300000000000002,1.8914285714285717,2.571428571428571,1.837942857142857,1.25,1.16,1.2000000000000002,1.1785714285714286,1.3571428571428572,2.225714285714286,2.023657142857143,1.268571428571429,1.2857142857142856,1.268571428571429,1.1019142857142856,2.265142857142857,2.0145714285714287
17-3026.00,Industrial Engineering Technologists and Technicians,4.93,3.49,1.8571428571428568,2.081142857142857,2.290857142857143,2.411314285714286,1.5814285714285714,1.5357142857142858,2.7262000000000004,2.3192,2.076657142857143,2.023657142857143,2.1357142857142857,1.2857142857142856,2.355314285714285,1.9204,1.6942857142857144,1.6725,2.4317714285714285,1.077942857142857,1.0,1.231428571428571,2.3350857142857144,2.3768857142857143,3.2134285714285715,2.8845714285714283,1.3392000000000002,1.1885714285714286,2.086428571428572,1.8728571428571428,2.1357142857142857,1.2857142857142856,1.8914285714285717,2.524285714285714,1.655,1.0271428571428571,1.0135714285714286,1.0135714285714286,1.0271428571428571,1.4542857142857144,1.9449142857142856,2.044642857142857,1.197142857142857,1.197142857142857,1.0336571428571428,1.1173,2.1891285714285718,2.015257142857143
17-3026.01,Nanotechnology Engineering Technologists and Technicians,5.0,2.47,2.125,2.4465000000000003,3.258714285714285,3.2074857142857143,2.157142857142857,2.2071428571428573,3.0108571428571427,2.275,2.4095714285714287,2.2308,2.275,2.044642857142857,2.839714285714286,2.6880571428571427,2.105,1.4821428571428572,3.0777142857142854,2.0028571428571427,1.0,1.6364285714285711,2.9992857142857146,3.1839142857142857,2.142142857142857,3.0397142857142856,1.3785714285714286,1.1339285714285714,1.7734857142857143,2.044642857142857,2.6185714285714288,1.4285714285714286,1.9449142857142856,2.8020571428571426,1.8914285714285717,1.1408,1.12,1.2592,1.2036571428571428,1.4435714285714285,2.1607142857142856,2.0608,1.4017857142857142,1.335714285714286,1.1734857142857142,1.5274285714285716,3.2703000000000007,2.190642857142857
17-3027.00,Mechanical Engineering Technologists and Technicians,4.54,3.1,2.044642857142857,2.6218,3.016,3.079485714285714,1.4004571428571428,2.1607142857142856,2.6600571428571427,1.9449142857142856,2.284428571428572,2.3857142857142857,2.086428571428572,1.6665142857142858,2.4502428571428574,1.786857142857143,1.6665142857142858,1.771,2.573714285714286,1.8571428571428568,1.0271428571428571,1.6875,2.707271428571429,2.9248000000000003,3.064,2.858457142857143,1.1785714285714286,1.157142857142857,1.9449142857142856,1.8914285714285717,2.2928571428571427,1.3571428571428572,1.9085714285714288,2.645714285714285,1.9285714285714288,1.197142857142857,1.1785714285714286,1.1428571428571428,1.1785714285714286,1.6364285714285711,2.0028571428571427,2.422142857142857,1.4435714285714285,1.4,1.231428571428571,1.1636285714285717,2.6544,2.120028571428572
17-3027.01,Automotive Engineering Technicians,4.96,3.41,2.044642857142857,2.3621714285714286,2.9596,2.6948857142857143,1.6973285714285713,1.9642857142857144,2.7950857142857144,2.023657142857143,1.8257142857142856,1.655,2.023657142857143,1.8571428571428568,2.7240571428571427,2.866357142857143,1.9449142857142856,2.4442857142857144,2.594042857142857,1.7734857142857143,1.4691999999999998,1.7734857142857143,2.488457142857143,2.559085714285714,2.101257142857143,2.5984,1.32,1.1607142857142858,1.7036571428571428,1.8571428571428568,2.044642857142857,1.51,1.9085714285714288,2.375,1.6665142857142858,1.231428571428571,1.2036571428571428,1.28,1.335714285714286,1.5357142857142858,2.0608,2.02,1.3571428571428572,1.5614285714285714,1.3785714285714286,1.3234857142857142,2.242,1.924
17-3029.01,Non-Destructive Testing Specialists,4.64,3.58,2.645714285714285,3.935214285714285,3.365,3.3236,2.117142857142857,2.0028571428571427,3.5536000000000003,2.2308,2.849928571428572,1.8057142857142856,1.9449142857142856,1.6364285714285711,2.004114285714285,2.0777142857142854,1.2857142857142856,2.0816,3.3389285714285712,1.9085714285714288,1.0,1.5508,4.323400000000001,3.3332571428571423,2.449,2.7104857142857144,1.1408,1.0357142857142856,1.822857142857143,1.822857142857143,2.0028571428571427,1.7385714285714284,2.354914285714286,2.7142857142857144,1.8571428571428568,1.2857142857142856,1.077942857142857,1.1339285714285714,1.22,1.4179428571428572,1.9642857142857144,1.9642857142857144,1.394285714285714,1.2857142857142856,1.3008,1.8081571428571428,3.100142857142857,3.142857142857143
17-3029.08,Photonics Technicians,4.68,2.67,2.19,2.6540857142857144,2.7528571428571427,2.982957142857143,1.8813285714285717,2.0608,3.010214285714285,2.044642857142857,1.8492857142857144,1.7734857142857143,1.75,1.9642857142857144,2.051428571428572,2.318885714285714,1.8571428571428568,1.330342857142857,3.258571428571428,1.8057142857142856,1.8728571428571428,1.75,2.937828571428572,2.630885714285714,1.6911428571428573,2.557142857142857,1.28,1.2142857142857144,1.8571428571428568,1.8571428571428568,1.9449142857142856,1.5614285714285714,1.8057142857142856,2.524285714285714,1.8571428571428568,1.0135714285714286,1.0,1.0,1.0,1.542142857142857,1.8571428571428568,1.8571428571428568,1.2857142857142856,1.268571428571429,1.0089285714285714,1.297414285714286,2.7528571428571427,2.0599285714285718
17-3031.00,Surveying and Mapping Technicians,4.75,3.41,1.3571428571428572,2.2852,2.896,2.748571428571429,1.3136,1.4179428571428572,1.660842857142857,1.9449142857142856,1.7170857142857143,1.6364285714285711,2.125,1.0,1.2754,1.4503428571428572,1.0020571428571428,1.3792857142857144,1.7346428571428572,1.5357142857142858,1.0,1.0221428571428572,1.4364571428571429,2.623828571428571,2.1484,2.491885714285714,1.157142857142857,1.077942857142857,1.7734857142857143,1.8914285714285717,2.125,1.335714285714286,2.023657142857143,2.3392857142857144,1.8057142857142856,1.1607142857142858,1.0664285714285715,1.0664285714285715,1.0549142857142857,1.32,1.9085714285714288,1.9085714285714288,1.1734857142857142,1.231428571428571,1.3785714285714286,1.1018571428571429,2.232,1.6528
