O*NET-SOC Code,Title,Thinking Creatively ,Originality ,Category Flexibility ,Flexibility of Closure ,Dynamic Flexibility ,Extent Flexibility 
19-3094.00,Political Scientists,3.556314285714286,2.06,2.023657142857143,1.7734857142857143,1.0,1.0
19-3099.01,Transportation Planners,3.1785714285714284,2.4971428571428573,2.2471428571428573,2.023657142857143,1.0,1.0
19-4012.00,Agricultural Technicians,1.6919,1.8571428571428568,1.9842857142857144,1.8571428571428568,1.0271428571428571,1.3571428571428572
19-4012.01,Precision Agriculture Technicians,2.459542857142857,1.8571428571428568,2.096342857142857,2.096342857142857,1.0,1.25
19-4013.00,Food Science Technicians,1.6630285714285715,1.4249999999999998,1.9449142857142856,1.9085714285714288,1.0,1.0206285714285714
19-4021.00,Biological Technicians,2.2639428571428573,1.837942857142857,2.3857142857142857,2.1357142857142857,1.0,1.197142857142857
19-4031.00,Chemical Technicians,1.855,1.8914285714285717,2.4971428571428573,1.9449142857142856,1.0,1.268571428571429
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.8455285714285716,1.837942857142857,2.205357142857143,1.9449142857142856,1.0,1.22
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.9517714285714285,1.6364285714285711,2.125,2.06,1.0,1.28
19-4051.00,Nuclear Technicians,1.7450714285714286,1.655,2.0028571428571427,2.1635714285714283,1.0135714285714286,1.4691999999999998
19-4051.02,Nuclear Monitoring Technicians,2.155885714285714,1.8571428571428568,2.2928571428571427,2.0608,1.0,1.3008
19-4061.00,Social Science Research Assistants,2.306628571428572,1.8571428571428568,1.8914285714285717,1.837942857142857,1.0,1.0
19-4071.00,Forest and Conservation Technicians,2.3102714285714283,1.822857142857143,1.9449142857142856,1.9077714285714285,1.0357142857142856,1.7734857142857143
19-4092.00,Forensic Science Technicians,1.460457142857143,1.837942857142857,2.6185714285714288,2.765714285714286,1.0,1.4017857142857142
19-4099.01,Quality Control Analysts,1.6182,1.837942857142857,1.8914285714285717,1.9842857142857144,1.0,1.231428571428571
19-4099.03,Remote Sensing Technicians,2.718228571428571,2.086428571428572,2.2471428571428573,2.4008000000000003,1.0,1.0
19-5011.00,Occupational Health and Safety Specialists,2.378914285714286,1.8571428571428568,2.205357142857143,2.596342857142857,1.0,1.1408
19-5012.00,Occupational Health and Safety Technicians,2.5768,1.8571428571428568,2.044642857142857,2.086428571428572,1.0,1.268571428571429
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,2.9474714285714287,1.9449142857142856,2.044642857142857,1.8571428571428568,1.0,1.062857142857143
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",2.6554,2.06,1.9842857142857144,1.655,1.0,1.0
21-1013.00,Marriage and Family Therapists,2.539685714285714,2.31,2.375,1.9085714285714288,1.0,1.0020571428571428
21-1014.00,Mental Health Counselors,3.4118714285714287,2.36,2.4971428571428573,1.8914285714285717,1.0,1.0089285714285714
21-1015.00,Rehabilitation Counselors,2.6644142857142854,2.023657142857143,1.9449142857142856,1.6875,1.0,1.0535714285714286
21-1021.00,"Child, Family, and School Social Workers",2.9456,2.023657142857143,1.9842857142857144,1.7734857142857143,1.0,1.0549142857142857
21-1022.00,Healthcare Social Workers,2.494,2.0342857142857143,2.0,1.7734857142857143,1.0,1.0206285714285714
21-1023.00,Mental Health and Substance Abuse Social Workers,3.063142857142857,2.524285714285714,2.422142857142857,1.9642857142857144,1.0,1.0020571428571428
21-1091.00,Health Education Specialists,3.1775857142857142,2.086428571428572,1.8571428571428568,1.4821428571428572,1.0,1.0442857142857145
21-1092.00,Probation Officers and Correctional Treatment Specialists,2.2021428571428574,1.78,1.8571428571428568,1.604285714285714,1.0,1.0442857142857145
21-1093.00,Social and Human Service Assistants,2.4641285714285712,1.9285714285714288,1.8914285714285717,1.8914285714285717,1.0,1.1106285714285715
21-1094.00,Community Health Workers,2.9802571428571425,1.8571428571428568,2.0028571428571427,1.6665142857142858,1.0,1.1734857142857142
21-2011.00,Clergy,2.7561857142857145,2.596342857142857,2.1635714285714283,1.8571428571428568,1.0,1.0
21-2021.00,"Directors, Religious Activities and Education",3.1828,2.105,1.9085714285714288,1.7385714285714284,1.0020571428571428,1.0020571428571428
23-1011.00,Lawyers,2.9762000000000004,2.571428571428571,2.571428571428571,1.8571428571428568,1.0,1.0
23-1012.00,Judicial Law Clerks,2.146857142857143,1.7200000000000002,2.25,1.75,1.0,1.0
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.031085714285714,1.8057142857142856,1.9842857142857144,1.7734857142857143,1.0,1.0
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.7395571428571426,1.8914285714285717,1.8571428571428568,1.8057142857142856,1.0,1.0
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.047657142857143,1.8914285714285717,2.0028571428571427,1.837942857142857,1.0,1.0
23-2011.00,Paralegals and Legal Assistants,1.673257142857143,1.6665142857142858,1.8571428571428568,1.7734857142857143,1.0,1.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",1.4269571428571428,1.3008,1.837942857142857,1.7857142857142856,1.0,1.0
25-1011.00,"Business Teachers, Postsecondary",3.052357142857143,1.9657142857142855,2.044642857142857,1.6063428571428573,1.0,1.0
25-1021.00,"Computer Science Teachers, Postsecondary",3.852285714285714,2.096342857142857,2.1357142857142857,1.8057142857142856,1.0,1.0
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.7664,2.06,1.9285714285714288,1.5785714285714287,1.0,1.0
25-1031.00,"Architecture Teachers, Postsecondary",3.6839714285714287,2.3242857142857147,2.2857142857142856,1.8571428571428568,1.0,1.0
25-1032.00,"Engineering Teachers, Postsecondary",4.334414285714286,2.2471428571428573,2.6185714285714288,1.8571428571428568,1.0,1.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",3.3417571428571438,2.1357142857142857,1.9449142857142856,1.51,1.0,1.1257142857142857
25-1042.00,"Biological Science Teachers, Postsecondary",3.880285714285714,2.1357142857142857,2.2857142857142856,1.51,1.0,1.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",3.9560571428571434,2.071428571428571,1.9842857142857144,1.5300000000000002,1.0,1.0206285714285714
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3.2645285714285714,2.1085714285714285,2.211428571428572,1.6364285714285711,1.0,1.0
25-1052.00,"Chemistry Teachers, Postsecondary",3.074414285714286,2.0,2.2471428571428573,1.8571428571428568,1.0,1.0
25-1053.00,"Environmental Science Teachers, Postsecondary",3.2002857142857137,2.06,1.9842857142857144,1.6063428571428573,1.0,1.0
25-1054.00,"Physics Teachers, Postsecondary",3.791285714285714,2.0,2.096342857142857,1.3392000000000002,1.0,1.0089285714285714
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",3.5926428571428564,2.275,2.4285714285714284,1.822857142857143,1.0,1.0
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3.569885714285714,2.1357142857142857,1.8571428571428568,1.5207142857142857,1.0,1.0
25-1063.00,"Economics Teachers, Postsecondary",3.735357142857143,1.8571428571428568,1.9285714285714288,1.6875,1.0,1.0
25-1064.00,"Geography Teachers, Postsecondary",3.614742857142857,2.0342857142857143,2.0342857142857143,1.625,1.0,1.0
25-1065.00,"Political Science Teachers, Postsecondary",3.658042857142857,1.9285714285714288,1.8914285714285717,1.394285714285714,1.0,1.0
25-1066.00,"Psychology Teachers, Postsecondary",3.418742857142857,2.023657142857143,2.023657142857143,1.5508,1.0,1.0
25-1067.00,"Sociology Teachers, Postsecondary",3.894971428571429,1.8914285714285717,1.9449142857142856,1.4017857142857142,1.0,1.0
25-1071.00,"Health Specialties Teachers, Postsecondary",3.3807142857142853,2.071428571428571,2.0,1.4910714285714284,1.0,1.077942857142857
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",3.1668857142857143,2.0342857142857143,2.1357142857142857,1.8571428571428568,1.0,1.2142857142857144
25-1081.00,"Education Teachers, Postsecondary",3.2081,1.9842857142857144,1.9449142857142856,1.3392000000000002,1.0,1.0
25-1082.00,"Library Science Teachers, Postsecondary",3.8863428571428567,1.8057142857142856,2.096342857142857,1.7200000000000002,1.0,1.0
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",3.324957142857143,1.8571428571428568,1.8914285714285717,1.36,1.0,1.0
25-1112.00,"Law Teachers, Postsecondary",3.5691428571428574,2.1357142857142857,2.096342857142857,1.4435714285714285,1.0,1.0
25-1113.00,"Social Work Teachers, Postsecondary",3.3708142857142858,2.096342857142857,2.044642857142857,1.4691999999999998,1.0,1.0
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",4.427714285714286,2.571428571428571,2.1357142857142857,1.595,1.0020571428571428,1.0206285714285714
25-1122.00,"Communications Teachers, Postsecondary",3.495657142857143,1.8914285714285717,1.837942857142857,1.595,1.0,1.0
25-1123.00,"English Language and Literature Teachers, Postsecondary",3.838685714285715,2.205357142857143,2.06,1.655,1.0,1.0
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",3.4615428571428573,1.8728571428571428,1.8057142857142856,1.51,1.0,1.0
25-1125.00,"History Teachers, Postsecondary",3.960771428571429,1.8914285714285717,1.9842857142857144,1.4542857142857144,1.0,1.0
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",3.416114285714286,1.8728571428571428,1.9449142857142856,1.3785714285714286,1.0,1.0
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",2.4560000000000004,2.023657142857143,1.9449142857142856,1.51,1.0,1.0020571428571428
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",2.9310857142857145,1.8914285714285717,1.9449142857142856,1.51,1.0,1.0271428571428571
25-1194.00,"Career/Technical Education Teachers, Postsecondary",2.2969,1.8571428571428568,1.837942857142857,1.5300000000000002,1.0,1.197142857142857
25-2011.00,"Preschool Teachers, Except Special Education",2.243457142857143,2.422142857142857,1.8057142857142856,1.8057142857142856,1.0,1.4928571428571429
25-2012.00,"Kindergarten Teachers, Except Special Education",3.2332142857142854,2.1492,1.9449142857142856,1.7385714285714284,1.0,1.335714285714286
25-2021.00,"Elementary School Teachers, Except Special Education",2.8532,2.524285714285714,2.0608,1.8571428571428568,1.0,1.1106285714285715
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",3.663571428571428,1.9842857142857144,1.8057142857142856,1.8571428571428568,1.0,1.0
25-2023.00,"Career/Technical Education Teachers, Middle School",3.137485714285714,2.086428571428572,2.044642857142857,1.6875,1.0,1.1071428571428572
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",2.9584,2.3192,2.0028571428571427,1.7734857142857143,1.0,1.0042857142857142
25-2032.00,"Career/Technical Education Teachers, Secondary School",3.66,2.3192,2.3392857142857144,1.8571428571428568,1.0,1.25
25-2051.00,"Special Education Teachers, Preschool",2.3014,1.9722285714285717,1.9657142857142855,1.6364285714285711,1.0020571428571428,1.268571428571429
25-2056.00,"Special Education Teachers, Elementary School",2.7394,2.3392857142857144,2.265085714285714,2.0028571428571427,1.0020571428571428,1.268571428571429
25-2057.00,"Special Education Teachers, Middle School",1.9964,2.3857142857142857,1.8571428571428568,1.8057142857142856,1.0,1.0089285714285714
25-2058.00,"Special Education Teachers, Secondary School",3.080628571428571,2.071428571428571,2.0,1.8057142857142856,1.0,1.0020571428571428
25-2059.01,Adapted Physical Education Specialists,3.095785714285714,2.125,1.9285714285714288,1.9085714285714288,1.0135714285714286,1.8571428571428568
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3.023542857142857,2.0028571428571427,1.8057142857142856,1.822857142857143,1.0,1.0
25-3021.00,Self-Enrichment Teachers,2.983428571428572,1.9285714285714288,1.8571428571428568,1.5207142857142857,1.0,1.1885714285714286
25-3031.00,"Substitute Teachers, Short-Term",1.5868,1.6364285714285711,1.7200000000000002,1.4435714285714285,1.0020571428571428,1.0020571428571428
25-3041.00,Tutors,2.681857142857143,1.8914285714285717,1.8571428571428568,1.7734857142857143,1.0,1.0
25-4011.00,Archivists,2.755,1.8057142857142856,2.765714285714286,1.51,1.0,1.25
25-4012.00,Curators,3.5029285714285714,2.4714285714285715,2.6185714285714288,2.096342857142857,1.0,1.0803571428571428
25-4013.00,Museum Technicians and Conservators,2.529571428571429,2.0608,2.06,1.9449142857142856,1.0,1.3785714285714286
25-4022.00,Librarians and Media Collections Specialists,2.669914285714285,1.8057142857142856,2.2071428571428573,1.75,1.0135714285714286,1.1885714285714286
25-4031.00,Library Technicians,1.882514285714286,1.302857142857143,1.9085714285714288,1.8057142857142856,1.0206285714285714,1.542142857142857
25-9021.00,Farm and Home Management Educators,2.6701428571428574,2.571428571428571,2.4971428571428573,1.8914285714285717,1.0042857142857142,1.0664285714285715
25-9031.00,Instructional Coordinators,2.8729142857142858,2.4732142857142856,2.375,1.8571428571428568,1.0,1.0
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",3.703742857142857,1.9257142857142855,2.02,1.625,1.0020571428571428,1.375
25-9043.00,"Teaching Assistants, Special Education",1.989,1.7857142857142856,1.822857142857143,1.595,1.0,1.1885714285714286
25-9044.00,"Teaching Assistants, Postsecondary",2.5361714285714285,1.9842857142857144,1.8571428571428568,1.4821428571428572,1.0,1.0
27-1011.00,Art Directors,4.521142857142857,3.0335714285714284,2.3857142857142857,1.8571428571428568,1.0,1.0
27-1012.00,Craft Artists,3.7332857142857145,2.8363428571428573,2.0,1.2857142857142856,1.0,1.5357142857142858
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",4.159428571428571,3.2308,1.9842857142857144,1.655,1.0089285714285714,1.2208
27-1014.00,Special Effects Artists and Animators,4.006885714285715,2.4285714285714284,2.0342857142857143,1.6875,1.0,1.0
27-1021.00,Commercial and Industrial Designers,3.0662714285714285,2.8020571428571426,2.1750857142857143,2.1357142857142857,1.0,1.0
27-1022.00,Fashion Designers,4.430857142857144,3.0335714285714284,2.4522285714285714,1.7734857142857143,1.0020571428571428,1.2142857142857144
27-1023.00,Floral Designers,2.7056000000000004,2.1677714285714287,2.1142857142857143,1.3125,1.0020571428571428,1.2208
27-1024.00,Graphic Designers,4.259285714285714,2.7142857142857144,1.8914285714285717,1.6875,1.0,1.0
27-1025.00,Interior Designers,4.1752,2.782857142857143,2.3192,1.8057142857142856,1.0,1.0
27-1026.00,Merchandise Displayers and Window Trimmers,2.846171428571429,2.044642857142857,2.0028571428571427,1.5508,1.0,2.06
27-1027.00,Set and Exhibit Designers,4.369128571428572,2.596342857142857,2.25,1.8571428571428568,1.0,1.0407142857142857
27-2011.00,Actors,3.260342857142857,2.327857142857143,1.75,1.4249999999999998,1.0,1.268571428571429
27-2012.00,Producers and Directors,3.718142857142857,2.6696428571428568,2.4035714285714285,2.1492,1.0,1.1071428571428572
27-2012.03,Media Programming Directors,3.466571428571428,2.524285714285714,2.1492,1.8057142857142856,1.0,1.0
27-2012.04,Talent Directors,3.044285714285714,2.216428571428572,1.9449142857142856,1.6063428571428573,1.0,1.0
27-2012.05,Media Technical Directors/Managers,2.9474285714285715,2.275,2.1492,2.044642857142857,1.0,1.0942857142857143
27-2021.00,Athletes and Sports Competitors,2.464728571428572,1.8057142857142856,1.625,1.6875,1.4017857142857142,2.275
27-2022.00,Coaches and Scouts,2.6744,2.596342857142857,2.524285714285714,1.9842857142857144,1.0089285714285714,1.231428571428571
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.285,1.22,1.7036571428571428,2.06,1.0089285714285714,1.3785714285714286
27-2031.00,Dancers,2.305928571428572,1.9077714285714285,1.6875,1.6063428571428573,2.5907142857142857,3.44
27-2032.00,Choreographers,4.468485714285714,2.821428571428571,1.8571428571428568,1.6364285714285711,2.086428571428572,2.524285714285714
27-2041.00,Music Directors and Composers,3.7889714285714295,2.6185714285714288,2.2928571428571427,2.023657142857143,1.077942857142857,1.2142857142857144
27-2042.00,Musicians and Singers,2.577142857142857,2.19,1.8057142857142856,1.9449142857142856,1.0535714285714286,1.28
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,3.7158,2.524285714285714,1.8571428571428568,1.3571428571428572,1.0,1.0206285714285714
27-3023.00,"News Analysts, Reporters, and Journalists",2.720085714285714,2.0028571428571427,1.78,1.8571428571428568,1.0020571428571428,1.0020571428571428
27-3031.00,Public Relations Specialists,3.5332857142857144,2.524285714285714,1.8571428571428568,1.4435714285714285,1.0,1.0020571428571428
27-3041.00,Editors,2.999885714285714,2.3857142857142857,2.354914285714286,2.096342857142857,1.0,1.0
27-3042.00,Technical Writers,2.4428714285714284,1.8057142857142856,1.8914285714285717,1.4249999999999998,1.0,1.0
27-3043.00,Writers and Authors,2.823328571428571,2.596342857142857,1.8571428571428568,1.5614285714285714,1.0020571428571428,1.0020571428571428
27-3043.05,"Poets, Lyricists and Creative Writers",4.499757142857143,3.005714285714286,1.9085714285714288,1.6875,1.0,1.0
27-3091.00,Interpreters and Translators,2.4078857142857144,1.8571428571428568,1.8571428571428568,1.8057142857142856,1.0,1.0206285714285714
27-3092.00,Court Reporters and Simultaneous Captioners,1.0554285714285714,1.1408,1.4179428571428572,1.32,1.0,1.0020571428571428
27-4011.00,Audio and Video Technicians,3.2995000000000005,1.7734857142857143,1.9449142857142856,1.9842857142857144,1.0,1.335714285714286
27-4012.00,Broadcast Technicians,2.3930285714285717,1.8571428571428568,1.8914285714285717,1.9842857142857144,1.0,1.197142857142857
27-4014.00,Sound Engineering Technicians,3.900571428571428,2.1492,2.125,2.044642857142857,1.0,1.157142857142857
27-4021.00,Photographers,3.702757142857142,2.596342857142857,2.023657142857143,1.8914285714285717,1.0,1.268571428571429
27-4031.00,"Camera Operators, Television, Video, and Film",3.592,1.9449142857142856,1.822857142857143,2.044642857142857,1.0,1.4017857142857142
27-4032.00,Film and Video Editors,3.7388857142857135,2.2928571428571427,2.2308,1.9449142857142856,1.0,1.0089285714285714
29-1011.00,Chiropractors,2.3930285714285717,1.837942857142857,2.1750857142857143,1.9842857142857144,1.0,1.722057142857143
29-1021.00,"Dentists, General",2.7009142857142856,2.1750857142857143,2.571428571428571,2.3392857142857144,1.0020571428571428,1.8057142857142856
29-1022.00,Oral and Maxillofacial Surgeons,2.694471428571428,2.205357142857143,2.3192,2.275,1.0,1.5357142857142858
29-1023.00,Orthodontists,2.677857142857143,1.9285714285714288,2.1635714285714283,1.8057142857142856,1.0,1.32
29-1024.00,Prosthodontists,3.5449,1.9449142857142856,1.9449142857142856,1.8571428571428568,1.0,1.3785714285714286
29-1031.00,Dietitians and Nutritionists,2.3647142857142853,2.3857142857142857,2.6950857142857143,1.7734857142857143,1.0,1.0020571428571428
29-1041.00,Optometrists,2.3085714285714287,1.8057142857142856,2.571428571428571,2.645714285714285,1.0,1.0089285714285714
29-1051.00,Pharmacists,1.6387142857142858,1.6942857142857144,2.748571428571428,1.837942857142857,1.0020571428571428,1.28
29-1071.00,Physician Assistants,2.2042,1.8057142857142856,2.3192,2.205357142857143,1.0,1.2857142857142856
29-1071.01,Anesthesiologist Assistants,2.403,1.6063428571428573,1.9449142857142856,2.205357142857143,1.0042857142857142,1.5614285714285714
29-1081.00,Podiatrists,2.6107428571428573,1.9657142857142855,2.4522285714285714,2.4971428571428573,1.0,1.0992
29-1122.00,Occupational Therapists,3.2395714285714283,2.524285714285714,2.086428571428572,1.8057142857142856,1.0,1.3392000000000002
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",2.588571428571428,2.086428571428572,2.105,1.8057142857142856,1.0,1.22
29-1123.00,Physical Therapists,2.791728571428571,1.8914285714285717,2.0,1.837942857142857,1.0,1.7734857142857143
29-1124.00,Radiation Therapists,2.0721142857142856,1.467857142857143,2.06,1.8914285714285717,1.0,1.4017857142857142
29-1125.00,Recreational Therapists,3.4467142857142856,2.205357142857143,1.9085714285714288,1.822857142857143,1.0271428571428571,1.3808
29-1126.00,Respiratory Therapists,1.8668714285714287,1.8057142857142856,1.9657142857142855,1.8571428571428568,1.0,1.6391999999999998
29-1127.00,Speech-Language Pathologists,2.600942857142857,2.2471428571428573,2.571428571428571,2.2857142857142856,1.0,1.0206285714285714
29-1128.00,Exercise Physiologists,2.2878857142857143,2.1357142857142857,2.2928571428571427,1.8571428571428568,1.0549142857142857,1.44
29-1129.01,Art Therapists,4.258514285714286,2.2471428571428573,1.9842857142857144,1.8057142857142856,1.0,1.0336571428571428
29-1129.02,Music Therapists,4.122742857142857,2.4522285714285714,1.9449142857142856,1.822857142857143,1.0,1.1785714285714286
29-1131.00,Veterinarians,1.787057142857143,1.9657142857142855,2.125,2.086428571428572,1.0020571428571428,1.3785714285714286
29-1141.00,Registered Nurses,2.6373571428571427,1.8914285714285717,2.3192,2.205357142857143,1.0942857142857143,1.8057142857142856
29-1141.01,Acute Care Nurses,2.503542857142857,1.8571428571428568,2.125,2.0028571428571427,1.0089285714285714,1.24
29-1141.02,Advanced Practice Psychiatric Nurses,3.0692142857142857,2.105,2.25,1.9085714285714288,1.0,1.0020571428571428
29-1141.03,Critical Care Nurses,2.341814285714286,1.9842857142857144,2.1750857142857143,2.596342857142857,1.0,1.6875
29-1141.04,Clinical Nurse Specialists,2.8018857142857145,1.9657142857142855,2.571428571428571,1.8571428571428568,1.0,1.2857142857142856
29-1151.00,Nurse Anesthetists,2.5006,1.9842857142857144,2.275,2.044642857142857,1.0,1.3785714285714286
29-1161.00,Nurse Midwives,2.470285714285714,1.8571428571428568,2.3192,1.9449142857142856,1.0,1.4017857142857142
29-1171.00,Nurse Practitioners,2.5694857142857144,1.8914285714285717,2.3192,2.1635714285714283,1.0,1.302857142857143
29-1181.00,Audiologists,2.2517428571428573,1.9085714285714288,2.086428571428572,2.023657142857143,1.0,1.0442857142857145
29-1211.00,Anesthesiologists,2.4632,1.8057142857142856,1.9285714285714288,2.4732142857142856,1.0,1.335714285714286
29-1213.00,Dermatologists,1.6446,2.0,2.2471428571428573,2.205357142857143,1.0,1.25
29-1214.00,Emergency Medicine Physicians,2.3940571428571427,2.4522285714285714,2.4522285714285714,2.645714285714285,1.0271428571428571,1.3785714285714286
29-1215.00,Family Medicine Physicians,1.441,1.8914285714285717,2.0342857142857143,2.1635714285714283,1.0,1.0
29-1216.00,General Internal Medicine Physicians,2.2122,2.0342857142857143,2.7142857142857144,2.3192,1.0,1.0442857142857145
29-1217.00,Neurologists,3.052914285714285,2.3192,2.7678571428571432,2.7207142857142856,1.0,1.0
29-1218.00,Obstetricians and Gynecologists,2.4025,1.9449142857142856,2.3857142857142857,2.044642857142857,1.0,1.268571428571429
29-1221.00,"Pediatricians, General",1.4641,1.9285714285714288,1.8914285714285717,1.9842857142857144,1.0,1.0
29-1222.00,"Physicians, Pathologists",2.4041571428571427,2.0,2.6185714285714288,2.6696428571428568,1.0,1.0089285714285714
29-1223.00,Psychiatrists,2.7178571428571425,2.1635714285714283,2.6950857142857143,2.044642857142857,1.0,1.0
29-1224.00,Radiologists,2.2939,1.8914285714285717,2.6185714285714288,2.8514285714285714,1.0,1.1734857142857142
29-1229.01,Allergists and Immunologists,2.2672,2.275,2.3192,2.205357142857143,1.0,1.0442857142857145
29-1229.02,Hospitalists,2.3028571428571425,2.071428571428571,2.6696428571428568,2.3857142857142857,1.0,1.2000000000000002
29-1229.03,Urologists,3.1366428571428573,1.9842857142857144,2.4971428571428573,2.36,1.0,1.2857142857142856
29-1229.04,Physical Medicine and Rehabilitation Physicians,2.678857142857143,2.3192,2.571428571428571,2.1635714285714283,1.0,1.231428571428571
29-1229.05,Preventive Medicine Physicians,2.7812714285714284,2.4971428571428573,2.8514285714285714,2.4522285714285714,1.0,1.0
29-1229.06,Sports Medicine Physicians,2.814057142857143,2.25,2.25,2.3392857142857144,1.0,1.4249999999999998
29-1241.00,"Ophthalmologists, Except Pediatric",2.498828571428571,2.1750857142857143,2.4522285714285714,2.596342857142857,1.0,1.12
29-1291.00,Acupuncturists,2.6019428571428573,1.8057142857142856,1.8571428571428568,1.8571428571428568,1.0,1.2857142857142856
29-1292.00,Dental Hygienists,2.4234285714285715,1.4906285714285716,1.8571428571428568,1.8914285714285717,1.0,1.6063428571428573
29-1299.01,Naturopathic Physicians,2.8029714285714284,2.2471428571428573,2.571428571428571,2.275,1.0,1.0042857142857142
29-1299.02,Orthoptists,1.8767714285714288,1.8914285714285717,2.0,2.1750857142857143,1.0,1.0442857142857145
29-2011.00,Medical and Clinical Laboratory Technologists,1.9312857142857145,1.5892857142857142,2.6950857142857143,2.3192,1.0,1.25
29-2011.01,Cytogenetic Technologists,1.7542857142857144,1.8057142857142856,2.4522285714285714,2.3857142857142857,1.0,1.0535714285714286
29-2011.02,Cytotechnologists,1.3257142857142856,1.4017857142857142,2.205357142857143,2.4522285714285714,1.0,1.0357142857142856
29-2011.04,Histotechnologists,1.5325714285714285,1.7200000000000002,2.023657142857143,1.9657142857142855,1.0271428571428571,1.4017857142857142
29-2012.00,Medical and Clinical Laboratory Technicians,2.0123,1.7734857142857143,2.06,1.9085714285714288,1.0,1.32
29-2012.01,Histology Technicians,1.6528,1.302857142857143,1.9257142857142855,1.625,1.0020571428571428,1.28
29-2031.00,Cardiovascular Technologists and Technicians,1.838514285714285,1.5614285714285714,1.9285714285714288,2.044642857142857,1.0020571428571428,1.4249999999999998
29-2032.00,Diagnostic Medical Sonographers,1.9320857142857144,1.822857142857143,1.9842857142857144,2.19,1.0,1.7200000000000002
29-2033.00,Nuclear Medicine Technologists,1.8093285714285716,1.6875,2.086428571428572,1.8571428571428568,1.0,1.2363428571428572
29-2034.00,Radiologic Technologists and Technicians,1.7714285714285714,1.3785714285714286,1.9449142857142856,2.023657142857143,1.0135714285714286,1.6063428571428573
29-2035.00,Magnetic Resonance Imaging Technologists,2.3788,1.6364285714285711,1.9449142857142856,1.9842857142857144,1.0,1.4435714285714285
29-2036.00,Medical Dosimetrists,3.084928571428572,1.9657142857142855,2.25,2.125,1.0,1.0020571428571428
29-2051.00,Dietetic Technicians,2.158428571428572,1.8914285714285717,2.06,1.822857142857143,1.0,1.4017857142857142
29-2052.00,Pharmacy Technicians,1.627,1.32,2.31,1.7734857142857143,1.0,1.36
29-2053.00,Psychiatric Technicians,1.6833999999999998,1.6942857142857144,1.8571428571428568,1.75,1.0,1.3571428571428572
29-2055.00,Surgical Technologists,2.007428571428571,1.5357142857142858,1.8571428571428568,2.023657142857143,1.0,1.7200000000000002
29-2056.00,Veterinary Technologists and Technicians,1.764342857142857,1.8057142857142856,2.096342857142857,1.9449142857142856,1.0,1.7734857142857143
29-2057.00,Ophthalmic Medical Technicians,1.404585714285714,1.268571428571429,1.8571428571428568,1.6364285714285711,1.0,1.1885714285714286
29-2061.00,Licensed Practical and Licensed Vocational Nurses,1.9126142857142856,1.6665142857142858,1.9449142857142856,1.8571428571428568,1.0,1.8057142857142856
29-2081.00,"Opticians, Dispensing",2.590557142857143,1.8057142857142856,1.9449142857142856,1.6875,1.0,1.077942857142857
29-2091.00,Orthotists and Prosthetists,3.1785714285714284,2.096342857142857,2.4008000000000003,1.7385714285714284,1.0,1.28
29-2092.00,Hearing Aid Specialists,2.0690857142857144,1.5614285714285714,1.9449142857142856,1.9449142857142856,1.0,1.0442857142857145
29-2099.01,Neurodiagnostic Technologists,2.000842857142857,1.4928571428571429,1.9449142857142856,1.9842857142857144,1.0,1.3785714285714286
29-2099.05,Ophthalmic Medical Technologists,1.3928571428571428,1.4910714285714284,1.8571428571428568,1.9449142857142856,1.0,1.231428571428571
29-2099.08,Patient Representatives,1.7431428571428569,1.8057142857142856,1.9085714285714288,1.7734857142857143,1.0,1.1106285714285715
29-9091.00,Athletic Trainers,2.979571428571429,1.9449142857142856,1.9285714285714288,2.096342857142857,1.0885714285714283,1.44
