O*NET-SOC Code,Title,Importance of Repeating Same Tasks,Spend Time Making Repetitive Motions,Pace Determined by Speed of Equipment,Degree of Automation,Memorization ,Time Sharing ,Perceptual Speed ,Speed of Closure ,Speed of Limb Movement ,Wrist-Finger Speed ,Reaction Time ,Scheduling Work and Activities ,Performing Administrative Activities ,Importance of Being Exact or Accurate,Selective Attention ,Auditory Attention ,Problem Sensitivity ,Information Ordering 
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,3.76,2.78,2.09,2.27,1.7200000000000002,1.822857142857143,2.2928571428571427,1.872228571428572,1.1339285714285714,1.32,2.0342857142857143,1.8468428571428568,1.69,4.62,1.9842857142857144,1.9842857142857144,2.422142857142857,2.524285714285714
17-3024.01,Robotics Technicians,2.82,2.36,2.45,3.38,1.8914285714285717,1.6875,2.044642857142857,1.8914285714285717,1.2036571428571428,1.4928571428571429,1.8571428571428568,2.266057142857143,1.7200000000000002,4.59,2.216428571428572,1.5614285714285714,2.645714285714285,2.645714285714285
17-3025.00,Environmental Engineering Technologists and Technicians,3.43,2.97,1.73,1.97,1.7200000000000002,1.7734857142857143,1.8571428571428568,1.7200000000000002,1.16,1.268571428571429,1.4910714285714284,1.9033857142857145,1.440357142857143,3.93,1.9449142857142856,1.3571428571428572,2.6950857142857143,2.645714285714285
17-3026.00,Industrial Engineering Technologists and Technicians,3.69,2.79,1.86,2.19,1.6063428571428573,1.7385714285714284,1.9085714285714288,1.6875,1.16,1.25,1.32,1.9733428571428573,1.4638428571428572,4.26,1.9642857142857144,1.4542857142857144,2.662857142857143,2.275
17-3026.01,Nanotechnology Engineering Technologists and Technicians,2.7,2.3,2.85,2.7,1.6875,1.6364285714285711,2.105,1.8057142857142856,1.0,1.3125,1.4928571428571429,2.627142857142857,1.7415714285714283,4.55,2.31,1.5207142857142857,2.765714285714286,2.8020571428571426
17-3027.00,Mechanical Engineering Technologists and Technicians,3.27,2.59,2.63,2.15,1.7200000000000002,1.6063428571428573,2.044642857142857,1.6063428571428573,1.0885714285714283,1.3785714285714286,1.78,2.2335142857142856,1.5137142857142858,4.17,2.1607142857142856,1.7385714285714284,2.571428571428571,2.6950857142857143
17-3027.01,Automotive Engineering Technicians,3.33,2.46,2.26,2.37,1.51,1.6364285714285711,1.9842857142857144,1.6364285714285711,1.0,1.4435714285714285,1.6063428571428573,2.205857142857143,1.696742857142857,4.41,2.044642857142857,1.5357142857142858,2.4732142857142856,2.25
17-3029.01,Non-Destructive Testing Specialists,3.64,3.23,2.91,2.64,1.6665142857142858,1.75,1.9449142857142856,1.8914285714285717,1.077942857142857,1.2857142857142856,1.6875,2.521157142857143,2.1800571428571427,4.55,1.9085714285714288,1.7385714285714284,2.894285714285714,2.375
17-3029.08,Photonics Technicians,3.41,3.0,2.55,2.59,1.4249999999999998,1.5357142857142858,1.9642857142857144,1.655,1.0,1.32,1.467857142857143,2.151214285714285,1.8106428571428568,4.23,1.8571428571428568,1.4691999999999998,2.31,2.1492
17-3031.00,Surveying and Mapping Technicians,3.83,3.67,1.82,2.59,1.4691999999999998,1.5357142857142858,1.7036571428571428,1.4542857142857144,1.0271428571428571,1.289285714285714,1.4691999999999998,1.9108,1.6199285714285714,4.61,1.7036571428571428,1.335714285714286,2.0028571428571427,2.125
19-1011.00,Animal Scientists,2.96,2.09,1.43,2.26,1.7200000000000002,1.6364285714285711,1.822857142857143,1.4464285714285716,1.0,1.1408,1.1106285714285715,2.6905,1.8232857142857144,4.26,1.9085714285714288,1.5508,2.877142857142857,2.645714285714285
19-1012.00,Food Scientists and Technologists,2.9,2.36,2.52,2.24,1.6875,1.5785714285714287,1.9449142857142856,1.8914285714285717,1.0,1.25,1.32,2.2517428571428573,2.0599285714285718,4.36,1.8571428571428568,1.3392000000000002,3.117142857142857,2.765714285714286
19-1013.00,Soil and Plant Scientists,2.95,2.14,1.48,2.19,1.7734857142857143,1.6875,1.8571428571428568,1.8057142857142856,1.0357142857142856,1.12,1.0664285714285715,2.950942857142857,2.0205714285714285,3.9,1.8571428571428568,1.32,2.8020571428571426,2.765714285714286
19-1021.00,Biochemists and Biophysicists,3.53,2.7,2.17,2.63,1.8914285714285717,1.3571428571428572,1.9449142857142856,1.8914285714285717,1.0,1.28,1.0803571428571428,2.6757142857142853,2.2696428571428573,4.75,1.8571428571428568,1.25,2.9008000000000003,2.821428571428571
19-1022.00,Microbiologists,3.68,3.32,2.05,2.5,1.6875,1.5207142857142857,1.9657142857142855,1.722057142857143,1.0,1.22,1.3008,2.7728,2.172342857142857,4.59,2.2928571428571427,1.2857142857142856,3.142857142857143,2.6950857142857143
19-1023.00,Zoologists and Wildlife Biologists,3.46,2.62,1.56,1.26,1.3785714285714286,1.8571428571428568,1.7857142857142856,1.4910714285714284,1.0089285714285714,1.25,1.268571428571429,2.917642857142857,2.2495000000000003,4.14,2.044642857142857,1.4435714285714285,2.524285714285714,2.524285714285714
19-1029.01,Bioinformatics Scientists,2.99,2.73,1.07,1.7,1.9842857142857144,1.655,2.06,1.9077714285714285,1.0,1.0,1.0,2.5586714285714285,1.72,4.45,2.2308,1.3785714285714286,2.98,2.821428571428571
19-1029.02,Molecular and Cellular Biologists,3.04,2.85,2.08,2.12,1.6364285714285711,1.5785714285714287,1.8571428571428568,1.9285714285714288,1.0,1.197142857142857,1.1428571428571428,2.5762285714285715,2.02,4.35,2.044642857142857,1.231428571428571,2.98,2.8514285714285714
19-1029.03,Geneticists,3.17,2.72,1.2,1.96,1.6063428571428573,1.5614285714285714,1.7734857142857143,1.7385714285714284,1.0,1.1885714285714286,1.0549142857142857,2.2445714285714287,2.0304,4.64,1.822857142857143,1.2857142857142856,3.0357142857142856,2.645714285714285
19-1029.04,Biologists,3.19,3.01,1.72,1.39,1.75,1.5300000000000002,1.8571428571428568,1.8057142857142856,1.0,1.1106285714285715,1.0549142857142857,2.8795714285714284,2.106271428571429,3.53,1.8571428571428568,1.2857142857142856,2.6950857142857143,2.7142857142857144
19-1031.00,Conservation Scientists,3.04,1.96,1.35,2.09,1.6364285714285711,1.6364285714285711,1.7485714285714289,1.7521428571428572,1.0271428571428571,1.4179428571428572,1.25,2.769257142857142,2.2584285714285715,3.7,1.7385714285714284,1.3785714285714286,2.422142857142857,2.4732142857142856
19-1031.02,Range Managers,2.82,2.58,1.37,2.23,1.3571428571428572,1.4179428571428572,1.5207142857142857,1.32,1.0442857142857145,1.1408,1.1607142857142858,2.597028571428572,2.442742857142857,3.43,1.822857142857143,1.3571428571428572,2.6950857142857143,2.1492
19-1031.03,Park Naturalists,2.69,2.5,1.26,1.05,1.6875,1.8057142857142856,1.8571428571428568,1.5508,1.0,1.1339285714285714,1.147857142857143,2.894428571428572,2.3587857142857143,2.73,1.8571428571428568,1.5508,2.2071428571428573,2.105
19-1032.00,Foresters,2.77,2.22,1.48,1.77,1.5892857142857142,1.8057142857142856,1.7385714285714284,1.6665142857142858,1.0942857142857143,1.197142857142857,1.4017857142857142,3.110357142857143,3.0481571428571432,3.94,1.822857142857143,1.5165142857142857,2.571428571428571,2.645714285714285
19-1041.00,Epidemiologists,2.61,2.21,1.16,2.21,1.7734857142857143,1.625,1.8571428571428568,1.9285714285714288,1.0,1.0442857142857145,1.0,2.6535714285714285,2.006028571428572,4.68,1.9085714285714288,1.1339285714285714,3.205357142857143,2.6185714285714288
19-1042.00,"Medical Scientists, Except Epidemiologists",3.96,3.0,2.3,2.2,1.8571428571428568,1.7734857142857143,1.8571428571428568,1.8571428571428568,1.0,1.0535714285714286,1.0,2.544828571428571,1.6428571428571428,4.57,1.9449142857142856,1.22,3.057142857142857,2.821428571428571
19-2011.00,Astronomers,2.3,1.52,1.39,1.87,1.7036571428571428,1.6063428571428573,1.9449142857142856,1.6063428571428573,1.0,1.0357142857142856,1.0,2.1775857142857142,1.5520285714285715,4.26,2.2071428571428573,1.1885714285714286,2.4971428571428573,2.748571428571428
19-2012.00,Physicists,2.07,2.0,1.0,1.57,1.9077714285714285,1.6665142857142858,1.9285714285714288,2.3192,1.0,1.0042857142857142,1.0,2.411142857142857,1.5757,3.78,2.2857142857142856,1.4017857142857142,3.091428571428572,3.142857142857143
19-2021.00,Atmospheric and Space Scientists,2.63,2.8,1.47,2.6,1.7734857142857143,1.6665142857142858,1.8057142857142856,1.7734857142857143,1.0,1.0549142857142857,1.0,2.3398571428571424,1.6974999999999998,3.95,1.7734857142857143,1.22,2.645714285714285,2.571428571428571
19-2031.00,Chemists,3.48,2.34,2.12,2.02,1.7200000000000002,1.595,1.9085714285714288,1.6665142857142858,1.0,1.1408,1.1734857142857142,2.502414285714286,1.6085714285714283,4.67,1.8571428571428568,1.3214285714285714,2.6950857142857143,2.748571428571428
19-2032.00,Materials Scientists,1.95,1.65,1.9,2.3,1.5357142857142858,1.5785714285714287,1.8571428571428568,1.5892857142857142,1.0,1.16,1.0942857142857143,2.3248,1.5638285714285716,4.1,1.8057142857142856,1.32,2.7142857142857144,2.645714285714285
19-2041.00,"Environmental Scientists and Specialists, Including Health",3.05,2.51,1.02,1.5,1.6875,1.6063428571428573,1.6665142857142858,1.75,1.0206285714285714,1.0042857142857142,1.0535714285714286,2.6965,1.7843,3.9,1.837942857142857,1.2857142857142856,3.0592,2.645714285714285
19-2041.01,Climate Change Policy Analysts,2.13,2.04,1.09,1.43,1.6364285714285711,1.6063428571428573,1.3785714285714286,1.6875,1.0,1.0020571428571428,1.0,2.3145714285714285,1.536142857142857,3.83,1.8571428571428568,1.1257142857142857,2.571428571428571,2.3392857142857144
19-2041.02,Environmental Restoration Planners,2.0,1.73,1.32,1.38,1.5677714285714286,1.7200000000000002,1.8057142857142856,1.6942857142857144,1.0357142857142856,1.0442857142857145,1.1408,3.0692142857142857,2.271514285714286,3.09,1.8057142857142856,1.2857142857142856,2.571428571428571,2.6185714285714288
19-2041.03,Industrial Ecologists,2.57,2.3,1.1,1.59,1.5165142857142857,1.2857142857142856,1.7734857142857143,1.75,1.0,1.1339285714285714,1.0,1.8973428571428568,1.6601142857142857,4.09,1.7385714285714284,1.2142857142857144,2.9008000000000003,2.524285714285714
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",2.91,2.13,1.34,1.65,1.4691999999999998,1.3571428571428572,1.8571428571428568,1.7734857142857143,1.0206285714285714,1.1785714285714286,1.1257142857142857,2.4398285714285715,1.9436571428571423,3.77,1.822857142857143,1.25,2.821428571428571,2.6950857142857143
19-2043.00,Hydrologists,2.7,2.04,1.61,1.82,1.7385714285714284,1.4017857142857142,2.0028571428571427,1.7200000000000002,1.0020571428571428,1.1408,1.0135714285714286,2.456457142857143,1.5393142857142856,4.18,1.7734857142857143,1.32,2.748571428571428,2.4522285714285714
19-2099.01,Remote Sensing Scientists and Technologists,3.28,2.72,1.72,2.64,1.6063428571428573,1.51,1.8571428571428568,1.51,1.0,1.0271428571428571,1.0271428571428571,2.7197714285714287,2.005714285714286,4.76,1.8571428571428568,1.25,2.765714285714286,2.6950857142857143
19-3011.00,Economists,2.25,1.46,1.0,1.92,1.7734857142857143,1.2857142857142856,1.4179428571428572,1.4179428571428572,1.0,1.0206285714285714,1.0,2.0314,1.690514285714286,4.08,1.6875,1.0803571428571428,2.4971428571428573,2.205357142857143
19-3011.01,Environmental Economists,2.15,2.15,1.08,1.85,1.8571428571428568,1.4179428571428572,1.7734857142857143,1.5614285714285714,1.0,1.0020571428571428,1.0,1.5740714285714286,1.4435714285714285,4.0,1.9449142857142856,1.0042857142857142,2.6950857142857143,2.0028571428571427
19-3022.00,Survey Researchers,2.92,2.19,1.08,2.23,1.6063428571428573,1.32,1.5785714285714287,1.7734857142857143,1.0,1.0549142857142857,1.0,2.7952000000000004,2.0934857142857144,4.58,1.822857142857143,1.12,2.2928571428571427,2.8363428571428573
19-3032.00,Industrial-Organizational Psychologists,2.5,2.3,1.04,1.77,1.6942857142857144,1.4464285714285716,1.6875,1.75,1.0,1.0,1.0,2.381828571428572,2.0428571428571427,4.23,1.8328571428571427,1.0803571428571428,2.821428571428571,2.7142857142857144
19-3033.00,Clinical and Counseling Psychologists,1.84,1.68,1.0,1.48,1.6875,1.4179428571428572,1.4542857142857144,1.6063428571428573,1.0,1.0357142857142856,1.0,2.4784,2.392,3.56,1.8839285714285712,1.4542857142857144,3.052142857142857,2.275
19-3034.00,School Psychologists,2.4,1.67,1.03,1.66,1.655,1.7734857142857143,1.7734857142857143,1.4249999999999998,1.0,1.0271428571428571,1.0,1.7304,2.025,4.1,1.822857142857143,1.2036571428571428,2.821428571428571,2.19
19-3039.02,Neuropsychologists,2.92,2.09,1.12,1.76,1.8057142857142856,1.655,1.8057142857142856,1.78,1.0,1.2592,1.0,2.3485714285714288,2.358057142857142,4.64,1.9449142857142856,1.4435714285714285,3.2285714285714286,2.4522285714285714
19-3039.03,Clinical Neuropsychologists,3.08,2.38,1.12,1.88,1.8914285714285717,1.7385714285714284,1.822857142857143,1.8571428571428568,1.0042857142857142,1.25,1.0042857142857142,1.9588,2.154057142857143,4.62,2.0608,1.335714285714286,3.321428571428572,2.571428571428571
19-3041.00,Sociologists,2.21,2.21,1.0,1.84,1.5892857142857142,1.32,1.3392000000000002,1.3392000000000002,1.0,1.0271428571428571,1.0,2.452857142857143,2.044642857142857,4.0,1.7200000000000002,1.077942857142857,2.2928571428571427,2.1357142857142857
19-3051.00,Urban and Regional Planners,1.64,1.6,1.0,1.4,1.4464285714285716,1.6875,1.6364285714285711,1.4910714285714284,1.0,1.077942857142857,1.0,2.927314285714286,2.0816,3.28,1.7734857142857143,1.231428571428571,2.765714285714286,2.4522285714285714
19-3091.00,Anthropologists and Archeologists,2.74,2.45,1.05,1.53,1.7734857142857143,1.6875,1.7734857142857143,1.8057142857142856,1.0,1.147857142857143,1.0,2.510714285714286,2.0175,4.05,1.9449142857142856,1.268571428571429,2.19,2.645714285714285
19-3092.00,Geographers,2.45,2.9,1.3,2.0,1.7200000000000002,1.51,1.9449142857142856,1.5614285714285714,1.0,1.0206285714285714,1.0,2.142142857142857,1.7222857142857144,3.75,1.7734857142857143,1.1607142857142858,2.4035714285714285,2.571428571428571
19-3093.00,Historians,2.68,1.97,1.18,1.16,1.4821428571428572,1.3008,1.3392000000000002,1.3392000000000002,1.0,1.0803571428571428,1.0,1.9555,1.873,4.06,1.7485714285714289,1.28,2.06,2.1492
19-3094.00,Political Scientists,2.16,1.85,1.08,1.64,1.7734857142857143,1.4435714285714285,1.3392000000000002,1.4249999999999998,1.0,1.0135714285714286,1.0,2.28,1.975542857142857,3.8,1.7734857142857143,1.1885714285714286,2.4035714285714285,2.086428571428572
19-3099.01,Transportation Planners,1.95,1.9,1.0,1.8,1.7734857142857143,1.6364285714285711,1.8057142857142856,1.822857142857143,1.0,1.0549142857142857,1.0,2.356,2.213214285714286,3.45,1.8914285714285717,1.25,2.6950857142857143,2.542057142857143
19-4012.00,Agricultural Technicians,3.12,3.23,2.88,2.69,1.302857142857143,1.7200000000000002,1.822857142857143,1.32,1.077942857142857,1.268571428571429,1.4691999999999998,2.2478857142857143,1.495,4.03,1.822857142857143,1.3785714285714286,2.422142857142857,2.086428571428572
19-4012.01,Precision Agriculture Technicians,3.26,2.17,2.17,2.39,1.7200000000000002,1.6875,1.9085714285714288,1.8571428571428568,1.0089285714285714,1.25,1.4028571428571428,2.2672,1.7780285714285715,4.0,1.8571428571428568,1.3392000000000002,2.275,2.4035714285714285
19-4013.00,Food Science Technicians,4.49,2.74,3.57,2.31,1.302857142857143,1.5785714285714287,1.9449142857142856,1.32,1.0206285714285714,1.16,1.3125,1.4517714285714285,1.9436714285714287,4.55,1.9085714285714288,1.3785714285714286,2.1142857142857143,1.9085714285714288
19-4021.00,Biological Technicians,3.37,2.88,1.91,1.78,1.4542857142857144,1.4542857142857144,1.8914285714285717,1.6875,1.0020571428571428,1.3785714285714286,1.231428571428571,2.039642857142857,1.3509,4.39,2.19,1.3785714285714286,2.4285714285714284,2.524285714285714
19-4031.00,Chemical Technicians,3.62,2.81,2.95,2.5,1.7200000000000002,1.5785714285714287,1.9285714285714288,1.8571428571428568,1.1885714285714286,1.32,1.3392000000000002,1.7935714285714286,1.6461714285714284,4.87,1.9449142857142856,1.4906285714285716,2.571428571428571,2.524285714285714
19-4042.00,"Environmental Science and Protection Technicians, Including Health",3.14,1.91,1.64,2.05,1.5892857142857142,1.7734857142857143,1.8571428571428568,1.7734857142857143,1.0089285714285714,1.2857142857142856,1.36,2.8018,2.065,4.14,1.822857142857143,1.5357142857142858,2.4971428571428573,2.275
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",3.7,2.68,1.89,2.67,1.4928571428571429,1.5892857142857142,1.8571428571428568,1.4928571428571429,1.0135714285714286,1.4542857142857144,1.3785714285714286,1.7405714285714289,1.610742857142857,4.51,1.7857142857142856,1.3785714285714286,1.9285714285714288,2.25
19-4051.00,Nuclear Technicians,4.32,2.37,1.92,2.33,1.5357142857142858,1.9842857142857144,2.4035714285714285,1.6875,1.0206285714285714,1.7036571428571428,1.9657142857142855,1.8365714285714287,1.9225,4.78,2.125,1.5614285714285714,2.607142857142857,2.44
19-4051.02,Nuclear Monitoring Technicians,3.68,2.3,1.4,2.06,1.6665142857142858,1.822857142857143,2.265085714285714,1.6875,1.1339285714285714,1.25,1.4464285714285716,2.3327857142857145,1.8208,4.59,2.524285714285714,1.7734857142857143,2.894285714285714,2.524285714285714
19-4061.00,Social Science Research Assistants,3.84,2.53,1.32,1.62,1.542142857142857,1.2857142857142856,1.6063428571428573,1.4928571428571429,1.0,1.0357142857142856,1.0042857142857142,1.7718857142857145,2.007314285714286,3.99,1.9449142857142856,1.1885714285714286,2.06,2.265085714285714
19-4071.00,Forest and Conservation Technicians,3.59,3.38,2.31,2.31,1.5614285714285714,1.7734857142857143,1.7734857142857143,1.6063428571428573,1.3125,1.268571428571429,1.7200000000000002,2.822228571428571,1.9462857142857144,3.98,1.9449142857142856,1.5357142857142858,2.4732142857142856,2.375
19-4092.00,Forensic Science Technicians,3.45,2.67,1.24,1.53,1.6875,1.625,2.125,2.1357142857142857,1.157142857142857,1.25,1.2036571428571428,1.3666,1.984657142857143,4.67,1.8571428571428568,1.5357142857142858,2.596342857142857,2.571428571428571
19-4099.01,Quality Control Analysts,4.06,2.94,2.32,1.97,1.6875,1.5785714285714287,1.9842857142857144,1.655,1.0549142857142857,1.1885714285714286,1.1785714285714286,1.3459857142857143,1.4026857142857143,4.85,1.9449142857142856,1.32,2.4035714285714285,1.9842857142857144
19-4099.03,Remote Sensing Technicians,3.97,3.45,1.69,2.19,1.6063428571428573,1.5892857142857142,1.9085714285714288,1.6942857142857144,1.0,1.1071428571428572,1.0885714285714283,2.363885714285714,1.6687714285714286,4.63,2.086428571428572,1.51,2.4732142857142856,2.524285714285714
19-5011.00,Occupational Health and Safety Specialists,2.83,2.05,1.52,2.14,1.7200000000000002,1.8057142857142856,1.9085714285714288,1.8571428571428568,1.0,1.0357142857142856,1.25,2.506342857142857,2.369,4.04,1.9085714285714288,1.6875,3.091428571428572,2.524285714285714
19-5012.00,Occupational Health and Safety Technicians,2.89,2.3,2.37,2.37,1.4821428571428572,1.6063428571428573,1.8571428571428568,1.75,1.0089285714285714,1.16,1.22,2.6448,2.3108714285714287,3.9,1.8571428571428568,1.394285714285714,2.6950857142857143,2.105
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,4.11,1.81,1.13,1.56,1.6364285714285711,1.8571428571428568,1.4910714285714284,1.595,1.0206285714285714,1.0178571428571428,1.25,3.112342857142857,2.218257142857143,3.78,1.9085714285714288,1.2857142857142856,2.894285714285714,2.354914285714286
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",3.44,2.32,1.04,1.52,1.6364285714285711,1.5614285714285714,1.4906285714285716,1.4928571428571429,1.0,1.0357142857142856,1.0089285714285714,2.4544,2.186142857142857,3.99,1.872228571428572,1.268571428571429,2.6696428571428568,2.0608
21-1013.00,Marriage and Family Therapists,1.97,1.39,1.0,1.38,1.7734857142857143,1.7200000000000002,1.625,2.0,1.0020571428571428,1.0336571428571428,1.0206285714285714,1.9685428571428571,1.7977857142857143,3.22,1.9449142857142856,1.335714285714286,2.928571428571429,2.4035714285714285
21-1014.00,Mental Health Counselors,2.21,1.89,1.11,1.32,1.7734857142857143,1.4285714285714286,1.4464285714285716,1.7734857142857143,1.0089285714285714,1.0271428571428571,1.0549142857142857,2.467857142857143,2.680328571428572,3.46,2.125,1.32,3.321428571428572,2.4971428571428573
21-1015.00,Rehabilitation Counselors,3.47,2.5,1.3,1.73,1.4,1.6063428571428573,1.4179428571428572,1.5357142857142858,1.0089285714285714,1.0020571428571428,1.0271428571428571,2.8286714285714285,2.137257142857143,3.9,1.5508,1.25,2.6950857142857143,1.9449142857142856
21-1021.00,"Child, Family, and School Social Workers",3.16,3.34,1.0,2.21,1.6063428571428573,1.7385714285714284,1.6063428571428573,1.6364285714285711,1.0020571428571428,1.0336571428571428,1.1785714285714286,2.3914714285714287,2.236914285714286,4.26,1.8571428571428568,1.4179428571428572,3.0335714285714284,2.2071428571428573
21-1022.00,Healthcare Social Workers,2.26,2.04,1.15,1.69,1.7385714285714284,1.7200000000000002,1.6171428571428572,1.7200000000000002,1.0089285714285714,1.0535714285714286,1.2036571428571428,2.3176,2.036914285714285,2.89,1.8571428571428568,1.2857142857142856,2.877142857142857,2.2308
21-1023.00,Mental Health and Substance Abuse Social Workers,3.33,2.44,1.0,1.77,1.75,1.6364285714285711,1.75,1.78,1.0020571428571428,1.0135714285714286,1.1257142857142857,2.841342857142857,1.8743714285714288,3.67,1.9085714285714288,1.5785714285714287,3.1750857142857143,2.571428571428571
21-1091.00,Health Education Specialists,3.55,2.97,1.11,1.57,1.3808,1.6063428571428573,1.32,1.3392000000000002,1.0,1.0271428571428571,1.0089285714285714,3.716457142857143,2.117714285714285,3.79,1.822857142857143,1.25,2.327857142857143,1.9085714285714288
21-1092.00,Probation Officers and Correctional Treatment Specialists,4.0,2.55,1.36,2.66,1.32,1.5207142857142857,1.32,1.3785714285714286,1.197142857142857,1.0271428571428571,1.3392000000000002,2.987114285714286,2.2818,4.37,1.822857142857143,1.36,2.7142857142857144,1.8571428571428568
21-1093.00,Social and Human Service Assistants,3.41,2.94,1.46,2.23,1.7200000000000002,1.75,1.655,1.7200000000000002,1.0,1.0178571428571428,1.0714285714285714,2.17,2.294714285714286,4.08,1.8914285714285717,1.335714285714286,2.596342857142857,1.8571428571428568
21-1094.00,Community Health Workers,3.03,2.39,1.19,2.21,1.51,1.7857142857142856,1.5165142857142857,1.4906285714285716,1.2036571428571428,1.1734857142857142,1.28,3.232942857142857,2.4423571428571424,3.93,1.7734857142857143,1.3125,2.4732142857142856,2.0028571428571427
21-2011.00,Clergy,2.87,2.02,1.0,1.71,2.023657142857143,1.7734857142857143,1.51,1.7200000000000002,1.0,1.0803571428571428,1.0,2.2912857142857144,1.7776,3.53,2.0608,1.3008,2.877142857142857,2.422142857142857
21-2021.00,"Directors, Religious Activities and Education",1.57,1.59,1.0,1.44,1.7734857142857143,1.4821428571428572,1.3785714285714286,1.6364285714285711,1.0,1.0442857142857145,1.0,2.812442857142857,2.2895714285714286,2.32,1.822857142857143,1.268571428571429,2.4522285714285714,2.0028571428571427
23-1011.00,Lawyers,2.91,1.92,1.0,1.44,1.837942857142857,1.7036571428571428,1.6063428571428573,1.7734857142857143,1.0,1.0549142857142857,1.0,2.243,2.1815999999999995,4.4,2.0028571428571427,1.32,2.7142857142857144,2.6950857142857143
23-1012.00,Judicial Law Clerks,3.5,2.79,1.0,1.84,1.6665142857142858,1.394285714285714,1.51,1.4464285714285716,1.0,1.0664285714285715,1.0,1.0774857142857144,1.3053571428571429,4.85,1.822857142857143,1.231428571428571,2.4732142857142856,2.422142857142857
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",4.17,3.67,1.02,2.15,1.6364285714285711,1.655,1.5785714285714287,1.595,1.0,1.0135714285714286,1.0,1.992457142857143,2.5542857142857143,4.52,1.9085714285714288,1.2857142857142856,2.7142857142857144,2.4732142857142856
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.2,1.65,1.0,2.1,1.2857142857142856,1.4285714285714286,1.268571428571429,1.7200000000000002,1.0,1.0357142857142856,1.0,2.2074857142857143,1.8411428571428567,4.65,1.9257142857142855,1.157142857142857,2.524285714285714,1.9842857142857144
23-1023.00,"Judges, Magistrate Judges, and Magistrates",3.31,2.68,1.0,2.13,1.7200000000000002,1.6364285714285711,1.655,1.8057142857142856,1.0,1.0,1.0020571428571428,2.837885714285714,2.528842857142857,4.75,1.8571428571428568,1.157142857142857,2.7142857142857144,2.645714285714285
23-2011.00,Paralegals and Legal Assistants,3.86,3.66,1.11,1.5,1.6063428571428573,1.3392000000000002,1.7734857142857143,1.2857142857142856,1.0,1.1257142857142857,1.0,2.08,2.277542857142857,4.79,1.7734857142857143,1.25,2.071428571428572,1.9085714285714288
23-2093.00,"Title Examiners, Abstractors, and Searchers",4.36,3.53,1.14,3.03,1.2857142857142856,1.268571428571429,1.51,1.2592,1.0,1.0442857142857145,1.0,1.695557142857143,1.7021714285714284,5.0,1.6875,1.197142857142857,1.9257142857142855,1.8571428571428568
25-1011.00,"Business Teachers, Postsecondary",2.63,1.41,1.03,2.22,1.8057142857142856,1.32,1.36,1.6364285714285711,1.0,1.0664285714285715,1.0,2.380585714285714,1.704357142857143,3.25,1.822857142857143,1.197142857142857,2.105,2.1635714285714283
25-1021.00,"Computer Science Teachers, Postsecondary",2.36,2.42,1.0,1.57,1.7734857142857143,1.3392000000000002,1.5,1.4017857142857142,1.0,1.0020571428571428,1.0,2.3126285714285717,1.8662142857142856,3.89,1.872228571428572,1.077942857142857,2.25,2.524285714285714
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.51,2.21,1.02,1.62,1.8571428571428568,1.6063428571428573,1.3392000000000002,1.4017857142857142,1.0,1.0442857142857145,1.0,1.8508285714285715,1.893014285714285,3.95,1.7385714285714284,1.1257142857142857,1.9842857142857144,2.19
25-1031.00,"Architecture Teachers, Postsecondary",1.94,2.12,1.68,1.72,1.7734857142857143,1.5785714285714287,1.4179428571428572,1.5207142857142857,1.0,1.0442857142857145,1.0089285714285714,3.1939,2.064042857142857,3.66,1.7385714285714284,1.22,2.542057142857143,2.6950857142857143
25-1032.00,"Engineering Teachers, Postsecondary",2.22,2.13,1.41,1.32,1.7734857142857143,1.5508,1.4906285714285716,1.5892857142857142,1.0,1.0271428571428571,1.0020571428571428,3.074414285714286,1.6669857142857143,3.53,1.8914285714285717,1.25,2.275,2.6185714285714288
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.55,1.89,1.02,1.52,1.8571428571428568,1.32,1.3392000000000002,1.3392000000000002,1.0,1.1257142857142857,1.0803571428571428,3.3798857142857144,2.3335,4.16,1.5207142857142857,1.2142857142857144,2.4732142857142856,2.2471428571428573
25-1042.00,"Biological Science Teachers, Postsecondary",2.28,1.95,1.01,1.35,1.7200000000000002,1.4017857142857142,1.4017857142857142,1.4017857142857142,1.0,1.0020571428571428,1.0,2.9815714285714288,2.012342857142857,4.22,1.7385714285714284,1.2142857142857144,2.1635714285714283,2.4285714285714284
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.16,2.26,1.0,1.39,1.7200000000000002,1.3392000000000002,1.4691999999999998,1.2857142857142856,1.0,1.0135714285714286,1.077942857142857,2.3282,1.9903428571428567,3.7,1.7385714285714284,1.24,2.4035714285714285,1.9842857142857144
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3.13,2.43,1.01,1.51,1.8571428571428568,1.3392000000000002,1.3392000000000002,1.36,1.0,1.0271428571428571,1.0,2.3589857142857142,1.914057142857143,3.84,1.6875,1.22,2.542057142857143,2.36
