O*NET-SOC Code,Title,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Telephone Conversations,Work With or Contribute to a Work Group or Team,Physical Proximity,"Communicating with Supervisors, Peers, or Subordinates ",Speaking ,Oral Expression ,Social Perceptiveness ,Establishing and Maintaining Interpersonal Relationships ,Interpreting the Meaning of Information for Others ,Assisting and Caring for Others ,Developing and Building Teams ,Service Orientation ,"Guiding, Directing, and Motivating Subordinates ",Coaching and Developing Others ,Training and Teaching Others ,Selling or Influencing Others ,Performing for or Working Directly with the Public ,Resolving Conflicts and Negotiating with Others ,Negotiation ,Persuasion ,Active Listening ,Coordinating the Work and Activities of Others ,Communicating with People Outside the Organization ,Providing Consultation and Advice to Others ,Instructing ,Management of Personnel Resources 
17-2112.00,Industrial Engineers,4.53,3.86,3.87,2.86,1.18,4.88,3.11,4.66,4.6,3.01,2.9977142857142858,2.6950857142857143,2.877142857142857,1.8571428571428568,2.6290857142857145,2.1774571428571425,1.2560285714285713,1.895457142857143,1.6875,1.510857142857143,1.6888,2.030885714285714,1.4428142857142856,1.0364714285714285,1.5828571428571427,1.4691999999999998,1.6063428571428573,2.765714285714286,1.8985714285714288,2.2382285714285715,2.1653714285714285,1.8571428571428568,1.7734857142857143
17-2112.01,Human Factors Engineers and Ergonomists,3.95,3.53,3.4,2.32,1.3,4.58,2.8,4.68,4.11,3.47,3.5500000000000003,2.877142857142857,3.142857142857143,2.19,3.1492857142857145,2.8702428571428573,1.5207142857142857,2.3915,1.8571428571428568,2.185,2.367142857142857,3.107142857142857,2.083571428571428,1.27,2.2592857142857143,1.8057142857142856,1.8057142857142856,2.877142857142857,2.257142857142857,2.436714285714286,3.254642857142857,2.1357142857142857,1.8057142857142856
17-2112.02,Validation Engineers,4.1,3.6,3.35,2.55,1.1,4.68,2.7,4.42,4.45,3.35,3.427857142857143,2.7142857142857144,2.765714285714286,1.9085714285714288,2.8600000000000003,3.1035714285714286,1.1489714285714283,2.314285714285714,1.7200000000000002,1.9778571428571428,2.2592857142857143,2.3982142857142854,1.5978571428571429,1.1764,2.394742857142857,1.6875,1.7734857142857143,2.645714285714285,2.186071428571428,2.5535714285714284,2.879714285714286,1.78,1.7200000000000002
17-2112.03,Manufacturing Engineers,4.23,3.88,2.35,2.96,1.54,4.88,2.58,4.62,4.27,3.23,3.3763571428571435,2.6950857142857143,2.954285714285714,2.0,2.946057142857143,2.367971428571429,1.489857142857143,2.5023428571428568,1.822857142857143,2.120228571428572,2.1,2.2265,1.9268,1.0672,2.1417714285714284,1.8914285714285717,2.096342857142857,2.6950857142857143,2.2137571428571428,1.9270857142857143,2.483857142857143,2.1357142857142857,2.042057142857143
17-2121.00,Marine Engineers and Naval Architects,3.95,3.5,3.28,2.12,1.24,4.67,2.21,4.47,3.71,3.22,2.514828571428572,2.571428571428571,2.928571428571429,1.9285714285714288,2.6372714285714283,2.4290714285714285,1.546042857142857,1.8397,1.7036571428571428,1.9666,1.7879714285714288,2.033785714285714,1.5984285714285715,1.8208428571428572,2.0225142857142857,1.6665142857142858,1.75,2.524285714285714,2.128214285714286,2.7534857142857145,2.858628571428571,1.8728571428571428,2.071428571428571
17-2131.00,Materials Engineers,3.86,3.52,3.05,2.14,1.1,4.67,2.81,4.19,4.43,2.86,2.92,2.6185714285714288,3.0357142857142856,1.8914285714285717,2.780642857142857,2.991142857142857,1.5519999999999998,2.615428571428572,1.9085714285714288,2.794,2.692,2.853142857142857,2.142142857142857,1.6308571428571428,2.0585714285714287,1.8914285714285717,1.8914285714285717,2.765714285714286,2.6342857142857143,2.928571428571429,2.7005714285714286,2.1750857142857143,1.8914285714285717
17-2141.00,Mechanical Engineers,4.73,3.37,3.16,2.05,1.05,4.41,2.92,4.43,4.4,2.91,2.936628571428572,2.3192,3.0357142857142856,1.8057142857142856,2.060828571428572,2.6154,1.451742857142857,1.822085714285714,1.7734857142857143,1.5833142857142857,1.7247142857142856,1.7662285714285717,1.3160714285714286,1.1344,1.6168,1.722057142857143,1.78,2.645714285714285,2.3098,2.1328,2.1718,1.94,1.837942857142857
17-2141.01,Fuel Cell Engineers,3.86,3.14,2.55,1.67,1.0,4.64,2.5,4.27,4.55,3.05,3.167414285714285,2.571428571428571,3.0357142857142856,1.8057142857142856,2.3847,3.092142857142857,1.325442857142857,2.346157142857143,1.6063428571428573,2.039071428571429,2.2960000000000003,2.625,1.6042857142857143,1.1068571428571428,1.8410857142857144,1.6364285714285711,1.7200000000000002,2.542057142857143,2.167828571428571,2.401428571428572,2.5665000000000004,1.8914285714285717,1.6428571428571428
17-2141.02,Automotive Engineers,3.86,3.8,3.14,2.4,1.45,4.7,2.9,4.65,4.65,3.14,3.1214285714285714,2.596342857142857,2.877142857142857,1.8571428571428568,2.6917714285714283,2.9308714285714283,1.488914285714286,2.423285714285714,1.7385714285714284,2.326514285714285,2.4016,2.394671428571429,2.0084285714285715,1.1060714285714286,2.4950428571428573,1.8571428571428568,1.9842857142857144,2.571428571428571,2.4735571428571426,2.6038,2.5232,2.0342857142857143,1.8571428571428568
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",3.95,3.67,2.63,2.51,1.18,4.79,2.12,4.3,4.22,2.91,3.639828571428571,2.765714285714286,2.98,1.8728571428571428,3.206171428571429,3.0747142857142857,1.2904285714285713,2.4265428571428576,1.6063428571428573,2.1341142857142854,2.2431,2.6441714285714286,1.7466857142857144,1.3001714285714283,2.5228,1.8728571428571428,1.9077714285714285,2.645714285714285,2.9926000000000004,2.5383285714285715,3.0874857142857146,2.06,2.0342857142857143
17-2161.00,Nuclear Engineers,3.67,3.37,2.43,2.21,1.33,4.4,2.14,4.6,3.89,2.75,3.602285714285714,2.524285714285714,3.142857142857143,1.8057142857142856,2.568,3.3485714285714288,1.3685714285714283,2.2192,1.8057142857142856,2.4076,2.3602857142857143,2.853742857142857,1.7519285714285715,1.2985428571428572,2.329857142857142,1.8571428571428568,1.9085714285714288,2.821428571428571,2.4095714285714287,2.489242857142857,3.0266285714285712,1.9285714285714288,1.75
17-2171.00,Petroleum Engineers,4.54,4.27,3.21,2.01,1.21,4.99,2.52,4.79,4.89,2.15,3.3294285714285707,2.645714285714285,2.98,2.354914285714286,3.0726,2.792742857142857,1.372428571428571,2.229014285714286,1.8571428571428568,2.189285714285714,1.7358285714285715,1.5845857142857145,1.8993142857142855,1.1275857142857142,2.664,1.9077714285714285,1.8914285714285717,2.645714285714285,2.8906,2.975142857142857,3.0749714285714287,1.8571428571428568,1.94
17-2199.03,"Energy Engineers, Except Wind and Solar",4.36,3.48,3.55,2.38,1.29,4.45,2.55,4.73,4.23,2.64,3.4378285714285712,2.571428571428571,2.6950857142857143,2.125,3.1159857142857144,2.8822857142857146,1.2865,2.647685714285714,1.8571428571428568,2.378914285714286,2.7168,2.463,2.2457142857142856,1.5551428571428572,2.2360857142857142,1.8057142857142856,1.8571428571428568,2.645714285714285,2.5606,3.173757142857143,3.1450714285714287,1.8571428571428568,1.75
17-2199.05,Mechatronics Engineers,3.76,3.79,3.02,2.18,1.09,4.72,2.51,4.17,4.37,2.81,3.039828571428571,2.3857142857142857,2.9008000000000003,1.7200000000000002,2.7240571428571427,2.068771428571429,1.2841142857142858,1.8671,1.7734857142857143,1.68,1.9243142857142856,2.0688571428571425,1.295585714285714,1.1046571428571428,1.8965,1.6665142857142858,1.8057142857142856,2.4971428571428573,2.114457142857143,2.5185142857142857,2.3262857142857145,1.8914285714285717,1.7200000000000002
17-2199.06,Microsystems Engineers,3.91,4.15,3.3,2.1,1.35,4.73,2.58,4.38,4.47,2.76,3.086071428571429,2.4971428571428573,2.8514285714285714,1.9657142857142855,3.1365142857142856,2.2965857142857145,1.4428,1.7169142857142858,1.8571428571428568,1.7174285714285715,1.8401714285714283,1.6812142857142856,1.4111714285714283,1.0313714285714286,1.5410714285714286,1.9285714285714288,1.8057142857142856,2.821428571428571,1.5649000000000002,2.4911,2.2354,2.06,1.7734857142857143
17-2199.07,Photonics Engineers,4.35,3.41,2.78,2.23,1.26,4.83,2.64,4.22,4.61,2.87,2.8163285714285715,2.4971428571428573,2.9171428571428573,1.6875,2.3684857142857143,2.6720714285714284,1.31,1.9942857142857144,1.5614285714285714,1.9007714285714288,1.876,1.9537,1.5457857142857143,1.063842857142857,1.7357714285714283,1.5614285714285714,1.6364285714285711,2.6185714285714288,1.9558,2.386571428571429,2.2542857142857144,2.0,1.5785714285714287
17-2199.08,Robotics Engineers,3.97,3.5,3.0,2.3,1.14,4.8,2.8,4.47,4.43,3.2,2.9844285714285714,2.2471428571428573,2.9008000000000003,2.0,2.6261714285714284,2.570071428571429,1.584142857142857,2.3761428571428573,1.4435714285714285,2.178714285714286,2.239,2.5163,1.633857142857143,1.165,2.266571428571429,1.7734857142857143,1.9657142857142855,2.645714285714285,2.6092,2.359228571428571,2.5078428571428573,2.0,2.096342857142857
17-2199.09,Nanosystems Engineers,3.9,3.38,3.14,2.33,1.0,4.62,2.81,4.24,4.33,3.24,3.372942857142857,2.821428571428571,3.091428571428572,1.9842857142857144,2.4624000000000006,3.066057142857143,1.630242857142857,2.3399714285714284,1.8057142857142856,2.411314285714286,2.6190857142857142,3.1128571428571425,1.7157142857142855,1.3893,1.6818285714285717,1.8571428571428568,1.9657142857142855,2.596342857142857,2.142142857142857,2.7041142857142857,2.9670000000000005,1.9657142857142855,1.837942857142857
17-2199.10,Wind Energy Engineers,3.69,3.38,2.99,2.08,1.05,4.19,2.24,4.29,4.06,2.52,3.0092857142857143,2.19,2.4892,1.9085714285714288,2.599557142857143,2.8915,1.328642857142857,2.3167,1.6875,2.0764,2.033357142857142,1.936742857142857,1.6108142857142858,1.2110571428571428,1.7013714285714283,1.7200000000000002,1.9657142857142855,2.275,2.5462857142857143,2.602,2.934085714285714,1.845,1.75
17-2199.11,Solar Energy Systems Engineers,4.11,3.68,3.54,2.5,1.29,4.61,2.32,4.89,4.25,3.18,2.877142857142857,2.645714285714285,2.8514285714285714,1.9285714285714288,2.5568285714285715,2.109642857142857,1.510714285714286,2.0965,1.7200000000000002,2.158657142857143,2.0764,2.3399714285714284,1.5588000000000002,1.5519142857142856,1.9457,1.75,1.8571428571428568,2.571428571428571,2.626442857142857,2.6939285714285712,2.2685714285714287,1.8571428571428568,1.5785714285714287
17-3011.00,Architectural and Civil Drafters,4.0,3.7,3.08,2.19,1.0,4.86,2.53,4.44,4.45,2.91,2.7133571428571432,1.9842857142857144,2.275,1.822857142857143,2.452685714285714,1.8171428571428567,1.2378142857142858,1.6632285714285713,1.7734857142857143,1.6322142857142856,1.6024857142857143,1.6590857142857145,1.2655714285714286,1.3260857142857143,1.5805714285714283,1.655,1.6875,2.125,2.1437714285714287,2.212085714285714,1.9068714285714288,2.023657142857143,1.6942857142857144
17-3012.00,Electrical and Electronics Drafters,4.15,3.15,2.98,2.69,1.31,4.62,1.98,4.23,4.35,2.97,3.1519857142857144,2.044642857142857,2.4971428571428573,1.8057142857142856,2.4678857142857145,2.0321714285714285,1.3089285714285714,1.4078285714285714,1.655,1.1387285714285715,1.4857142857142858,1.6325,1.0466285714285717,1.1232,1.517857142857143,1.6171428571428572,1.6665142857142858,2.31,1.7125,1.9469142857142856,1.3712285714285717,1.8125,1.5892857142857142
17-3013.00,Mechanical Drafters,3.7,3.39,2.68,2.19,1.02,4.63,1.95,4.11,3.89,2.98,2.8729714285714287,2.1357142857142857,2.2471428571428573,1.8571428571428568,2.0918,1.916457142857143,1.293485714285714,1.2505,1.4691999999999998,1.4706142857142857,1.4594285714285715,1.478557142857143,1.1725714285714286,1.0826,1.3238857142857143,1.4017857142857142,1.4435714285714285,2.125,1.6202285714285716,1.9505428571428567,1.6977142857142855,1.8914285714285717,1.4249999999999998
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,4.02,3.88,3.69,2.35,1.05,4.69,1.72,4.51,4.48,3.09,3.1976000000000004,2.1677714285714287,2.7142857142857144,1.8057142857142856,2.785,2.0842285714285715,1.3330857142857142,1.839742857142857,1.6364285714285711,1.4214285714285717,1.7070142857142858,1.92,1.4249428571428573,1.0001714285714285,1.5455714285714284,1.5614285714285714,1.6665142857142858,2.4522285714285714,1.9740857142857144,2.3838,1.7150285714285711,1.75,1.542142857142857
17-3022.00,Civil Engineering Technologists and Technicians,4.54,3.79,4.01,2.71,1.25,4.95,2.15,4.28,4.45,3.26,2.9992857142857146,2.19,2.571428571428571,1.7734857142857143,2.7357142857142858,2.2052,1.2997,1.4228571428571428,1.655,1.5554285714285714,1.5311428571428571,1.5015428571428573,1.2153142857142858,1.616857142857143,1.969,1.5892857142857142,1.51,2.571428571428571,1.7150285714285711,2.305542857142857,2.1758285714285712,1.4691999999999998,1.4017857142857142
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,4.03,3.56,2.94,2.58,1.28,4.71,2.03,4.25,4.24,3.13,2.975942857142857,2.125,2.4285714285714284,1.7036571428571428,2.600714285714286,2.168742857142857,1.5357142857142858,1.8393142857142857,1.7734857142857143,1.733285714285714,1.8884571428571428,2.2160714285714285,1.3982142857142856,1.3070285714285714,1.6902857142857144,1.4017857142857142,1.4821428571428572,2.31,2.0504,2.1795714285714283,2.0821428571428573,1.6665142857142858,1.5508
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,4.31,3.68,2.73,3.4,1.75,4.74,1.96,3.94,4.3,3.4,3.0523857142857143,1.9449142857142856,2.1750857142857143,1.7734857142857143,2.6724,1.918,1.5285000000000002,1.889628571428572,1.4017857142857142,1.5439714285714286,1.98,2.136,1.2745,1.1855142857142855,1.4388571428571428,1.25,1.268571428571429,2.023657142857143,1.9955714285714288,1.678942857142857,2.0893428571428574,1.837942857142857,1.7200000000000002
17-3024.01,Robotics Technicians,3.91,3.23,2.82,2.1,1.09,4.73,2.18,4.45,4.14,3.14,3.152285714285714,2.044642857142857,2.645714285714285,1.7385714285714284,2.4000000000000004,2.208057142857143,1.2342857142857142,1.7037857142857145,1.8057142857142856,1.682314285714286,1.9672,2.2192,1.2524285714285714,1.0192857142857144,1.4953,1.4435714285714285,1.5614285714285714,2.422142857142857,1.9445714285714284,1.9342142857142857,2.4616,1.837942857142857,1.51
17-3025.00,Environmental Engineering Technologists and Technicians,4.42,3.5,3.57,2.56,1.2,4.72,1.87,4.47,3.95,2.86,2.883771428571429,2.36,2.645714285714285,1.8571428571428568,2.429614285714286,1.8323,1.398285714285714,1.3205714285714285,1.7200000000000002,1.3937,1.5033571428571428,1.6278857142857144,1.1919857142857142,1.6252714285714287,1.9459428571428568,1.7385714285714284,1.7734857142857143,2.645714285714285,1.879528571428572,1.8485714285714288,1.647357142857143,1.7734857142857143,1.8571428571428568
17-3026.00,Industrial Engineering Technologists and Technicians,4.51,3.97,2.78,2.73,1.09,4.73,2.39,4.63,4.51,3.06,2.9631000000000003,2.205357142857143,2.4285714285714284,1.837942857142857,2.471557142857143,1.9512285714285715,1.3663571428571428,1.7450571428571429,1.6364285714285711,1.8495714285714284,1.7773714285714286,1.9102857142857144,1.2324,1.1100714285714286,1.3755428571428574,1.6665142857142858,1.8728571428571428,2.596342857142857,1.8949428571428573,2.135942857142857,1.9804857142857144,1.8914285714285717,1.5892857142857142
17-3026.01,Nanotechnology Engineering Technologists and Technicians,4.3,3.7,3.05,2.0,1.1,4.65,2.45,3.65,4.3,3.55,3.247,2.19,3.0077714285714285,1.655,2.8034285714285714,2.8665714285714285,1.933214285714286,1.7415714285714283,1.4821428571428572,2.342285714285714,2.570214285714286,3.516142857142857,1.4638428571428572,1.378,1.6869285714285716,1.3785714285714286,1.4928571428571429,2.4035714285714285,2.064571428571429,2.3398571428571424,2.836071428571429,1.8728571428571428,1.4285714285714286
17-3027.00,Mechanical Engineering Technologists and Technicians,4.56,3.76,3.14,2.76,1.4,4.71,2.15,4.32,4.02,3.73,2.9862857142857147,2.4035714285714285,2.571428571428571,1.8914285714285717,2.7060714285714287,2.6894285714285715,1.3777857142857142,1.9342857142857144,1.7385714285714284,1.8273571428571431,1.8458571428571429,2.1102857142857143,1.4735714285714283,1.264442857142857,1.8749714285714283,1.625,1.8571428571428568,2.524285714285714,2.1942857142857144,2.362857142857143,2.1593285714285715,1.75,1.6364285714285711
17-3027.01,Automotive Engineering Technicians,4.19,3.07,2.85,2.67,1.44,4.89,2.37,4.37,4.3,3.52,2.9080000000000004,2.2071428571428573,2.3392857142857144,1.7142857142857144,2.3609285714285715,2.0604142857142858,1.2827857142857142,1.9632,1.4542857142857144,1.7450571428571429,1.8799428571428567,2.198542857142857,1.2644571428571427,1.2372571428571428,1.707142857142857,1.4435714285714285,1.5165142857142857,2.086428571428572,2.0024,1.8288,1.8354285714285716,1.5165142857142857,1.4435714285714285
17-3029.01,Non-Destructive Testing Specialists,3.95,3.67,3.95,2.62,1.59,4.67,2.36,4.44,3.86,3.52,3.086071428571429,1.9449142857142856,2.4522285714285714,1.8571428571428568,2.85,2.5530142857142857,1.719185714285714,2.331714285714286,1.5785714285714287,2.3263285714285717,2.900457142857143,3.0391428571428567,1.604285714285714,1.7206428571428574,2.3952,1.4821428571428572,1.5357142857142858,2.265085714285714,2.372114285714286,2.9325428571428573,2.625,1.8571428571428568,1.75
17-3029.08,Photonics Technicians,3.9,3.18,2.5,2.41,1.32,4.5,1.86,4.05,4.05,3.18,2.671057142857143,1.9449142857142856,2.205357142857143,1.6875,2.365428571428571,1.9228571428571428,1.2225714285714284,1.6489714285714283,1.4928571428571429,1.5735,1.9334,1.7971428571428572,1.2655,1.26,1.7414285714285715,1.2857142857142856,1.32,2.19,1.9610714285714288,1.78,1.777828571428571,1.6364285714285711,1.4249999999999998
17-3031.00,Surveying and Mapping Technicians,4.02,3.05,2.97,2.29,1.42,4.57,1.82,4.32,3.82,3.13,2.6500857142857144,1.9449142857142856,2.2308,1.7734857142857143,2.0556,1.9664,1.2019428571428572,1.4473142857142856,1.7734857142857143,1.5208000000000002,1.5493714285714286,1.8146285714285717,1.1360714285714286,1.2704,1.4454,1.4691999999999998,1.7036571428571428,2.06,1.8154,1.9716571428571428,1.6670714285714283,1.6665142857142858,1.5207142857142857
19-1011.00,Animal Scientists,4.22,3.61,3.57,2.39,1.26,4.45,3.04,4.74,4.17,2.91,3.3657142857142857,2.6950857142857143,3.0357142857142856,1.9842857142857144,3.327771428571429,3.491571428571428,1.7504285714285714,2.6585714285714284,1.8571428571428568,2.4337,2.676671428571429,3.246871428571428,2.5505,1.8502,2.3510285714285715,1.8571428571428568,1.8914285714285717,2.645714285714285,2.455571428571428,3.361642857142857,3.516142857142857,1.9285714285714288,1.8914285714285717
19-1012.00,Food Scientists and Technologists,3.91,3.33,3.14,2.5,1.45,4.9,2.45,4.6,4.33,3.35,3.335757142857142,2.645714285714285,2.928571428571429,2.0028571428571427,3.0411571428571427,2.661914285714285,1.5317714285714288,2.4467,1.8571428571428568,2.469942857142857,2.6835,2.4785714285714286,1.670057142857143,1.2958571428571428,2.261285714285714,1.9085714285714288,2.023657142857143,2.6950857142857143,2.305257142857143,2.425342857142857,3.108714285714285,1.9285714285714288,1.6364285714285711
19-1013.00,Soil and Plant Scientists,3.95,3.65,3.38,2.4,1.29,4.48,2.76,4.24,4.05,2.43,3.4289571428571435,2.98,3.142857142857143,1.8571428571428568,2.6524,3.200357142857143,1.7174285714285715,2.2032,1.7734857142857143,2.626442857142857,2.474557142857143,2.853742857142857,1.789485714285714,2.251428571428572,2.0362857142857145,1.6875,1.837942857142857,2.6950857142857143,2.4586,3.1128571428571425,2.869,1.9449142857142856,1.655
19-1021.00,Biochemists and Biophysicists,3.75,3.16,1.8,2.16,1.35,4.44,2.65,3.67,4.21,3.16,3.608214285714285,3.0592,3.451428571428571,1.8914285714285717,2.7271428571428573,3.85,1.64,2.276,1.5614285714285714,2.9746428571428574,3.003571428571429,3.385,1.7358285714285715,1.2985714285714285,1.8485714285714288,1.4821428571428572,1.8571428571428568,2.9522285714285714,2.3237142857142854,2.7466428571428576,2.695357142857143,2.6393714285714287,1.8571428571428568
19-1022.00,Microbiologists,3.77,3.29,2.95,2.45,1.23,4.74,2.64,4.21,4.1,3.18,3.067,2.645714285714285,3.142857142857143,1.8914285714285717,2.7649,2.744714285714286,1.5282142857142855,1.9643857142857144,1.8914285714285717,2.2809285714285714,2.1793571428571425,2.723071428571429,1.327,1.3759142857142856,1.7336714285714283,1.6665142857142858,1.6665142857142858,2.6950857142857143,2.1128,2.737642857142857,2.142857142857143,2.0342857142857143,2.0
19-1023.00,Zoologists and Wildlife Biologists,4.36,4.17,3.89,2.4,1.25,4.52,2.36,4.59,4.34,3.25,3.404628571428572,2.7142857142857144,3.091428571428572,2.086428571428572,3.494742857142857,2.498285714285714,1.6485999999999998,2.5425142857142857,1.8571428571428568,2.154857142857143,2.1325857142857143,2.2032,1.6095,3.036914285714286,2.6350857142857143,1.9449142857142856,1.9842857142857144,2.7142857142857144,2.5794428571428574,3.422,2.9378285714285712,1.8914285714285717,1.8571428571428568
19-1029.01,Bioinformatics Scientists,3.71,4.08,2.39,1.98,1.07,4.87,3.15,4.33,4.71,2.37,3.0519,2.821428571428571,3.0357142857142856,2.125,2.746942857142857,3.6340285714285714,1.3529714285714287,2.1004857142857145,1.8057142857142856,2.3594285714285714,2.2151,2.5772714285714287,1.6279428571428571,1.2124857142857142,1.8610428571428568,1.75,1.94,2.877142857142857,2.489242857142857,3.293257142857143,2.2033428571428573,1.9285714285714288,1.837942857142857
19-1029.02,Molecular and Cellular Biologists,3.69,3.36,2.15,2.08,1.28,4.62,2.96,3.42,4.08,2.96,3.298342857142857,3.0357142857142856,3.504914285714286,2.086428571428572,2.7338571428571425,2.936,1.6162,2.0960857142857146,1.5207142857142857,2.458428571428572,2.787571428571429,3.1482857142857146,1.3328,1.2971428571428572,1.915342857142857,1.8571428571428568,1.9085714285714288,2.98,1.9156,2.7444571428571427,2.251428571428572,2.6185714285714288,1.9285714285714288
19-1029.03,Geneticists,3.68,3.04,1.88,1.92,1.08,4.6,2.84,3.2,4.04,2.92,3.1929142857142856,2.765714285714286,3.321428571428572,2.3392857142857144,2.6237714285714286,3.314285714285714,1.7680000000000002,2.2688,1.822857142857143,2.684571428571429,2.6580571428571425,3.376,1.3085714285714287,1.4507428571428571,1.8528,1.8571428571428568,1.9449142857142856,2.7142857142857144,2.2445714285714287,3.0502857142857143,2.38,2.4732142857142856,1.9449142857142856
19-1029.04,Biologists,4.0,3.66,3.41,2.15,1.12,4.37,2.67,3.77,4.49,3.19,3.59,3.0357142857142856,3.1942857142857144,1.8571428571428568,3.1434285714285712,3.3099428571428566,1.7466285714285714,2.3005,1.6364285714285711,2.4779714285714283,2.2865714285714285,2.8404,1.641457142857143,1.504742857142857,2.410342857142857,1.5357142857142858,1.75,2.765714285714286,2.6687000000000003,2.603,2.1484,2.1085714285714285,1.8914285714285717
19-1031.00,Conservation Scientists,3.91,3.61,3.87,2.3,1.22,4.43,2.5,4.7,3.91,2.91,3.0469142857142857,2.4035714285714285,2.596342857142857,2.044642857142857,3.132614285714286,2.6633142857142857,1.8322142857142856,2.0193571428571437,1.9085714285714288,2.2584285714285715,2.357,2.431314285714285,1.8398,2.6065,2.152542857142857,1.7857142857142856,1.9449142857142856,2.5428571428571427,2.626442857142857,2.899814285714286,2.5694857142857144,1.837942857142857,1.7734857142857143
19-1031.02,Range Managers,4.6,4.24,4.45,2.71,1.24,4.9,3.05,4.66,4.6,2.85,3.525142857142857,2.571428571428571,2.877142857142857,1.9085714285714288,3.688,2.2886714285714285,1.6138,2.2502,1.9657142857142855,2.3161428571428573,2.1502,2.066057142857143,1.5821714285714288,2.9897714285714283,3.1432,2.1635714285714283,1.8571428571428568,2.765714285714286,2.7114142857142856,3.162157142857143,1.9411428571428573,1.8571428571428568,1.8057142857142856
19-1031.03,Park Naturalists,4.43,4.01,4.64,2.67,1.33,4.53,3.86,4.59,4.31,3.48,3.6889142857142856,2.894285714285714,2.9522285714285714,2.375,3.7135,3.323,1.8808,2.666842857142857,2.2071428571428573,2.602814285714285,2.7802857142857147,3.0768,2.029,4.242571428571429,2.638,1.6063428571428573,1.7734857142857143,2.645714285714285,2.9231714285714285,3.933642857142857,2.467514285714285,2.044642857142857,1.8571428571428568
19-1032.00,Foresters,4.44,3.86,3.9,2.2,1.07,4.4,2.11,4.79,3.69,2.98,3.3376,2.645714285714285,2.6950857142857143,2.044642857142857,3.310142857142857,2.6245000000000003,1.6100571428571429,2.2648,1.8914285714285717,1.8752428571428568,2.0248,2.031657142857143,1.7028571428571428,2.6630857142857147,2.5553142857142856,2.205357142857143,2.023657142857143,2.7142857142857144,2.7849142857142857,3.352314285714286,2.4689714285714284,1.8571428571428568,2.06
19-1041.00,Epidemiologists,4.21,3.89,3.42,2.22,1.21,4.67,2.95,4.67,4.5,2.74,3.5490285714285714,3.117142857142857,3.377142857142857,2.6950857142857143,3.3914285714285715,4.094142857142858,1.4909142857142856,2.8826285714285715,2.1635714285714283,2.404657142857143,2.6478428571428574,3.073085714285714,1.7358285714285715,2.2685714285714287,1.9230571428571428,1.7734857142857143,2.096342857142857,3.117142857142857,2.6347428571428573,3.750657142857143,2.9564000000000004,2.2471428571428573,2.06
19-1042.00,"Medical Scientists, Except Epidemiologists",4.67,3.83,2.44,2.38,1.05,4.84,2.45,3.91,4.81,3.1,3.820614285714286,2.9522285714285714,3.282057142857143,1.9285714285714288,3.1311142857142857,2.6043,1.626057142857143,2.225828571428571,1.9085714285714288,1.9205714285714284,2.402757142857143,2.486285714285714,1.1749285714285715,1.0596571428571429,1.2506285714285714,1.7734857142857143,1.8057142857142856,2.821428571428571,1.9594857142857145,1.507085714285714,2.0989000000000004,2.2857142857142856,1.8728571428571428
19-2011.00,Astronomers,3.57,3.3,2.04,1.74,1.04,4.14,2.83,3.13,4.0,2.7,3.0785714285714287,3.0357142857142856,3.2285714285714286,1.9449142857142856,2.633257142857143,3.192228571428571,1.6232000000000002,2.04,1.8057142857142856,2.031428571428571,2.117142857142857,2.7255714285714285,1.400185714285714,1.4845000000000002,1.3924857142857143,1.6063428571428573,1.8914285714285717,2.765714285714286,2.157142857142857,2.9536,1.8202857142857145,2.0342857142857143,1.8571428571428568
19-2012.00,Physicists,3.39,3.6,2.16,2.04,1.12,4.36,3.13,3.53,4.13,2.53,3.230857142857143,3.117142857142857,3.5628571428571427,2.0028571428571427,2.6176857142857144,3.351085714285714,1.4278,1.8521857142857143,1.8571428571428568,1.8160285714285715,2.1733857142857143,2.675214285714285,1.572,1.3764571428571428,1.5506285714285712,1.6875,2.06,3.0357142857142856,2.1088,3.011428571428572,2.6714285714285717,2.7292,1.8914285714285717
19-2021.00,Atmospheric and Space Scientists,3.9,3.5,3.5,2.45,1.25,4.6,3.05,4.3,3.95,2.6,2.9746428571428574,2.877142857142857,3.321428571428572,1.9842857142857144,2.584642857142857,3.4075,1.35,2.2321428571428568,1.7734857142857143,2.155,2.1275,2.5225,1.1942857142857144,1.8742857142857143,1.6732142857142858,1.5892857142857142,1.7734857142857143,2.821428571428571,2.283657142857143,3.25,2.3042857142857143,2.0,1.7734857142857143
19-2031.00,Chemists,3.82,3.55,2.98,2.43,1.25,4.74,1.82,3.82,3.96,3.09,3.0411571428571427,2.6950857142857143,3.142857142857143,1.7857142857142856,2.216285714285714,2.6796571428571427,1.556542857142857,2.275714285714286,1.51,1.9592285714285715,2.1473714285714287,2.598442857142857,1.7755,1.066857142857143,2.133514285714286,1.32,1.51,2.571428571428571,2.3105714285714285,1.6966,1.9714285714285715,2.0,1.75
