O*NET-SOC Code,Title,Active Learning Combined,Active Listening Combined,Assisting and Caring for Others Combined,Auditory Attention Combined,Category Flexibility Combined,Complex Problem Solving Combined,Controlling Machines and Processes Combined,Coordinating the Work and Activities of Others Combined,Coordination Combined,Critical Thinking Combined,Deductive Reasoning Combined,"Determine Tasks, Priorities and Goals",Developing Objectives and Strategies Combined,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment Combined",Dynamic Flexibility Combined,Equipment Maintenance Combined,Equipment Selection Combined,Establishing and Maintaining Interpersonal Relationships Combined,Explosive Strength Combined,Extent Flexibility Combined,Flexibility of Closure Combined,Fluency of Ideas Combined,Glare Sensitivity Combined,"Guiding, Directing, and Motivating Subordinates Combined","Identifying Objects, Actions, and Events Combined",In an Open Vehicle or Operating Equipment,"Indoors, Environmentally Controlled","Indoors, Not Environmentally Controlled",Inductive Reasoning Combined,"Inspecting Equipment, Structures, or Materials Combined",Installation Combined,"Judging the Qualities of Objects, Services, or People Combined",Judgment and Decision Making Combined,Learning Strategies Combined,Level of Competition,Making Decisions and Solving Problems Combined,Management of Financial Resources Combined,Management of Material Resources Combined,Management of Personnel Resources Combined,Mathematical Reasoning Combined,Mathematics Combined,Memorization Combined,Monitoring Combined,"Monitoring Processes, Materials, or Surroundings Combined",Monitoring and Controlling Resources Combined,Night Vision Combined,Number Facility Combined,"Operating Vehicles, Mechanized Devices, or Equipment Combined",Operation and Control Combined,Operations Analysis Combined,Operations Monitoring Combined,Oral Comprehension Combined,Oral Expression Combined,"Organizing, Planning, and Prioritizing Work Combined",Performing Administrative Activities Combined,Performing General Physical Activities Combined,Physical Proximity,Problem Sensitivity Combined,Providing Consultation and Advice to Others Combined,Quality Control Analysis Combined,Rate Control Combined,Reading Comprehension Combined,Repairing Combined,Repairing and Maintaining Electronic Equipment Combined,Repairing and Maintaining Mechanical Equipment Combined,Response Orientation Combined,Scheduling Work and Activities Combined,Science Combined,Selective Attention Combined,Selling or Influencing Others Combined,Sound Localization Combined,Speaking Combined,Speech Clarity Combined,Speech Recognition Combined,Speed of Closure Combined,Speed of Limb Movement Combined,Spend Time Keeping or Regaining Balance,Staffing Organizational Units Combined,Systems Analysis Combined,Systems Evaluation Combined,Telephone Conversations,Time Management Combined,Time Sharing Combined,Troubleshooting Combined,Updating and Using Relevant Knowledge Combined,Visual Color Discrimination Combined,Work Outcomes and Results of Other Workers,Wrist-Finger Speed Combined,Written Comprehension Combined,Written Expression Combined,Written Letters and Memos
29-1071.01,Anesthesiologist Assistants,2.2928571428571427,2.662857142857143,3.616842857142857,1.6665142857142858,1.9449142857142856,2.023657142857143,2.6502142857142856,2.0362857142857145,2.06,2.4035714285714285,2.596342857142857,4.44,2.038142857142857,1.3114285714285714,1.0042857142857142,1.3125,1.4435714285714285,2.567928571428572,1.0,1.5614285714285714,2.205357142857143,1.7200000000000002,1.0885714285714283,1.6768857142857143,3.491714285714285,1.0,4.82,1.1,2.596342857142857,3.193514285714285,1.0221428571428572,2.6428000000000003,2.354914285714286,1.8728571428571428,3.14,3.568,1.1339285714285714,1.32,1.6665142857142858,1.8571428571428568,1.7734857142857143,1.75,2.524285714285714,3.7474571428571433,1.4428,1.0,1.9077714285714285,1.2212,1.9657142857142855,1.0608,2.19,2.8363428571428573,2.524285714285714,2.4485428571428574,1.5357142857142858,2.050942857142857,4.5,2.8363428571428573,2.1377,1.7734857142857143,1.3571428571428572,2.6696428571428568,1.268571428571429,1.475542857142857,1.7155857142857145,1.7200000000000002,1.5832000000000002,1.822857142857143,2.422142857142857,1.4651714285714286,1.0,2.4035714285714285,2.2308,2.25,1.8571428571428568,1.25,2.15,1.2787285714285714,1.7200000000000002,1.78,4.43,2.0608,1.8571428571428568,1.5357142857142858,3.570828571428572,1.9285714285714288,3.91,1.4179428571428572,2.765714285714286,2.3392857142857144,2.83
29-1081.00,Podiatrists,3.091428571428572,2.98,4.198,1.2036571428571428,2.4522285714285714,2.6185714285714288,1.7073857142857145,2.3572,2.275,2.821428571428571,3.205357142857143,4.99,2.073914285714286,1.141657142857143,1.0,1.0,1.335714285714286,2.8205714285714287,1.0271428571428571,1.0992,2.4971428571428573,2.125,1.0,2.3233,3.098242857142857,1.0,3.77,1.63,3.282057142857143,1.6889142857142856,1.0,2.5336,2.645714285714285,2.125,4.02,3.526857142857143,1.4464285714285716,1.4464285714285716,1.8571428571428568,1.7734857142857143,1.8057142857142856,1.8571428571428568,2.645714285714285,2.721228571428572,2.399142857142857,1.0,1.8057142857142856,1.2792714285714286,1.3392000000000002,1.6063428571428573,1.4017857142857142,3.1942857142857144,3.1942857142857144,2.9538571428571427,1.9533714285714283,1.960942857142857,4.55,3.3979428571428576,2.525185714285714,1.5165142857142857,1.077942857142857,3.25,1.0,1.1824,1.0486142857142855,1.1339285714285714,2.0063,2.3392857142857144,1.8571428571428568,1.6236714285714289,1.0,2.765714285714286,2.7142857142857144,2.7142857142857144,1.9449142857142856,1.0,1.34,1.8091428571428567,1.9449142857142856,1.9449142857142856,4.55,2.0,1.7036571428571428,1.268571428571429,3.3322000000000003,1.8057142857142856,4.53,1.2036571428571428,3.282057142857143,2.894285714285714,4.49
29-1122.00,Occupational Therapists,2.596342857142857,2.782857142857143,3.86,1.625,2.086428571428572,2.205357142857143,1.4867285714285714,2.0868,2.524285714285714,2.7142857142857144,2.7142857142857144,4.5,3.2095857142857143,1.118842857142857,1.0,1.0,1.0089285714285714,3.4197999999999995,1.0442857142857145,1.3392000000000002,1.8057142857142856,2.524285714285714,1.0,2.167414285714286,3.265614285714286,1.0,4.68,1.77,2.7142857142857144,1.8106428571428568,1.0,2.2272,2.662857142857143,2.596342857142857,3.23,3.4600714285714287,1.289285714285714,1.32,1.8571428571428568,1.3571428571428572,1.2857142857142856,1.4691999999999998,2.782857142857143,3.0828571428571427,1.6514285714285717,1.0,1.4542857142857144,1.0855,1.0885714285714283,1.9085714285714288,1.3392000000000002,2.6950857142857143,2.8363428571428573,3.346028571428572,2.2532,2.812857142857143,4.45,2.7142857142857144,2.5435,1.28,1.0,2.7142857142857144,1.0,1.0614285714285714,1.124342857142857,1.0442857142857145,2.4525714285714284,1.6875,2.0028571428571427,1.4845000000000002,1.0,2.7142857142857144,2.645714285714285,2.645714285714285,1.6063428571428573,1.0336571428571428,1.86,1.5556571428571428,1.9449142857142856,1.9449142857142856,4.23,2.524285714285714,1.7385714285714284,1.1257142857142857,3.496328571428572,1.4542857142857144,2.73,1.0135714285714286,2.645714285714285,2.7142857142857144,3.68
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",2.524285714285714,2.7142857142857144,3.226114285714286,1.4017857142857142,2.105,2.25,1.0846857142857145,1.7319714285714287,1.8914285714285717,2.3857142857142857,2.4522285714285714,4.7,2.428714285714286,1.0305,1.0,1.0,1.0042857142857142,3.1888,1.0178571428571428,1.22,1.8057142857142856,2.1492,1.1257142857142857,1.6587142857142858,2.524985714285714,1.0,3.52,2.61,2.3192,1.5589,1.0,2.242,2.1492,2.662857142857143,2.09,3.2131857142857143,1.0020571428571428,1.0664285714285715,1.7200000000000002,1.5614285714285714,1.3008,1.6665142857142858,2.571428571428571,2.899857142857143,1.3114285714285714,1.0803571428571428,1.2857142857142856,1.4747714285714286,1.2857142857142856,1.0407142857142857,1.4017857142857142,2.765714285714286,2.8363428571428573,3.101571428571429,1.8180857142857143,2.317428571428572,4.43,2.765714285714286,2.3877999999999995,1.1734857142857142,1.0549142857142857,2.645714285714285,1.0,1.0412285714285714,1.0614285714285714,1.0549142857142857,2.413057142857143,1.197142857142857,1.8571428571428568,1.3164,1.0357142857142856,2.7142857142857144,2.225714285714286,2.216428571428572,1.6063428571428573,1.0803571428571428,1.7,1.1648142857142858,1.8914285714285717,1.8914285714285717,4.26,1.8914285714285717,1.6665142857142858,1.0549142857142857,2.758642857142857,1.5207142857142857,2.3,1.0135714285714286,2.7142857142857144,2.645714285714285,3.48
29-1123.00,Physical Therapists,1.9842857142857144,2.765714285714286,4.049857142857142,1.3392000000000002,2.0,2.1492,1.473,2.542228571428572,2.205357142857143,2.662857142857143,2.6950857142857143,4.41,2.528057142857143,1.048857142857143,1.0,1.0336571428571428,1.0942857142857143,3.134,1.0535714285714286,1.7734857142857143,1.837942857142857,2.0028571428571427,1.0,2.0702714285714285,2.9680714285714287,1.0,4.88,1.16,2.6950857142857143,1.8181142857142856,1.0042857142857142,2.068657142857143,2.524285714285714,1.9449142857142856,2.57,3.3734857142857138,1.16,1.2142857142857144,1.837942857142857,1.6364285714285711,1.4192,1.7200000000000002,2.596342857142857,3.0785714285714283,1.3654,1.0,1.6875,1.1397857142857142,1.25,1.6875,1.3785714285714286,2.821428571428571,2.98,2.7984571428571425,2.096457142857143,2.694142857142857,4.92,2.6950857142857143,2.2722857142857142,1.268571428571429,1.16,2.877142857142857,1.0336571428571428,1.1074428571428572,1.0677571428571428,1.0664285714285715,2.3668,1.6364285714285711,1.872228571428572,1.465142857142857,1.0,2.765714285714286,2.422142857142857,2.422142857142857,1.6875,1.1885714285714286,2.01,1.2763428571428572,1.9449142857142856,1.9085714285714288,4.48,2.4035714285714285,1.7734857142857143,1.25,3.383714285714286,1.4179428571428572,4.12,1.3008,2.7142857142857144,2.645714285714285,3.72
29-1124.00,Radiation Therapists,1.8571428571428568,2.524285714285714,3.9859857142857145,1.3785714285714286,2.06,1.9085714285714288,4.0445714285714285,2.7511,2.0028571428571427,2.3392857142857144,2.3857142857142857,3.85,1.644285714285714,1.928,1.0,1.6875,1.6063428571428573,3.2073142857142853,1.0,1.4017857142857142,1.8914285714285717,1.8571428571428568,1.0803571428571428,1.9447,3.675,1.22,4.57,1.06,2.044642857142857,3.5950571428571423,1.0,2.797942857142857,1.837942857142857,1.8057142857142856,3.92,3.475,1.1428571428571428,1.2208,1.7734857142857143,1.75,1.7200000000000002,1.6171428571428572,2.086428571428572,3.435742857142857,1.6485142857142856,1.1257142857142857,1.7200000000000002,1.8198857142857143,2.06,1.6063428571428573,2.1492,2.7142857142857144,2.645714285714285,2.744657142857143,2.093114285714286,2.6944285714285714,4.92,2.596342857142857,1.835428571428572,1.9077714285714285,1.5207142857142857,2.524285714285714,1.3785714285714286,2.1833714285714283,1.9590571428571424,1.5677714285714286,2.4391142857142856,1.75,1.9449142857142856,1.1281428571428571,1.231428571428571,2.125,2.19,2.125,1.7385714285714284,1.2857142857142856,2.0,1.4834142857142858,1.6364285714285711,1.6364285714285711,4.71,1.9842857142857144,1.7734857142857143,1.7385714285714284,3.8191428571428574,1.7385714285714284,3.73,1.268571428571429,2.571428571428571,2.265085714285714,3.34
29-1125.00,Recreational Therapists,2.105,2.7142857142857144,4.054914285714286,1.3571428571428572,1.9085714285714288,2.25,1.1767285714285711,2.525642857142857,2.662857142857143,2.645714285714285,2.645714285714285,4.32,2.2565285714285714,1.1233714285714285,1.0271428571428571,1.0,1.0206285714285714,3.6565,1.268571428571429,1.3808,1.822857142857143,1.9842857142857144,1.0535714285714286,2.283771428571429,2.3886000000000003,1.24,4.47,2.26,2.524285714285714,1.7570428571428574,1.0,1.9229285714285715,1.9449142857142856,2.19,2.55,2.8084,1.2036571428571428,1.268571428571429,1.75,1.2857142857142856,1.2857142857142856,1.36,2.3192,2.3464,2.1448,1.0442857142857145,1.2857142857142856,1.5315571428571428,1.1339285714285714,1.75,1.1607142857142858,2.765714285714286,2.7142857142857144,3.5675,2.0102285714285717,2.4685714285714284,4.37,2.645714285714285,1.9773,1.1734857142857142,1.0549142857142857,2.645714285714285,1.0,1.1488,1.1234285714285714,1.268571428571429,3.162871428571428,1.25,1.8571428571428568,1.6105,1.0357142857142856,2.7142857142857144,2.5,2.375,1.302857142857143,1.197142857142857,1.78,1.8103428571428573,1.822857142857143,1.8571428571428568,4.22,2.0028571428571427,1.8571428571428568,1.0357142857142856,2.847942857142857,1.1885714285714286,3.0,1.0664285714285715,2.645714285714285,2.645714285714285,3.46
29-1126.00,Respiratory Therapists,2.354914285714286,2.596342857142857,3.992,1.6875,1.9657142857142855,2.0608,3.0336,2.1113142857142857,2.02,2.645714285714285,2.5428571428571427,3.96,2.043428571428572,1.4955142857142858,1.0,1.4249999999999998,1.4435714285714285,2.639214285714285,1.0,1.6391999999999998,1.8571428571428568,1.7385714285714284,1.0549142857142857,1.902,3.0952,1.0,4.79,1.23,2.662857142857143,3.144828571428571,1.0,2.198242857142857,2.19,1.9085714285714288,2.92,3.1942,1.1734857142857142,1.231428571428571,1.8057142857142856,1.7734857142857143,1.7200000000000002,1.6364285714285711,2.596342857142857,3.4369857142857145,1.5789714285714287,1.0549142857142857,1.7734857142857143,1.4577857142857145,1.8057142857142856,1.3392000000000002,1.8571428571428568,2.645714285714285,2.7142857142857144,3.2436,1.4915714285714283,2.246928571428572,4.73,2.7142857142857144,2.018128571428571,1.8571428571428568,1.34,2.4971428571428573,1.3785714285714286,1.83,1.6279428571428571,1.3808,2.024857142857143,2.0,1.872228571428572,1.1585714285714286,1.0803571428571428,2.571428571428571,2.1607142857142856,2.044642857142857,1.542142857142857,1.2857142857142856,1.62,1.4608,1.7734857142857143,1.8057142857142856,4.93,1.9449142857142856,1.7734857142857143,1.4179428571428572,3.56,1.7734857142857143,3.07,1.3392000000000002,2.4732142857142856,2.2928571428571427,3.07
29-1127.00,Speech-Language Pathologists,2.748571428571428,2.8363428571428573,2.7876571428571437,1.9085714285714288,2.571428571428571,2.596342857142857,1.0364285714285717,1.940742857142857,2.205357142857143,2.8363428571428573,2.765714285714286,4.62,3.046342857142857,1.0060714285714285,1.0,1.0,1.0442857142857145,3.799128571428571,1.0,1.0206285714285714,2.2857142857142856,2.6185714285714288,1.0,1.3618,2.958628571428571,1.0,4.19,1.54,2.877142857142857,1.5866285714285715,1.0,2.770342857142857,2.524285714285714,2.765714285714286,2.67,3.4292857142857143,1.0,1.0020571428571428,1.5165142857142857,1.7200000000000002,1.34,1.7200000000000002,2.6950857142857143,2.7834000000000003,1.0193857142857143,1.0,1.4928571428571429,1.0070428571428571,1.0664285714285715,1.8914285714285717,1.3008,3.44,3.321428571428572,3.759171428571429,2.830257142857143,1.4429714285714283,4.78,2.821428571428571,1.6978285714285717,1.4017857142857142,1.0,3.2285714285714286,1.0,1.0356285714285711,1.0058,1.0020571428571428,2.072542857142857,1.8057142857142856,1.822857142857143,1.1988571428571428,1.0271428571428571,2.821428571428571,3.0592,3.497857142857143,1.9842857142857144,1.0,1.13,1.0007,1.9842857142857144,2.096342857142857,3.79,2.044642857142857,1.7036571428571428,1.0549142857142857,3.433514285714286,1.231428571428571,2.61,1.1408,3.005714285714286,3.205357142857143,3.38
29-1128.00,Exercise Physiologists,2.2471428571428573,2.7142857142857144,3.659285714285714,1.3785714285714286,2.2928571428571427,2.31,1.936,1.9643857142857144,2.096342857142857,2.7142857142857144,2.7142857142857144,4.23,2.2566571428571427,1.0533,1.0549142857142857,1.0089285714285714,1.1339285714285714,3.346685714285714,1.0885714285714283,1.44,1.8571428571428568,2.06,1.0,2.04,2.665571428571429,1.05,4.95,1.77,2.928571428571429,1.8322142857142856,1.0089285714285714,1.7231714285714286,2.524285714285714,2.205357142857143,3.27,2.843071428571428,1.0714285714285714,1.0992,1.8057142857142856,1.7734857142857143,1.8057142857142856,1.5508,2.571428571428571,2.4294857142857142,1.4857142857142858,1.0,1.6665142857142858,1.1199,1.25,1.3785714285714286,1.3808,2.98,3.117142857142857,2.749657142857143,1.972171428571429,3.0589428571428567,4.14,2.8363428571428573,2.4285714285714284,1.32,1.1785714285714286,2.928571428571429,1.0042857142857142,1.124342857142857,1.1848,1.0664285714285715,2.0032,1.8057142857142856,1.822857142857143,1.957,1.0,2.765714285714286,2.7142857142857144,2.662857142857143,1.4910714285714284,1.157142857142857,2.0,1.4699,1.9449142857142856,1.9449142857142856,4.59,1.8914285714285717,1.655,1.1785714285714286,3.202485714285714,1.32,2.82,1.157142857142857,2.98,2.6950857142857143,3.41
29-1129.01,Art Therapists,2.524285714285714,2.7142857142857144,4.055714285714286,1.289285714285714,1.9842857142857144,2.275,1.0992,2.06,2.044642857142857,2.645714285714285,2.645714285714285,4.45,2.7724,1.0752,1.0,1.0,1.1257142857142857,3.829,1.16,1.0336571428571428,1.8057142857142856,2.571428571428571,1.0,2.2214285714285715,3.356457142857143,1.0,4.74,1.87,2.645714285714285,1.4851,1.0,2.317085714285714,2.596342857142857,2.1750857142857143,3.06,3.2375571428571432,1.062857142857143,1.197142857142857,1.8914285714285717,1.3392000000000002,1.3392000000000002,1.3392000000000002,2.645714285714285,3.142857142857143,1.7493714285714288,1.0,1.3392000000000002,1.0336571428571428,1.0,1.3785714285714286,1.16,2.877142857142857,2.821428571428571,3.388128571428572,2.3714285714285714,1.4379142857142857,4.1,2.7142857142857144,2.4571428571428573,1.0942857142857143,1.0,2.645714285714285,1.0,1.011942857142857,1.0456857142857143,1.16,2.5659428571428573,1.25,1.9085714285714288,1.3629142857142855,1.0,2.765714285714286,2.662857142857143,2.596342857142857,1.5357142857142858,1.0020571428571428,1.26,1.2806571428571427,1.8914285714285717,1.9285714285714288,4.41,2.086428571428572,1.4179428571428572,1.0020571428571428,3.1642857142857146,1.8914285714285717,2.32,1.0664285714285715,2.765714285714286,2.6950857142857143,3.69
29-1129.02,Music Therapists,2.205357142857143,2.782857142857143,3.986514285714285,1.9449142857142856,1.9449142857142856,2.086428571428572,1.1810285714285715,1.962742857142857,2.086428571428572,2.7142857142857144,2.645714285714285,4.38,2.9059428571428567,1.051,1.0,1.0,1.0664285714285715,4.056342857142857,1.268571428571429,1.1785714285714286,1.822857142857143,2.524285714285714,1.0,1.7513142857142858,2.4571428571428573,1.0,4.5,1.46,2.645714285714285,1.5372,1.0,2.436914285714286,2.4732142857142856,2.4732142857142856,2.5,2.9440000000000004,1.1428571428571428,1.231428571428571,1.7200000000000002,1.2857142857142856,1.231428571428571,1.6875,2.571428571428571,2.7394,1.6072,1.0,1.2857142857142856,1.0630857142857142,1.0,1.157142857142857,1.268571428571429,2.7142857142857144,2.8363428571428573,2.9131428571428573,2.3248857142857142,1.9209142857142856,4.35,2.782857142857143,2.2488,1.2208,1.0,2.7142857142857144,1.0,1.1407857142857143,1.1251857142857142,1.197142857142857,2.3062857142857145,1.0942857142857143,2.4732142857142856,1.3444,1.1408,2.662857142857143,2.645714285714285,2.596342857142857,1.5892857142857142,1.0357142857142856,1.46,1.4463142857142857,1.9449142857142856,1.8728571428571428,3.88,1.8914285714285717,1.8057142857142856,1.16,2.9730857142857143,1.4542857142857144,2.0,1.2208,2.645714285714285,2.645714285714285,3.38
29-1131.00,Veterinarians,2.877142857142857,2.894285714285714,2.7534857142857145,1.4435714285714285,2.125,2.5428571428571427,1.592,2.118914285714286,2.06,2.748571428571428,2.821428571428571,4.29,1.7369285714285714,1.051,1.0020571428571428,1.0020571428571428,1.12,2.997742857142857,1.0271428571428571,1.3785714285714286,2.086428571428572,1.9657142857142855,1.0020571428571428,2.108342857142857,3.822371428571429,1.37,4.92,1.5,3.091428571428572,2.113857142857143,1.0,2.056942857142857,2.6950857142857143,1.8571428571428568,3.27,4.450771428571429,1.2857142857142856,1.2857142857142856,1.8571428571428568,1.9449142857142856,1.9449142857142856,1.5508,2.205357142857143,3.1637,1.359985714285714,1.0020571428571428,1.8914285714285717,1.0697142857142858,1.1885714285714286,1.6875,1.4249999999999998,2.9522285714285714,2.894285714285714,2.238142857142857,1.4383714285714286,2.0208,4.43,3.1942857142857144,1.8025,1.3392000000000002,1.147857142857143,3.1750857142857143,1.0,1.0659571428571428,1.1116,1.1607142857142858,1.4770857142857143,2.6950857142857143,1.9085714285714288,2.2375,1.0,2.748571428571428,2.31,2.31,1.6171428571428572,1.0089285714285714,1.94,1.2646428571428572,1.837942857142857,1.9285714285714288,4.97,2.125,1.7734857142857143,1.1257142857142857,3.865,1.7734857142857143,4.09,1.32,2.9522285714285714,2.542057142857143,3.89
29-1141.00,Registered Nurses,2.4714285714285715,2.821428571428571,4.315228571428571,1.8057142857142856,2.3192,2.2071428571428573,1.6377142857142857,2.2706285714285714,2.7142857142857144,2.765714285714286,2.782857142857143,4.01,2.1881714285714287,1.0867428571428572,1.0942857142857143,1.0,1.1106285714285715,3.4722857142857144,1.12,1.8057142857142856,2.205357142857143,1.9449142857142856,1.0,2.9258571428571427,4.095700000000001,1.0,4.56,1.28,3.091428571428572,2.4779142857142853,1.0,2.6157142857142857,2.5428571428571427,2.1635714285714283,2.89,3.801657142857143,1.1222285714285714,1.22,1.6665142857142858,1.8571428571428568,1.837942857142857,1.9085714285714288,2.571428571428571,3.511,1.351785714285714,1.0,1.8571428571428568,1.230357142857143,1.3785714285714286,1.25,1.822857142857143,3.091428571428572,3.0357142857142856,3.757857142857142,1.749,3.2236,4.11,3.2285714285714286,2.217357142857143,1.8057142857142856,1.0803571428571428,2.748571428571428,1.0020571428571428,1.1254,1.1022,1.3392000000000002,2.159771428571428,1.7734857142857143,2.06,1.2629714285714286,1.0020571428571428,2.821428571428571,2.645714285714285,2.524285714285714,1.9449142857142856,1.268571428571429,1.52,1.3772,1.822857142857143,1.8571428571428568,4.94,1.9449142857142856,1.9449142857142856,1.1734857142857142,4.404928571428572,1.7200000000000002,3.94,1.3125,2.821428571428571,2.524285714285714,3.28
29-1141.01,Acute Care Nurses,2.821428571428571,2.765714285714286,3.993671428571429,1.5207142857142857,2.125,2.5,1.8045714285714285,2.4701714285714287,2.662857142857143,2.782857142857143,2.8363428571428573,4.19,1.93,1.04,1.0089285714285714,1.0,1.2000000000000002,3.0439285714285718,1.25,1.24,2.0028571428571427,1.9842857142857144,1.0,2.5926857142857145,3.2725000000000004,1.0,4.48,1.67,2.894285714285714,2.216428571428572,1.0,2.184,2.662857142857143,2.275,2.9,3.6138571428571424,1.2142857142857144,1.28,1.9085714285714288,1.822857142857143,1.8571428571428568,1.822857142857143,2.821428571428571,3.022857142857143,2.047857142857143,1.0,1.6063428571428573,1.1232142857142855,1.7200000000000002,1.36,1.8914285714285717,3.0892857142857144,2.9732142857142856,3.4601,1.8142857142857145,2.518,4.67,3.265714285714286,2.0914,1.5614285714285714,1.0549142857142857,3.1750857142857143,1.0,1.4,1.212,1.32,2.1671428571428573,1.8571428571428568,2.0028571428571427,1.2505,1.0020571428571428,2.782857142857143,2.607142857142857,2.551428571428572,1.9449142857142856,1.0206285714285714,2.43,2.275428571428572,1.8571428571428568,2.023657142857143,4.9,2.2071428571428573,1.8571428571428568,1.2592,3.4685714285714284,1.822857142857143,3.52,1.1785714285714286,3.0335714285714284,2.765714285714286,2.65
29-1141.02,Advanced Practice Psychiatric Nurses,2.645714285714285,2.989371428571429,4.592285714285714,1.32,2.25,2.44,1.0906285714285715,2.1448857142857145,2.524285714285714,2.7142857142857144,2.8363428571428573,4.05,2.725314285714286,1.0434571428571429,1.0,1.0,1.0,4.123857142857143,1.25,1.0020571428571428,1.9085714285714288,2.1492,1.0,1.9996,3.455714285714285,1.1,4.43,1.48,2.821428571428571,1.1587857142857143,1.0,2.6897,2.7142857142857144,2.4732142857142856,3.39,3.993,1.268571428571429,1.2857142857142856,1.8057142857142856,1.6063428571428573,1.655,1.6875,2.7142857142857144,2.8824571428571426,1.5862857142857143,1.0,1.7200000000000002,1.0205714285714285,1.0,1.0442857142857145,1.25,3.0335714285714284,3.205357142857143,3.498571428571428,2.167828571428571,1.1566,2.86,3.585714285714286,3.3017142857142856,1.0206285714285714,1.0,2.821428571428571,1.0,1.039928571428571,1.011,1.1106285714285715,2.097514285714285,1.7385714285714284,1.9792,1.645857142857143,1.0,2.782857142857143,2.607142857142857,2.7142857142857144,1.8057142857142856,1.0020571428571428,1.3,1.2742857142857142,2.105,1.9449142857142856,4.77,2.662857142857143,1.655,1.0,4.296542857142857,1.4691999999999998,2.7,1.0135714285714286,2.894285714285714,2.7142857142857144,3.74
29-1141.03,Critical Care Nurses,2.645714285714285,2.7142857142857144,4.7447285714285705,1.822857142857143,2.1750857142857143,2.3906285714285715,2.3485714285714288,2.6330285714285715,2.645714285714285,2.765714285714286,2.765714285714286,4.0,2.036914285714285,1.1214285714285714,1.0,1.0,1.0442857142857145,3.5431,1.3392000000000002,1.6875,2.596342857142857,2.2308,1.0357142857142856,2.1086857142857145,3.882257142857143,1.0,4.89,1.0,2.765714285714286,2.3474142857142857,1.0089285714285714,2.200614285714286,2.645714285714285,2.0342857142857143,3.29,3.817857142857143,1.28,1.3008,1.8571428571428568,1.8057142857142856,1.7734857142857143,1.7734857142857143,2.782857142857143,3.621971428571429,1.7471142857142858,1.0,1.7734857142857143,1.1907142857142856,1.655,1.6364285714285711,2.0608,3.0592,2.765714285714286,3.2813142857142856,1.6555,2.5606,4.54,3.2285714285714286,2.4406428571428576,1.6063428571428573,1.231428571428571,2.7142857142857144,1.0,1.2736142857142858,1.1992857142857145,1.4179428571428572,2.180771428571429,1.8914285714285717,2.4732142857142856,1.2228571428571429,1.0,2.7142857142857144,2.662857142857143,2.7142857142857144,2.2308,1.25,1.75,1.8932,1.7385714285714284,1.7200000000000002,4.96,2.1635714285714283,1.8571428571428568,1.2857142857142856,3.847171428571429,1.7734857142857143,3.39,1.3785714285714286,2.645714285714285,2.596342857142857,2.79
29-1141.04,Clinical Nurse Specialists,2.821428571428571,2.6950857142857143,4.2065,1.6364285714285711,2.571428571428571,2.6950857142857143,1.422014285714286,2.8427999999999995,2.645714285714285,2.821428571428571,2.821428571428571,4.33,2.7207142857142856,1.1712571428571428,1.0,1.0,1.0,3.866200000000001,1.077942857142857,1.2857142857142856,1.8571428571428568,2.06,1.0,2.432885714285714,3.342714285714285,1.05,4.76,1.33,2.821428571428571,1.9165,1.0,2.914,2.821428571428571,2.4971428571428573,2.86,3.605028571428572,1.1408,1.25,1.9085714285714288,1.8057142857142856,1.6428571428571428,1.8057142857142856,2.7142857142857144,3.754,1.9945,1.0,1.8571428571428568,1.1532142857142855,1.1607142857142858,2.0342857142857143,1.6875,3.1750857142857143,2.9522285714285714,3.5508571428571427,1.9554285714285715,1.757285714285714,4.05,2.821428571428571,3.848857142857143,1.3808,1.0271428571428571,2.877142857142857,1.0,1.1399714285714286,1.1222285714285714,1.1607142857142858,2.211428571428572,2.071428571428571,2.0028571428571427,2.1142857142857143,1.0,2.8363428571428573,2.765714285714286,2.6950857142857143,1.8571428571428568,1.0206285714285714,1.76,1.4607,1.9285714285714288,1.9842857142857144,4.9,2.4971428571428573,1.8571428571428568,1.0942857142857143,4.169142857142857,1.75,4.14,1.147857142857143,2.877142857142857,2.765714285714286,3.35
